,CCGT,CHP,Imports_Exports,OCGT,battery storage,coal,distribution network,hydroelectricity,offshore wind,oil,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment
2013-01-02 06:00:00,2.81398086603213e-06,5.308273852740802,4.583305204791364,8.503445249405235e-07,21.712121265655536,2.6885120679804883e-07,-132.87046839949502,2.554510316935634,23.1341039635177,4.6118717511393036e-07,75.62364856643659,-0.045489178863901476,0.0,-0.0,-1.4459503468060574e-06,-2.4093290425038936e-06
2013-01-02 07:00:00,2.8130957083226606e-06,5.308273855315835,4.583303376087532,8.501462305915339e-07,24.441458977771678,2.687526832318836e-07,-132.87046893796898,2.548253656285351,23.095739666737458,4.610265213941774e-07,72.93893207101117,-0.045487053948340544,0.0,-0.0,-1.449130608307314e-06,-2.424378994063073e-06
2013-01-02 08:00:00,2.780679187887421e-06,5.308273782077573,2.572243622763195,8.429188269168044e-07,0.00017720854150392583,2.6784664753404445e-07,-132.87040790216457,2.542241266792751,22.99672727616068,4.594326968145499e-07,68.63617953926912,-0.0454963359951154,30.860071706004806,-4.400847758062142e-06,-1.468685660711344e-06,-2.487798043023788e-06
2013-01-02 09:00:00,2.713770123792071e-06,5.308273444440798,-4.31287372256685,8.295069881824914e-07,-5.664575197736123,2.6591899203127144e-07,-132.8112436699158,2.5367942550641582,22.873617077221734,4.5631144064601723e-07,66.76463147070031,-0.04569775839552353,45.351085507527856,-5.2125172991690735e-06,-1.518959135410114e-06,-2.592996851853058e-06
2013-01-02 10:00:00,2.7145701520943764e-06,5.308273446482237,-1.347709272857067,8.289059946064135e-07,-6.674844068223532,2.6595828449182137e-07,-129.35662427527475,2.5322173518094164,22.911735109877494,4.5634980321861683e-07,62.73179901292764,-0.045697810723894804,43.94086211390144,-5.418610626660934e-06,-1.51764168185764e-06,-2.5908259985996548e-06
2013-01-02 11:00:00,2.714156487038323e-06,5.308273450301043,-1.4714645408898142,8.286736498549449e-07,-2.08417007267796,2.659807828569098e-07,-129.20142485422085,2.5281871750987217,22.645442062938997,4.563269397523011e-07,64.82519832709,-0.04569781174801477,37.49566786572163,-5.395242762655528e-06,-1.5187081885414955e-06,-2.606399088815105e-06
2013-01-02 12:00:00,2.7184118826113513e-06,5.308273467351415,3.4372050847437787,8.296094955918393e-07,-0.10595595834344662,2.6616666265861795e-07,-132.09339057066742,2.524022652624519,22.53742767487321,4.565588255727466e-07,66.7459965922222,-0.045677256838402416,31.692109528858985,-5.034809975102986e-06,-1.5139382671804924e-06,-2.590567778012778e-06
2013-01-02 13:00:00,2.798682021975636e-06,5.308273851977468,4.842053443222818,8.447414063623936e-07,8.149015342456746,2.686698690043347e-07,-132.87044285686954,2.5200697485663275,22.958883414960596,4.6049818903735995e-07,65.67610243989978,-0.04547691462953314,23.46153127156554,-4.059664224576161e-06,-1.4455025766437757e-06,-2.4711169747549477e-06
2013-01-02 14:00:00,2.7949882297642112e-06,5.308273853113165,4.842053758142671,8.443026371967621e-07,28.592270488624116,2.6857384485453586e-07,-132.87046867471827,2.516223213201951,23.028394198382102,4.604408503806368e-07,57.29637197964593,-0.045479248521413454,11.332370301388245,-4.189948040694439e-06,-1.4474913878075313e-06,-2.461149992565498e-06
2013-01-02 15:00:00,2.8159129880197165e-06,5.3082738687985165,4.583259692921874,8.497170662242401e-07,42.81465030325039,2.6916528491639464e-07,-132.87046893354042,2.5121060520573835,23.09457861063555,4.6149927788226075e-07,54.603087749856904,-0.04548175540177669,0.0,-0.0,-1.4267937899603567e-06,-2.423619228460386e-06
2013-01-02 16:00:00,2.8153588447726605e-06,5.308273868223084,4.583316693517071,8.497496574226167e-07,39.830229040913395,2.6923725154707494e-07,-132.87046900478325,2.508051644352493,23.134636977536946,4.615671794495026e-07,57.551447838965416,-0.0454814758960805,0.0,-0.0,-1.4254974967116142e-06,-2.4181267814771864e-06
2013-01-02 17:00:00,2.8161291819728905e-06,5.308273868961391,4.583316976749583,8.497642383625402e-07,36.79431211853365,2.6933984846359736e-07,-132.8704690431773,2.504099297006618,23.133660217846504,4.6164557583071734e-07,60.59229289005482,-0.04548075092070132,0.0,-0.0,-1.4226106691239692e-06,-2.414172466363893e-06
2013-01-02 18:00:00,2.817664198280348e-06,5.308273870773538,4.583317430749884,8.498662719188033e-07,33.60342281096417,2.6948596509845073e-07,-132.87046912909307,2.5003194229342354,23.136735663389363,4.61736685980792e-07,63.78388517237544,-0.04547967656804317,0.0,-0.0,-1.419081565927627e-06,-2.4105777082575216e-06
2013-01-02 19:00:00,2.819987121586099e-06,5.308273873505976,4.170022614965838,8.50178593306287e-07,32.522748156339176,2.6966599513387126e-07,-132.87046909994064,2.496539977541387,23.1437184201202,4.618255541193984e-07,65.27464983301373,-0.04547822312954702,0.0,-0.0,-1.4141007095531676e-06,-2.406471895631154e-06
2013-01-02 20:00:00,2.8229088576227644e-06,5.308273876432985,3.222168435122362,8.507134505322943e-07,32.65569010870455,2.698690215680998e-07,-132.8704687659651,2.492911132732613,23.150608771171775,4.619012613359734e-07,66.08629811300699,-0.04547613435769838,0.0,-0.0,-1.408133262884803e-06,-2.4022438729927666e-06
2013-01-02 21:00:00,2.8249811173482725e-06,5.3082738748446685,3.7673709585267043,8.512127284294177e-07,28.129688126775406,2.7003219127489146e-07,-131.99230924146983,2.489432093930851,23.15544813102559,4.619064475146687e-07,69.18757470557004,-0.045473124416399884,0.0,-0.0,-1.4036593534001441e-06,-2.3987404815354678e-06
2013-01-02 22:00:00,2.789641913597749e-06,5.308273744383635,5.219508772742127,8.45587835228786e-07,0.00015135298441935254,2.688637583477937e-07,-115.12771141779638,2.4861373198037175,23.161137276188104,4.601313372920741e-07,78.99800745747726,-0.04549883634122147,0.0,-0.0,-1.4340791508402617e-06,-2.429442402811852e-06
2013-01-02 23:00:00,2.7109889615443894e-06,5.308273371188583,3.918473613115835,8.314567176512899e-07,-6.076370753801949,2.665878245783647e-07,-112.23736157348728,2.4829525909616073,23.161445165731543,4.562682439309123e-07,83.49440995877546,-0.05181622073082353,0.0,-0.0,-1.5013670663392986e-06,-2.5323144815685266e-06
2013-01-03 00:00:00,2.7106079960727323e-06,5.308273380453473,5.762348807859653,8.317841597533244e-07,-20.072805657296126,2.666589085555036e-07,-108.35578321930979,2.4799453517515806,23.162520233161437,4.560786740342955e-07,91.76775110764395,-0.05224385028700919,0.0,-0.0,-1.504179518633464e-06,-2.5321222174204264e-06
2013-01-03 01:00:00,2.715829814956696e-06,5.308273392181476,5.931933039110662,8.331738885944552e-07,-27.21703455496576,2.668957510155786e-07,-107.81528117862707,2.4771079781372567,23.162897503540346,4.5613641201036865e-07,98.20467036302725,-0.0525604197928396,0.0,-0.0,-1.491117192472302e-06,-2.5274205695699965e-06
2013-01-03 02:00:00,2.7219681104771964e-06,5.308273403815555,5.706926743338304,8.347046625847259e-07,-29.646591532271092,2.6715698580248133e-07,-111.59806131433268,2.4745556283321504,23.165561545739717,4.5625340761995823e-07,104.64219877740678,-0.052857158106745364,0.0,-0.0,-1.4769375820833374e-06,-2.5209135993924284e-06
2013-01-03 03:00:00,2.7286628582649735e-06,5.308273431537378,3.918872902827734,8.362556162735116e-07,-23.172050865332352,2.674161385939273e-07,-124.17228698319967,2.472224811414566,23.168524410780023,4.5639458509241975e-07,112.53606086664107,-0.05961251475423738,0.0,-0.0,-1.4626688789576292e-06,-2.513845591864012e-06
2013-01-03 04:00:00,2.7345547033543712e-06,5.308273440565998,1.6657751223544537,8.376210768640891e-07,-20.542237448081515,2.6761090359086095e-07,-130.8297137101331,2.4701276333699793,23.17030763958528,4.564925082677879e-07,118.81836977687665,-0.060896419667463675,0.0,-0.0,-1.4522680885420413e-06,-2.5090004150610253e-06
2013-01-03 05:00:00,2.7395320668081646e-06,5.308273447807729,1.0336353133064322,8.387606746150321e-07,-21.719595302918417,2.677395877421654e-07,-132.87047087388657,2.4684763766747997,23.170592369168,4.565415402445395e-07,122.6715633301951,-0.0624686398919065,0.0,-0.0,-1.4461722757914686e-06,-2.5065056152235966e-06
2013-01-03 06:00:00,2.744176336599232e-06,5.3082734532156675,0.6326831447348105,8.396736085635587e-07,-24.206497461460817,2.678214429399641e-07,-132.87047070958425,2.467182905176017,23.170333405016354,4.5655383219598264e-07,125.56301495017011,-0.06451367859157556,0.0,-0.0,-1.4427216356125427e-06,-2.504798743003536e-06
2013-01-03 07:00:00,2.749780655206052e-06,5.308273457039751,-3.852329172056864,8.404458729966752e-07,-22.442635519247297,2.6786913303408144e-07,-132.87047070391222,2.468599657177705,23.170212085757278,4.5656604585508295e-07,128.28550042451727,-0.06714422891970791,0.0,-0.0,-1.4419084818655392e-06,-2.5048088588883037e-06
2013-01-03 08:00:00,2.7382784939583156e-06,5.3082734475874425,-3.189751358396913,8.362394238863029e-07,-35.55902240345886,2.673115392125703e-07,-132.87047066021282,2.4687805267550216,23.169474806900357,4.555817202270021e-07,128.4918042923755,-0.07134264115439742,12.252264329048423,-4.272179366584121e-06,-1.4642361084042933e-06,-2.5291044012679625e-06
2013-01-03 09:00:00,2.7418251218155205e-06,5.308273450163353,3.5388075755457913,8.363985644209299e-07,-40.06366066351239,2.673389545125932e-07,-132.8704706140578,2.4687999260815823,23.169221700536774,4.5557950063980866e-07,127.92730189626592,-0.07604536608692551,10.597782453536,-4.298927644100437e-06,-1.4629745191996336e-06,-2.5257968891364096e-06
2013-01-03 10:00:00,2.7400042750506724e-06,5.30827345214443,3.7176836079334636,8.360109477952313e-07,-22.208005936893443,2.67259266778276e-07,-132.87047070676692,2.4683622976248505,23.167440241592892,4.5548668457075997e-07,112.06886540433703,-0.08221259040133179,8.430074640069446,-4.3341867726725135e-06,-1.4731757373738218e-06,-2.5288739214855877e-06
2013-01-03 11:00:00,2.742051038142534e-06,5.308273451908672,4.350564241500289,8.36166830951726e-07,-29.794570300212616,2.6733118006263146e-07,-132.87047042474222,2.4682927003491373,23.168400849365913,4.555679139578006e-07,117.23288101960564,-0.09251867271063191,10.229157509944216,-4.31095138031869e-06,-1.4673600835521938e-06,-2.5262200699039416e-06
2013-01-03 12:00:00,2.741871891935454e-06,5.308273450944994,4.132138391549591,8.360347117172106e-07,-29.85383659962714,2.6734153848547644e-07,-132.8704704321718,2.4683219811314774,23.168253325101624,4.556054698412002e-07,117.7916837544893,-0.10947371033187943,9.96512021425572,-4.3120590432404925e-06,-1.4664906875623274e-06,-2.5264769081307636e-06
2013-01-03 13:00:00,2.740135636113371e-06,5.308273448747752,2.759785583785694,8.358081151138492e-07,-27.870349679115645,2.673115847450248e-07,-132.87047052185878,2.468387805198059,23.16853535633544,4.555967125279218e-07,118.57552370095505,-0.1425887545950762,8.602913455240849,-4.32895388865554e-06,-1.467015820708184e-06,-2.526898561890676e-06
2013-01-03 14:00:00,2.7356118065959634e-06,5.308273445930434,-0.19979165128844398,8.353843911198511e-07,-19.76693594616268,2.672410350437162e-07,-132.8704708444051,2.4680927740501066,23.169275852080908,4.555203254186073e-07,117.44189415359965,-0.22972981510975538,4.679402556657624,-4.450393655371338e-06,-1.4699805478812778e-06,-2.527779538450745e-06
2013-01-03 15:00:00,2.751318629970081e-06,5.308273457952058,-6.858463683977761,8.402249722517033e-07,-8.492934864377226,2.6784396209600326e-07,-132.87047088195004,2.467805747427369,23.162096298540245,4.565126249519359e-07,118.23946504967539,-0.955765126714344,0.0,-0.0,-1.4453951989708002e-06,-2.5010943183643517e-06
2013-01-03 16:00:00,2.748251092994423e-06,5.308273455135357,-2.49157942814122,8.399992992574724e-07,-10.767190038855041,2.6781595017645173e-07,-132.87047096227778,2.4684542319972445,23.155889932247753,4.5651878284591305e-07,118.16749703669184,-2.9708682157176574,0.0,-0.0,-1.4478440534730907e-06,-2.5088995352362577e-06
2013-01-03 17:00:00,2.7476347600428277e-06,5.308273454762738,-2.7194745150064965,8.398900875490889e-07,-8.438257766665073,2.6779601505984145e-07,-132.87047103121947,2.4692417990538313,23.147387413844726,4.565270646565592e-07,116.26801477717274,-3.1647081153504732,0.0,-0.0,-1.4495473169517935e-06,-2.5119468449092587e-06
2013-01-03 18:00:00,2.748616135077563e-06,5.308273459916528,-4.31562575300795,8.399167213792673e-07,-2.9123596964776453,2.6782970684887813e-07,-132.87047098843058,2.4701110397034176,23.132250853890948,4.565986330332479e-07,112.41609893270859,-3.228271827385204,0.0,-0.0,-1.4517820691253292e-06,-2.51633912020125e-06
2013-01-03 19:00:00,2.7516444198993384e-06,5.308273470084376,-5.284204490027813,8.401586433689003e-07,-0.031906357628920475,2.679363611206857e-07,-132.87047072156548,2.4726328407226985,22.816263371449164,4.5676180139287854e-07,109.07925255379067,-1.4898346523413384,0.0,-0.0,-1.4519419264615862e-06,-2.5156419062693402e-06
2013-01-03 20:00:00,2.7855380891732033e-06,5.308273632916586,-1.7847708709802974,8.461376889579803e-07,3.931762316799313e-05,2.6889754468893993e-07,-132.87046437000436,2.475960442593909,20.906268364835615,4.583752745253181e-07,106.0102448791845,-0.04554561055316841,0.0,-0.0,-1.4275926032496499e-06,-2.455285359935239e-06
2013-01-03 21:00:00,2.743277990320388e-06,5.308273437847717,-4.319251966319019,8.381765800092539e-07,-1.1394866718241072,2.675579695834965e-07,-122.86613705695449,2.4801061863207403,20.060510572924745,4.5641204061030295e-07,103.77182521043757,-3.295833683883922,0.0,-0.0,-1.4661200366390403e-06,-2.499105251490416e-06
2013-01-03 22:00:00,2.7395549495111903e-06,5.308273343426001,-4.360521247873593,8.37296015995465e-07,-6.33768991420187,2.6739105322510776e-07,-113.25031719118238,2.484407076617122,21.38143562020087,4.5625475352169994e-07,94.89846172793722,-0.12404335243708302,0.0,-0.0,-1.4783493893446575e-06,-2.5137945174533412e-06
2013-01-03 23:00:00,2.7385733057899776e-06,5.308273320398327,-4.394270191049705,8.368557604493123e-07,-18.082419993759498,2.673316325602588e-07,-105.41038256368317,2.4885469350777143,22.821743749674706,4.562302353642879e-07,97.43662872719555,-0.16811391092377992,0.0,-0.0,-1.478193279581319e-06,-2.5224321115235594e-06
2013-01-04 00:00:00,2.738406738733174e-06,5.30827330975736,-4.437538289278857,8.365633841224929e-07,-29.550422397203086,2.672989938567302e-07,-96.02670897193738,2.4934747325035405,23.14644682104474,4.5624651689725394e-07,99.35210586382192,-0.28562499455834944,0.0,-0.0,-1.4779621369598316e-06,-2.5235893195578887e-06
2013-01-04 01:00:00,2.7378920391348046e-06,5.3082733033250085,-4.484940799021163,8.362454648569849e-07,-30.47157959678388,2.6724325833335116e-07,-94.21954339680487,2.4978720941137227,23.15025143337806,4.562393764348389e-07,99.69946314902957,-1.4797901121718715,0.0,-0.0,-1.4800430226387107e-06,-2.521442935732846e-06
2013-01-04 02:00:00,2.737438543952442e-06,5.3082732991277535,-4.278363761114999,8.3596395935628e-07,-21.57906004229401,2.6716261810584607e-07,-96.56042095077942,2.5019604716221435,23.154431573472554,4.5623620347767217e-07,94.47579483699883,-3.0226093436856067,0.0,-0.0,-1.4868298749206588e-06,-2.5212838284873926e-06
2013-01-04 03:00:00,2.7378719891395317e-06,5.308273299297126,-4.1767202078245385,8.35869324928354e-07,-9.304985986175112,2.6710584439929766e-07,-105.4797765007251,2.5050525213488624,23.16039131461626,4.5626022705281966e-07,91.16928323420872,-3.1815115880406273,0.0,-0.0,-1.4916963395990024e-06,-2.5198642174254925e-06
2013-01-04 04:00:00,2.7813512138165594e-06,5.308273541521477,-1.390264244161269,8.436439614237427e-07,-6.119523738512267e-05,2.683318339120396e-07,-117.93181423325542,2.5075996567074097,23.162871975151116,4.5829055506098723e-07,88.38894437910697,-0.04554404561378843,0.0,-0.0,-1.4597069502997328e-06,-2.464768194706016e-06
2013-01-04 05:00:00,2.9986393478080822e-06,5.308274578221099,3.892578073437609,8.822284739805007e-07,9.658098071058978,2.742865088430333e-07,-130.91672808727324,2.509441050672903,23.16383622557662,4.678302109673136e-07,86.4300199382254,-0.04551535333672803,0.0,-0.0,-1.3161933247829438e-06,-2.2325498614709018e-06
2013-01-04 06:00:00,3.0028329552807187e-06,5.3082745762050125,4.102461204886651,8.826649891762513e-07,12.220703642250895,2.742970846635652e-07,-132.87045607946337,2.5103327015735606,23.162028027469617,4.6790574324058227e-07,85.61217091679,-0.04551048989655703,0.0,-0.0,-1.3184074077798868e-06,-2.2318019772385307e-06
2013-01-04 07:00:00,3.0058176952312303e-06,5.308274577348067,2.9424368579971514,8.826716389992351e-07,13.482634372627444,2.74202933844405e-07,-132.87045682579046,2.5111997644371176,23.162779126869115,4.678573797921072e-07,85.50864753488138,-0.04551089783545057,0.0,-0.0,-1.3232470878392632e-06,-2.233068296141244e-06
2013-01-04 08:00:00,2.9950420667394403e-06,5.3082745671179605,1.8765234442425045,8.785784368189398e-07,8.300748886552451,2.735874177777076e-07,-132.87045649476968,2.5119153087430295,23.161061125969617,4.669726920496791e-07,83.01708099250236,-0.0455110271366377,8.74037176065192,-4.00134819156353e-06,-1.3277162397571373e-06,-2.258615887779778e-06
2013-01-04 09:00:00,2.995127310246822e-06,5.308274563811763,2.2548339554136647,8.777598691023349e-07,7.267872491187271,2.7350014333139677e-07,-132.87043027397837,2.5136053711250423,23.16134165828597,4.668690512606912e-07,82.66859849731372,-0.045511580855975745,9.741423916825761,-4.033771088033464e-06,-1.328005964296608e-06,-2.2572174221984315e-06
2013-01-04 10:00:00,2.994830389193531e-06,5.3082745629148755,2.2548324959036408,8.772325184077726e-07,21.29229969195986,2.734112642529429e-07,-132.87042878231256,2.516298832693437,23.127743070584877,4.668208597500691e-07,69.1413229758534,-0.04551196970199807,9.275177736342231,-4.043757320200047e-06,-1.323253756709164e-06,-2.264983493586472e-06
