,CCGT,CHP,Imports_Exports,OCGT,battery storage,coal,distribution network,hydroelectricity,offshore wind,oil,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment
2013-01-01 00:00:00,2.508800593925067e-06,5.308272658722518,24.88473647623272,7.959010532632925e-07,-44.72731339397152,2.6076822026642847e-07,-132.86735290393995,2.362498261846008,21.4609247902564,4.483624831504502e-07,126.93632203616912,-3.358080648136854,0.0,-0.0,-1.674498573265737e-06,-2.7798810255447654e-06
2013-01-01 01:00:00,2.5119863063485057e-06,5.308272657076628,25.00077284691928,7.964732205282547e-07,-41.68594423445447,2.6096255336147986e-07,-132.86814593017948,2.3649534127303635,18.868303588240817,4.482464210074239e-07,126.369874768596,-3.358079876245987,0.0,-0.0,-1.6677581879775971e-06,-2.7515899892972273e-06
2013-01-01 02:00:00,2.5215189171230314e-06,5.308272692307391,25.280489585864043,7.981037231639639e-07,-37.4684272486727,2.6126510590601464e-07,-132.8685623679491,2.368349346228098,16.380252748196583,4.4848142171114734e-07,124.35771025035231,-3.358077847794028,0.0,-0.0,-1.6578988970650243e-06,-2.71070759265607e-06
2013-01-01 03:00:00,2.5301454766819034e-06,5.3082727261957325,25.606987047182784,7.996672669241248e-07,-39.20333673122773,2.6151864317430453e-07,-132.86873622833556,2.3712037714339282,17.194924701886094,4.4873436710207756e-07,124.94876771640565,-3.3580758726341635,0.0,-0.0,-1.6498083350597882e-06,-2.712891839818148e-06
2013-01-01 04:00:00,2.5344473073471704e-06,5.308272748034362,19.282534709866464,8.005988247014532e-07,-26.94021777941386,2.6156652214239626e-07,-132.8690351582424,2.3752374846430495,16.28349756894218,4.487268171796245e-07,119.91779265242826,-3.3580751044937855,0.0,-0.0,-1.6525930159332347e-06,-2.698620726417049e-06
2013-01-01 05:00:00,2.5363265881773247e-06,5.308272770070204,18.84605889907147,8.011090896689441e-07,-21.300496540174798,2.614756174237891e-07,-132.8696594158159,2.381814001384553,15.132766084773658,4.485524794301346e-07,115.85932643596202,-3.3580751194892255,0.0,-0.0,-1.6598414513282478e-06,-2.6911737182571777e-06
2013-01-01 06:00:00,2.5381225029106138e-06,5.308272776961099,18.846049563304327,8.01463731585254e-07,-14.138154869393308,2.613698406313757e-07,-132.87042185451065,2.392475867811806,15.146488671716364,4.483980628595918e-07,108.67337219817163,-3.358075203716988,0.0,-0.0,-1.6700626229066984e-06,-2.7181467415259887e-06
2013-01-01 07:00:00,2.540149723003464e-06,5.308272780406658,18.846040461891658,8.01523873994836e-07,-11.192742543010143,2.6128839867544116e-07,-132.87042068921622,2.402642239331004,16.159020604414394,4.483115128856255e-07,104.7052696993076,-3.3580753508708763,0.0,-0.0,-1.6778272629380808e-06,-2.762430026810391e-06
2013-01-01 08:00:00,2.523174491805513e-06,5.308272766640894,18.846046548526203,7.965396497442306e-07,-25.49459670358675,2.607087943050239e-07,-132.86986532528454,2.415657773247481,17.278065491411397,4.472646620386777e-07,99.30751020674374,-3.358075242597269,18.5669968474145,-5.030772671860098e-06,-1.7076151475521329e-06,-2.8320663852711195e-06
2013-01-01 09:00:00,2.524861784881314e-06,5.308272752511872,19.589180833718462,7.961671865111744e-07,-29.291034710570997,2.6076043234372983e-07,-132.86943463950325,2.4308285031300656,17.72370868389933,4.4737909626672366e-07,96.41556903300973,-3.3580751483454137,24.050997319502823,-5.294606970029919e-06,-1.7049500752364112e-06,-2.835775473249881e-06
2013-01-01 10:00:00,2.5245329064033904e-06,5.308272752500528,19.611854381798615,7.956283266528769e-07,-17.55092152222091,2.6070808552404827e-07,-132.8694028153706,2.4490691839815075,19.172690563928057,4.4742537241745227e-07,81.44316164342212,-3.3580751610361594,25.7933637015187,-5.399812774141695e-06,-1.6907704275581637e-06,-2.8453439200197856e-06
2013-01-01 11:00:00,2.5240277658257975e-06,5.308272751211285,19.088949935790968,7.95202196625708e-07,-14.715837579110707,2.606469188355144e-07,-132.86943665265258,2.4733101517744833,19.647716323898596,4.474250302765942e-07,80.56578168305965,-3.3580752234647013,23.859331422476547,-5.450114540706659e-06,-1.6922250347306545e-06,-2.872452140198412e-06
2013-01-01 12:00:00,2.5206815396977657e-06,5.308272751610749,19.102351439940023,7.9460906199012e-07,-7.460039903732673,2.6052188778113704e-07,-132.8695165530121,2.5004609703115874,20.847559781924552,4.4736945301127844e-07,75.38468518633007,-3.3580752755651875,20.544314330481193,-5.3206967758931314e-06,-1.6912775049604533e-06,-2.9090719593122615e-06
2013-01-01 13:00:00,2.521188151659774e-06,5.308272775956888,19.55658976076903,7.947679359235037e-07,-0.38952967455631154,2.605100948356904e-07,-132.86978076880277,2.531049858881536,21.84489033476091,4.47473102634292e-07,73.7104494420404,-3.3580761234491705,13.666146920302696,-5.08874447004891e-06,-1.6915542596507293e-06,-2.9361385095737475e-06
2013-01-01 14:00:00,2.596705633374717e-06,5.308273087053333,27.30736971689885,8.088502136119843e-07,-2.0700279648416574e-05,2.6318227209180624e-07,-132.87046976251344,2.5597695384924326,21.8471967420707,4.514320577286439e-07,70.9926522595805,-1.0048740736315707,5.8601147394147475,-4.620656901175975e-06,-1.6057757293310714e-06,-2.8174150450104153e-06
2013-01-01 15:00:00,2.7955128547598326e-06,5.308273926738879,22.29256683255962,8.472769100458544e-07,15.724456985601293,2.6904656256528185e-07,-132.87046642357552,2.5726757012888433,21.65512099112139,4.6094911410886647e-07,65.31742252127523,-4.42373165391191e-05,0.0,-0.0,-1.4301104515652695e-06,-2.5515384501445724e-06
2013-01-01 16:00:00,2.7997666699521146e-06,5.308273935479064,13.022008594724731,8.481822124348284e-07,28.677297067586878,2.6904536294765416e-07,-132.87046668773255,2.578133463984552,21.576970657391122,4.611282242253886e-07,61.70783334637843,-4.4071802366257174e-05,0.0,-0.0,-1.4314724498944997e-06,-2.564045750825754e-06
2013-01-01 17:00:00,2.7997276273256533e-06,5.308273937405369,12.698583706208359,8.480317018959879e-07,30.356925919928162,2.6898895486329915e-07,-132.87046715002643,2.5795878192069477,21.676682607023405,4.6113618344249423e-07,60.25046349994851,-4.404197336704248e-05,0.0,-0.0,-1.432044997727644e-06,-2.552873720835562e-06
2013-01-01 18:00:00,2.800073955123283e-06,5.308273938156613,12.76967613822039,8.477694550020868e-07,29.414724385345433,2.6897739204231965e-07,-132.87046675532238,2.5797948190602935,21.8355528402785,4.6118054080482234e-07,60.96249495263507,-4.403561823104417e-05,0.0,-0.0,-1.4321178477985086e-06,-2.536574076213812e-06
2013-01-01 19:00:00,2.8005890550852256e-06,5.308273936443459,13.259138349086216,8.474608225685703e-07,27.491369689635608,2.6899279102752496e-07,-132.870467044967,2.584250037422553,22.19306623636034,4.6124129948551163e-07,62.03441908584159,-4.403962786948347e-05,0.0,-0.0,-1.4318821495180601e-06,-2.5041463011221502e-06
2013-01-01 20:00:00,2.800136422598916e-06,5.308273932409992,13.146311631836967,8.469794986130863e-07,25.873408601710835,2.6898313931588847e-07,-132.87046486290205,2.589510730945845,22.69181505541624,4.612650096376252e-07,63.26119522615313,-4.410739140739045e-05,0.0,-0.0,-1.4326217142297537e-06,-2.4598890036944154e-06
2013-01-01 21:00:00,2.7985909997006934e-06,5.308273923017004,12.685326715976641,8.464913555651973e-07,12.208376211575644,2.68893833557411e-07,-120.35831497820853,2.5958550100661384,22.89251235779522,4.6118649103930386e-07,64.66802130028819,-4.43455285773983e-05,0.0,-0.0,-1.4351325239658763e-06,-2.440120756676139e-06
2013-01-01 22:00:00,2.7497720916939927e-06,5.308273682505972,11.616790981897633,8.376749024467801e-07,-8.93939325169523e-06,2.6739481422202704e-07,-111.64979673690463,2.5973217282998906,22.942621106586163,4.5887160244874664e-07,69.18486497129997,-6.032222996952994e-05,0.0,-0.0,-1.477006319873908e-06,-2.4888573025492944e-06
2013-01-01 23:00:00,2.7477988245132433e-06,5.30827367541079,11.614546754881673,8.37403075039953e-07,-1.3613267630851938e-05,2.6727620270599485e-07,-110.34504840179426,2.5945124536001507,23.007256825463436,4.5873283902898664e-07,67.82053939627743,-6.061666466302842e-05,0.0,-0.0,-1.4795441493333783e-06,-2.483975963826726e-06
2013-01-02 00:00:00,2.7496362908272645e-06,5.30827367818879,12.601935963828511,8.377606494930778e-07,-1.1789714509504761e-05,2.672959527576296e-07,-112.14258959409383,2.5898020232113583,23.0675579426081,4.5877492630262195e-07,68.57509858175645,-6.034290494668092e-05,0.0,-0.0,-1.4796412951909587e-06,-2.475832093508798e-06
2013-01-02 01:00:00,2.751496764356251e-06,5.308273679686972,12.662499695728277,8.38172736197786e-07,-1.1009739609263922e-05,2.673259383017999e-07,-114.71092126670779,2.5846002998996855,23.133840578744064,4.588427292059569e-07,71.02178491237925,-6.044055080825104e-05,0.0,-0.0,-1.4799818018218502e-06,-2.464737835463967e-06
2013-01-02 02:00:00,2.7566841350364626e-06,5.308273707787369,12.701706550988074,8.391658561321567e-07,-5.637069964206959e-06,2.674538707829105e-07,-114.86573114577926,2.578828701001383,23.125956865981852,4.5904041199610013e-07,71.15103649669135,-5.9106815110831946e-05,0.0,-0.0,-1.476840441227978e-06,-2.4600113108459626e-06
2013-01-02 03:00:00,2.8050368330913884e-06,5.308273928634011,11.779289770390667,8.481317878804173e-07,1.322227561261302,2.688533672871077e-07,-118.15490192100484,2.5728912363603507,23.12599962416369,4.6119587754198054e-07,74.04626988576561,-4.392620350092217e-05,0.0,-0.0,-1.4421124392356433e-06,-2.4031355573673985e-06
2013-01-02 04:00:00,2.809646691580245e-06,5.308273939288438,4.583313141077704,8.491745991567668e-07,16.80040055344774,2.6893229866212315e-07,-125.41007137795178,2.566829629488835,23.129558230337988,4.613103009482013e-07,73.02174582645901,-4.348690083576884e-05,0.0,-0.0,-1.4403517038772407e-06,-2.4020905319104316e-06
2013-01-02 05:00:00,2.8122195109094023e-06,5.308273850157413,4.583306354390142,8.498498393209619e-07,22.260959129745125,2.689087300367402e-07,-132.8703976611921,2.560698077643376,23.139978389447773,4.612874824859296e-07,75.06268075766678,-0.04549331610763708,0.0,-0.0,-1.442783861875796e-06,-2.402649249460885e-06
