,CCGT,CHP,DAC,Imports_Exports,OCGT,battery storage,distribution network,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment
2013-01-02 03:00:00,1.5180023628577685e-06,1.2642316517432655,-0.1380722218907728,-16.1695702806105,4.1944687046264864e-07,0.017551446768195422,-27.83511180377215,48.85705593011911,17.01481188116465,-22.99763414395103,0.0,-0.0,-2.06633100651743e-06,-3.3896047077096026e-06
2013-01-02 04:00:00,1.5201804893492087e-06,1.2642316628435808,-0.1380722211723551,-16.89912646170214,4.198037261829326e-07,0.4539870538617331,-30.58704934872762,48.80396917779796,16.853924633504324,-19.73860209692868,0.0,-0.0,-2.066948151195902e-06,-3.39960518387831e-06
2013-01-02 05:00:00,1.521619312740772e-06,1.2642316638101672,-0.1380722209062584,-20.27410687429425,4.20032179739526e-07,0.4226048135395476,-33.04996032169106,48.678628384077584,17.582075164436695,-14.472136892747315,0.0,-0.0,-2.068189798364983e-06,-3.4134196645981674e-06
2013-01-02 06:00:00,1.5218702530286716e-06,1.2642316643808966,-0.13807222071097175,-20.274101257708104,4.204705328284409e-07,0.43585798361173866,-33.3427916446828,47.45225158857955,16.439953022808158,-11.824065304635917,0.0,-0.0,-2.0770749724761115e-06,-3.4797157731744763e-06
2013-01-02 07:00:00,1.518935907447705e-06,1.2642316647614917,-0.13807222068549085,-20.274103227563636,4.203930811171965e-07,0.6394690969964993,-33.34279142383449,43.95500536488641,15.325372510013285,-7.415847846757584,0.0,-0.0,-2.0916641067287857e-06,-3.544642397044412e-06
2013-01-02 08:00:00,1.5116288561402773e-06,1.2642316650437464,-0.13807222168987526,-20.27413011479402,4.192753666407433e-07,5.672099546405864,-33.34279132181297,39.541306274943466,13.720554933441651,-6.429936505291767,1.9708628805243507e-06,-3.441787766177073e-07,-2.1062108285150318e-06,-3.4835622028573666e-06
2013-01-02 09:00:00,1.484304963793625e-06,1.2642316613758646,-0.13807222290740678,-13.267933014491867,4.138814507304282e-07,0.7274109020064221,-32.62752969889307,35.28512180739113,11.771834287875695,-8.643688129492386,5.641893167614222,-4.705730265206674e-06,-2.120215875834219e-06,-3.5714565036972914e-06
2013-01-02 10:00:00,1.4738600288216082e-06,1.2642316579106367,-0.13807222208065636,-9.906527977541053,4.121848212790427e-07,0.7056578041926923,-30.005307605449474,39.69319322094016,9.777783961681564,-18.438031137922742,7.060341669645952,-5.231992523237357e-06,-2.14883237720187e-06,-3.5890353677139174e-06
2013-01-02 11:00:00,1.4733364827981366e-06,1.2642316593211542,-0.1380722234964199,-9.803298367849132,4.1225588476278304e-07,1.110832445590663,-29.61250953663795,36.03530338742848,8.59188691531591,-14.334520724603626,6.8994155434521005,-4.9942006962905725e-06,-2.164249330007806e-06,-3.52858387598412e-06
2013-01-02 12:00:00,1.4727300934197926e-06,1.2642316581483704,-0.13807222347912054,-14.104031189811497,4.1189373687272665e-07,1.7014076508109635,-29.915903929503312,39.26613599932169,10.86596506474046,-15.452495663647152,6.526031499908514,-4.847596166212254e-06,-2.1337735996667105e-06,-3.4643277412724085e-06
2013-01-02 13:00:00,1.4769244409740544e-06,1.264231658137334,-0.13807222132824967,-16.12863314585274,4.1222132484398173e-07,3.391386834270121,-33.01264750394578,46.949060433914696,11.780785593944016,-18.189818219196408,4.096974650680898,-4.029395979198404e-06,-2.1151938469756714e-06,-3.5144897150211903e-06
2013-01-02 14:00:00,1.4824476096873962e-06,1.2642316583932778,-0.13807222014080622,-16.128634589638732,4.130612644024953e-07,6.712341231920385,-33.34279133987427,48.32297672122077,12.66635389433884,-21.17913118649802,1.835993612524942,-3.742344053324669e-06,-2.1078937280663014e-06,-3.4917401670961337e-06
2013-01-02 15:00:00,1.505565379374204e-06,1.2642316636008428,-0.13807222072085748,-16.899155409603814,4.1732798022780863e-07,8.117594727387859,-33.34279155388667,48.64098350690408,14.253774278736744,-21.883301037506364,0.0,-0.0,-2.080888585851426e-06,-3.4347354896237214e-06
2013-01-02 16:00:00,1.5087849441876513e-06,1.2642316646092422,-0.13807222044131545,-16.899118356238624,4.1766777290960504e-07,8.527178611375534,-33.342791728668736,48.845167653728865,15.998316082894638,-24.241647793350328,0.0,-0.0,-2.0678343521467468e-06,-3.4038367537055447e-06
2013-01-02 17:00:00,1.5080678659248082e-06,1.264231664368217,-0.1380722203394044,-16.899116605532015,4.173954083935968e-07,8.722900709390645,-33.342791780312325,48.90914982288109,17.88133512116198,-26.38437284372101,0.0,-0.0,-2.055062981071387e-06,-3.3864236632589196e-06
2013-01-02 18:00:00,1.507405858350634e-06,1.2642316636862225,-0.13807222040547082,-16.899115279031346,4.1717179432101624e-07,8.79506250973122,-33.34279157152901,48.94493975248501,19.96868289344849,-28.57967391205717,0.0,-0.0,-2.047765846555194e-06,-3.3757649649045434e-06
2013-01-02 19:00:00,1.505521701312711e-06,1.264231661509641,-0.1380722207305671,-16.898509646065026,4.167294828358409e-07,7.972711739120954,-33.342791358295464,48.948185515663035,22.44240826243789,-30.23490010910589,0.0,-0.0,-2.0451378338748326e-06,-3.3744547758674308e-06
2013-01-02 20:00:00,1.5019078277101138e-06,1.264231654373836,-0.13807222162773444,-16.28853062355707,4.159105833655612e-07,1.3084988266637594,-33.34279062987441,48.94890569583084,24.633207486018755,-26.37218631581654,0.0,-0.0,-2.050274317753065e-06,-3.380551539467475e-06
2013-01-02 21:00:00,1.4629542295167287e-06,1.2642314902408898,-0.13807223061891205,-12.559950842454429,4.0865854839419286e-07,-3.3272144531312278,-30.47562463772119,48.94911556268561,26.93037141058697,-30.62958918869904,0.0,-0.0,-2.1506902260171045e-06,-3.532329605161257e-06
2013-01-02 22:00:00,1.4600874572612691e-06,1.26423148333006,-0.1380722314007138,-12.859815374153523,4.0791963666577453e-07,-9.042756246647588,-27.150512447671428,48.94915395052117,29.620627373594306,-30.629589998304827,0.0,-0.0,-2.15842952593448e-06,-3.5382162933405195e-06
2013-01-02 23:00:00,1.4582349735160993e-06,1.2642314809971007,-0.1380722317426775,-13.630336293166106,4.075635272182179e-07,-9.23806587841358,-26.18975490512167,48.94914220476084,29.625712232354648,-30.629590115567986,0.0,-0.0,-2.163881965770997e-06,-3.5436409702165414e-06
2013-01-03 00:00:00,1.415582895315838e-06,1.2642312871007821,-0.1380722408307065,-15.666333755516291,3.9973327827821504e-07,-9.30179878995159,-23.97169778730205,48.948664107596244,29.507883864798444,-30.629601323171013,0.0,-0.0,-2.2950378606765296e-06,-3.744837937588114e-06
2013-01-03 01:00:00,1.0890197216670945e-06,1.2642280474366603,-0.1380723161594491,-15.862352369945626,3.346341899459861e-07,-9.301812129854822,-23.60621530208144,48.94831135464443,29.350719656902914,-30.629622785337418,0.0,-0.0,-5.606899196664017e-06,-8.50938861929872e-06
2013-01-03 02:00:00,1.4136033765342225e-06,1.264231284475009,-0.1380722407123758,-15.618631973291846,3.9937903928548507e-07,-9.301798972603443,-23.46512211576541,48.94795657002059,28.95431429918691,-30.629601401803573,0.0,-0.0,-2.298430654718686e-06,-3.749317829977507e-06
2013-01-03 03:00:00,1.4133596212632278e-06,1.2642312862693341,-0.13807224025980974,-13.867016297708831,3.993783719276286e-07,-9.30179802636919,-24.786203697228633,48.947748608155024,28.52398747272297,-30.62960136262964,0.0,-0.0,-2.2958286790526474e-06,-3.747065835631398e-06
2013-01-03 04:00:00,1.4532801021115824e-06,1.2642314775914925,-0.13807223107718403,-13.630376107681538,4.0672752894363263e-07,-6.7181732490902375,-26.791340548514228,48.947638898627,27.708949623909746,-30.6295904557744,0.0,-0.0,-2.1678802156657183e-06,-3.550567042055124e-06
2013-01-03 05:00:00,1.4520749100018983e-06,1.2642314791085538,-0.13807223085375048,-13.63041053357457,4.064761972771865e-07,-3.416214925057609,-29.76968665801888,48.94777451600279,27.38523663141123,-30.62959030644524,0.0,-0.0,-2.1670628054835106e-06,-3.5497042568390377e-06
2013-01-03 06:00:00,1.4497531495332797e-06,1.264231479205385,-0.1380722308886777,-13.630410626811372,4.060025137510234e-07,-0.7773694036662677,-32.380198440180834,48.94781195515003,27.35686566696709,-30.62959022874527,0.0,-0.0,-2.1682449466879915e-06,-3.550325545304472e-06
2013-01-03 07:00:00,1.4676914536422159e-06,1.2642315731278664,-0.13807222658555737,-12.996757320071053,4.0921840552501955e-07,2.1484334102890994e-06,-33.34275176609031,48.94732708172823,26.90885050207975,-30.629564948061603,0.0,-0.0,-2.1125800490153777e-06,-3.461382077586302e-06
2013-01-03 08:00:00,1.4693065891370547e-06,1.2642316004494651,-0.13807222523316232,-11.755109729065545,4.095840804065524e-07,3.585841918803929e-05,-33.342745734129984,48.946989262338846,25.66746922844688,-30.6295336663997,0.0,-0.0,-2.0937020806286453e-06,-3.4337560551556694e-06
2013-01-03 09:00:00,1.4482761000482098e-06,1.2642316043812991,-0.13807222474841943,-14.456170225687725,4.057439569623864e-07,4.206645848038963e-05,-31.59494115496966,48.94735434995889,25.141662739968805,-30.629404694072054,1.4785658560461072,-4.170482158580584e-06,-2.1054941305465036e-06,-3.45502343464236e-06
2013-01-03 10:00:00,1.4448859273933863e-06,1.2642316064359047,-0.13807222510355316,-14.369456960402003,4.0525574715474646e-07,3.6952070336571224e-05,-30.561029603822004,48.877200952847076,23.783512863381635,-30.629396451875134,1.786241178847924,-4.1426532542416375e-06,-2.1089691272209168e-06,-3.461990336719939e-06
2013-01-03 11:00:00,1.4434734009536285e-06,1.2642316080988878,-0.13807222537775415,-15.101673846656045,4.048487607232167e-07,2.9760776220992135e-05,-29.76533745511733,48.883976786017094,23.376314962919768,-30.629408197935117,2.1232069333556756,-4.118311590999336e-06,-2.1084379034164158e-06,-3.4648157460866964e-06
2013-01-03 12:00:00,1.4432200381226695e-06,1.2642316084297767,-0.1380722255400769,-14.97204661025494,4.0462787891610305e-07,2.2905071260778364e-05,-30.013570530327534,48.89273393702914,23.699237886513526,-30.629403218369585,1.9101345901925848,-4.127109056362255e-06,-2.108907301135332e-06,-3.4661551751706463e-06
2013-01-03 13:00:00,1.4446830031997062e-06,1.2642316089449914,-0.13807222544837616,-13.52594922595236,4.047548073589772e-07,1.75542024517276e-05,-30.817304816210093,48.88054865898065,23.509792622799242,-30.629378759431408,1.4693829730883323,-4.167056851985177e-06,-2.110665340069318e-06,-3.4690600552328083e-06
2013-01-03 14:00:00,1.4465704349673893e-06,1.2642316031876633,-0.13807222537701672,-11.032455589177692,4.048266726462349e-07,5.797871330871285e-06,-33.34220337391851,48.94010100802352,24.078808266116635,-30.62951113733083,0.8723643297728251,-4.293292545578406e-06,-2.1145393195638464e-06,-3.4689187307527555e-06
2013-01-03 15:00:00,1.4757867365760939e-06,1.264231625930155,-0.13807222485340118,-10.522800238114845,4.0982951497714154e-07,1.5587288567462475e-05,-33.34274650223629,48.9300644412407,24.451853225064532,-30.62928186179073,0.0,-0.0,-2.0883580630197683e-06,-3.423626274784983e-06
2013-01-03 16:00:00,1.4875144132401074e-06,1.2642316431891447,-0.13807222306852276,-17.35807636311963,4.120198906709191e-07,2.7636853005222952e-05,-33.342789484250744,48.83997342994632,21.769424888930008,-21.021455638693038,0.0,-0.0,-2.0809030556847576e-06,-3.4238024375201426e-06
2013-01-03 17:00:00,1.494018156881723e-06,1.2642316472128645,-0.1380722223935409,-15.990018805701999,4.132480294493009e-07,2.621801646209324e-05,-33.342789288306264,48.75808600810414,18.800318935278657,-19.338518567518953,0.0,-0.0,-2.082820622035797e-06,-3.4368747615499153e-06
2013-01-03 18:00:00,1.500527982589265e-06,1.264231650061292,-0.13807222213996284,-14.24212911096041,4.144202341486937e-07,2.382959752531837e-05,-33.34274053281733,48.672261690632006,16.630442601061592,-18.830753746365954,0.0,-0.0,-2.0903457243548475e-06,-3.4526810082295334e-06
2013-01-03 19:00:00,1.5034965785007313e-06,1.2642316510562248,-0.13807222211543987,-13.181538043921183,4.149937392910843e-07,1.9824314256069438e-05,-32.35245671915465,48.556807945722646,15.454192212717913,-19.58992074779596,0.0,-0.0,-2.094682737833864e-06,-3.46947998259576e-06
2013-01-03 20:00:00,1.504647508179716e-06,1.2642316509925025,-0.13807222230359315,-16.687592245145204,4.152097294548723e-07,1.5142455150944e-05,-29.52393247560145,48.255993537966404,14.041496407425683,-17.198875869746125,0.0,-0.0,-2.1030754994626477e-06,-3.474484053358956e-06
2013-01-03 21:00:00,1.5043682740013407e-06,1.2642316495018682,-0.1380722228327601,-12.640049713717021,4.1483814101025064e-07,7.840559454916116e-06,-26.635976364873986,48.015992053090834,13.955057939248313,-23.80792726367121,0.0,-0.0,-2.10424990507363e-06,-3.4474158495390213e-06
2013-01-03 22:00:00,1.5031144582913027e-06,1.2642316484489655,-0.13807222321226395,-12.594863183066463,4.1457677436198884e-07,2.8312044183862045e-06,-24.805087683061984,46.8823375406792,14.310961367927666,-24.906246354229502,0.0,-0.0,-2.1063356577997182e-06,-3.4558616293865484e-06
2013-01-03 23:00:00,1.5008149494727687e-06,1.2642316461991627,-0.13807222382264875,-12.557910837433633,4.138268424551472e-07,-4.043421773352367e-06,-23.31178028590884,48.32816470884432,13.69552473442659,-27.266889745396448,0.0,-0.0,-2.109853658339489e-06,-3.441921615331755e-06
2013-01-04 00:00:00,1.4983947738852226e-06,1.2642316450088351,-0.13807222424777701,-12.51053514111058,4.132208222397745e-07,-8.847225133769912e-06,-22.47767478236652,48.87360186403767,12.793479951534973,-27.791758485731577,0.0,-0.0,-2.1154129767637643e-06,-3.4470884009853795e-06
2013-01-04 01:00:00,1.494958375220465e-06,1.2642316431980378,-0.13807222477691128,-12.458628585872034,4.1232432370269587e-07,-1.4781705866495816e-05,-22.010945378681384,48.91404996343913,13.50390455406006,-29.06126120650486,0.0,-0.0,-2.111207939265114e-06,-3.440935701107894e-06
2013-01-04 02:00:00,1.4910519967296405e-06,1.2642316407964418,-0.13807222549035017,-12.684836286936164,4.1121366201236153e-07,-2.27881737153335e-05,-22.99076935074577,48.9441239504049,16.10966554514883,-30.491056506216594,0.0,-0.0,-2.10184522416057e-06,-3.43192264945363e-06
2013-01-04 03:00:00,1.480287962343022e-06,1.2642316167765006,-0.13807222704594194,-12.798160694915019,4.090809049268472e-07,-7.537504741043772e-05,-25.052691030912495,48.944661333275576,18.422807609300214,-30.629436917966345,0.0,-0.0,-2.109919423219253e-06,-3.4522110039821838e-06
2013-01-04 04:00:00,1.4829234611490834e-06,1.2642316392710795,-0.13807222600860458,-16.899179631147597,4.0944152701019396e-07,-3.38887603755545e-05,-27.452751655576325,48.93721990267543,18.451217304204288,-24.14936714648784,0.0,-0.0,-2.0950142686615437e-06,-3.431250116055752e-06
2013-01-04 05:00:00,1.480444661643319e-06,1.2642316481559763,-0.13807222577251285,-17.84426062005938,4.0881968148810966e-07,-3.718892804429586e-05,-30.17675940406459,48.92657872912976,19.95619693903638,-21.974613582885492,0.0,-0.0,-2.093239285841264e-06,-3.4309090825149475e-06
2013-01-04 06:00:00,1.4773843187208294e-06,1.2642316383815992,-0.13807222648338333,-19.131173237399448,4.0812641041301876e-07,-4.664228464078694e-05,-32.87445041663919,48.76367217106218,21.757076736979226,-19.627973707470655,0.0,-0.0,-2.0951515903107067e-06,-3.445585762521142e-06
2013-01-04 07:00:00,1.4799620530983303e-06,1.2642316558132674,-0.13807222540707223,-18.668895327223346,4.0870772718134517e-07,-1.8498534183153157e-05,-33.34279069107994,48.40388437185215,21.03285765906387,-18.525338941672675,0.0,-0.0,-2.085054744156878e-06,-3.4648278388066623e-06
2013-01-04 08:00:00,1.4769122683843266e-06,1.2642316588693276,-0.13807222541518294,-17.39042486202711,4.081472767738409e-07,-1.8185870410934436e-05,-33.34279066672191,48.18255773059943,19.97404281642423,-18.52207849212234,0.0,-0.0,-2.084904421280953e-06,-3.480343175545104e-06
2013-01-04 09:00:00,1.4538182656438016e-06,1.2642316512874707,-0.13807222563987503,-17.8441936551248,4.0373731239413907e-07,-2.7871286719795832e-05,-33.34278966450429,47.94898161569663,19.910753984467373,-18.53026552101293,0.7576990877046941,-3.93254345774496e-06,-2.1047357868155813e-06,-3.530498410040289e-06
2013-01-04 10:00:00,1.449548113497364e-06,1.2642316504590796,-0.1380722264478545,-17.844191929781694,4.027315017212483e-07,-3.4273199795784066e-05,-33.34278960607036,48.2596905234655,18.491770941982203,-17.596133407068187,0.929723540202521,-3.879170516417162e-06,-2.106048489395107e-06,-3.507675498952454e-06
2013-01-04 11:00:00,1.4467547477591746e-06,1.264231648204748,-0.1380722273203992,-17.822720567555475,4.020298664622753e-07,-4.50578833078291e-05,-33.342789711542544,47.78073036906624,20.19040681217091,-18.82486881782833,0.916891857240909,-3.888424734121412e-06,-2.1081719103221986e-06,-3.5493851198704197e-06
2013-01-04 12:00:00,1.4456076565684248e-06,1.2642316473600892,-0.13807222781536269,-16.899322452210892,4.0173156125790193e-07,-5.709204340812005e-05,-33.3427908013985,47.46202079297425,18.52805119567826,-17.820112846406357,0.9656099593626413,-3.843089583098304e-06,-2.1127396951214906e-06,-3.5753861069189146e-06
2013-01-04 13:00:00,1.4423013021053893e-06,1.2642316368290925,-0.13807222938671235,-16.89926799104151,4.006455698255265e-07,-0.00013636792159471033,-33.34279106973129,47.561404016181655,19.814462448334464,-19.361875136065414,1.128389067989951,-3.8117687509325774e-06,-2.1213460465787648e-06,-3.5780269230488063e-06
2013-01-04 14:00:00,1.4373903320588333e-06,1.2642316125678372,-0.1380722309695455,-8.194042172584616,3.99449547555457e-07,-0.0006679070854973806,-33.3427915839702,47.55350492844146,20.12635581428874,-28.315862636796744,1.0770193725811241,-3.84262416663423e-06,-2.1392413395915355e-06,-3.602261066879259e-06
2013-01-04 15:00:00,1.583309154528104e-06,1.2642319766984709,-0.13807220564328762,-8.1939733555186,4.2493762487144756e-07,0.0002935132955738708,-33.34278753152139,47.34539333078998,18.778307136238137,-25.683722737919734,0.0,-0.0,-1.869792573415907e-06,-3.1844170912796837e-06
2013-01-04 16:00:00,1.5876256664206046e-06,1.264231976470393,-0.1380722057447462,-8.188858132396804,4.252541218354754e-07,7.434080591835734e-05,-33.342787577226105,47.33476271192648,19.525194265995406,-26.424875195476446,0.0,-0.0,-1.8724131930412113e-06,-3.184762912536548e-06
2013-01-04 17:00:00,1.589006811689117e-06,1.2642319750089301,-0.13807220644928828,-7.159062755336174,4.250446044526296e-07,3.701649106930371e-05,-33.34278761872983,47.326474544679506,20.26789162666164,-28.189042391931245,0.0,-0.0,-1.8751497100311098e-06,-3.1852950273322877e-06
2013-01-04 18:00:00,1.590321090847818e-06,1.264231974989221,-0.13807220714145574,-6.651117615319308,4.2486408853309857e-07,2.1003275882827e-05,-33.342788171807854,47.40205462470364,19.997231264962007,-28.501890683244678,0.0,-0.0,-1.8772306204937195e-06,-3.1846875890447584e-06
2013-01-04 19:00:00,1.5910617729970678e-06,1.264231975334035,-0.13807220793396865,-7.7977547081343195,4.245967460836205e-07,1.0751566556475606e-05,-33.34237987391928,47.364674725655,19.096243083193283,-26.41728355956111,0.0,-0.0,-1.8803676091465604e-06,-3.1799749712076162e-06
2013-01-04 20:00:00,1.5907090024558536e-06,1.2642319743941925,-0.13807220902578804,-4.781856358567916,4.2408919237986105e-07,9.671299932297525e-07,-31.815363643245163,45.942120129833015,19.301793786413654,-29.74318446087153,0.0,-0.0,-1.8859169215375005e-06,-3.1763820742772836e-06
2013-01-04 21:00:00,1.5899989955387361e-06,1.2642319723248434,-0.1380722102001044,-7.272300497228356,4.234739875938518e-07,-9.206532735633737e-06,-28.832517328320748,44.082095394591626,19.358332424792344,-28.43209035545804,0.0,-0.0,-1.8930388594071702e-06,-3.17746942078768e-06
2013-01-04 22:00:00,1.5962042667691136e-06,1.2642319851446284,-0.13807220983880247,-8.193722531473824,4.242459093969537e-07,-4.043845260004237e-06,-26.679272325436795,40.97544721101414,16.14681143346669,-23.34574991273395,0.0,-0.0,-1.8910584824425315e-06,-3.163831539681064e-06
