,CCGT,CHP,DAC,Imports_Exports,OCGT,battery storage,distribution network,hydroelectricity,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment
2013-02-08 00:00:00,3.4380155107789215e-05,4.7871967699098175,-4.0426371366977316e-07,2.2946813067038465,1.949324795456005e-06,-1.798483937272592e-05,-17.202836899255384,0.07175019656746294,7.007956214934638,3.0488519831477405,-1.8961099840161292e-05,0.0,-0.0,-7.659011891689716e-07,-9.277599638269161e-07
2013-02-08 01:00:00,2.6797206093422057e-05,4.787195910149393,-4.098083677624312e-07,2.2321558278414604,1.8908368212289962e-06,-0.22985998340817201,-16.84203732905091,0.07174962011039121,7.030831043813272,2.9575544359774026,-1.901215384917438e-05,0.0,-0.0,-7.793487880576322e-07,-9.359078441909703e-07
2013-02-08 02:00:00,2.756876446087126e-05,4.787196478176167,-4.102742216552489e-07,4.097493127730732,1.8988631205224791e-06,-2.231846506834061,-16.671350258238398,0.07174942798159299,7.035826499585053,2.9185199622441376,-1.9006411859156176e-05,0.0,-0.0,-7.795385077429273e-07,-9.332518478730048e-07
2013-02-08 03:00:00,2.698165492509825e-05,4.787196247844098,-4.128117394704185e-07,1.8956608326955524,1.896895386534966e-06,-0.3014610147203208,-16.560182900040946,0.07174914978703463,7.055647543345412,3.058979467260649,-1.9011342272423896e-05,0.0,-0.0,-7.729921438226484e-07,-9.32441897319735e-07
2013-02-08 04:00:00,4.074871150283591e-05,4.787198280158519,-4.0833324020499426e-07,1.6707165958960413,1.9852414336641623e-06,-6.795844840666122e-06,-16.91406404038723,0.07174944575186865,7.047926326064506,3.3440552424793375,-1.8940691932812382e-05,0.0,-0.0,-7.468186796302234e-07,-9.199418260077913e-07
2013-02-08 05:00:00,0.09526563093251912,4.787199409010683,-4.028656686955226e-07,1.2586237585572297,2.129480239753417e-06,1.7009837051535655,-18.34673634989997,0.07174992414429048,6.978442307156259,3.4620847834645345,-1.8843218968901553e-05,0.0,-0.0,-7.230837258020983e-07,-9.070982838558323e-07
2013-02-08 06:00:00,0.09870423127155509,4.7871992461612844,-4.086862336750809e-07,-0.15855581775605015,2.1336444545815e-06,5.635409334682513,-20.242403637915245,0.07174971975115987,6.547733973407129,3.2677761486379966,-1.884041914228714e-05,0.0,-0.0,-7.302740256989181e-07,-9.245023532660065e-07
2013-02-08 07:00:00,0.09968480115595221,4.787199171580326,-4.093390925295447e-07,-0.15855735208966826,2.1342495365031756e-06,7.939006009261914,-21.032323770037088,0.07174949703306481,5.297252044482139,3.0036028411086946,-1.8851043184585095e-05,0.0,-0.0,-7.435748283910471e-07,-9.525156181313145e-07
2013-02-08 08:00:00,0.09640418197039394,4.7871993156629475,-4.053220362619238e-07,1.2636452167372536,2.128028966014852e-06,1.7572038035681508,-15.258871409042474,0.0717492454490601,4.034079944427688,2.496920220809877,-1.8854641895012562e-05,0.7592844438256683,-1.6613214391177626e-06,-7.723668817618545e-07,-9.787391156379564e-07
2013-02-08 09:00:00,2.7746883422860433e-05,4.787196584960469,-3.79563813111339e-07,-0.15831033314876095,1.8983021504752938e-06,-0.2038909197793411,-10.287075462819498,0.07174700894169447,2.6939000062618113,1.748904989989559,-1.90297531424719e-05,1.355117611664128,-1.8779041421991034e-06,-8.710445014372681e-07,-1.050201607262359e-06
