"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Fossil Brown coal/Lignite","15WAJKA------PPT","Ajkai Hőerőmű","93","93","Ajka","120","31.12.2013",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Fossil Gas","15WEONSUM----PPI","EONSUM szabályozási központ","63","92","Budapest","20","31.12.2013",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Fossil Gas","15WGREEN-----PPZ","GREENERGY szabályozási központ","63","84","Budapest","20","31.12.2013",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Fossil Gas","15WVPP-------PPZ","VPP szabályozási csoport","68","68","Budapest","20","31.12.2013",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Fossil Gas","15WVEOLIASZK-PPQ","VEOLIA szabályozási központ","68","68","Budapest","20","01.04.2015",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Biomass","15WPECS------PPO","Pécsi Erőmű","62","62","Pécs","120","31.12.2013",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WBUZSPV----PPB","BUZSPVuz","N/A","61","Buzsák","22","31.07.2022",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Other renewable","15W-VLTRCK1-UZ-O","VLTRCK1uz","N/A","58","Budapest","22","31.01.2023",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WVPPPV-----PP5","VPPPV szabályozó központ","N/A","50","Budapest","22","30.04.2022",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WKAPKPV----PPS","Kaposvár Keleti naperőmű","N/A","49","Kaposvár Kelet","132","11.11.2020",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WKAPNPV----PPZ","Kaposvár Nyugati naperőmű","N/A","49","Kaposvár Nyugat","132","25.11.2020",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Fossil Gas","15WNYKCE-----PP6","Nyíregyházi Kombináltciklusú Erőmű","47","47","Oroszlány","120","31.12.2013",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WTPUSPV----PP3","TPUSPV","N/A","47","Tiszapüspöki naperőmű","132","31.03.2022",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Biomass","15WPANNON----PPS","Pannongreen","44","44","Pécs","120","31.12.2013",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Fossil Hard coal","15WHAMBURGERHPPF","Hamburger Hungária","N/A","42","Dunaújváros","132","01.08.2021",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15W-GREEN2--UZ-B","GREEN2uz","N/A","31","Budapest","22","30.04.2024",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Biomass","15WBAKONYI---PPL","Bakonyi Bioerőmű","28","28","Ajka","120","31.12.2013",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Fossil Gas","15WTATAB-----PPG","Tatabánya Erőmű","43","25","Tatabánya","120","31.12.2013",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Wind Onshore","15WSOPKOV----PPO","Sopronkövesd szélerőműpark","23","23","Sopronkövesd","120","31.12.2013",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WBABRPV----PP7","Bükkábrányi naperőmű","20","20","Bükkábrány","35","01.03.2019",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15W-MVMZG2--UZ-F","MVMZG2uz","N/A","20","Budapest","132","29.02.2024",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WNYPAZPV---UZI","NYPAZPVuz","N/A","20","Nyírpazony","11","31.05.2022",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15W-HUGRPV--UZ-H","HUGRPVuz","N/A","20","Halmajugra","132","31.07.2023",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WDUNAPVSZK-PPW","DUNAPVSZK","N/A","17","Százhalombatta","132","30.04.2021",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Fossil Gas","15WALPIQ-----PPY","ALPIQ szabályzási csoport","54","17","Budapest","120","31.12.2013",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WTUSKESPV--PPG","Tüskésréti Naperőmű (Pécs)","10","10","Pécs","35","20.08.2018",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WAUDIPV----PPX","Győri AUDI naperőmű","10","10","Győr","22","01.12.2019",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WMOLFPV----PP2","MOL DUFI naperőmű","6","6","Százhalombatta","132","01.09.2019",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WTMPKPV----PPQ","MOL Tiszaújváros MPK naperőmű","6","6","MOL Petrolkémia Zrt. Telephely","132","01.07.2019",""
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Fossil Gas","15WTISZA-----PPN","Tiszai Erőmű","864","N/A","Tiszaújváros","400","31.12.2013","30.06.2023"
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Fossil Brown coal/Lignite","15WVERTES----PPX","Oroszlányi Erőmű","220","N/A","Oroszlány","120","31.12.2013","30.06.2023"
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Fossil Hard coal","15WDUHAMB----PPW","Hamburger Hungária","42","N/A","Dunaújváros","132","21.11.2015","01.08.2021"
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Wind Onshore","15WBONY------PPG","Bőny Szélerőműpark","25","N/A","Bőny","120","31.12.2013","01.07.2021"
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WKAPUPV----PP2","Kapuvár naperőmű","20","N/A","Kapuvár","20","01.09.2019","01.07.2021"
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WDUNAPV----PP1","DunaPV","18","N/A","Százhalombatta","120","24.06.2018","01.05.2021"
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WPAKSPV----PPC","PAKSPV Paks naperőmű","17","N/A","Paks","132","31.05.2018","30.05.2022"
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WFZSOPV----PPG","FZSOPV","17","N/A","Felsőzsolca","20","19.08.2018","31.05.2021"
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WHUNGAROW-PP-1","MVM ZÖLD Generáció KFT MÁTRAI Naperőmű PV8","16","N/A","Visonta","132","24.01.2019","30.01.2022"
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WTUZSPV---PP-L","Tuzsér naperőmű","15","N/A","Tuzsér külterület","20","01.09.2019","01.07.2021"
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WNADAPV---PP-L","Nádasd naperőmű","12","N/A","Nádasd külterület","20","01.08.2019","01.07.2021"
"CTA|HU / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","15WBBER------PP8","Balatonberényi naperőmű","7","N/A","Balatonberény","20","01.05.2019","01.07.2021"
