00:00 - 01:00,19,,1154,,n/e,n/e,330,,61,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,60,,9,,n/e,n/e,2123,,n/e,n/e,n/e,n/e,0,,4,,n/e,n/e,116,
01:00 - 02:00,19,,1141,,n/e,n/e,330,,61,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,59,,9,,n/e,n/e,2124,,n/e,n/e,n/e,n/e,0,,4,,n/e,n/e,152,
02:00 - 03:00,19,,1137,,n/e,n/e,330,,61,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,59,,9,,n/e,n/e,2124,,n/e,n/e,n/e,n/e,0,,4,,n/e,n/e,115,
03:00 - 04:00,19,,1146,,n/e,n/e,335,,59,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,61,,9,,n/e,n/e,2123,,n/e,n/e,n/e,n/e,0,,4,,n/e,n/e,98,
04:00 - 05:00,18,,1152,,n/e,n/e,336,,60,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,71,,29,,n/e,n/e,2124,,n/e,n/e,n/e,n/e,0,,4,,n/e,n/e,90,
05:00 - 06:00,18,,1146,,n/e,n/e,317,,59,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,77,,25,,n/e,n/e,2124,,n/e,n/e,n/e,n/e,1,,4,,n/e,n/e,96,
06:00 - 07:00,20,,1111,,n/e,n/e,311,,60,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,79,,18,,n/e,n/e,2124,,n/e,n/e,n/e,n/e,115,,4,,n/e,n/e,98,
07:00 - 08:00,20,,1107,,n/e,n/e,311,,59,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,82,,16,,n/e,n/e,2124,,n/e,n/e,n/e,n/e,549,,4,,n/e,n/e,102,
08:00 - 09:00,20,,1109,,n/e,n/e,307,,60,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,78,,9,,n/e,n/e,2123,,n/e,n/e,n/e,n/e,984,,4,,n/e,n/e,147,
09:00 - 10:00,20,,1109,,n/e,n/e,306,,59,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,67,,9,,n/e,n/e,2123,,n/e,n/e,n/e,n/e,1140,,4,,n/e,n/e,162,
