index,RO -> RS,RO -> MD,RO -> UA
2023-01-12 03:00:00+0000,438.0,481.0,0.0
2023-01-12 04:00:00+0000,416.0,281.0,0.0
2023-01-12 05:00:00+0000,282.0,283.0,0.0
2023-01-12 06:00:00+0000,0.0,174.0,0.0
2023-01-12 07:00:00+0000,0.0,187.0,0.0
2023-01-12 08:00:00+0000,0.0,196.0,0.0
2023-01-12 09:00:00+0000,0.0,249.0,0.0
2023-01-12 10:00:00+0000,0.0,251.0,0.0
2023-01-12 11:00:00+0000,0.0,195.0,0.0
2023-01-12 12:00:00+0000,0.0,206.0,0.0
2023-01-12 13:00:00+0000,0.0,239.0,0.0
2023-01-12 14:00:00+0000,0.0,207.0,0.0
2023-01-12 15:00:00+0000,0.0,216.0,0.0
2023-01-12 16:00:00+0000,0.0,151.0,0.0
2023-01-12 17:00:00+0000,0.0,145.0,0.0
2023-01-12 18:00:00+0000,0.0,173.0,0.0
2023-01-12 19:00:00+0000,0.0,168.0,0.0
2023-01-12 20:00:00+0000,148.0,186.0,0.0
2023-01-12 21:00:00+0000,220.0,255.0,0.0
2023-01-12 22:00:00+0000,162.0,176.0,0.0
2023-01-12 23:00:00+0000,203.0,123.0,0.0
2023-01-13 00:00:00+0000,248.0,128.0,0.0
2023-01-13 01:00:00+0000,375.0,296.0,0.0
2023-01-13 02:00:00+0000,364.0,242.0,0.0
2023-01-13 03:00:00+0000,393.0,192.0,0.0
2023-01-13 04:00:00+0000,222.0,142.0,0.0
2023-01-13 05:00:00+0000,0.0,144.0,0.0
2023-01-13 06:00:00+0000,0.0,88.0,0.0
2023-01-13 07:00:00+0000,0.0,102.0,0.0
2023-01-13 08:00:00+0000,0.0,155.0,0.0
2023-01-13 09:00:00+0000,0.0,215.0,0.0
2023-01-13 10:00:00+0000,0.0,242.0,0.0
2023-01-13 11:00:00+0000,0.0,302.0,0.0
2023-01-13 12:00:00+0000,0.0,207.0,0.0
2023-01-13 13:00:00+0000,0.0,167.0,0.0
2023-01-13 14:00:00+0000,0.0,154.0,0.0
2023-01-13 15:00:00+0000,0.0,134.0,0.0
2023-01-13 16:00:00+0000,0.0,160.0,0.0
2023-01-13 17:00:00+0000,0.0,148.0,0.0
2023-01-13 18:00:00+0000,0.0,209.0,0.0
2023-01-13 19:00:00+0000,0.0,192.0,0.0
2023-01-13 20:00:00+0000,20.0,185.0,0.0
2023-01-13 21:00:00+0000,177.0,168.0,0.0
2023-01-13 22:00:00+0000,185.0,106.0,0.0
2023-01-13 23:00:00+0000,265.0,129.0,0.0
2023-01-14 00:00:00+0000,323.0,206.0,0.0
2023-01-14 01:00:00+0000,394.0,240.0,0.0
2023-01-14 02:00:00+0000,433.0,221.0,0.0
2023-01-14 03:00:00+0000,439.0,200.0,0.0
2023-01-14 04:00:00+0000,406.0,130.0,0.0
2023-01-14 05:00:00+0000,307.0,177.0,0.0
2023-01-14 06:00:00+0000,242.0,135.0,0.0
2023-01-14 07:00:00+0000,160.0,98.0,0.0
2023-01-14 08:00:00+0000,4.0,137.0,0.0
2023-01-14 09:00:00+0000,0.0,142.0,0.0
2023-01-14 10:00:00+0000,0.0,156.0,0.0
2023-01-14 11:00:00+0000,0.0,116.0,0.0
2023-01-14 12:00:00+0000,0.0,0.0,0.0
2023-01-14 13:00:00+0000,0.0,18.0,0.0
2023-01-14 14:00:00+0000,0.0,0.0,0.0
2023-01-14 15:00:00+0000,0.0,0.0,0.0
2023-01-14 16:00:00+0000,0.0,0.0,0.0
2023-01-14 17:00:00+0000,0.0,24.0,0.0
2023-01-14 18:00:00+0000,0.0,15.0,0.0
2023-01-14 19:00:00+0000,122.0,0.0,0.0
2023-01-14 20:00:00+0000,167.0,18.0,0.0
2023-01-14 21:00:00+0000,288.0,0.0,0.0
2023-01-14 22:00:00+0000,309.0,0.0,0.0
2023-01-14 23:00:00+0000,226.0,113.0,0.0
2023-01-15 00:00:00+0000,257.0,120.0,0.0
2023-01-15 01:00:00+0000,293.0,179.0,0.0
2023-01-15 02:00:00+0000,298.0,247.0,0.0
2023-01-15 03:00:00+0000,319.0,137.0,0.0
2023-01-15 04:00:00+0000,316.0,177.0,0.0
2023-01-15 05:00:00+0000,393.0,275.0,0.0
2023-01-15 06:00:00+0000,346.0,179.0,0.0
2023-01-15 07:00:00+0000,303.0,156.0,0.0
2023-01-15 08:00:00+0000,235.0,117.0,0.0
2023-01-15 09:00:00+0000,261.0,169.0,0.0
2023-01-15 10:00:00+0000,291.0,104.0,0.0
2023-01-15 11:00:00+0000,243.0,144.0,0.0
2023-01-15 12:00:00+0000,216.0,123.0,0.0
2023-01-15 13:00:00+0000,253.0,91.0,0.0
2023-01-15 14:00:00+0000,264.0,111.0,0.0
2023-01-15 15:00:00+0000,135.0,62.0,0.0
2023-01-15 16:00:00+0000,147.0,0.0,0.0
2023-01-15 17:00:00+0000,167.0,25.0,0.0
2023-01-15 18:00:00+0000,224.0,86.0,0.0
2023-01-15 19:00:00+0000,202.0,46.0,0.0
2023-01-15 20:00:00+0000,227.0,143.0,0.0
2023-01-15 21:00:00+0000,314.0,221.0,0.0
2023-01-15 22:00:00+0000,298.0,262.0,0.0
2023-01-15 23:00:00+0000,329.0,355.0,0.0
2023-01-16 00:00:00+0000,358.0,449.0,0.0
2023-01-16 01:00:00+0000,452.0,474.0,13.0
2023-01-16 02:00:00+0000,479.0,542.0,0.0
2023-01-16 03:00:00+0000,471.0,452.0,0.0
2023-01-16 04:00:00+0000,341.0,299.0,0.0
2023-01-16 05:00:00+0000,216.0,227.0,0.0
2023-01-16 06:00:00+0000,25.0,278.0,0.0
2023-01-16 07:00:00+0000,0.0,177.0,0.0
2023-01-16 08:00:00+0000,0.0,233.0,0.0
2023-01-16 09:00:00+0000,55.0,242.0,7.0
2023-01-16 10:00:00+0000,113.0,278.0,76.0
2023-01-16 11:00:00+0000,61.0,250.0,22.0
2023-01-16 12:00:00+0000,62.0,300.0,27.0
2023-01-16 13:00:00+0000,132.0,216.0,0.0
2023-01-16 14:00:00+0000,100.0,201.0,0.0
2023-01-16 15:00:00+0000,42.0,228.0,0.0
2023-01-16 16:00:00+0000,118.0,294.0,0.0
2023-01-16 17:00:00+0000,163.0,294.0,13.0
2023-01-16 18:00:00+0000,167.0,326.0,40.0
2023-01-16 19:00:00+0000,205.0,181.0,63.0
2023-01-16 20:00:00+0000,268.0,303.0,82.0
2023-01-16 21:00:00+0000,420.0,420.0,126.0
2023-01-16 22:00:00+0000,258.0,384.0,195.0
2023-01-16 23:00:00+0000,344.0,431.0,225.0
2023-01-17 00:00:00+0000,351.0,453.0,266.0
2023-01-17 01:00:00+0000,397.0,480.0,238.0
2023-01-17 02:00:00+0000,487.0,490.0,232.0
2023-01-17 03:00:00+0000,473.0,458.0,152.0
2023-01-17 04:00:00+0000,316.0,411.0,0.0
2023-01-17 05:00:00+0000,136.0,270.0,0.0
2023-01-17 06:00:00+0000,0.0,270.0,0.0
2023-01-17 07:00:00+0000,0.0,197.0,25.0
2023-01-17 08:00:00+0000,9.0,319.0,50.0
2023-01-17 09:00:00+0000,126.0,323.0,151.0
2023-01-17 10:00:00+0000,155.0,289.0,143.0
2023-01-17 11:00:00+0000,128.0,336.0,161.0
2023-01-17 12:00:00+0000,100.0,372.0,196.0
2023-01-17 13:00:00+0000,62.0,242.0,165.0
2023-01-17 14:00:00+0000,0.0,170.0,143.0
2023-01-17 15:00:00+0000,0.0,136.0,14.0
2023-01-17 16:00:00+0000,0.0,130.0,21.0
2023-01-17 17:00:00+0000,9.0,192.0,119.0
2023-01-17 18:00:00+0000,50.0,232.0,217.0
2023-01-17 19:00:00+0000,131.0,212.0,203.0
2023-01-17 20:00:00+0000,382.0,259.0,186.0
2023-01-17 21:00:00+0000,399.0,248.0,264.0
2023-01-17 22:00:00+0000,347.0,338.0,373.0
2023-01-17 23:00:00+0000,285.0,432.0,352.0
2023-01-18 00:00:00+0000,273.0,489.0,353.0
2023-01-18 01:00:00+0000,357.0,526.0,364.0
2023-01-18 02:00:00+0000,436.0,484.0,345.0
2023-01-18 03:00:00+0000,403.0,531.0,305.0
2023-01-18 04:00:00+0000,382.0,463.0,270.0
2023-01-18 05:00:00+0000,252.0,400.0,290.0
2023-01-18 06:00:00+0000,28.0,386.0,374.0
2023-01-18 07:00:00+0000,0.0,443.0,342.0
2023-01-18 08:00:00+0000,107.0,543.0,403.0
2023-01-18 09:00:00+0000,105.0,474.0,515.0
2023-01-18 10:00:00+0000,19.0,481.0,466.0
2023-01-18 11:00:00+0000,175.0,507.0,462.0
2023-01-18 12:00:00+0000,127.0,388.0,465.0
2023-01-18 13:00:00+0000,75.0,396.0,436.0
2023-01-18 14:00:00+0000,0.0,301.0,412.0
2023-01-18 15:00:00+0000,26.0,282.0,333.0
2023-01-18 16:00:00+0000,55.0,268.0,203.0
2023-01-18 17:00:00+0000,115.0,303.0,288.0
2023-01-18 18:00:00+0000,153.0,265.0,316.0
2023-01-18 19:00:00+0000,211.0,173.0,358.0
2023-01-18 20:00:00+0000,296.0,252.0,336.0
2023-01-18 21:00:00+0000,253.0,218.0,306.0
2023-01-18 22:00:00+0000,239.0,190.0,325.0
2023-01-18 23:00:00+0000,260.0,284.0,323.0
2023-01-19 00:00:00+0000,318.0,304.0,319.0
2023-01-19 01:00:00+0000,300.0,274.0,316.0
2023-01-19 02:00:00+0000,370.0,323.0,321.0
2023-01-19 03:00:00+0000,291.0,320.0,325.0
2023-01-19 04:00:00+0000,232.0,283.0,220.0
2023-01-19 05:00:00+0000,286.0,277.0,232.0
2023-01-19 06:00:00+0000,267.0,263.0,284.0
2023-01-19 07:00:00+0000,120.0,265.0,357.0
2023-01-19 08:00:00+0000,189.0,289.0,405.0
2023-01-19 09:00:00+0000,17.0,167.0,380.0
2023-01-19 10:00:00+0000,0.0,369.0,298.0
2023-01-19 11:00:00+0000,0.0,279.0,387.0
2023-01-19 12:00:00+0000,0.0,263.0,383.0
2023-01-19 13:00:00+0000,0.0,389.0,305.0
2023-01-19 14:00:00+0000,84.0,376.0,297.0
2023-01-19 15:00:00+0000,108.0,372.0,288.0
2023-01-19 16:00:00+0000,195.0,343.0,267.0
2023-01-19 17:00:00+0000,197.0,361.0,287.0
2023-01-19 18:00:00+0000,160.0,486.0,266.0
2023-01-19 19:00:00+0000,127.0,625.0,115.0
2023-01-19 20:00:00+0000,172.0,660.0,174.0
2023-01-19 21:00:00+0000,176.0,700.0,216.0
2023-01-19 22:00:00+0000,89.0,673.0,211.0
2023-01-19 23:00:00+0000,115.0,720.0,280.0
2023-01-20 00:00:00+0000,129.0,759.0,300.0
2023-01-20 01:00:00+0000,201.0,755.0,319.0
2023-01-20 02:00:00+0000,101.0,770.0,344.0
2023-01-20 03:00:00+0000,5.0,774.0,296.0
2023-01-20 04:00:00+0000,93.0,693.0,247.0
2023-01-20 05:00:00+0000,90.0,635.0,127.0
2023-01-20 06:00:00+0000,116.0,639.0,155.0
2023-01-20 07:00:00+0000,110.0,553.0,170.0
2023-01-20 08:00:00+0000,99.0,564.0,242.0
2023-01-20 09:00:00+0000,77.0,528.0,290.0
2023-01-20 10:00:00+0000,82.0,512.0,274.0
2023-01-20 11:00:00+0000,54.0,434.0,306.0
2023-01-20 12:00:00+0000,40.0,573.0,316.0
2023-01-20 13:00:00+0000,77.0,588.0,298.0
2023-01-20 14:00:00+0000,89.0,595.0,263.0
2023-01-20 15:00:00+0000,106.0,611.0,258.0
2023-01-20 16:00:00+0000,130.0,611.0,239.0
2023-01-20 17:00:00+0000,157.0,609.0,229.0
2023-01-20 18:00:00+0000,0.0,610.0,167.0
2023-01-20 19:00:00+0000,0.0,598.0,197.0
2023-01-20 20:00:00+0000,0.0,631.0,194.0
2023-01-20 21:00:00+0000,0.0,654.0,210.0
2023-01-20 22:00:00+0000,0.0,667.0,220.0
2023-01-20 23:00:00+0000,0.0,740.0,281.0
2023-01-21 00:00:00+0000,0.0,864.0,294.0
2023-01-21 01:00:00+0000,0.0,814.0,272.0
2023-01-21 02:00:00+0000,0.0,796.0,249.0
2023-01-21 03:00:00+0000,0.0,768.0,248.0
2023-01-21 04:00:00+0000,0.0,628.0,162.0
2023-01-21 05:00:00+0000,0.0,515.0,183.0
2023-01-21 06:00:00+0000,0.0,496.0,100.0
2023-01-21 07:00:00+0000,0.0,446.0,84.0
2023-01-21 08:00:00+0000,0.0,523.0,225.0
2023-01-21 09:00:00+0000,0.0,600.0,341.0
2023-01-21 10:00:00+0000,0.0,591.0,348.0
2023-01-21 11:00:00+0000,0.0,543.0,313.0
2023-01-21 12:00:00+0000,0.0,585.0,275.0
2023-01-21 13:00:00+0000,0.0,537.0,176.0
2023-01-21 14:00:00+0000,0.0,511.0,87.0
2023-01-21 15:00:00+0000,246.0,502.0,92.0
2023-01-21 16:00:00+0000,269.0,638.0,161.0
2023-01-21 17:00:00+0000,253.0,708.0,128.0
2023-01-21 18:00:00+0000,305.0,721.0,133.0
2023-01-21 19:00:00+0000,354.0,651.0,154.0
2023-01-21 20:00:00+0000,363.0,676.0,108.0
