Week,2023,Dispa-SET_Date
1,0.6910829680705463,2023-01-01 00:00:00+00:00
2,0.7129121117097763,2023-01-08 00:00:00+00:00
3,0.8385422982969803,2023-01-15 00:00:00+00:00
4,0.8466589282929956,2023-01-22 00:00:00+00:00
5,0.8366452417664282,2023-01-29 00:00:00+00:00
6,0.8023509641205108,2023-02-05 00:00:00+00:00
7,0.7732800887025519,2023-02-12 00:00:00+00:00
8,0.7606676945998857,2023-02-19 00:00:00+00:00
9,0.7890282566137108,2023-02-26 00:00:00+00:00
10,0.8914086727534173,2023-03-05 00:00:00+00:00
11,0.91181718958438,2023-03-12 00:00:00+00:00
12,0.8992827567089967,2023-03-19 00:00:00+00:00
13,0.8839763690857747,2023-03-26 00:00:00+00:00
14,0.8625976680930684,2023-04-02 00:00:00+00:00
15,0.852410734394761,2023-04-09 00:00:00+00:00
16,0.8599902981583826,2023-04-16 00:00:00+00:00
17,0.86772578437657,2023-04-23 00:00:00+00:00
18,0.8523674226018261,2023-04-30 00:00:00+00:00
19,0.8541951802636822,2023-05-07 00:00:00+00:00
20,0.9923944491606176,2023-05-14 00:00:00+00:00
21,1.0,2023-05-21 00:00:00+00:00
22,0.9877167755236396,2023-05-28 00:00:00+00:00
23,0.9666325947228912,2023-06-04 00:00:00+00:00
24,0.9454531279776858,2023-06-11 00:00:00+00:00
25,0.9105438228720916,2023-06-18 00:00:00+00:00
26,0.8870515063841583,2023-06-25 00:00:00+00:00
27,0.8504097295611649,2023-07-02 00:00:00+00:00
28,0.8109353614802238,2023-07-09 00:00:00+00:00
29,0.7542921986798565,2023-07-16 00:00:00+00:00
30,0.7008627709152648,2023-07-23 00:00:00+00:00
31,0.6557751944699503,2023-07-30 00:00:00+00:00
32,0.621333656728054,2023-08-06 00:00:00+00:00
33,0.5819459122329828,2023-08-13 00:00:00+00:00
34,0.5251901387709845,2023-08-20 00:00:00+00:00
35,0.4973406559137922,2023-08-27 00:00:00+00:00
36,0.4640338871467923,2023-09-03 00:00:00+00:00
37,0.4181493737114741,2023-09-10 00:00:00+00:00
38,0.3910188666170024,2023-09-17 00:00:00+00:00
39,0.3761629216403042,2023-09-24 00:00:00+00:00
40,0.350071897576272,2023-10-01 00:00:00+00:00
41,0.3255227733407252,2023-10-08 00:00:00+00:00
42,0.3048110739592176,2023-10-15 00:00:00+00:00
43,0.3140711352887164,2023-10-22 00:00:00+00:00
44,0.3605966632594723,2023-10-29 00:00:00+00:00
45,0.4680272344553975,2023-11-05 00:00:00+00:00
46,0.4874135929730947,2023-11-12 00:00:00+00:00
47,0.5458758510767312,2023-11-19 00:00:00+00:00
48,0.6052216697562413,2023-11-26 00:00:00+00:00
49,0.6339373884721332,2023-12-03 00:00:00+00:00
50,0.6806621506903899,2023-12-10 00:00:00+00:00
51,0.6780201313213562,2023-12-17 00:00:00+00:00
52,0.658633772803659,2023-12-24 00:00:00+00:00
53,0.6773877791445054,2023-12-31 00:00:00+00:00
54,0.6705271911436046,2024-01-07 00:00:00+00:00
