index,AL -> EL,BA -> HR,BG -> TR,BG -> MK,BG -> RS,BY -> LT,EE -> RU,EL -> TR,EL -> MK,EL -> AL,FI -> RU,HR -> BA,HR -> RS,HU -> RS,HU -> UA,IT -> ME,IT -> MT,LT -> BY,LV -> RU,MD -> RO,ME -> IT,MK -> EL,MK -> BG,MT -> IT,PL -> UA,RO -> RS,RO -> MD,RO -> UA,RU -> FI,RU -> LV,RU -> EE,RS -> RO,RS -> HU,RS -> BG,RS -> HR,SK -> UA,TR -> EL,TR -> BG,UA -> RO,UA -> SK,UA -> HU,UA -> PL
2020-01-01 05:00:00+00:00,102.0,0.0,335.0,361.0,216.0,122.0,21.0,0.0,0.0,0.0,0.0,175.0,42.0,111.0,0.0,0.0,0.0,0.0,10.0,0.0,213.0,491.0,0.0,0.0,0.0,418.0,0.0,0.0,1402.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,235.0,0.0,352.0,0.0,321.0,0.0
2020-01-01 05:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 06:00:00+00:00,82.0,10.0,392.0,354.0,201.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,205.0,494.0,0.0,0.0,0.0,373.0,0.0,0.0,1406.0,0.0,10.0,0.0,5.0,0.0,22.0,390.0,248.0,0.0,274.0,0.0,326.0,0.0
2020-01-01 06:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 07:00:00+00:00,52.0,188.0,502.0,379.0,222.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,276.0,490.0,0.0,0.0,0.0,329.0,0.0,0.0,1412.0,0.0,22.0,0.0,33.0,0.0,55.0,367.0,257.0,0.0,224.0,0.0,308.0,0.0
2020-01-01 07:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 08:00:00+00:00,29.0,181.0,501.0,421.0,251.0,191.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,491.0,0.0,0.0,0.0,367.0,0.0,0.0,1418.0,7.0,69.0,0.0,28.0,0.0,71.0,301.0,293.0,0.0,162.0,0.0,297.0,0.0
2020-01-01 08:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 09:00:00+00:00,13.0,109.0,551.0,449.0,271.0,214.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,278.0,496.0,0.0,0.0,0.0,344.0,0.0,0.0,1426.0,0.0,99.0,0.0,14.0,0.0,70.0,209.0,292.0,0.0,85.0,0.0,269.0,0.0
2020-01-01 09:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 10:00:00+00:00,0.0,114.0,586.0,498.0,349.0,215.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,278.0,469.0,0.0,0.0,0.0,346.0,0.0,0.0,1429.0,0.0,82.0,0.0,22.0,0.0,90.0,151.0,330.0,0.0,23.0,0.0,263.0,0.0
2020-01-01 10:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 11:00:00+00:00,0.0,79.0,588.0,513.0,391.0,212.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,289.0,439.0,0.0,0.0,0.0,259.0,0.0,0.0,1401.0,0.0,117.0,0.0,19.0,0.0,79.0,111.0,360.0,0.0,12.0,0.0,229.0,0.0
2020-01-01 11:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 12:00:00+00:00,0.0,51.0,626.0,471.0,349.0,248.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,289.0,417.0,0.0,0.0,0.0,321.0,0.0,0.0,1415.0,0.0,92.0,0.0,49.0,0.0,81.0,122.0,314.0,0.0,36.0,0.0,225.0,0.0
2020-01-01 12:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 13:00:00+00:00,26.0,0.0,593.0,429.0,251.0,257.0,0.0,0.0,0.0,2.0,0.0,77.0,0.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,289.0,428.0,0.0,0.0,0.0,343.0,0.0,0.0,1431.0,0.0,86.0,0.0,35.0,0.0,53.0,213.0,290.0,0.0,116.0,0.0,214.0,0.0
2020-01-01 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 14:00:00+00:00,70.0,0.0,535.0,391.0,155.0,371.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,468.0,0.0,0.0,0.0,380.0,0.0,0.0,1420.0,7.0,177.0,0.0,29.0,0.0,31.0,247.0,274.0,0.0,176.0,0.0,146.0,0.0
2020-01-01 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 15:00:00+00:00,77.0,0.0,497.0,368.0,111.0,407.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,467.0,0.0,0.0,0.0,289.0,0.0,0.0,1417.0,2.0,159.0,0.0,16.0,0.0,13.0,442.0,248.0,0.0,225.0,0.0,96.0,0.0
2020-01-01 15:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 16:00:00+00:00,48.0,0.0,483.0,393.0,135.0,390.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,459.0,0.0,0.0,0.0,298.0,0.0,0.0,1398.0,8.0,165.0,0.0,0.0,0.0,4.0,564.0,270.0,0.0,238.0,0.0,202.0,0.0
2020-01-01 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 17:00:00+00:00,31.0,0.0,464.0,403.0,147.0,423.0,0.0,0.0,0.0,1.0,0.0,102.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,465.0,0.0,0.0,0.0,360.0,0.0,0.0,1405.0,0.0,141.0,0.0,0.0,0.0,13.0,605.0,297.0,0.0,283.0,0.0,206.0,0.0
2020-01-01 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 18:00:00+00:00,33.0,0.0,439.0,388.0,131.0,195.0,43.0,0.0,0.0,0.0,0.0,120.0,0.0,59.0,0.0,0.0,0.0,0.0,52.0,0.0,371.0,446.0,0.0,0.0,0.0,347.0,0.0,0.0,1416.0,0.0,0.0,0.0,0.0,0.0,10.0,583.0,259.0,0.0,275.0,0.0,190.0,0.0
2020-01-01 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 19:00:00+00:00,36.0,0.0,362.0,399.0,170.0,193.0,42.0,0.0,0.0,0.0,0.0,140.0,0.0,42.0,0.0,0.0,0.0,0.0,48.0,0.0,328.0,449.0,0.0,0.0,0.0,303.0,0.0,0.0,1408.0,0.0,0.0,0.0,0.0,0.0,11.0,533.0,274.0,0.0,255.0,0.0,166.0,0.0
2020-01-01 19:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 20:00:00+00:00,17.0,0.0,390.0,406.0,186.0,194.0,30.0,0.0,0.0,8.0,0.0,165.0,0.0,82.0,0.0,0.0,0.0,0.0,42.0,0.0,306.0,434.0,0.0,0.0,0.0,286.0,0.0,0.0,1412.0,0.0,0.0,0.0,0.0,0.0,2.0,490.0,294.0,0.0,248.0,0.0,207.0,0.0
2020-01-01 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 21:00:00+00:00,39.0,0.0,409.0,418.0,184.0,727.0,0.0,0.0,0.0,0.0,0.0,306.0,36.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,422.0,0.0,0.0,0.0,159.0,0.0,0.0,1383.0,110.0,365.0,0.0,0.0,0.0,0.0,412.0,282.0,0.0,283.0,0.0,300.0,0.0
2020-01-01 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 22:00:00+00:00,69.0,0.0,409.0,400.0,147.0,310.0,0.0,0.0,0.0,0.0,0.0,366.0,69.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,456.0,0.0,0.0,0.0,141.0,0.0,0.0,1383.0,28.0,87.0,0.0,0.0,0.0,0.0,407.0,260.0,0.0,327.0,0.0,357.0,0.0
2020-01-01 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 23:00:00+00:00,92.0,0.0,481.0,378.0,134.0,370.0,0.0,0.0,0.0,0.0,0.0,274.0,85.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,462.0,0.0,0.0,0.0,131.0,0.0,0.0,1288.0,49.0,137.0,0.0,0.0,0.0,0.0,460.0,262.0,0.0,347.0,0.0,446.0,79.0
2020-01-01 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 00:00:00+00:00,140.0,0.0,374.0,323.0,78.0,354.0,0.0,0.0,0.0,0.0,0.0,335.0,112.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,466.0,0.0,0.0,0.0,235.0,0.0,0.0,1274.0,59.0,138.0,0.0,0.0,0.0,0.0,500.0,262.0,0.0,381.0,0.0,457.0,122.0
2020-01-02 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 01:00:00+00:00,178.0,0.0,285.0,294.0,67.0,190.0,0.0,0.0,0.0,0.0,0.0,350.0,146.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,453.0,0.0,0.0,0.0,285.0,0.0,0.0,1026.0,55.0,121.0,0.0,0.0,0.0,0.0,541.0,265.0,0.0,426.0,0.0,459.0,148.0
2020-01-02 01:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 02:00:00+00:00,193.0,0.0,262.0,270.0,40.0,145.0,0.0,0.0,0.0,0.0,0.0,413.0,168.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,474.0,0.0,0.0,0.0,291.0,0.0,0.0,985.0,60.0,142.0,0.0,0.0,0.0,0.0,619.0,241.0,0.0,557.0,0.0,397.0,193.0
2020-01-02 02:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 03:00:00+00:00,207.0,0.0,257.0,248.0,4.0,162.0,0.0,0.0,0.0,0.0,0.0,441.0,153.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,484.0,0.0,0.0,0.0,256.0,0.0,0.0,988.0,47.0,153.0,0.0,0.0,0.0,0.0,637.0,220.0,0.0,608.0,0.0,347.0,204.0
2020-01-02 03:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 04:00:00+00:00,246.0,0.0,377.0,194.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,453.0,137.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,561.0,0.0,0.0,0.0,138.0,0.0,0.0,1316.0,12.0,105.0,0.0,0.0,90.0,0.0,623.0,108.0,0.0,622.0,0.0,256.0,202.0
2020-01-02 04:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 05:00:00+00:00,177.0,0.0,235.0,219.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,324.0,98.0,174.0,0.0,0.0,0.0,0.0,9.0,0.0,207.0,576.0,0.0,0.0,0.0,117.0,0.0,0.0,1416.0,0.0,118.0,0.0,0.0,47.0,0.0,539.0,154.0,0.0,476.0,0.0,302.0,206.0
2020-01-02 05:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 06:00:00+00:00,183.0,0.0,210.0,248.0,0.0,539.0,0.0,0.0,0.0,0.0,0.0,158.0,73.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,549.0,0.0,0.0,0.0,102.0,0.0,0.0,1408.0,101.0,571.0,0.0,0.0,13.0,0.0,617.0,188.0,0.0,388.0,0.0,395.0,203.0
2020-01-02 06:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 07:00:00+00:00,205.0,0.0,161.0,235.0,0.0,556.0,0.0,0.0,0.0,0.0,0.0,94.0,62.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,539.0,0.0,0.0,0.0,70.0,0.0,0.0,1443.0,127.0,543.0,0.0,0.0,37.0,0.0,561.0,216.0,0.0,310.0,0.0,402.0,202.0
2020-01-02 07:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 08:00:00+00:00,196.0,0.0,169.0,281.0,0.0,579.0,0.0,0.0,0.0,0.0,0.0,73.0,65.0,176.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0,0.0,0.0,42.0,0.0,0.0,1465.0,113.0,520.0,0.0,0.0,3.0,0.0,510.0,222.0,0.0,266.0,0.0,404.0,205.0
2020-01-02 08:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 09:00:00+00:00,193.0,0.0,205.0,294.0,2.0,631.0,0.0,0.0,0.0,0.0,0.0,115.0,68.0,177.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,521.0,0.0,0.0,0.0,54.0,0.0,0.0,1468.0,98.0,500.0,0.0,0.0,0.0,0.0,482.0,198.0,0.0,245.0,0.0,348.0,207.0
2020-01-02 09:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 10:00:00+00:00,201.0,0.0,278.0,300.0,1.0,616.0,0.0,0.0,0.0,0.0,0.0,188.0,67.0,174.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,528.0,0.0,0.0,0.0,96.0,0.0,0.0,1459.0,100.0,514.0,0.0,0.0,0.0,0.0,453.0,161.0,0.0,243.0,0.0,324.0,208.0
2020-01-02 10:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 11:00:00+00:00,221.0,0.0,277.0,294.0,0.0,621.0,0.0,0.0,0.0,0.0,0.0,221.0,67.0,156.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,542.0,0.0,0.0,0.0,118.0,0.0,0.0,1439.0,99.0,503.0,0.0,0.0,10.0,0.0,444.0,152.0,0.0,239.0,0.0,304.0,209.0
2020-01-02 11:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
