Week 01,1978425,1731080,1577489,2186488,2780215,2407326,2152112,2327857,2736874
Week 02,2042176,1506079,1719409,2055622,2742325,2081829,2137089,2347129,2368286
Week 03,1893646,1352500,1660658,1931241,2652974,1924342,1998118,2331058,2201546
Week 04,1812965,988159,1704964,1750281,2426891,1772556,1817029,1860943,2146234
Week 05,1808771,907065,1639471,1591274,2194236,1859154,1747271,1741224,2010901
Week 06,1748370,971170,1416974,1474810,2214084,1726279,1729375,1548596,1968080
Week 07,1645290,937230,1194343,1446619,2174132,1533892,1697421,1489626,1855119
Week 08,1523088,935748,1101070,1319494,2116585,1515570,1739794,1443310,1729303
Week 09,1368108,843774,812004,1227480,2008603,1386764,1604668,1343353,1608686
Week 10,1308303,856354,665128,1161979,1864482,1176034,1420843,1351720,1476807
Week 11,1165647,873142,703526,1157528,1816423,1154107,1375108,1437424,1359339
Week 12,1032395,851557,643391,1135050,1779274,994654,1369050,1480070,1302023
Week 13,993525,841629,586044,1064149,1763973,961615,1334846,1508365,1266893
Week 14,1023632,839510,597380,984486,1614814,998746,1197120,1512237,1366371
Week 15,1039776,858713,616931,932025,1513412,917246,1229508,1545065,1472230
Week 16,1087120,872913,642271,921232,1551504,874649,1338623,1579550,1519826
Week 17,1079049,909507,811033,1004280,1670557,940614,1380258,1591705,1365398
Week 18,1078797,926378,1002365,1112875,1740867,1047965,1418563,1737740,1542295
Week 19,1190531,1016298,1101932,1130279,1977501,1231647,1511294,1952971,1667564
Week 20,1355507,1169199,1327826,1254728,2184713,1413451,N/A,2051871,1838640
Week 21,1498294,1337825,1497111,1324928,2355412,1509465,1954315,2200163,2010012
Week 22,1723111,1648732,1791003,1481998,2576537,1628356,2156969,2404082,2230715
Week 23,1902719,1907481,2062657,1701147,2698730,1803076,2345706,2579634,2408135
Week 24,2131614,2069304,2343672,1959725,2775806,2002076,2411291,2708825,2641985
Week 25,2271954,2246981,2562038,2172242,2837466,2183321,2434351,2827813,2844151
Week 26,2424740,2376558,2685251,2394994,2854415,2310252,2482855,2932525,2944520
Week 27,2595652,2453834,2829080,2572658,2972388,2349488,2469618,2965488,3029501
Week 28,2689942,2469901,2807415,2673159,3064947,2463983,2462110,3007664,3103410
Week 29,2746988,2472334,2788177,2690219,3087938,2538196,2382772,3013784,3100987
Week 30,2774693,2515875,2800440,2697155,3088372,2549423,2312574,3000966,3124668
Week 31,2815144,2534378,2817640,2742271,3100546,2607829,2274044,2985265,3109449
Week 32,2845905,2550592,2837239,2749841,3062108,2658935,2280964,2933071,-
Week 33,2843018,2543603,2869444,2762882,3013309,2655591,2249940,2870892,-
Week 34,2826938,2523198,2837907,2777986,2986398,2612909,2250959,2829706,-
Week 35,2746637,2493281,2778684,2760250,2955316,2537592,2244154,2898999,-
Week 36,2675879,2483308,2718547,2718854,2975651,2471418,2240533,2865844,-
Week 37,2580900,2446898,2678886,N/A,2929369,2394175,2252727,2818485,-
Week 38,2606349,2416702,2632172,2689334,2855432,2361161,2254828,2809675,-
Week 39,2512710,2356294,2588940,2650572,2821249,2330764,2253974,2776356,-
Week 40,2454430,2309797,2533385,2648638,2801270,2373290,2313405,2705939,-
Week 41,2321294,2246056,2476781,2625151,2964842,2385992,2320864,2613447,-
Week 42,2262240,2208835,2504641,2649054,3019708,2356588,2315468,2620085,-
Week 43,2211351,2184170,2474033,2771196,2956736,2291919,2419163,2730776,-
Week 44,2271496,2160397,2418967,2851394,3041148,2349925,2455704,2856838,-
Week 45,2313148,2079340,2457273,2986771,3088786,2344289,2495545,2847567,-
Week 46,2333679,1987997,2472229,2954760,3035130,2216776,2499746,2978309,-
Week 47,2455207,1861449,2331922,2792032,3012185,2119853,2518920,2932723,-
Week 48,2486202,1786793,2227100,2815568,2929262,2024972,2462887,2883329,-
Week 49,2388603,1535027,2232914,2815166,2674858,2059628,2374305,2789836,-
Week 50,2256174,1497896,2230364,2657645,2521048,2010670,2190805,2806027,-
Week 51,2066183,1464078,2085932,2652638,2454326,1928190,2142607,2761956,-
Week 52,1978452,1493019,2164121,2804309,2473628,2029801,2284112,2795844,-
Week 53,,,,,2532396,,,,
