Unnamed: 0,HPHS,HDAM,HBBS,BEVS
2030-01-01 00:00:00+00:00,0.937730931187087,0.864317322030973,1,1
2030-01-01 01:00:00+00:00,0.957089074030016,0.864471354269196,1,1
2030-01-01 02:00:00+00:00,0.959460404954954,0.864626265254974,1,1
2030-01-01 03:00:00+00:00,0.961918082004004,0.864782172189377,1,1
2030-01-01 04:00:00+00:00,0.964648841518046,0.864941175274758,1,1
2030-01-01 05:00:00+00:00,0.967558534360109,0.865105009367569,1,1
2030-01-01 06:00:00+00:00,0.967571681582338,0.86527435835059,1,1
2030-01-01 07:00:00+00:00,0.967584748343488,0.865444836274747,1,1
2030-01-01 08:00:00+00:00,0.967597690322057,0.865616182674162,1,1
2030-01-01 09:00:00+00:00,0.971392002180933,0.865788215809106,1,1
2030-01-01 10:00:00+00:00,0.971404594740995,0.865965897513789,1,1
2030-01-01 11:00:00+00:00,0.977130642340508,0.866143495186587,1,1
2030-01-01 12:00:00+00:00,0.984560277964068,0.866320431365034,1,1
2030-01-01 13:00:00+00:00,0.996772534556778,0.86649465943093,1,1
2030-01-01 14:00:00+00:00,0.99979603121821,0.866666270975553,1,1
2030-01-01 15:00:00+00:00,0.999884961468073,0.866835477467359,1,1
2030-01-01 16:00:00+00:00,0.999895987094455,0.867002393776385,1,1
2030-01-01 17:00:00+00:00,0.999909509112249,0.867167253188066,1,1
2030-01-01 18:00:00+00:00,0.99992660095837,0.867330284489443,1,1
2030-01-01 19:00:00+00:00,0.99993132873199,0.867491632342749,1,1
2030-01-01 20:00:00+00:00,0.999933977437583,0.867651464128624,1,1
2030-01-01 21:00:00+00:00,0.999936180239376,0.867809930651147,1,1
2030-01-01 22:00:00+00:00,0.999939469846989,0.867967170632317,1,1
2030-01-01 23:00:00+00:00,0.999952683794617,0.868123321803967,1,1
2030-01-02 00:00:00+00:00,0.999959042909021,0.868278421820769,1,1
2030-01-02 01:00:00+00:00,0.999968487202082,0.868432580530646,1,1
2030-01-02 02:00:00+00:00,0.999986184792378,0.868585873651876,1,1
2030-01-02 03:00:00+00:00,0.99999667676007,0.868738325802072,1,1
2030-01-02 04:00:00+00:00,0.999997110943549,0.868765054074398,1,1
2030-01-02 05:00:00+00:00,0.999992200496246,0.868785273487558,1,1
2030-01-02 06:00:00+00:00,0.999991091963692,0.868804878531213,1,1
2030-01-02 07:00:00+00:00,0.999991778724654,0.868824079189075,1,1
2030-01-02 08:00:00+00:00,0.999744724908018,0.86884267465104,1,1
2030-01-02 09:00:00+00:00,0.999745541111342,0.868860808472065,1,1
2030-01-02 10:00:00+00:00,0.999748437166045,0.868878487473683,1,1
2030-01-02 11:00:00+00:00,0.999751439752354,0.868895710438306,1,1
2030-01-02 12:00:00+00:00,0.999754464108417,0.868912517523301,1,1
2030-01-02 13:00:00+00:00,0.999758365185159,0.868928950252124,1,1
2030-01-02 14:00:00+00:00,0.999767502317995,0.868945056607339,1,1
2030-01-02 15:00:00+00:00,0.999777382561386,0.868960826079079,1,1
2030-01-02 16:00:00+00:00,0.99978105611843,0.868976233727618,1,1
2030-01-02 17:00:00+00:00,0.999784855561127,0.868991337281046,1,1
2030-01-02 18:00:00+00:00,0.999788704827387,0.869006153507273,1,1
2030-01-02 19:00:00+00:00,0.999793293449594,0.869020707762342,1,1
2030-01-02 20:00:00+00:00,0.999798742244738,0.869035014338269,1,1
2030-01-02 21:00:00+00:00,0.999809064143855,0.869049101430814,1,1
2030-01-02 22:00:00+00:00,0.999817499695391,0.869062959747505,1,1
2030-01-02 23:00:00+00:00,0.999825300019995,0.869076601993519,1,1
2030-01-03 00:00:00+00:00,0.99983403482871,0.869090053884427,1,1
2030-01-03 01:00:00+00:00,0.999841771450888,0.869103333099271,1,1
2030-01-03 02:00:00+00:00,0.99985105350144,0.869116482321139,1,1
2030-01-03 03:00:00+00:00,0.999861651379975,0.869129534135687,1,1
2030-01-03 04:00:00+00:00,0.999876896884063,0.869142601570089,1,1
2030-01-03 05:00:00+00:00,0.999882631921882,0.869155601826855,1,1
2030-01-03 06:00:00+00:00,0.999890273330699,0.869168624300645,1,1
2030-01-03 07:00:00+00:00,0.999892984272652,0.86918150230407,1,1
2030-01-03 08:00:00+00:00,0.999895882280076,0.869194255923553,1,1
2030-01-03 09:00:00+00:00,0.999905254267979,0.86920691608347,1,1
2030-01-03 10:00:00+00:00,0.999915985346248,0.869219460601794,1,1
2030-01-03 11:00:00+00:00,0.999929072582245,0.869231906199136,1,1
2030-01-03 12:00:00+00:00,0.999933702418285,0.869244251175518,1,1
2030-01-03 13:00:00+00:00,0.999934944235686,0.869256531491832,1,1
2030-01-03 14:00:00+00:00,0.999939494744441,0.869268803994296,1,1
2030-01-03 15:00:00+00:00,0.99993910269664,0.869280982670629,1,1
2030-01-03 16:00:00+00:00,0.999938896833586,0.869293098141812,1,1
2030-01-03 17:00:00+00:00,0.999938862497278,0.869305152416519,1,1
2030-01-03 18:00:00+00:00,0.999938900669542,0.869317162377608,1,1
2030-01-03 19:00:00+00:00,0.999939082864032,0.869329122190777,1,1
2030-01-03 20:00:00+00:00,0.999939476355658,0.869341047847998,1,1
2030-01-03 21:00:00+00:00,0.999941809814895,0.869352955261816,1,1
2030-01-03 22:00:00+00:00,0.999944505483077,0.869364818467668,1,1
2030-01-03 23:00:00+00:00,0.999947617952471,0.869376632541618,1,1
2030-01-04 00:00:00+00:00,0.999951234268681,0.869388400804699,1,1
2030-01-04 01:00:00+00:00,0.999955500910378,0.869400129087496,1,1
2030-01-04 02:00:00+00:00,0.999960676403629,0.869411805203133,1,1
2030-01-04 03:00:00+00:00,0.999967286484048,0.869423420929851,1,1
2030-01-04 04:00:00+00:00,0.999976482289094,0.869434979804511,1,1
2030-01-04 05:00:00+00:00,0.999994050585959,0.86944648817511,1,1
2030-01-04 06:00:00+00:00,0.999993341813348,0.869457911390675,1,1
2030-01-04 07:00:00+00:00,0.999992589779825,0.869469286147526,1,1
2030-01-04 08:00:00+00:00,0.999991796945728,0.869480614641537,1,1
2030-01-04 09:00:00+00:00,0.999991846713049,0.869491903264551,1,1
2030-01-04 10:00:00+00:00,0.999992915841186,0.869503163948632,1,1
2030-01-04 11:00:00+00:00,0.999995451763233,0.869514393147976,1,1
2030-01-04 12:00:00+00:00,0.999995449816256,0.869525597972549,1,1
2030-01-04 13:00:00+00:00,0.999995746823695,0.869536780904516,1,1
2030-01-04 14:00:00+00:00,0.999978158801854,0.869547929010437,1,1
2030-01-04 15:00:00+00:00,0.999969471691845,0.86955905312149,1,1
2030-01-04 16:00:00+00:00,0.999963288415903,0.869570153025462,1,1
2030-01-04 17:00:00+00:00,0.999958211385184,0.86958124094631,1,1
2030-01-04 18:00:00+00:00,0.999953773260292,0.869592330872402,1,1
2030-01-04 19:00:00+00:00,0.999949855747004,0.869603408880946,1,1
2030-01-04 20:00:00+00:00,0.999948458259032,0.869614484071852,1,1
2030-01-04 21:00:00+00:00,0.999947205029783,0.869625559087142,1,1
2030-01-04 22:00:00+00:00,0.999946060506212,0.869636631356915,1,1
