index,NL -> NO,NL -> BE,NL -> DE,NL -> DK,NL -> UK
2019-01-03 03:00:00+0000,726.0,1889.0,0.0,,1086.0
2019-01-03 04:00:00+0000,490.0,2378.0,0.0,,1025.0
2019-01-03 05:00:00+0000,0.0,2643.0,0.0,,1021.0
2019-01-03 06:00:00+0000,0.0,2116.0,1.0,,549.0
2019-01-03 07:00:00+0000,0.0,2936.0,0.0,,0.0
2019-01-03 08:00:00+0000,0.0,2847.0,0.0,,0.0
2019-01-03 09:00:00+0000,0.0,2636.0,0.0,,0.0
2019-01-03 10:00:00+0000,0.0,2815.0,0.0,,0.0
2019-01-03 11:00:00+0000,0.0,2056.0,0.0,,0.0
2019-01-03 12:00:00+0000,0.0,2335.0,0.0,,0.0
2019-01-03 13:00:00+0000,0.0,1795.0,109.0,,0.0
2019-01-03 14:00:00+0000,0.0,1348.0,222.0,,225.0
2019-01-03 15:00:00+0000,0.0,988.0,125.0,,1007.0
2019-01-03 16:00:00+0000,0.0,1342.0,74.0,,722.0
2019-01-03 17:00:00+0000,0.0,2205.0,110.0,,730.0
2019-01-03 18:00:00+0000,0.0,2574.0,8.0,,782.0
2019-01-03 19:00:00+0000,0.0,2927.0,0.0,,1083.0
2019-01-03 20:00:00+0000,0.0,2712.0,106.0,,1043.0
2019-01-03 21:00:00+0000,0.0,3207.0,5.0,,923.0
2019-01-03 22:00:00+0000,129.0,3067.0,2.0,,1024.0
2019-01-03 23:00:00+0000,89.0,2887.0,2.0,,1025.0
2019-01-04 00:00:00+0000,77.0,2678.0,0.0,,1085.0
2019-01-04 01:00:00+0000,103.0,2922.0,0.0,,1085.0
2019-01-04 02:00:00+0000,120.0,2836.0,0.0,,1085.0
2019-01-04 03:00:00+0000,55.0,2748.0,0.0,,1085.0
2019-01-04 04:00:00+0000,0.0,2625.0,0.0,,1024.0
2019-01-04 05:00:00+0000,0.0,2892.0,57.0,,844.0
2019-01-04 06:00:00+0000,0.0,3023.0,2.0,,198.0
2019-01-04 07:00:00+0000,0.0,2958.0,0.0,,0.0
2019-01-04 08:00:00+0000,0.0,2627.0,0.0,,0.0
2019-01-04 09:00:00+0000,0.0,2413.0,0.0,,250.0
2019-01-04 10:00:00+0000,0.0,2564.0,0.0,,311.0
2019-01-04 11:00:00+0000,0.0,2727.0,0.0,,253.0
2019-01-04 12:00:00+0000,0.0,2054.0,0.0,,433.0
2019-01-04 13:00:00+0000,0.0,1840.0,0.0,,108.0
2019-01-04 14:00:00+0000,0.0,1911.0,0.0,,155.0
2019-01-04 15:00:00+0000,0.0,1762.0,0.0,,105.0
2019-01-04 16:00:00+0000,0.0,1876.0,0.0,,212.0
2019-01-04 17:00:00+0000,0.0,2169.0,0.0,,764.0
2019-01-04 18:00:00+0000,0.0,1928.0,0.0,,932.0
2019-01-04 19:00:00+0000,0.0,1690.0,0.0,,1085.0
2019-01-04 20:00:00+0000,0.0,1998.0,0.0,,1086.0
2019-01-04 21:00:00+0000,0.0,1880.0,0.0,,1025.0
2019-01-04 22:00:00+0000,27.0,1954.0,0.0,,1025.0
2019-01-04 23:00:00+0000,0.0,2153.0,0.0,,964.0
2019-01-05 00:00:00+0000,302.0,2190.0,0.0,,1053.0
2019-01-05 01:00:00+0000,228.0,2315.0,0.0,,841.0
2019-01-05 02:00:00+0000,489.0,2124.0,0.0,,1084.0
2019-01-05 03:00:00+0000,725.0,2087.0,0.0,,1085.0
2019-01-05 04:00:00+0000,730.0,2236.0,0.0,,1025.0
2019-01-05 05:00:00+0000,722.0,2474.0,0.0,,963.0
2019-01-05 06:00:00+0000,372.0,2259.0,0.0,,1024.0
2019-01-05 07:00:00+0000,0.0,2347.0,0.0,,1024.0
2019-01-05 08:00:00+0000,0.0,2403.0,1.0,,1085.0
2019-01-05 09:00:00+0000,0.0,2344.0,12.0,,1085.0
2019-01-05 10:00:00+0000,0.0,2411.0,1.0,,1085.0
2019-01-05 11:00:00+0000,0.0,2582.0,46.0,,1085.0
2019-01-05 12:00:00+0000,0.0,2650.0,42.0,,1025.0
2019-01-05 13:00:00+0000,0.0,2345.0,21.0,,1024.0
2019-01-05 14:00:00+0000,0.0,2236.0,13.0,,956.0
2019-01-05 15:00:00+0000,0.0,2148.0,7.0,,1024.0
2019-01-05 16:00:00+0000,0.0,1878.0,16.0,,1025.0
2019-01-05 17:00:00+0000,0.0,2564.0,12.0,,1085.0
2019-01-05 18:00:00+0000,0.0,2847.0,0.0,,1086.0
2019-01-05 19:00:00+0000,0.0,2964.0,12.0,,1086.0
2019-01-05 20:00:00+0000,0.0,2980.0,0.0,,1086.0
2019-01-05 21:00:00+0000,0.0,2759.0,0.0,,1025.0
2019-01-05 22:00:00+0000,0.0,2604.0,0.0,,987.0
2019-01-05 23:00:00+0000,0.0,2960.0,0.0,,1024.0
2019-01-06 00:00:00+0000,29.0,2794.0,0.0,,1025.0
2019-01-06 01:00:00+0000,128.0,2546.0,0.0,,1025.0
2019-01-06 02:00:00+0000,387.0,2157.0,0.0,,1025.0
2019-01-06 03:00:00+0000,573.0,1685.0,0.0,,1025.0
2019-01-06 04:00:00+0000,283.0,1785.0,0.0,,1025.0
2019-01-06 05:00:00+0000,620.0,1523.0,0.0,,1025.0
2019-01-06 06:00:00+0000,349.0,2042.0,0.0,,1017.0
2019-01-06 07:00:00+0000,0.0,2561.0,23.0,,383.0
2019-01-06 08:00:00+0000,0.0,2623.0,264.0,,944.0
2019-01-06 09:00:00+0000,0.0,2556.0,251.0,,1085.0
2019-01-06 10:00:00+0000,0.0,2607.0,292.0,,1086.0
2019-01-06 11:00:00+0000,0.0,2764.0,468.0,,1085.0
2019-01-06 12:00:00+0000,0.0,2467.0,492.0,,1025.0
2019-01-06 13:00:00+0000,0.0,1989.0,652.0,,1025.0
2019-01-06 14:00:00+0000,0.0,1966.0,312.0,,1025.0
2019-01-06 15:00:00+0000,0.0,1848.0,15.0,,1025.0
2019-01-06 16:00:00+0000,0.0,2219.0,7.0,,1025.0
2019-01-06 17:00:00+0000,0.0,2934.0,0.0,,1085.0
2019-01-06 18:00:00+0000,0.0,3442.0,0.0,,1086.0
2019-01-06 19:00:00+0000,0.0,3532.0,0.0,,1086.0
2019-01-06 20:00:00+0000,0.0,3020.0,0.0,,1086.0
2019-01-06 21:00:00+0000,0.0,3102.0,0.0,,1026.0
2019-01-06 22:00:00+0000,0.0,3269.0,0.0,,1025.0
2019-01-06 23:00:00+0000,36.0,2867.0,0.0,,1025.0
2019-01-07 00:00:00+0000,0.0,3010.0,0.0,,1025.0
2019-01-07 01:00:00+0000,210.0,3254.0,0.0,,1025.0
2019-01-07 02:00:00+0000,709.0,2665.0,0.0,,1025.0
2019-01-07 03:00:00+0000,650.0,2802.0,0.0,,1061.0
2019-01-07 04:00:00+0000,55.0,2970.0,0.0,,627.0
2019-01-07 05:00:00+0000,0.0,2605.0,114.0,,389.0
2019-01-07 06:00:00+0000,0.0,2247.0,319.0,,327.0
2019-01-07 07:00:00+0000,0.0,2067.0,341.0,,228.0
2019-01-07 08:00:00+0000,0.0,1905.0,392.0,,174.0
2019-01-07 09:00:00+0000,0.0,2086.0,427.0,,0.0
2019-01-07 10:00:00+0000,0.0,2717.0,103.0,,0.0
2019-01-07 11:00:00+0000,0.0,2668.0,21.0,,328.0
2019-01-07 12:00:00+0000,0.0,2298.0,26.0,,598.0
2019-01-07 13:00:00+0000,0.0,2042.0,0.0,,812.0
2019-01-07 14:00:00+0000,0.0,2055.0,1.0,,920.0
2019-01-07 15:00:00+0000,0.0,2259.0,0.0,,683.0
2019-01-07 16:00:00+0000,0.0,2680.0,0.0,,332.0
2019-01-07 17:00:00+0000,0.0,2876.0,0.0,,1075.0
2019-01-07 18:00:00+0000,0.0,2355.0,0.0,,1085.0
2019-01-07 19:00:00+0000,0.0,2071.0,0.0,,1085.0
2019-01-07 20:00:00+0000,123.0,1746.0,0.0,,1085.0
2019-01-07 21:00:00+0000,568.0,1283.0,0.0,,1024.0
2019-01-07 22:00:00+0000,727.0,1020.0,0.0,,954.0
2019-01-07 23:00:00+0000,730.0,1238.0,0.0,,775.0
2019-01-08 00:00:00+0000,730.0,1630.0,0.0,,725.0
2019-01-08 01:00:00+0000,730.0,1362.0,0.0,,725.0
2019-01-08 02:00:00+0000,730.0,1442.0,0.0,,724.0
2019-01-08 03:00:00+0000,729.0,1343.0,0.0,,724.0
2019-01-08 04:00:00+0000,640.0,1523.0,0.0,,723.0
2019-01-08 05:00:00+0000,56.0,1208.0,0.0,,717.0
2019-01-08 06:00:00+0000,0.0,1427.0,0.0,,1021.0
2019-01-08 07:00:00+0000,0.0,1529.0,0.0,,1024.0
2019-01-08 08:00:00+0000,0.0,1354.0,0.0,,1078.0
2019-01-08 09:00:00+0000,0.0,1327.0,0.0,,390.0
2019-01-08 10:00:00+0000,0.0,1265.0,0.0,,523.0
2019-01-08 11:00:00+0000,57.0,1042.0,0.0,,877.0
2019-01-08 12:00:00+0000,408.0,946.0,0.0,,840.0
2019-01-08 13:00:00+0000,10.0,958.0,0.0,,940.0
2019-01-08 14:00:00+0000,0.0,936.0,0.0,,941.0
2019-01-08 15:00:00+0000,0.0,1032.0,0.0,,794.0
2019-01-08 16:00:00+0000,0.0,1497.0,0.0,,694.0
2019-01-08 17:00:00+0000,0.0,1880.0,0.0,,1081.0
2019-01-08 18:00:00+0000,0.0,1755.0,0.0,,1085.0
2019-01-08 19:00:00+0000,0.0,1722.0,0.0,,1085.0
2019-01-08 20:00:00+0000,0.0,1542.0,0.0,,1085.0
2019-01-08 21:00:00+0000,186.0,1690.0,0.0,,1024.0
2019-01-08 22:00:00+0000,292.0,1724.0,0.0,,1024.0
2019-01-08 23:00:00+0000,693.0,1506.0,0.0,,974.0
2019-01-09 00:00:00+0000,730.0,1265.0,0.0,,973.0
2019-01-09 01:00:00+0000,726.0,1295.0,0.0,,974.0
2019-01-09 02:00:00+0000,730.0,1309.0,0.0,,974.0
2019-01-09 03:00:00+0000,721.0,1030.0,0.0,,974.0
2019-01-09 04:00:00+0000,337.0,1382.0,0.0,,974.0
2019-01-09 05:00:00+0000,0.0,1853.0,0.0,,974.0
2019-01-09 06:00:00+0000,0.0,1953.0,0.0,,1023.0
2019-01-09 07:00:00+0000,0.0,1646.0,0.0,,924.0
2019-01-09 08:00:00+0000,0.0,1670.0,0.0,,1004.0
2019-01-09 09:00:00+0000,0.0,2032.0,0.0,,543.0
2019-01-09 10:00:00+0000,0.0,1778.0,0.0,,881.0
2019-01-09 11:00:00+0000,79.0,1760.0,0.0,,1083.0
2019-01-09 12:00:00+0000,252.0,1732.0,0.0,,1024.0
2019-01-09 13:00:00+0000,27.0,1723.0,0.0,,1024.0
2019-01-09 14:00:00+0000,0.0,1697.0,0.0,,1023.0
2019-01-09 15:00:00+0000,0.0,1795.0,0.0,,972.0
2019-01-09 16:00:00+0000,0.0,1664.0,0.0,,1024.0
2019-01-09 17:00:00+0000,0.0,2551.0,0.0,,1085.0
2019-01-09 18:00:00+0000,0.0,2671.0,0.0,,1085.0
2019-01-09 19:00:00+0000,0.0,2698.0,0.0,,1085.0
2019-01-09 20:00:00+0000,136.0,2408.0,0.0,,1085.0
2019-01-09 21:00:00+0000,0.0,2627.0,0.0,,1024.0
2019-01-09 22:00:00+0000,0.0,2655.0,0.0,,1024.0
2019-01-09 23:00:00+0000,0.0,2008.0,0.0,,1024.0
2019-01-10 00:00:00+0000,0.0,2319.0,0.0,,1085.0
2019-01-10 01:00:00+0000,82.0,1964.0,0.0,,1085.0
2019-01-10 02:00:00+0000,194.0,2055.0,0.0,,1085.0
2019-01-10 03:00:00+0000,5.0,2103.0,0.0,,1084.0
2019-01-10 04:00:00+0000,0.0,1880.0,0.0,,1023.0
2019-01-10 05:00:00+0000,0.0,1701.0,76.0,,920.0
2019-01-10 06:00:00+0000,0.0,1367.0,0.0,,0.0
2019-01-10 07:00:00+0000,0.0,1188.0,6.0,,0.0
2019-01-10 08:00:00+0000,0.0,1276.0,220.0,,0.0
2019-01-10 09:00:00+0000,0.0,1405.0,378.0,,0.0
2019-01-10 10:00:00+0000,0.0,1326.0,423.0,,0.0
2019-01-10 11:00:00+0000,0.0,1261.0,543.0,,0.0
2019-01-10 12:00:00+0000,0.0,1160.0,497.0,,0.0
2019-01-10 13:00:00+0000,0.0,1122.0,492.0,,0.0
2019-01-10 14:00:00+0000,0.0,961.0,562.0,,0.0
2019-01-10 15:00:00+0000,0.0,1052.0,461.0,,384.0
2019-01-10 16:00:00+0000,0.0,1625.0,365.0,,0.0
2019-01-10 17:00:00+0000,0.0,2723.0,374.0,,0.0
2019-01-10 18:00:00+0000,0.0,2494.0,188.0,,0.0
2019-01-10 19:00:00+0000,0.0,2209.0,129.0,,977.0
2019-01-10 20:00:00+0000,0.0,2823.0,84.0,,538.0
2019-01-10 21:00:00+0000,0.0,2922.0,3.0,,1017.0
2019-01-10 22:00:00+0000,0.0,3039.0,0.0,,1024.0
2019-01-10 23:00:00+0000,489.0,2547.0,0.0,,1024.0
2019-01-11 00:00:00+0000,716.0,2631.0,0.0,,1084.0
2019-01-11 01:00:00+0000,353.0,2671.0,0.0,,1054.0
2019-01-11 02:00:00+0000,0.0,2769.0,0.0,,1054.0
2019-01-11 03:00:00+0000,491.0,2824.0,0.0,,1054.0
2019-01-11 04:00:00+0000,704.0,2415.0,0.0,,1024.0
2019-01-11 05:00:00+0000,176.0,2392.0,0.0,,1023.0
2019-01-11 06:00:00+0000,0.0,2173.0,0.0,,1023.0
2019-01-11 07:00:00+0000,0.0,1857.0,0.0,,921.0
2019-01-11 08:00:00+0000,0.0,1955.0,0.0,,645.0
2019-01-11 09:00:00+0000,0.0,2102.0,0.0,,579.0
2019-01-11 10:00:00+0000,0.0,2070.0,0.0,,868.0
2019-01-11 11:00:00+0000,0.0,2357.0,0.0,,1019.0
2019-01-11 12:00:00+0000,0.0,2023.0,0.0,,1024.0
2019-01-11 13:00:00+0000,0.0,1948.0,0.0,,1024.0
2019-01-11 14:00:00+0000,0.0,1884.0,0.0,,1024.0
2019-01-11 15:00:00+0000,0.0,1609.0,0.0,,1024.0
2019-01-11 16:00:00+0000,0.0,2149.0,0.0,,1024.0
2019-01-11 17:00:00+0000,132.0,2244.0,0.0,,1085.0
2019-01-11 18:00:00+0000,364.0,1810.0,0.0,,1085.0
2019-01-11 19:00:00+0000,16.0,1850.0,0.0,,1085.0
2019-01-11 20:00:00+0000,287.0,1680.0,0.0,,1085.0
2019-01-11 21:00:00+0000,291.0,1736.0,0.0,,1025.0
2019-01-11 22:00:00+0000,582.0,1454.0,0.0,,1024.0
2019-01-11 23:00:00+0000,72.0,2592.0,0.0,,905.0
2019-01-12 00:00:00+0000,51.0,2540.0,0.0,,826.0
2019-01-12 01:00:00+0000,20.0,2323.0,0.0,,756.0
2019-01-12 02:00:00+0000,533.0,2139.0,0.0,,724.0
2019-01-12 03:00:00+0000,172.0,2004.0,0.0,,628.0
2019-01-12 04:00:00+0000,590.0,2274.0,0.0,,0.0
2019-01-12 05:00:00+0000,625.0,2420.0,0.0,,144.0
2019-01-12 06:00:00+0000,137.0,2288.0,0.0,,592.0
2019-01-12 07:00:00+0000,242.0,2279.0,0.0,,342.0
2019-01-12 08:00:00+0000,162.0,2229.0,0.0,,0.0
2019-01-12 09:00:00+0000,75.0,2340.0,0.0,,260.0
2019-01-12 10:00:00+0000,0.0,2310.0,0.0,,726.0
2019-01-12 11:00:00+0000,0.0,2352.0,0.0,,1081.0
2019-01-12 12:00:00+0000,0.0,2209.0,0.0,,1024.0
2019-01-12 13:00:00+0000,0.0,1963.0,0.0,,1024.0
2019-01-12 14:00:00+0000,0.0,1998.0,0.0,,1023.0
2019-01-12 15:00:00+0000,0.0,1884.0,0.0,,889.0
2019-01-12 16:00:00+0000,0.0,1836.0,0.0,,1023.0
2019-01-12 17:00:00+0000,0.0,1849.0,0.0,,1084.0
2019-01-12 18:00:00+0000,388.0,1966.0,0.0,,1085.0
2019-01-12 19:00:00+0000,428.0,2083.0,0.0,,1085.0
2019-01-12 20:00:00+0000,0.0,1671.0,0.0,,1085.0
2019-01-12 21:00:00+0000,313.0,1221.0,0.0,,1024.0
2019-01-12 22:00:00+0000,298.0,1422.0,0.0,,923.0
2019-01-12 23:00:00+0000,0.0,1469.0,0.0,,725.0
2019-01-13 00:00:00+0000,169.0,1141.0,0.0,,634.0
2019-01-13 01:00:00+0000,638.0,1332.0,0.0,,394.0
2019-01-13 02:00:00+0000,676.0,1361.0,0.0,,103.0
2019-01-13 03:00:00+0000,698.0,1337.0,0.0,,0.0
2019-01-13 04:00:00+0000,729.0,1264.0,0.0,,0.0
2019-01-13 05:00:00+0000,705.0,1501.0,0.0,,0.0
2019-01-13 06:00:00+0000,730.0,1754.0,0.0,,0.0
2019-01-13 07:00:00+0000,729.0,1370.0,0.0,,0.0
2019-01-13 08:00:00+0000,647.0,736.0,0.0,,765.0
2019-01-13 09:00:00+0000,236.0,782.0,0.0,,923.0
2019-01-13 10:00:00+0000,0.0,760.0,0.0,,923.0
2019-01-13 11:00:00+0000,0.0,840.0,0.0,,924.0
2019-01-13 12:00:00+0000,0.0,547.0,0.0,,1023.0
2019-01-13 13:00:00+0000,0.0,444.0,0.0,,1024.0
2019-01-13 14:00:00+0000,0.0,569.0,0.0,,1024.0
2019-01-13 15:00:00+0000,0.0,620.0,0.0,,1024.0
2019-01-13 16:00:00+0000,0.0,734.0,0.0,,1024.0
2019-01-13 17:00:00+0000,0.0,866.0,0.0,,1084.0
2019-01-13 18:00:00+0000,0.0,1074.0,0.0,,1085.0
2019-01-13 19:00:00+0000,0.0,909.0,0.0,,1085.0
2019-01-13 20:00:00+0000,400.0,837.0,0.0,,1085.0
2019-01-13 21:00:00+0000,658.0,820.0,0.0,,1024.0
2019-01-13 22:00:00+0000,652.0,890.0,0.0,,949.0
2019-01-13 23:00:00+0000,728.0,1170.0,0.0,,893.0
2019-01-14 00:00:00+0000,728.0,1163.0,0.0,,868.0
2019-01-14 01:00:00+0000,639.0,1049.0,0.0,,843.0
2019-01-14 02:00:00+0000,728.0,955.0,0.0,,842.0
2019-01-14 03:00:00+0000,717.0,652.0,0.0,,842.0
2019-01-14 04:00:00+0000,297.0,1056.0,0.0,,842.0
2019-01-14 05:00:00+0000,40.0,1111.0,0.0,,842.0
2019-01-14 06:00:00+0000,0.0,1254.0,0.0,,1018.0
2019-01-14 07:00:00+0000,0.0,1327.0,0.0,,562.0
2019-01-14 08:00:00+0000,0.0,1229.0,0.0,,897.0
2019-01-14 09:00:00+0000,0.0,1176.0,0.0,,1068.0
2019-01-14 10:00:00+0000,0.0,1310.0,0.0,,1069.0
2019-01-14 11:00:00+0000,286.0,1013.0,0.0,,1085.0
2019-01-14 12:00:00+0000,92.0,1033.0,0.0,,1024.0
2019-01-14 13:00:00+0000,0.0,1240.0,0.0,,1024.0
2019-01-14 14:00:00+0000,0.0,1408.0,0.0,,914.0
2019-01-14 15:00:00+0000,0.0,1645.0,0.0,,399.0
2019-01-14 16:00:00+0000,0.0,1546.0,0.0,,841.0
2019-01-14 17:00:00+0000,0.0,1891.0,0.0,,1083.0
2019-01-14 18:00:00+0000,0.0,2315.0,0.0,,1085.0
2019-01-14 19:00:00+0000,0.0,2048.0,0.0,,1085.0
2019-01-14 20:00:00+0000,0.0,2390.0,0.0,,1085.0
2019-01-14 21:00:00+0000,0.0,2540.0,0.0,,1024.0
2019-01-14 22:00:00+0000,191.0,2294.0,0.0,,1024.0
2019-01-14 23:00:00+0000,160.0,2681.0,0.0,,843.0
2019-01-15 00:00:00+0000,661.0,2553.0,0.0,,753.0
2019-01-15 01:00:00+0000,706.0,2736.0,0.0,,622.0
2019-01-15 02:00:00+0000,730.0,2849.0,0.0,,622.0
2019-01-15 03:00:00+0000,730.0,2961.0,0.0,,723.0
2019-01-15 04:00:00+0000,682.0,2806.0,0.0,,723.0
2019-01-15 05:00:00+0000,87.0,2644.0,0.0,,823.0
2019-01-15 06:00:00+0000,0.0,2967.0,0.0,,921.0
2019-01-15 07:00:00+0000,0.0,2524.0,0.0,,1023.0
2019-01-15 08:00:00+0000,0.0,2543.0,0.0,,1034.0
2019-01-15 09:00:00+0000,0.0,2361.0,0.0,,1019.0
2019-01-15 10:00:00+0000,0.0,2234.0,0.0,,1084.0
2019-01-15 11:00:00+0000,52.0,2046.0,0.0,,983.0
2019-01-15 12:00:00+0000,0.0,1894.0,0.0,,953.0
2019-01-15 13:00:00+0000,0.0,1943.0,0.0,,950.0
2019-01-15 14:00:00+0000,0.0,1835.0,0.0,,953.0
2019-01-15 15:00:00+0000,0.0,1995.0,0.0,,993.0
2019-01-15 16:00:00+0000,0.0,2077.0,0.0,,1024.0
2019-01-15 17:00:00+0000,0.0,2179.0,0.0,,1085.0
2019-01-15 18:00:00+0000,0.0,1950.0,0.0,,1085.0
2019-01-15 19:00:00+0000,232.0,1878.0,0.0,,1085.0
2019-01-15 20:00:00+0000,415.0,1582.0,0.0,,1085.0
2019-01-15 21:00:00+0000,260.0,1894.0,0.0,,1024.0
2019-01-15 22:00:00+0000,445.0,1854.0,0.0,,974.0
2019-01-15 23:00:00+0000,639.0,1112.0,0.0,,922.0
2019-01-16 00:00:00+0000,728.0,1199.0,0.0,,724.0
2019-01-16 01:00:00+0000,731.0,1360.0,0.0,,723.0
2019-01-16 02:00:00+0000,731.0,1433.0,0.0,,723.0
2019-01-16 03:00:00+0000,730.0,1180.0,0.0,,723.0
2019-01-16 04:00:00+0000,705.0,1134.0,0.0,,724.0
2019-01-16 05:00:00+0000,114.0,1672.0,0.0,,922.0
2019-01-16 06:00:00+0000,0.0,1966.0,0.0,,1023.0
2019-01-16 07:00:00+0000,0.0,1880.0,0.0,,1024.0
2019-01-16 08:00:00+0000,0.0,1701.0,0.0,,1084.0
2019-01-16 09:00:00+0000,0.0,1675.0,0.0,,1085.0
2019-01-16 10:00:00+0000,0.0,1905.0,0.0,,1085.0
2019-01-16 11:00:00+0000,206.0,1816.0,0.0,,1085.0
2019-01-16 12:00:00+0000,231.0,1520.0,0.0,,1024.0
2019-01-16 13:00:00+0000,68.0,1401.0,0.0,,1024.0
2019-01-16 14:00:00+0000,0.0,1325.0,0.0,,1024.0
2019-01-16 15:00:00+0000,0.0,1695.0,0.0,,987.0
2019-01-16 16:00:00+0000,0.0,1708.0,0.0,,1024.0
2019-01-16 17:00:00+0000,0.0,2055.0,0.0,,1085.0
2019-01-16 18:00:00+0000,0.0,1862.0,0.0,,1085.0
2019-01-16 19:00:00+0000,0.0,1672.0,0.0,,1085.0
2019-01-16 20:00:00+0000,11.0,1633.0,0.0,,1085.0
2019-01-16 21:00:00+0000,416.0,1676.0,0.0,,1024.0
2019-01-16 22:00:00+0000,0.0,1708.0,0.0,,1024.0
2019-01-16 23:00:00+0000,12.0,1529.0,0.0,,874.0
2019-01-17 00:00:00+0000,449.0,1332.0,0.0,,825.0
2019-01-17 01:00:00+0000,517.0,1509.0,0.0,,824.0
2019-01-17 02:00:00+0000,637.0,1830.0,0.0,,824.0
2019-01-17 03:00:00+0000,532.0,1800.0,0.0,,823.0
2019-01-17 04:00:00+0000,479.0,1612.0,0.0,,824.0
2019-01-17 05:00:00+0000,77.0,1828.0,0.0,,836.0
2019-01-17 06:00:00+0000,0.0,1858.0,0.0,,517.0
2019-01-17 07:00:00+0000,0.0,1702.0,0.0,,0.0
2019-01-17 08:00:00+0000,0.0,1859.0,0.0,,0.0
2019-01-17 09:00:00+0000,0.0,1546.0,0.0,,212.0
2019-01-17 10:00:00+0000,0.0,1400.0,0.0,,401.0
2019-01-17 11:00:00+0000,0.0,680.0,0.0,,1075.0
2019-01-17 12:00:00+0000,0.0,816.0,0.0,,1024.0
2019-01-17 13:00:00+0000,0.0,1010.0,0.0,,1023.0
2019-01-17 14:00:00+0000,0.0,1070.0,0.0,,1022.0
2019-01-17 15:00:00+0000,0.0,1269.0,0.0,,743.0
2019-01-17 16:00:00+0000,0.0,1595.0,0.0,,946.0
2019-01-17 17:00:00+0000,0.0,1931.0,0.0,,1084.0
2019-01-17 18:00:00+0000,195.0,1883.0,0.0,,1085.0
2019-01-17 19:00:00+0000,684.0,2101.0,0.0,,1085.0
2019-01-17 20:00:00+0000,433.0,2273.0,0.0,,1085.0
2019-01-17 21:00:00+0000,329.0,2700.0,0.0,,1024.0
2019-01-17 22:00:00+0000,0.0,3163.0,0.0,,1024.0
