Dispa_SET_Time_Step,Biomass_Actual_Aggregated,Biomass_Actual_Consumption,Fossil_Brown_coal-Lignite_Actual_Aggregated,Fossil_Brown_coal-Lignite_Actual_Consumption,Fossil_Coal-derived_gas_Actual_Aggregated,Fossil_Coal-derived_gas_Actual_Consumption,Fossil_Gas_Actual_Aggregated,Fossil_Gas_Actual_Consumption,Fossil_Hard_coal_Actual_Aggregated,Fossil_Hard_coal_Actual_Consumption,Fossil_Oil_Actual_Aggregated,Fossil_Oil_Actual_Consumption,Fossil_Oil_shale_Actual_Aggregated,Fossil_Oil_shale_Actual_Consumption,Fossil_Peat_Actual_Aggregated,Fossil_Peat_Actual_Consumption,Geothermal_Actual_Aggregated,Geothermal_Actual_Consumption,Hydro_Pumped_Storage_Actual_Aggregated,Hydro_Pumped_Storage_Actual_Consumption,Hydro_Run-of-river_and_poundage_Actual_Aggregated,Hydro_Run-of-river_and_poundage_Actual_Consumption,Hydro_Water_Reservoir_Actual_Aggregated,Hydro_Water_Reservoir_Actual_Consumption,Marine_Actual_Aggregated,Marine_Actual_Consumption,Nuclear_Actual_Aggregated,Nuclear_Actual_Consumption,Other_Actual_Aggregated,Other_Actual_Consumption,Other_renewable_Actual_Aggregated,Other_renewable_Actual_Consumption,Solar_Actual_Aggregated,Solar_Actual_Consumption,Waste_Actual_Aggregated,Waste_Actual_Consumption,Wind_Offshore_Actual_Aggregated,Wind_Offshore_Actual_Consumption,Wind_Onshore_Actual_Aggregated,Wind_Onshore_Actual_Consumption
2023-01-02 23:00:00+00:00,4495,,13042,,n/e,n/e,2381,,3397,,306,,n/e,n/e,n/e,n/e,25,,202,3286,1246,,31,,n/e,n/e,2458,,250,,111,,0,0,805,,4357,,19135,0
2023-01-03 00:00:00+00:00,4488,,12845,,n/e,n/e,2276,,3418,,306,,n/e,n/e,n/e,n/e,25,,44,3204,1251,,25,,n/e,n/e,2458,,257,,115,,0,0,787,,4288,,18287,0
2023-01-03 01:00:00+00:00,4469,,12602,,n/e,n/e,2160,,3405,,306,,n/e,n/e,n/e,n/e,25,,203,5608,1261,,45,,n/e,n/e,2458,,251,,112,,0,0,786,,4225,,17339,0
2023-01-03 02:00:00+00:00,4447,,12668,,n/e,n/e,2130,,3372,,306,,n/e,n/e,n/e,n/e,26,,235,5575,1259,,82,,n/e,n/e,2463,,243,,108,,0,0,781,,3948,,15539,0
2023-01-03 03:00:00+00:00,4470,,12769,,n/e,n/e,2202,,3490,,306,,n/e,n/e,n/e,n/e,27,,172,5753,1246,,20,,n/e,n/e,2463,,248,,110,,0,0,761,,3851,,14568,0
2023-01-03 04:00:00+00:00,4499,,12771,,n/e,n/e,2293,,4104,,306,,n/e,n/e,n/e,n/e,26,,173,3702,1266,,25,,n/e,n/e,2465,,254,,113,,0,0,768,,3628,,13214,0
2023-01-03 05:00:00+00:00,4568,,12945,,n/e,n/e,3079,,5885,,306,,n/e,n/e,n/e,n/e,26,,63,1509,1240,,78,,n/e,n/e,2464,,272,,121,,0,0,761,,3217,,12684,0
2023-01-03 06:00:00+00:00,4725,,12835,,n/e,n/e,3641,,7250,,308,,n/e,n/e,n/e,n/e,26,,2673,471,1243,,35,,n/e,n/e,2464,,281,,126,,0,0,762,,2733,,12105,0
2023-01-03 07:00:00+00:00,4822,,13493,,n/e,n/e,3733,,8302,,307,,n/e,n/e,n/e,n/e,26,,3322,191,1245,,21,,n/e,n/e,2463,,298,,133,,7,0,756,,2429,,11845,0
2023-01-03 08:00:00+00:00,4798,,13476,,n/e,n/e,3748,,8748,,302,,n/e,n/e,n/e,n/e,26,,5124,159,1255,,20,,n/e,n/e,2463,,298,,133,,1369,0,792,,2782,,11006,0
2023-01-03 09:00:00+00:00,4794,,13595,,n/e,n/e,3745,,8975,,302,,n/e,n/e,n/e,n/e,26,,3983,24,1252,,23,,n/e,n/e,2465,,298,,133,,4654,0,759,,3360,,10020,0
2023-01-03 10:00:00+00:00,4730,,13582,,n/e,n/e,3745,,9018,,302,,n/e,n/e,n/e,n/e,26,,3518,151,1260,,35,,n/e,n/e,2463,,297,,133,,8436,0,780,,3974,,7954,0
2023-01-03 11:00:00+00:00,4677,,13506,,n/e,n/e,3691,,8947,,302,,n/e,n/e,n/e,n/e,26,,2034,6,1250,,18,,n/e,n/e,2464,,297,,133,,10653,0,770,,3836,,7008,0
2023-01-03 12:00:00+00:00,4667,,13469,,n/e,n/e,3714,,8749,,301,,n/e,n/e,n/e,n/e,26,,2207,4,1243,,27,,n/e,n/e,2458,,297,,133,,9492,0,780,,3518,,7335,0
2023-01-03 13:00:00+00:00,4731,,13658,,n/e,n/e,3754,,8766,,298,,n/e,n/e,n/e,n/e,26,,1263,12,1267,,27,,n/e,n/e,2458,,297,,133,,6787,0,783,,4223,,7077,0
2023-01-03 14:00:00+00:00,4821,,13644,,n/e,n/e,3809,,8462,,297,,n/e,n/e,n/e,n/e,26,,2785,5,1274,,69,,n/e,n/e,2458,,297,,133,,3360,0,793,,4592,,6992,0
2023-01-03 15:00:00+00:00,4910,,13806,,n/e,n/e,3855,,8389,,296,,n/e,n/e,n/e,n/e,26,,3615,5,1269,,69,,n/e,n/e,2457,,298,,133,,361,0,790,,4863,,7644,0
2023-01-03 16:00:00+00:00,4971,,13837,,n/e,n/e,4209,,8177,,296,,n/e,n/e,n/e,n/e,26,,7947,163,1274,,185,,n/e,n/e,2458,,298,,133,,0,0,796,,4887,,9718,0
2023-01-03 17:00:00+00:00,4976,,13620,,n/e,n/e,4145,,8157,,296,,n/e,n/e,n/e,n/e,26,,6288,173,1271,,81,,n/e,n/e,2458,,298,,133,,0,0,775,,5676,,12083,0
2023-01-03 18:00:00+00:00,4904,,13868,,n/e,n/e,3899,,8047,,295,,n/e,n/e,n/e,n/e,26,,2926,55,1264,,94,,n/e,n/e,2458,,298,,133,,0,0,552,,5872,,14856,0
2023-01-03 19:00:00+00:00,4805,,13700,,n/e,n/e,3719,,7757,,295,,n/e,n/e,n/e,n/e,26,,2329,210,1263,,123,,n/e,n/e,2459,,257,,133,,0,0,528,,5798,,18185,0
2023-01-03 20:00:00+00:00,4717,,13637,,n/e,n/e,3338,,6386,,295,,n/e,n/e,n/e,n/e,26,,361,446,1268,,47,,n/e,n/e,2459,,256,,133,,0,0,526,,5272,,21400,0
2023-01-03 21:00:00+00:00,4602,,13315,,n/e,n/e,2786,,3955,,295,,n/e,n/e,n/e,n/e,26,,1069,797,1272,,140,,n/e,n/e,2461,,252,,131,,0,0,538,,5163,,22757,0
2023-01-03 22:00:00+00:00,4553,,11756,,n/e,n/e,2495,,4008,,295,,n/e,n/e,n/e,n/e,27,,730,1169,1275,,126,,n/e,n/e,2460,,221,,117,,0,0,547,,4891,,24709,0
2023-01-03 23:00:00+00:00,4475,,7101,,n/e,n/e,2282,,4173,,295,,n/e,n/e,n/e,n/e,27,,37,3363,1274,,37,,n/e,n/e,2455,,194,,103,,0,0,547,,5259,,26886,0
2023-01-04 00:00:00+00:00,4463,,5513,,n/e,n/e,2107,,3896,,295,,n/e,n/e,n/e,n/e,27,,222,3689,1284,,51,,n/e,n/e,2455,,194,,103,,0,0,554,,5218,,28766,0
2023-01-04 01:00:00+00:00,4447,,5234,,n/e,n/e,2163,,4059,,295,,n/e,n/e,n/e,n/e,27,,209,5451,1281,,43,,n/e,n/e,2455,,193,,103,,0,0,546,,5432,,29861,0
2023-01-04 02:00:00+00:00,4420,,4990,,n/e,n/e,2068,,4275,,295,,n/e,n/e,n/e,n/e,27,,206,6396,1270,,33,,n/e,n/e,2456,,194,,103,,0,0,547,,5332,,28567,0
2023-01-04 03:00:00+00:00,4438,,4950,,n/e,n/e,2072,,4147,,295,,n/e,n/e,n/e,n/e,27,,216,7397,1265,,55,,n/e,n/e,2457,,194,,103,,0,0,531,,5604,,28360,0
2023-01-04 04:00:00+00:00,4455,,4935,,n/e,n/e,2080,,4344,,296,,n/e,n/e,n/e,n/e,27,,255,7696,1251,,30,,n/e,n/e,2455,,194,,103,,0,0,523,,5736,,32193,0
2023-01-04 05:00:00+00:00,4501,,4986,,n/e,n/e,2149,,4754,,298,,n/e,n/e,n/e,n/e,26,,360,5182,1246,,135,,n/e,n/e,2450,,194,,103,,0,0,525,,5554,,38138,0
2023-01-04 06:00:00+00:00,4623,,5040,,n/e,n/e,2211,,5094,,299,,n/e,n/e,n/e,n/e,26,,211,2362,1244,,69,,n/e,n/e,2447,,194,,103,,0,0,521,,5820,,41636,0
2023-01-04 07:00:00+00:00,4783,,5151,,n/e,n/e,2276,,5755,,298,,n/e,n/e,n/e,n/e,26,,2351,663,1255,,92,,n/e,n/e,2445,,194,,103,,8,0,528,,5405,,42447,0
2023-01-04 08:00:00+00:00,4823,,5266,,n/e,n/e,2267,,6104,,298,,n/e,n/e,n/e,n/e,25,,3057,531,1253,,105,,n/e,n/e,2442,,194,,103,,973,0,527,,5061,,42939,0
2023-01-04 09:00:00+00:00,4773,,5171,,n/e,n/e,2289,,6058,,298,,n/e,n/e,n/e,n/e,25,,1208,931,1277,,52,,n/e,n/e,2437,,194,,103,,2275,0,525,,4943,,43389,0
2023-01-04 10:00:00+00:00,4744,,5095,,n/e,n/e,2339,,5910,,298,,n/e,n/e,n/e,n/e,25,,2239,547,1310,,109,,n/e,n/e,2436,,194,,103,,2646,0,531,,4793,,43827,0
2023-01-04 11:00:00+00:00,4683,,5151,,n/e,n/e,2232,,5482,,298,,n/e,n/e,n/e,n/e,24,,2684,430,1254,,132,,n/e,n/e,2430,,194,,103,,2559,0,539,,5041,,43778,0
2023-01-04 12:00:00+00:00,4764,,5078,,n/e,n/e,2238,,5203,,298,,n/e,n/e,n/e,n/e,24,,905,432,1204,,80,,n/e,n/e,2425,,194,,103,,2269,0,526,,5325,,44334,0
2023-01-04 13:00:00+00:00,4746,,5065,,n/e,n/e,2266,,4936,,298,,n/e,n/e,n/e,n/e,24,,435,951,1214,,53,,n/e,n/e,2425,,194,,103,,1829,0,525,,5316,,44111,0
2023-01-04 14:00:00+00:00,4761,,5188,,n/e,n/e,2269,,4621,,298,,n/e,n/e,n/e,n/e,24,,970,730,1236,,75,,n/e,n/e,2424,,194,,103,,977,0,531,,5319,,44308,0
2023-01-04 15:00:00+00:00,4820,,5001,,n/e,n/e,2272,,4808,,298,,n/e,n/e,n/e,n/e,24,,1614,294,1229,,52,,n/e,n/e,2424,,194,,103,,105,0,532,,5326,,44155,0
2023-01-04 16:00:00+00:00,4922,,4936,,n/e,n/e,2387,,5848,,298,,n/e,n/e,n/e,n/e,24,,4755,109,1240,,63,,n/e,n/e,2417,,194,,103,,0,0,535,,4987,,44382,0
2023-01-04 17:00:00+00:00,4923,,4918,,n/e,n/e,2404,,5981,,298,,n/e,n/e,n/e,n/e,24,,2784,412,1237,,31,,n/e,n/e,2418,,194,,103,,0,0,538,,5019,,44812,0
2023-01-04 18:00:00+00:00,4904,,4938,,n/e,n/e,2440,,5986,,298,,n/e,n/e,n/e,n/e,23,,2465,771,1234,,68,,n/e,n/e,2419,,194,,103,,0,0,530,,5115,,44423,0
2023-01-04 19:00:00+00:00,4781,,4811,,n/e,n/e,2484,,5795,,298,,n/e,n/e,n/e,n/e,23,,1730,1448,1209,,36,,n/e,n/e,2418,,194,,103,,0,0,518,,4784,,44545,0
2023-01-04 20:00:00+00:00,4700,,4802,,n/e,n/e,2210,,5984,,298,,n/e,n/e,n/e,n/e,23,,794,3249,1193,,24,,n/e,n/e,2416,,194,,103,,0,0,517,,4902,,44394,0
2023-01-04 21:00:00+00:00,4622,,4781,,n/e,n/e,2215,,5919,,298,,n/e,n/e,n/e,n/e,23,,107,3735,1192,,76,,n/e,n/e,2419,,194,,103,,0,0,539,,4944,,42930,0
2023-01-04 22:00:00+00:00,4564,,4814,,n/e,n/e,2186,,5661,,298,,n/e,n/e,n/e,n/e,24,,208,5600,1191,,60,,n/e,n/e,2417,,193,,103,,0,0,542,,4931,,42686,0
2023-01-04 23:00:00+00:00,4503,,5007,,n/e,n/e,2275,,5527,,298,,n/e,n/e,n/e,n/e,24,,66,6644,1195,,93,,n/e,n/e,2418,,186,,103,,0,0,536,,4454,,39187,0
2023-01-05 00:00:00+00:00,4508,,5379,,n/e,n/e,2275,,5579,,298,,n/e,n/e,n/e,n/e,24,,97,6021,1196,,95,,n/e,n/e,2418,,186,,102,,0,0,530,,3600,,36528,0
2023-01-05 01:00:00+00:00,4491,,5378,,n/e,n/e,2304,,5493,,298,,n/e,n/e,n/e,n/e,24,,128,7071,1199,,82,,n/e,n/e,2419,,186,,103,,0,0,530,,3486,,35771,0
2023-01-05 02:00:00+00:00,4489,,5361,,n/e,n/e,2265,,5369,,298,,n/e,n/e,n/e,n/e,24,,224,7770,1208,,119,,n/e,n/e,2418,,186,,103,,0,0,532,,3584,,35666,0
2023-01-05 03:00:00+00:00,4488,,5577,,n/e,n/e,2298,,5650,,298,,n/e,n/e,n/e,n/e,24,,202,7699,1204,,116,,n/e,n/e,2416,,186,,103,,0,0,490,,3281,,36534,0
2023-01-05 04:00:00+00:00,4544,,5600,,n/e,n/e,2301,,5728,,298,,n/e,n/e,n/e,n/e,23,,411,6491,1204,,75,,n/e,n/e,2418,,186,,103,,0,0,484,,3270,,39465,0
2023-01-05 05:00:00+00:00,4607,,6225,,n/e,n/e,2849,,5839,,298,,n/e,n/e,n/e,n/e,23,,895,2909,1205,,63,,n/e,n/e,2420,,186,,103,,0,0,476,,2950,,39700,0
2023-01-05 06:00:00+00:00,4716,,7712,,n/e,n/e,3307,,5928,,298,,n/e,n/e,n/e,n/e,23,,259,1687,1239,,78,,n/e,n/e,2414,,201,,109,,0,0,472,,3429,,39321,0
2023-01-05 07:00:00+00:00,4840,,8910,,n/e,n/e,3768,,6350,,298,,n/e,n/e,n/e,n/e,23,,635,727,1259,,129,,n/e,n/e,2413,,216,,116,,5,0,494,,3788,,38696,0
2023-01-05 08:00:00+00:00,4910,,9274,,n/e,n/e,3880,,6635,,298,,n/e,n/e,n/e,n/e,23,,1825,31,1256,,27,,n/e,n/e,2416,,230,,123,,524,0,505,,3668,,35997,0
2023-01-05 09:00:00+00:00,4902,,9169,,n/e,n/e,4072,,6616,,298,,n/e,n/e,n/e,n/e,23,,2434,25,1266,,26,,n/e,n/e,2418,,284,,129,,2109,0,503,,3091,,33068,0
2023-01-05 10:00:00+00:00,4852,,9414,,n/e,n/e,4138,,6968,,302,,n/e,n/e,n/e,n/e,23,,1487,52,1248,,22,,n/e,n/e,2422,,285,,129,,3924,0,505,,3029,,31561,0
2023-01-05 11:00:00+00:00,4792,,9894,,n/e,n/e,4001,,7153,,302,,n/e,n/e,n/e,n/e,24,,1019,91,1243,,57,,n/e,n/e,2423,,285,,129,,5028,0,511,,2285,,30559,0
2023-01-05 12:00:00+00:00,4781,,9795,,n/e,n/e,3929,,7505,,302,,n/e,n/e,n/e,n/e,24,,801,76,1256,,35,,n/e,n/e,2424,,284,,129,,5161,0,515,,1261,,28456,0
2023-01-05 13:00:00+00:00,4838,,9689,,n/e,n/e,4055,,7723,,302,,n/e,n/e,n/e,n/e,24,,1145,222,1254,,46,,n/e,n/e,2423,,290,,132,,3870,0,514,,723,,24520,0
2023-01-05 14:00:00+00:00,4871,,10047,,n/e,n/e,4133,,7810,,302,,n/e,n/e,n/e,n/e,24,,1024,361,1273,,99,,n/e,n/e,2422,,290,,132,,1910,0,514,,730,,20854,0
2023-01-05 15:00:00+00:00,4966,,10655,,n/e,n/e,3971,,7749,,306,,n/e,n/e,n/e,n/e,24,,1435,367,1276,,39,,n/e,n/e,2421,,291,,132,,213,0,522,,389,,17629,0
2023-01-05 16:00:00+00:00,5024,,10579,,n/e,n/e,3818,,8089,,308,,n/e,n/e,n/e,n/e,24,,5519,116,1274,,22,,n/e,n/e,2423,,291,,132,,0,0,521,,432,,15013,0
2023-01-05 17:00:00+00:00,5039,,10796,,n/e,n/e,3939,,7876,,308,,n/e,n/e,n/e,n/e,24,,7718,43,1270,,106,,n/e,n/e,2422,,292,,133,,0,0,521,,806,,13429,0
