index,DE -> SE,DE -> CZ,DE -> FR,DE -> AT,DE -> DK,DE -> CH,DE -> PL,DE -> NL
2015-01-01 03:00:00+0000,126.0,1036.0,0.0,3262.0,,,,1732.0
2015-01-01 04:00:00+0000,126.0,1034.0,0.0,3293.0,,,,1619.0
2015-01-01 05:00:00+0000,126.0,934.0,0.0,2985.0,,,,1749.0
2015-01-01 06:00:00+0000,126.0,844.0,3.0,2914.0,,,,1734.0
2015-01-01 07:00:00+0000,126.0,1004.0,0.0,2901.0,,,,1913.0
2015-01-01 08:00:00+0000,102.0,981.0,0.0,2690.0,,,,1909.0
2015-01-01 09:00:00+0000,102.0,1148.0,0.0,2762.0,,,,2103.0
2015-01-01 10:00:00+0000,77.0,1134.0,0.0,2662.0,,,,2269.0
2015-01-01 11:00:00+0000,77.0,1248.0,0.0,2597.0,,,,2353.0
2015-01-01 12:00:00+0000,77.0,1314.0,0.0,2745.0,,,,2305.0
2015-01-01 13:00:00+0000,77.0,1370.0,0.0,2876.0,,,,2312.0
2015-01-01 14:00:00+0000,77.0,1460.0,0.0,3120.0,,,,2058.0
2015-01-01 15:00:00+0000,77.0,1437.0,0.0,2478.0,,,,2257.0
2015-01-01 16:00:00+0000,77.0,1279.0,0.0,2190.0,,,,2210.0
2015-01-01 17:00:00+0000,77.0,1115.0,0.0,1855.0,,,,1871.0
2015-01-01 18:00:00+0000,77.0,1162.0,0.0,2504.0,,,,1670.0
2015-01-01 19:00:00+0000,77.0,1677.0,0.0,3027.0,,,,1387.0
2015-01-01 20:00:00+0000,77.0,1629.0,0.0,3419.0,,,,1045.0
2015-01-01 21:00:00+0000,77.0,1630.0,0.0,3364.0,,,,1154.0
2015-01-01 22:00:00+0000,73.0,1731.0,0.0,3496.0,,,,1222.0
2015-01-01 23:00:00+0000,67.0,1261.0,0.0,3218.0,,,,1118.0
2015-01-02 00:00:00+0000,67.0,1380.0,0.0,3136.0,,,,1191.0
2015-01-02 01:00:00+0000,67.0,1429.0,0.0,3246.0,,,,1051.0
2015-01-02 02:00:00+0000,67.0,1430.0,0.0,3195.0,,,,1128.0
2015-01-02 03:00:00+0000,67.0,1324.0,0.0,3181.0,,,,1414.0
2015-01-02 04:00:00+0000,67.0,1465.0,0.0,3252.0,,,,1460.0
2015-01-02 05:00:00+0000,67.0,1510.0,0.0,3327.0,,,,1269.0
2015-01-02 06:00:00+0000,67.0,1340.0,0.0,3274.0,,,,1277.0
2015-01-02 07:00:00+0000,67.0,1302.0,0.0,3131.0,,,,1991.0
2015-01-02 08:00:00+0000,67.0,1439.0,0.0,3138.0,,,,2456.0
2015-01-02 09:00:00+0000,69.0,1549.0,0.0,3057.0,,,,2548.0
2015-01-02 10:00:00+0000,67.0,1582.0,0.0,2940.0,,,,2596.0
2015-01-02 11:00:00+0000,67.0,1673.0,0.0,2907.0,,,,2470.0
2015-01-02 12:00:00+0000,67.0,1725.0,0.0,2905.0,,,,2230.0
2015-01-02 13:00:00+0000,67.0,1726.0,0.0,2937.0,,,,2196.0
2015-01-02 14:00:00+0000,67.0,1686.0,0.0,2805.0,,,,2546.0
2015-01-02 15:00:00+0000,71.0,1812.0,0.0,2516.0,,,,2513.0
2015-01-02 16:00:00+0000,67.0,1562.0,0.0,2080.0,,,,2347.0
2015-01-02 17:00:00+0000,67.0,1353.0,0.0,2112.0,,,,2110.0
2015-01-02 18:00:00+0000,67.0,1267.0,0.0,2410.0,,,,1770.0
2015-01-02 19:00:00+0000,67.0,1360.0,0.0,2911.0,,,,1163.0
2015-01-02 20:00:00+0000,67.0,1227.0,0.0,2763.0,,,,1188.0
2015-01-02 21:00:00+0000,67.0,1190.0,0.0,2805.0,,,,1273.0
2015-01-02 22:00:00+0000,67.0,1138.0,0.0,2915.0,,,,1385.0
2015-01-02 23:00:00+0000,67.0,1142.0,0.0,2939.0,,,,1444.0
2015-01-03 00:00:00+0000,67.0,1466.0,0.0,3206.0,,,,1344.0
2015-01-03 01:00:00+0000,67.0,1360.0,0.0,3335.0,,,,1041.0
2015-01-03 02:00:00+0000,67.0,1171.0,0.0,3250.0,,,,1007.0
2015-01-03 03:00:00+0000,67.0,1114.0,0.0,3193.0,,,,1089.0
2015-01-03 04:00:00+0000,67.0,949.0,0.0,3257.0,,,,1291.0
2015-01-03 05:00:00+0000,67.0,1029.0,0.0,3295.0,,,,1226.0
2015-01-03 06:00:00+0000,67.0,1100.0,0.0,3038.0,,,,1083.0
2015-01-03 07:00:00+0000,67.0,1004.0,0.0,2968.0,,,,1451.0
2015-01-03 08:00:00+0000,67.0,1148.0,0.0,3072.0,,,,1725.0
2015-01-03 09:00:00+0000,67.0,1281.0,0.0,2914.0,,,,2257.0
2015-01-03 10:00:00+0000,67.0,1266.0,0.0,2112.0,,,,2616.0
2015-01-03 11:00:00+0000,67.0,1471.0,0.0,2117.0,,,,2709.0
2015-01-03 12:00:00+0000,67.0,1459.0,0.0,2223.0,,,,2623.0
2015-01-03 13:00:00+0000,67.0,1272.0,0.0,2090.0,,,,2499.0
2015-01-03 14:00:00+0000,3.0,1276.0,0.0,2134.0,,,,2515.0
2015-01-03 15:00:00+0000,3.0,1277.0,0.0,1807.0,,,,2531.0
2015-01-03 16:00:00+0000,3.0,939.0,0.0,1285.0,,,,2361.0
2015-01-03 17:00:00+0000,0.0,883.0,0.0,1195.0,,,,2198.0
2015-01-03 18:00:00+0000,0.0,827.0,0.0,1549.0,,,,2011.0
2015-01-03 19:00:00+0000,0.0,1152.0,0.0,2043.0,,,,2078.0
2015-01-03 20:00:00+0000,193.0,1226.0,0.0,2353.0,,,,1990.0
2015-01-03 21:00:00+0000,152.0,1311.0,0.0,2169.0,,,,2033.0
2015-01-03 22:00:00+0000,102.0,1302.0,0.0,2513.0,,,,2051.0
2015-01-03 23:00:00+0000,77.0,873.0,0.0,2642.0,,,1386.0,1844.0
2015-01-04 00:00:00+0000,77.0,786.0,0.0,2603.0,,,1366.0,2085.0
2015-01-04 01:00:00+0000,77.0,709.0,0.0,2480.0,,,1284.0,2220.0
2015-01-04 02:00:00+0000,77.0,508.0,0.0,2354.0,,,1213.0,2627.0
2015-01-04 03:00:00+0000,77.0,541.0,0.0,2472.0,,,1240.0,2584.0
2015-01-04 04:00:00+0000,77.0,486.0,0.0,2388.0,,,1216.0,2501.0
2015-01-04 05:00:00+0000,77.0,598.0,0.0,2346.0,,,1279.0,2594.0
2015-01-04 06:00:00+0000,77.0,680.0,0.0,2333.0,,,1223.0,2807.0
2015-01-04 07:00:00+0000,77.0,764.0,0.0,2415.0,,,1260.0,2657.0
2015-01-04 08:00:00+0000,77.0,905.0,0.0,2579.0,,,1317.0,2443.0
2015-01-04 09:00:00+0000,77.0,1038.0,0.0,2478.0,,,1425.0,2468.0
2015-01-04 10:00:00+0000,77.0,1048.0,0.0,2353.0,,,1371.0,2732.0
2015-01-04 11:00:00+0000,77.0,785.0,0.0,2109.0,,,1265.0,2544.0
2015-01-04 12:00:00+0000,77.0,972.0,0.0,2160.0,,,1262.0,2761.0
2015-01-04 13:00:00+0000,77.0,862.0,0.0,2272.0,,,1232.0,2801.0
2015-01-04 14:00:00+0000,102.0,906.0,0.0,2346.0,,,1237.0,2697.0
2015-01-04 15:00:00+0000,126.0,822.0,0.0,2083.0,,,1138.0,2394.0
2015-01-04 16:00:00+0000,175.0,136.0,0.0,1305.0,,,892.0,2309.0
2015-01-04 17:00:00+0000,9.0,96.0,0.0,1016.0,,,863.0,2373.0
2015-01-04 18:00:00+0000,2.0,134.0,0.0,1014.0,,,926.0,2680.0
2015-01-04 19:00:00+0000,2.0,99.0,0.0,1335.0,,,784.0,2414.0
2015-01-04 20:00:00+0000,2.0,0.0,0.0,1469.0,,,691.0,2241.0
2015-01-04 21:00:00+0000,0.0,0.0,0.0,1468.0,,,815.0,2319.0
2015-01-04 22:00:00+0000,267.0,0.0,0.0,1277.0,,,861.0,2478.0
2015-01-04 23:00:00+0000,250.0,319.0,0.0,1747.0,,,981.0,3205.0
2015-01-05 00:00:00+0000,250.0,312.0,0.0,2007.0,,,1005.0,3178.0
2015-01-05 01:00:00+0000,225.0,303.0,0.0,1860.0,,,1107.0,3354.0
2015-01-05 02:00:00+0000,225.0,14.0,0.0,1904.0,,,936.0,3711.0
2015-01-05 03:00:00+0000,201.0,54.0,0.0,2024.0,,,1021.0,3821.0
