,CCGT,CHP,DAC,H2 turbine,Imports_Exports,OCGT,battery storage,distribution network,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-02 08:00:00,6.40507683164608E-06,3.95373634058492E-05,-3.39235755886699,4.37189218341911E-06,-18.0709893870353,2.15845906538052E-06,7.68374689968624,-32.7236505229922,39.8084756658165,18.0037353447497,-11.3089637091174,0,0,-1.9124838911182E-05,-2.34974494322352E-05,5.66973094714759E-06
2013-01-02 09:00:00,6.4765262155497E-06,2.15832614489045E-05,-3.39235881415373,4.45911511781711E-06,-13.0496536370926,2.20680028438114E-06,0.0022992192687829,-32.7236400694296,35.4304197068597,15.4503959002734,-11.3091112434199,9.59169443710002,-3.74586035558458E-05,-1.89101167753733E-05,-2.29397950313508E-05,1.14748203730761E-05
2013-01-02 10:00:00,6.43071901581799E-06,2.11190131043362E-05,-3.39235883335559,4.41860462517562E-06,-16.7557417044744,2.19509984315887E-06,-0.276689751300102,-31.3098813492194,39.7595809815091,12.8282133587048,-12.9164917272034,12.0634220786999,-4.95298780707411E-05,-1.93729734468206E-05,-2.38456765721556E-05,1.89647137741356E-05
2013-01-02 11:00:00,6.47535919891727E-06,2.17083411141565E-05,-3.39235880671467,4.46138766802662E-06,-16.6425590857303,2.20369620965597E-06,3.73385593493433,-31.5791490172569,36.2694759354036,11.2656049495842,-11.3090369802822,11.6542322037936,-6.46009218214831E-05,-1.84965597798623E-05,-2.31632123670611E-05,1.85884754002422E-05
2013-01-02 12:00:00,6.42280250756133E-06,2.10994847193794E-05,-3.39235882799778,4.40892152483427E-06,-17.1104220048718,2.18956789031134E-06,-0.17399507386231,-32.4453167338018,39.5184987812378,14.2462695142809,-11.6495506115263,11.0069534391379,-7.47798913394903E-05,-1.951587015418E-05,-2.43885318733287E-05,1.94644543461998E-05
2013-01-02 13:00:00,6.41195168810523E-06,2.09802048669109E-05,-3.39235883967696,4.39514691168178E-06,-17.9178106192628,2.18327256376104E-06,-0.318808471287495,-32.7236416360188,47.3138080674304,15.4155235898186,-15.325594117968,6.94894601398223,-5.12651507066893E-05,-1.96384071562079E-05,-2.50035840916559E-05,1.13186769194749E-05
2013-01-02 14:00:00,6.36392157121272E-06,3.86039841990864E-05,-3.39235746778269,4.33961121142515E-06,-19.2287625175864,2.15223601866618E-06,-0.258531294862184,-32.7236490834001,48.5773233448079,16.6033402382459,-12.711381028912,3.13405203289878,-3.46428548735494E-05,-1.98385990843235E-05,-2.54141818719183E-05,7.60340415162141E-06
2013-01-02 15:00:00,6.34102788657244E-06,3.81655627745921E-05,-3.39235762991888,4.31235030215029E-06,-19.3752852309702,2.1371313861949E-06,-0.190465099188451,-32.7236507670414,48.8212106799659,18.6651835387832,-11.8046330383164,0,0,-2.00274289866797E-05,-2.55846980890136E-05,5.63347898640767E-06
2013-01-02 16:00:00,6.34271538994577E-06,3.8201185046872E-05,-3.39235759689713,4.31405671953495E-06,-19.4712726095058,2.13887597070612E-06,-0.300100186804496,-32.7236510226854,49.1150240252079,20.9480653567717,-14.1757029539036,0,0,-2.01129085704679E-05,-2.56891161265746E-05,3.23215178966849E-06
2013-01-02 17:00:00,6.34677794707354E-06,3.81911365634488E-05,-3.39235760102997,4.31934868843959E-06,-19.573941096958,2.14196390258374E-06,-0.321353044133682,-32.7236507662685,49.177175021432,23.4383871662902,-16.6042568833045,0,0,-2.02083342948072E-05,-2.57084497689899E-05,5.54418217991609E-06
2013-01-02 18:00:00,6.34865852385263E-06,3.81218173834552E-05,-3.39235763689354,4.32303882774218E-06,-19.7242908960598,2.14374259589994E-06,-0.335265129615078,-32.7236504925926,49.2162554687837,26.144222018028,-19.184910345987,0,0,-2.03287754936809E-05,-2.57277690134453E-05,5.5409239562243E-06
2013-01-02 19:00:00,6.34904300402376E-06,3.80162319946065E-05,-3.39235768823941,4.32558735213551E-06,-19.7650211236091,2.14470118740838E-06,-0.351567286486038,-32.7236500313791,49.2197484380806,29.3366478301724,-22.3237969689818,0,0,-2.04926824794711E-05,-2.57404673207733E-05,5.62093562590006E-06
2013-01-02 20:00:00,6.348090153318E-06,3.82374016460117E-05,-3.39235752851557,4.32693355560178E-06,-19.5976060990428,2.14488903045508E-06,-0.371270647295817,-32.7236489544926,49.2203233112105,32.2048699130203,-25.3403086247543,0,0,-2.06658689667165E-05,-2.57584134046297E-05,7.38114702042723E-06
2013-01-02 21:00:00,6.34249331444439E-06,2.039052957776E-05,-3.39235889414541,4.32327958166138E-06,-19.6577671660834,2.14191530160602E-06,-0.397647244048907,-32.7236426932235,49.220398083446,35.2250289036352,-28.2739948128605,0,0,-2.0813138702465E-05,-2.57945918984608E-05,1.06472327576757E-05
2013-01-02 22:00:00,6.34077175566025E-06,2.03799701511183E-05,-3.39235889735268,4.32355743003166E-06,-20.6461189403363,2.14148433787699E-06,-0.425665037603755,-32.7236428669885,49.22040266803,38.7398390101078,-30.772439667,0,0,-2.09433809689017E-05,-2.58176754146715E-05,1.07268603348054E-05
2013-01-02 23:00:00,6.33975983122042E-06,2.03744168377352E-05,-3.39235889897133,4.32350405134631E-06,-20.8084137695046,2.14116487214121E-06,-0.445592279311726,-32.7236427525298,49.2203867058555,38.7779216972232,-30.6282844506844,0,0,-2.09547400708061E-05,-2.58295264096949E-05,1.07628683073651E-05
2013-01-03 00:00:00,6.33875627809901E-06,2.03684977514868E-05,-3.3923589012948,4.32286600216502E-06,-21.3600939292857,2.14072485106392E-06,-0.466611567078707,-32.7236426450174,49.2200202866034,38.6506931860325,-29.9279901406733,0,0,-2.09586916409989E-05,-2.58389913010477E-05,1.07311980783581E-05
2013-01-03 01:00:00,6.33787416730758E-06,2.03684831945118E-05,-3.39235890112298,4.32193818369506E-06,-21.6586751185296,2.14021835059436E-06,-0.487968156934126,-32.4735003213666,49.2197677264195,38.4362246711664,-29.6434810492218,0,0,-2.09568937789299E-05,-2.58452400810152E-05,1.81612198028433E-05
2013-01-03 02:00:00,6.33713018031712E-06,2.03708815164922E-05,-3.39235890028864,4.32075238743052E-06,-21.7115260482992,2.13960069290334E-06,-0.507689169500559,-32.564478940891,49.2196292859989,37.9153168371466,-28.9588831503495,0,0,-2.09410527434102E-05,-2.58467653426434E-05,1.70629583166421E-05
2013-01-03 03:00:00,6.33647603468854E-06,2.03763717514525E-05,-3.39235889844463,4.31920036417133E-06,-19.0486418163193,2.13883098987224E-06,-0.534355880772007,-32.7236426723467,49.2194911542655,37.3515459388011,-30.8720216084279,0,0,-2.09195820702916E-05,-2.58446076799921E-05,1.07053584324723E-05
2013-01-03 04:00:00,6.33658815114569E-06,2.03896056733683E-05,-3.39235889441635,4.31812031261329E-06,-18.9996761835177,2.13833446657756E-06,-0.553236458875526,-32.7236427959853,49.2194424424467,36.2776371608146,-29.8281492048916,0,0,-2.08769614422408E-05,-2.58363482019276E-05,1.07763620652229E-05
2013-01-03 05:00:00,6.33647377970031E-06,2.04012266661393E-05,-3.39235889184041,4.31640517956908E-06,-18.9999500694004,2.13755260851708E-06,-0.576957085533802,-32.7236427914044,49.2194812877589,35.8469948478297,-29.3735511692249,0,0,-2.08537925761902E-05,-2.58273262853491E-05,1.06561970157522E-05
2013-01-03 06:00:00,6.33607803329694E-06,2.04132694193295E-05,-3.39235889009934,4.31450403532176E-06,-21.7646434589521,2.13652686183236E-06,-0.602654797952955,-32.7236431845034,49.2194926596342,35.8173739394595,-26.5535499986443,0,0,-2.08447922898358E-05,-2.5820037480614E-05,1.04746527317676E-05
2013-01-03 07:00:00,6.33517044742427E-06,3.82930712178885E-05,-3.39235754396589,4.31272567769163E-06,-21.7319047002562,2.13528985144488E-06,-0.649694832876693,-32.7236496416018,49.2191770937051,35.2359898666826,-25.9575586774976,0,0,-2.08242212490859E-05,-2.58181454888884E-05,7.26021120445814E-06
2013-01-03 08:00:00,6.33958362266243E-06,3.86059468650121E-05,-3.39235744315189,4.31747020721218E-06,-21.479048158217,2.13773408645889E-06,-0.708404097272787,-32.7236496737344,49.2189287465077,33.5987749020385,-24.5142431031635,0,0,-2.07799187322735E-05,-2.58029407814168E-05,7.19622550243475E-06
2013-01-03 09:00:00,6.35280933353281E-06,2.05685387539807E-05,-3.39235887414296,4.33562623050098E-06,-18.6922206069198,2.14757019849843E-06,-0.927830927215219,-32.7236435246712,49.219261620651,32.9068112292544,-28.9835252148473,2.59355882306953,-3.684289440377E-05,-2.07449413127279E-05,-2.58196097591489E-05,1.06232492457501E-05
2013-01-03 10:00:00,6.35341134468556E-06,2.05953043897733E-05,-3.39235887421087,4.33791743886945E-06,-18.8757683782371,2.14802079401649E-06,-1.1660566716666,-32.72364349998,49.1926662592965,31.1608017882074,-27.302730534157,3.10714252200871,-3.71370147283472E-05,-2.06474071176217E-05,-2.58211700042675E-05,1.06888564411359E-05
2013-01-03 11:00:00,6.35392155257617E-06,2.06188332859405E-05,-3.3923588742423,4.3407726776143E-06,-18.9410015095966,2.14900169641456E-06,-1.81386100641323,-32.7236435049388,49.1587836479121,30.6053142618759,-26.5625034870142,3.6693238660775,-3.74068043776172E-05,-2.06385811204655E-05,-2.58353970453189E-05,1.0758721354569E-05
2013-01-03 12:00:00,6.44527512677933E-06,1.91823413797866E-05,-3.39235883369718,4.10316159462037E-06,-25.9194064631096,2.16960715760328E-06,-3.45400799439945E-05,-32.7236413906572,49.1608980719696,31.0136326858484,-21.4016738457596,3.26263262358535,-3.51701110204052E-05,-1.91457552951988E-05,-2.40655663272214E-05,1.07294528105035E-05
2013-01-03 13:00:00,6.55083174608648E-06,1.80308959236614E-05,-3.39235878643959,3.86029407519936E-06,-26.4214974427614,2.19274485195354E-06,0.000384691899438857,-32.7236381926615,49.1584607478946,30.7901343273556,-20.0156610913266,2.60420818912982,-3.28650163305666E-05,-1.76722030952305E-05,-2.23479604285005E-05,1.06799870421177E-05
2013-01-03 14:00:00,6.54902597605886E-06,1.79569888077312E-05,-3.39235879159778,3.84267317617439E-06,-28.9945671172144,2.19066694642306E-06,-1.42215881419072E-05,-32.7236382574504,49.2115763890992,31.5132797198886,-17.140724620372,1.52648093502739,-3.20504029016068E-05,-1.77072571700592E-05,-2.23660605335419E-05,1.06351091037539E-05
2013-01-03 15:00:00,6.5448105513807E-06,2.85036418143686E-05,-3.39235723408964,3.80424696733555E-06,-33.6378516952423,2.18373390147037E-06,-0.000167143298315687,-32.7236504291945,49.2101704021493,31.9932671933028,-11.4494175306987,0,0,-1.76265248589971E-05,-2.22396322893903E-05,5.38019974156732E-06
2013-01-03 16:00:00,6.57995745447254E-06,2.89370744497728E-05,-3.39235737949847,3.82887122801217E-06,-30.1515940526967,2.19250993863086E-06,-3.52070935440282E-05,-32.7236508709873,49.1065307783872,28.4702022211901,-11.3091016610126,0,0,-1.70625500577444E-05,-2.17333553926422E-05,2.93653474563098E-06
2013-01-03 17:00:00,6.64615996300439E-06,3.05586279045476E-05,-3.39235724400309,3.8754840617569E-06,-28.23880267056,2.20801827558752E-06,0.292091286692442,-32.7236502004048,48.9920957644702,24.5667279373981,-9.49611814342792,0,0,-1.62153479626568E-05,-2.08649165599699E-05,5.42614471501305E-06
2013-01-03 18:00:00,6.64467212839752E-06,3.08188325232421E-05,-3.39235708441581,3.87600755431455E-06,-28.1361100435222,2.20834599525212E-06,0.143689092622816,-32.7236481430732,48.8623418426977,21.7246608503064,-6.4785919098394,0,0,-1.61361290242894E-05,-2.08485592947665E-05,7.22224133849058E-06
2013-01-03 19:00:00,6.64419267937881E-06,1.84421009440821E-05,-3.39235875236497,3.87734419640521E-06,-27.8980509768552,2.20914829314913E-06,0.105570119689145,-32.7236336297956,48.7071034109892,20.194437326714,-4.9930737779876,0,0,-1.61004858150591E-05,-2.08217271550012E-05,1.04347827599027E-05
2013-01-03 20:00:00,6.64312676408266E-06,1.84461455352551E-05,-3.3923587487962,3.87748422878042E-06,-25.8727866014079,2.20922374784469E-06,0.0883717328250601,-32.7236356949069,48.394251581877,18.3437199223281,-4.83756862788681,0,0,-1.60437811888414E-05,-2.08202843199798E-05,1.05179987111232E-05
2013-01-03 21:00:00,6.64118481137122E-06,1.84408486563002E-05,-3.39235874969187,3.87636590888572E-06,-22.2816463205313,2.20850478262954E-06,0.0766760549171905,-32.7236369265691,48.2218504292728,18.2212309752608,-8.12212191094102,0,0,-1.60427117139079E-05,-2.0928455528584E-05,1.06302881243732E-05
2013-01-03 22:00:00,6.64045725846283E-06,1.8436700953803E-05,-3.39235875114192,3.87617382108633E-06,-22.1951571311209,2.20858618797691E-06,0.0702321331110232,-32.7236369392994,47.0801643416851,18.6938965320621,-7.53314677243402,0,0,-1.60665333634142E-05,-2.08996887419527E-05,1.07428095817486E-05
2013-01-03 23:00:00,6.63743825037119E-06,1.84249955471829E-05,-3.39235875393695,3.87391549716546E-06,-22.3423661520252,2.20720144680292E-06,0.0645901030826616,-32.7236364685446,48.5853731404162,17.8625369140661,-8.05414534658642,0,0,-1.60399630457277E-05,-2.10035070427902E-05,1.08146970427883E-05
2013-01-04 00:00:00,6.6334975767148E-06,1.84165786894483E-05,-3.39235875163206,3.87056610888102E-06,-22.0747966799001,2.20536095274136E-06,0.0609327414436314,-32.723635643153,49.126034692484,16.6963635477393,-7.69254652427893,0,0,-1.59857867871551E-05,-2.1023394856228E-05,1.08326778455081E-05
2013-01-04 01:00:00,6.63324391551043E-06,1.84133578232009E-05,-3.39235875488959,3.87036725582773E-06,-21.8829727612077,2.20537489737084E-06,0.0568980275566172,-32.5049671361837,49.174708921833,17.619258951465,-9.07057729717027,0,0,-1.60394810006892E-05,-2.10461071603269E-05,1.43430702130077E-05
2013-01-04 02:00:00,6.56599195028765E-06,1.79838101642912E-05,-3.39235878565964,3.82487181845209E-06,-22.0307906772314,2.19019374604757E-06,-0.91469840749418,-32.624151010143,49.2155407295374,21.0555437748379,-11.3090921704865,0,0,-1.68754421106314E-05,-2.19297153040434E-05,1.42502961004705E-05
2013-01-04 03:00:00,6.56440066108346E-06,1.7987990741455E-05,-3.39235878480587,3.82350986806204E-06,-25.8559263947403,2.18929845678522E-06,-0.0618587409622952,-32.7236377717401,49.217056402515,24.1257978972051,-11.3090756592196,0,0,-1.69844798493841E-05,-2.19250734543711E-05,1.08587244620169E-05
2013-01-04 04:00:00,6.56628577155416E-06,1.80071095126805E-05,-3.39235878162239,3.82303072918417E-06,-25.9436653628836,2.1897002326959E-06,-0.0228285465235381,-32.7236372909832,49.2075747985074,24.1839671983432,-11.3090552270101,0,0,-1.6961536316785E-05,-2.18957034534814E-05,1.09440946124254E-05
2013-01-04 05:00:00,7.19394691449917E-06,1.57332301893103E-05,-3.39235848653343,2.87999161622472E-06,-22.1285766992403,2.32806127479111E-06,1.44146007352717E-05,-29.8772112441368,49.1959523050131,26.1808361224636,-19.9786781059318,0,0,-1.24821925470542E-05,-1.63421091968365E-05,1.07514196757501E-05
2013-01-04 06:00:00,7.50487742570556E-06,1.68886455728145E-05,-3.39235789360955,2.63299595576504E-06,-27.4025933430031,2.3915725091079E-06,0.000153500668396279,-32.6394904377783,49.0774727897711,28.5720179744593,-14.2152286382755,0,0,-1.12061412384037E-05,-1.46746195748004E-05,9.43867316369577E-06
2013-01-04 07:00:00,7.5895899814333E-06,2.20698414807245E-05,-3.3923560100611,2.65003604439709E-06,-28.9989435715579,2.40877792525781E-06,0.000332538752994412,-32.7236349868915,48.8043956759788,27.6191722503215,-11.3089945203881,0,0,-1.09018776472567E-05,-1.42695319154025E-05,7.39964141244256E-06
2013-01-04 08:00:00,7.60013272711968E-06,2.212859507372E-05,-3.39235603232895,2.6543151637327E-06,-27.4740195470287,2.41068557710332E-06,0.00015082664275308,-32.7236474268166,48.6757899676776,26.223029505576,-11.30897263734,0,0,-1.08389777881257E-05,-1.42085046475465E-05,5.5335250831749E-06
2013-01-04 09:00:00,7.60712651202515E-06,1.79061928721875E-05,-3.39235763263758,2.66010344340893E-06,-28.5354099639529,2.41707012509301E-06,1.91557236525799E-05,-32.7232759836941,48.4623523795183,26.1448731089814,-11.3089729286173,1.35276878997962,-2.16513707659708E-05,-1.08500003582321E-05,-1.41794211973327E-05,9.12203571684164E-06
2013-01-04 10:00:00,7.60719028532982E-06,1.7716008340444E-05,-3.39235768215085,2.66197785345956E-06,-27.4071863240853,2.41816632590816E-06,-8.19644351578644E-05,-32.5456243858161,48.7707722116391,24.2645378357418,-11.3089749663484,1.6189128191739,-2.2140032109945E-05,-1.08092160378419E-05,-1.42555573477528E-05,9.28787236293181E-06
2013-01-04 11:00:00,7.60976862205689E-06,1.79529983374906E-05,-3.39235761309818,2.66358433854658E-06,-28.9728243442486,2.41982250163192E-06,-0.000213551105196295,-32.7232800210555,48.294146455657,26.5269605207505,-11.3089728982918,1.5765386418555,-2.20197247028298E-05,-1.08670285878816E-05,-1.41501374054985E-05,9.20831337418444E-06
2013-01-04 12:00:00,7.73977906042604E-06,1.8692614644087E-05,-3.39235741534328,2.69842893198549E-06,-26.7654061140042,2.4512314294092E-06,0.000930034711040855,-32.7171488244502,47.9402427555783,24.3449928499042,-11.1157282478561,1.70446892943069,-2.14424993097231E-05,-1.04285547924974E-05,-1.36097925259464E-05,9.08992166578507E-06
