,CCGT,CHP,DAC,H2 turbine,Imports_Exports,OCGT,battery storage,distribution network,hydroelectricity,nuclear,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 10:00:00,3.38107646005667E-06,0.238313912622088,-0.599999094753737,5.30807362714881E-06,5.6219994536157,1.47099718895007E-06,-0.00383656868785248,-21.3564782790518,0.058619268056423,0.0785278990520802,7.07186100768194,7.53557652219228,-0.0765411042568685,1.43205110692224,-3.8748403059017E-05,-2.18345669149471E-05,-2.28392546252962E-05,1.59735154694259E-05
2013-01-01 11:00:00,3.38995190906279E-06,0.238314027220639,-0.599999094714124,5.32741026480061E-06,1.55725841237819,1.47534910851326E-06,-0.199343716964808,-19.4520684633,0.0584806830408336,0.0785278494663464,7.07689322035597,9.48772770192302,-0.0765955572888698,1.8308981768818,-4.31311581558517E-05,-2.2288062427549E-05,-2.29070651929533E-05,2.17365304926751E-05
2013-01-01 12:00:00,3.39259323835431E-06,0.238314691953492,-0.599999094255476,5.32981136805135E-06,2.99439535854679,1.47636478674528E-06,-3.32581197307295,-18.1288016762877,0.0583726118669399,0.0785278247910537,7.08074106041867,9.62252367526462,-0.0766034067552089,2.05844400665761,-5.31099252336752E-05,-2.23270582509372E-05,-2.29305988339092E-05,2.19279848212168E-05
2013-01-01 13:00:00,3.39880052001951E-06,0.238315285264608,-0.599999092413736,5.34005943500708E-06,6.54653596782447,1.48063054163099E-06,-7.30074957817168,-16.4565652933719,0.0581533393371339,0.0785278114985543,7.07427889172685,8.04390369013844,-0.0766170815004094,2.39432667361181,-6.11689346700575E-05,-2.19586587005551E-05,-2.29706873312807E-05,2.21209032023331E-05
2013-01-01 14:00:00,3.38665491978166E-06,0.238314922085246,-0.599999089259543,5.30757391228494E-06,8.56474006856112,1.47401693027E-06,-3.27549011920291,-19.8557258500069,0.0573113066852364,0.0785276992621142,7.07274038117325,5.92680133975035,-0.0766368421527193,1.86952027927028,-5.39345810219122E-05,-2.16311021488309E-05,-2.30199576210452E-05,2.1844775733477E-05
2013-01-01 15:00:00,3.50023168123738E-06,0.238357577091639,-0.599999064116721,5.07863523585548E-06,9.37419493227602,1.50528921731562E-06,0.000232034863658576,-21.3552037461591,0.0590827072493871,0.0785335448308878,7.00835102899241,4.98678140586999,-0.0760735663372749,0.285813412909661,-2.9487665703212E-05,-1.56956484587738E-05,-1.67457434514517E-05,1.53103008824548E-05
2013-01-01 16:00:00,3.51567006501007E-06,0.381742228176337,-0.59999898854907,5.13058793575289E-06,10.0160937479147,1.50983138548208E-06,0.00308230966036653,-21.3565158329402,0.0591022227884622,0.0785339169359476,7.07802372929149,4.41605290854638,-0.0760662032243576,0,0,-1.50772135217778E-05,-1.62528685480083E-05,4.50344266370657E-06
2013-01-01 17:00:00,3.51802314232794E-06,0.381742579656182,-0.599998997333393,5.1325438709896E-06,10.3351298071393,1.5116633364761E-06,0.00141521700194106,-21.3565157749385,0.0590741425989111,0.0785339070661795,7.08108238917429,4.09565330826435,-0.0760663565550157,0,0,-1.49987355439123E-05,-1.62560212967264E-05,4.24326485507886E-06
2013-01-01 18:00:00,3.51990985837205E-06,0.381743061693465,-0.59999900118765,5.1354483864158E-06,9.93576183224335,1.51327895942353E-06,0.00101319179054009,-21.3565038400175,0.0590607373320442,0.0785339107730407,7.08060859885063,4.49589245692116,-0.0760663988116373,0,0,-1.51171393431753E-05,-1.62555621890306E-05,1.00176921642054E-05
2013-01-01 19:00:00,3.5215970419983E-06,0.238364426009375,-0.599999073455345,5.13883125799933E-06,9.31795924625685,1.51468717256992E-06,0.000791841762573339,-20.7136996741817,0.059052377158207,0.078533900878574,7.08356744322746,4.61153614582285,-0.0760664619704049,0,0,-1.5157418187556E-05,-1.6259984102021E-05,1.44235041747897E-05
2013-01-01 20:00:00,3.50929616985679E-06,0.238359140707598,-0.599999078831283,5.09627998120651E-06,8.58213982366899,1.51130026333149E-06,-0.000229008122810373,-20.1904286888263,0.0590353298461394,0.0785336089209546,7.08370379792937,4.82499731938643,-0.0760713277806408,0,0,-1.55548427965186E-05,-1.6614753853105E-05,1.47486812516987E-05
2013-01-01 21:00:00,3.50983615562937E-06,0.238359396011516,-0.599999079169205,5.0963773654761E-06,8.34802150404454,1.51172977529764E-06,-0.000245218683111556,-20.4903002999071,0.059032328952564,0.0785336250300576,7.0838233074304,5.35888663379884,-0.0760712213323566,0,0,-1.57225883209549E-05,-1.66111059276091E-05,1.48406477383147E-05
