,CCGT,CHP,DAC,H2 turbine,Imports_Exports,OCGT,battery storage,coal,distribution network,hydroelectricity,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 10:00:00,7.19766085709136E-06,2.42105968968263,-3.04614377604886,4.57837732946531E-06,7.33178465405902,2.82360824952908E-06,-10.8769119487066,1.3555338668225E-06,-112.758576262925,2.21216954564309,21.682387261761,88.3674557449792,-39.5473271028685,44.2141554725552,-4.70569572660058E-05,-2.59689593750763E-05,-2.26794907223019E-05,1.4344152836913E-05
2013-01-01 11:00:00,7.191584088226E-06,2.42106379935315,-3.04614377220269,4.57406008911453E-06,4.63546833338382,2.82008004907221E-06,-8.17180047250924,1.35527655747303E-06,-112.758577645067,2.2339453696455,21.8854566173286,87.3613204553022,-39.5473321719739,44.9866588938489,-5.32182616715981E-05,-2.59475679161591E-05,-2.25543133026672E-05,1.43252389221081E-05
2013-01-01 12:00:00,7.16875087131507E-06,2.42107502330542,-3.04614377355242,4.54888603489441E-06,9.66224999713935,2.80709897838477E-06,-0.00691816792651805,1.35372551597156E-06,-112.758573102244,2.25835580213626,23.2959859193687,81.7025488091238,-39.5473732327287,36.0188456131359,-4.6860175466053E-05,-2.5851023674629E-05,-2.26018123768754E-05,1.43067504635709E-05
2013-01-01 13:00:00,7.19281889530946E-06,2.42112920519836,-3.0461437660765,4.5661723016769E-06,12.1458208095136,2.81133585304439E-06,-0.000636626743983681,1.35594171862328E-06,-112.758569298496,2.28627734371931,25.0979315923691,80.0647427805213,-29.6730719115371,23.4625684983546,-4.4423787955701E-05,-2.52517349426534E-05,-2.22125171426812E-05,1.4172740534055E-05
2013-01-01 14:00:00,7.31844883500303E-06,2.42121697150856,-3.04614372823082,4.22845121603763E-06,14.9656733754079,2.83996263075036E-06,-6.09279937959993E-05,1.36684900606456E-06,-112.758561822833,2.31221566480901,25.3421185512572,77.1444542805995,-15.3862516156246,9.00536925424375,-3.68639393629761E-05,-2.28790584241233E-05,-2.02517260125245E-05,1.36391257675197E-05
2013-01-01 15:00:00,7.52178324069447E-06,2.4212449826454,-3.04614321302688,3.80670078660239E-06,13.402062857157,2.8845190392002E-06,8.31793557016249,1.38414706055447E-06,-112.758600259813,2.32387195427389,25.2626119823691,70.9095689325238,-6.83255692890904,0,0,-1.99180793936464E-05,-1.77989454216456E-05,4.88834654591143E-06
2013-01-01 16:00:00,7.52237338975585E-06,2.42124503105997,-3.04614320513413,3.80474147962834E-06,11.7350210454831,2.8862464368116E-06,12.7846515398348,1.38382667135319E-06,-112.758599583836,2.32871569637459,25.3411644599025,67.0346360052281,-5.84069508620949,0,0,-1.98952436413137E-05,-1.78169335726504E-05,4.88864024604392E-06
2013-01-01 17:00:00,7.52556158403856E-06,2.42124505519587,-3.04614319726385,3.80570840144092E-06,11.0341649306747,2.88960116414305E-06,14.7608756966551,1.38365449883387E-06,-112.758599400653,2.32997816825834,25.4734143978695,65.5169038837054,-5.73184353732067,0,0,-1.99097286217373E-05,-1.78968653954479E-05,4.86535076075429E-06
2013-01-01 18:00:00,7.529583676349E-06,2.42124487575337,-3.04614320990641,3.80838500772017E-06,11.826830771096,2.89315893329859E-06,13.3080841042655,1.38359146661582E-06,-112.758590033737,2.330123002054,25.5683234090962,66.4535135181655,-6.10339510510012,0,0,-1.99479060070371E-05,-1.79770326996007E-05,9.62081000815136E-06
2013-01-01 19:00:00,7.56036351879081E-06,2.42124381187246,-3.04614331409262,3.8316415522869E-06,12.2896754592377,2.91023001047389E-06,12.080207805663,1.38546076473899E-06,-112.758588408167,2.33408285641077,25.8854092279102,67.6457281189931,-6.85162445461575,0,0,-1.98799943973885E-05,-1.80498240235731E-05,9.6540648309587E-06
2013-01-01 20:00:00,7.56881226484611E-06,2.42121237678743,-3.04614368769849,3.83799916267469E-06,12.9037452489603,2.91558654725133E-06,7.35261385158602,1.38580312607069E-06,-107.547486860129,2.33876452181354,26.5019156686244,68.9469081288699,-9.87154175115082,0,0,-1.98759934086126E-05,-1.82317620944211E-05,1.33683500339802E-05
2013-01-01 21:00:00,7.57185089097023E-06,2.42121195588193,-3.04614368900218,3.84007082620601E-06,12.5995492492382,2.91803022392637E-06,5.04828296100259,1.38581501932426E-06,-100.089168955245,2.34441938443437,26.7970530261069,70.5789712049561,-16.6541875325016,0,0,-1.99146141046313E-05,-1.83084084014016E-05,1.33451387169621E-05
2013-01-01 22:00:00,7.57434819483621E-06,2.42121179356058,-3.04614368601504,3.84223013057396E-06,12.2391934410343,2.92028702049591E-06,4.64259731503195,1.38581319993355E-06,-100.718268154038,2.34569849252135,26.8660210166163,75.5916870508693,-20.3420096105563,0,0,-2.00189579053685E-05,-1.83258416605846E-05,1.34026787385851E-05
2013-01-01 23:00:00,7.57440862638184E-06,2.42121181087512,-3.04614368329605,3.84153592099043E-06,10.168534890015,2.92068137513351E-06,5.00795090325848,1.38572045985233E-06,-99.0093948087208,2.34314449347794,27.0547816782921,74.1556289808754,-19.095726715422,0,0,-2.00013373974244E-05,-1.83653724208252E-05,1.35106390270838E-05
2013-01-02 00:00:00,7.5757683367047E-06,2.42121186624885,-3.04614368390297,3.8419042938809E-06,8.66479041781259,2.92173862265542E-06,8.99786962496246,1.38572379944047E-06,-112.046979786391,2.33887899138757,27.2440421816006,74.8586608876197,-9.4323432075587,0,0,-2.00002721229702E-05,-1.839917374839E-05,1.37931510950075E-05
2013-01-02 01:00:00,7.57623624686052E-06,2.42121192882531,-3.04614368242001,3.84139880071479E-06,12.2072309521974,2.92213805450906E-06,7.04479737763516,1.38570854666235E-06,-112.696614284459,2.33416241828451,27.451902704897,77.45689312647,-13.1734534151961,0,0,-2.00461831865779E-05,-1.84355342599665E-05,1.40268906796748E-05
2013-01-02 02:00:00,7.57755349539065E-06,2.42121203032565,-3.04614368193096,3.84106170051759E-06,12.1753252053716,2.9226611152486E-06,7.31724724709965,1.3857849378029E-06,-112.729820792115,2.32892266211685,27.4438531231859,77.6179637216799,-13.528572346021,0,0,-2.00423273615545E-05,-1.84263933158242E-05,1.4058110638242E-05
2013-01-02 03:00:00,7.57898934233594E-06,2.42121227074076,-3.04614368300997,3.84062525898506E-06,12.0839484436643,2.92294700200799E-06,6.78569919485872,1.38591216709375E-06,-112.745587614316,2.32353181058718,27.4482401495514,80.6943981324625,-15.9653111546246,0,0,-2.0091724854896E-05,-1.84166002897976E-05,1.3726845380327E-05
2013-01-02 04:00:00,7.5791116749588E-06,2.42121289699548,-3.04614368236569,3.83946269794643E-06,11.905142999209,2.92230673551139E-06,7.25757761909132,1.38604783679984E-06,-112.748927712018,2.31803789859437,27.4679948642794,79.4902134609585,-15.0651201090359,0,0,-2.00408796844898E-05,-1.84101462764813E-05,1.30281264616206E-05
2013-01-02 05:00:00,7.5808403643235E-06,2.42124438931956,-3.04614326878172,3.84047131692483E-06,9.68216831335655,2.92245636794241E-06,7.51690371635173,1.38629829275041E-06,-112.758589573165,2.31249190978056,27.4767177805568,81.7410719965531,-15.3458623164772,0,0,-2.00809319197286E-05,-1.83980438185732E-05,9.0689677845046E-06
2013-01-02 06:00:00,7.58225938997654E-06,2.42124540314501,-3.04614317545015,3.8413148575221E-06,9.4235067740255,2.92211873919876E-06,7.68449200131506,1.38661270699694E-06,-112.758586651092,2.30690038020082,27.450769731264,82.3148018418025,-15.7969832152538,0,0,-2.00666055538724E-05,-1.83766442640959E-05,8.90135710010521E-06
2013-01-02 07:00:00,7.58432465264448E-06,2.42124550851388,-3.04614317935219,3.84294378720794E-06,9.36021854803428,2.92160650370812E-06,9.07418259343823,1.38707137726077E-06,-112.758598144672,2.30124973953132,27.1860998159225,79.2538891583763,-13.7921371313374,0,0,-1.99434701797952E-05,-1.83132524139191E-05,4.88475573109436E-06
2013-01-02 08:00:00,7.61654972715728E-06,2.42121403089758,-3.04614366070537,3.87239243537444E-06,9.36108077057443,2.93901165746919E-06,2.64187350412406,1.38922868035305E-06,-112.753834656468,2.29581964070323,27.0261321741515,74.5304662793046,-35.2082138437368,32.7316412762908,-3.81400485999758E-05,-1.97102063522483E-05,-1.81632505422784E-05,1.41834409880429E-05
2013-01-02 09:00:00,7.56423418433189E-06,2.42120887142311,-3.04614368978464,3.84337070537581E-06,7.12304873893212,2.92808042220035E-06,-23.0775288408159,1.38522823376674E-06,-111.945756717881,2.29086982035292,26.9059103178708,72.4086703052704,-39.5474035585894,66.4671652409244,-4.15203328261728E-05,-2.0308836884639E-05,-1.87171735485524E-05,1.51513266705216E-05
2013-01-02 10:00:00,7.56424503390074E-06,2.421208970036,-3.0461436849502,3.84474870209746E-06,4.31838822912911,2.9263094206734E-06,-29.0676386643949,1.38566133151648E-06,-105.462091045537,2.28673473388132,27.0292621490869,68.0797094407509,-39.5474032532173,72.9880189474709,-4.68953188956515E-05,-2.02385363955024E-05,-1.87078249423402E-05,1.51390116126198E-05
2013-01-02 11:00:00,7.56153467230565E-06,2.42120915469937,-3.04614368220913,3.84308430148183E-06,6.67724775301045,2.9240761731943E-06,-31.5874650900717,1.38559374821455E-06,-106.52195807133,2.28309411351345,26.5785688367246,70.1411038667545,-39.5474025401951,72.601797418231,-5.28368573716742E-05,-2.02380202690214E-05,-1.86612134618971E-05,1.51056590074117E-05
2013-01-02 12:00:00,7.55412096866012E-06,2.42120935423078,-3.04614368076589,3.83725856464019E-06,9.12914042171997,2.92117311886492E-06,-14.699120939782,1.38492975310451E-06,-112.75836040334,2.2793360042931,26.7588957970715,72.43614844719,-39.5474078142114,57.0263561198704,-5.37499670081198E-05,-2.03640384234305E-05,-1.87490404346547E-05,1.46449645429932E-05
2013-01-02 13:00:00,7.61290225687848E-06,2.42121383668034,-3.04614366529034,3.87025259623717E-06,11.1910079768827,2.93435197281334E-06,0.968433747634584,1.38958738618133E-06,-112.754911591146,2.27579827939148,27.0963916165223,71.4835762260457,-38.3642435436613,38.7289210789191,-4.66883400655077E-05,-1.96849083026334E-05,-1.81498935289742E-05,1.43642801657205E-05
2013-01-02 14:00:00,7.58143056142313E-06,2.42124493176003,-3.04614322058528,3.84140545115932E-06,10.3594905059072,2.91719266218166E-06,10.2524387728077,1.38740186149682E-06,-112.758590364972,2.27232619776752,26.9592702679287,62.2395227713495,-15.3842166128915,16.6846909766176,-3.25441175062604E-05,-1.91976304678737E-05,-1.8249859215971E-05,9.5230186169666E-06
2013-01-02 15:00:00,7.55725508286711E-06,2.42124535603103,-3.04614317767731,3.81934777337574E-06,6.617762183745,2.90419901650526E-06,25.335734199991,1.38571592614905E-06,-112.758598317801,2.26860812216666,27.2337256837157,59.331215772002,-7.40354330107054,0,0,-1.91844215872868E-05,-1.83832493863981E-05,4.7943721050661E-06
2013-01-02 16:00:00,7.55688433947388E-06,2.4212453290785,-3.0461431791572,3.8194763911963E-06,6.616346618597,2.90552807333059E-06,23.6504782805172,1.38538895869969E-06,-112.758599724081,2.26494658324686,27.299229123601,62.5182331831694,-8.96572645017093,0,0,-1.93541487152133E-05,-1.84165970337023E-05,1.77627320380711E-06
2013-01-02 17:00:00,7.57185898060772E-06,2.42124540725732,-3.04614317732331,3.83319515139974E-06,7.01703686538108,2.91537833831117E-06,21.4706488243623,1.38606411184071E-06,-112.758599668674,2.26137746315217,27.4073697141155,65.8603517429027,-10.6332770352828,0,0,-1.98230217548312E-05,-1.84044480103356E-05,1.83786412330166E-06
2013-01-02 18:00:00,7.57400420806268E-06,2.42124539006933,-3.04614317625752,3.8362770289271E-06,7.08741315034816,2.91756155245796E-06,19.7749215708702,1.38597714433978E-06,-112.758597984155,2.2579633254653,27.4443373820361,69.4046086095911,-12.585741056305,0,0,-1.98783627077111E-05,-1.84147867616624E-05,4.8263824620818E-06
2013-01-02 19:00:00,7.57549961806291E-06,2.42124535406037,-3.0461431606071,3.83864821178674E-06,7.03202156319707,2.9189639747283E-06,19.5168051599487,1.38591914423321E-06,-112.758588018079,2.25455017147417,27.4038395397938,71.0642348931697,-13.8879623804398,0,0,-1.99124796572055E-05,-1.84140657655559E-05,8.94511076903357E-06
2013-01-02 20:00:00,7.57670385777751E-06,2.42124409919103,-3.04614327852074,3.84074416637661E-06,6.72646716328687,2.92000584564307E-06,19.8421897440105,1.38589272883476E-06,-112.75858817517,2.25127327411827,27.4723892839392,71.9915255767148,-14.9003550050776,0,0,-1.99339036994933E-05,-1.84246245545682E-05,9.4209084832876E-06
2013-01-02 21:00:00,7.57816141149444E-06,2.42121391463431,-3.04614366477356,3.84322223788085E-06,7.02189451328621,2.92117220573964E-06,18.6609981267138,1.38590350623257E-06,-112.756289683104,2.24813182424743,27.4969197935713,75.4587172954812,-17.5054430797149,0,0,-2.00059483808829E-05,-1.84277585653166E-05,1.31432834025729E-05
2013-01-02 22:00:00,7.58007620489959E-06,2.42121354561157,-3.04614366939091,3.84622421412179E-06,5.86485745219122,2.9226476687977E-06,14.7227512177157,1.38598078701838E-06,-112.755953616543,2.24515759961582,27.4994483548353,86.3107494616075,-23.2620811928935,0,0,-2.02547688216741E-05,-1.84239663967091E-05,1.32818439233925E-05
2013-01-02 23:00:00,7.58087033047813E-06,2.42121353020211,-3.04614366835821,3.84759732967351E-06,5.96340949924365,2.92331001007582E-06,13.1666721538268,1.38599221785622E-06,-112.755995822207,2.24228480648479,27.4994613043993,91.2747977787037,-26.7657003693896,0,0,-2.03807525657707E-05,-1.84228404161906E-05,1.33550762361308E-05
2013-01-03 00:00:00,7.58094513473149E-06,2.42121354633457,-3.04614366612191,3.84808619342514E-06,6.30480678069398,2.92350438271836E-06,8.73671089333771,1.38597357060505E-06,-112.755933759492,2.2395696163331,27.49945660678,100.398473291959,-31.7981540899468,0,0,-2.0632905271737E-05,-1.84215103692481E-05,1.36026518664574E-05
2013-01-03 01:00:00,7.58094389129832E-06,2.42121358647165,-3.04614366600904,3.84752482193536E-06,6.51665961478508,2.92315886333755E-06,4.87918311264306,1.38598286152248E-06,-112.756052114739,2.23700764315156,27.4992925098516,107.412997231258,-35.1641587355824,0,0,-2.0833301593866E-05,-1.8416597117477E-05,1.38450418907068E-05
2013-01-03 02:00:00,7.57891411267608E-06,2.42121362414243,-3.04614366663155,3.84541793191539E-06,6.38094777303139,2.92181338530641E-06,1.21151949218365,1.38586585937367E-06,-112.756321492468,2.23470299056481,27.4991285640221,114.365095998949,-38.3101439235986,0,0,-2.10470203614934E-05,-1.84217690140163E-05,1.38992443763352E-05
2013-01-03 03:00:00,7.50496515507537E-06,2.42120978318642,-3.04614368036046,3.79789625545678E-06,5.03513138357094,2.9011204815987E-06,-4.75538677993716,1.37995913238045E-06,-112.75837600214,2.23256525900184,27.4994708481269,122.918957057291,-39.5474253468453,0,0,-2.20465606341912E-05,-1.91210516414142E-05,1.36305066874486E-05
2013-01-03 04:00:00,7.52377860936893E-06,2.42121032987089,-3.04614367832683,3.81343137823634E-06,4.92050060496911,2.91120444716375E-06,-11.3924612537583,1.38120318416511E-06,-112.758406134071,2.23067272804576,27.4994741772066,129.672577864922,-39.5474214685916,0,0,-2.20113325791174E-05,-1.90539361983866E-05,1.28641362538992E-05
2013-01-03 05:00:00,7.52467885276633E-06,2.42120512884758,-3.04614368797142,3.81342490983606E-06,4.89386321822542,2.91114947123922E-06,-15.4381831961602,1.38133861683523E-06,-112.75841392106,2.22918323939535,27.4994741772066,133.746439973006,-39.5474215510027,0,0,-2.20302330845114E-05,-1.90431959792976E-05,1.31936584125939E-05
2013-01-03 06:00:00,7.52481945657947E-06,2.42124455409254,-3.04614316201872,3.8129359669285E-06,6.07453470324077,2.91057930760707E-06,-19.6700384878066,1.38147115373308E-06,-112.758592157427,2.22801832187098,27.4994741772066,136.798932031363,-39.5474220017657,0,0,-2.20414677772514E-05,-1.90345096828884E-05,8.61723970689793E-06
2013-01-03 07:00:00,7.52521154735289E-06,2.42124471371582,-3.04614314528804,3.81277197933682E-06,6.01631099291008,2.90988307875999E-06,-22.4728919434387,1.3816682929158E-06,-112.758599271992,2.22930107835599,27.4994741772066,139.658737115752,-39.5474218781306,0,0,-2.20470406604128E-05,-1.90223817634988E-05,4.76605551722612E-06
2013-01-03 08:00:00,7.54542487970755E-06,2.42124408574225,-3.04614322902308,3.82919883889042E-06,5.93802813940293,2.92050223016101E-06,-37.5639121918112,1.38307134228183E-06,-112.758592697285,2.22946692400394,27.4994741772066,139.76752935062,-39.5474191184265,15.0603646338984,-3.2851016648637E-05,-2.19615115619663E-05,-1.89483970210646E-05,9.28395561623865E-06
2013-01-03 09:00:00,7.54430995598671E-06,2.4212434045359,-3.04614328734483,3.82846853279553E-06,4.80995898609809,2.91896143515696E-06,-39.0637134722441,1.38324073351206E-06,-112.758590585075,2.229486312643,27.4994741772066,139.067604435793,-39.5474187994899,18.3881392629437,-3.37134547022645E-05,-2.19399710241806E-05,-1.89375312653468E-05,9.73012052895006E-06
2013-01-03 10:00:00,7.52590361082786E-06,2.42124327521808,-3.04614329518258,3.81306316403676E-06,5.09748904196943,2.90767368103693E-06,-18.4687589360544,1.38227530804143E-06,-112.758590636341,2.2290880015086,27.4994741772066,122.006981489183,-39.5474198852359,14.5666763258961,-3.28798953021242E-05,-2.18913041598206E-05,-1.89856010080286E-05,9.74638279514953E-06
2013-01-03 11:00:00,7.52235592284079E-06,2.42124320353936,-3.04614329447694,3.80998649092778E-06,4.81706225644161,2.90514336249327E-06,-26.1309527157294,1.38217027050127E-06,-112.758589968698,2.22902196457416,27.4994741772066,127.545592156733,-39.5474195180679,16.9707520998659,-3.34218600095963E-05,-2.19632834651792E-05,-1.89876267686477E-05,9.80005285276497E-06
2013-01-03 12:00:00,7.53997088259837E-06,2.4212433025297,-3.04614329342923,3.82440584153545E-06,3.82969972397542,2.91508654409264E-06,-25.2305938764278,1.38329949487378E-06,-112.758589743411,2.22904674486952,27.4994741772066,128.125428108157,-39.5474183777495,16.4778942668521,-3.33309528735753E-05,-2.18486236622817E-05,-1.89366691410549E-05,9.83028732230584E-06
2013-01-03 13:00:00,7.53928358367929E-06,2.42124330532297,-3.0461432966253,3.82322450896598E-06,0.453968906561357,2.91489040484512E-06,-21.0626578034343,1.38317825595236E-06,-112.758590107949,2.22910484003656,27.4994741772066,128.91781830495,-39.5474173195407,14.893249455924,-3.29094454380368E-05,-2.18625258998523E-05,-1.89459848018289E-05,9.84612990943201E-06
2013-01-03 14:00:00,7.51225860605244E-06,2.42124433722513,-3.04614317973939,3.78845782753591E-06,-1.07893753685705,2.9002689950281E-06,-10.4033587336399,1.38137580947665E-06,-112.758600205676,2.22883603419378,27.4994741772066,127.553481545025,-39.5474197183126,7.13147479385752,-2.6572590153768E-05,-2.20084675343445E-05,-1.90457078328199E-05,4.97660406265486E-06
2013-01-03 15:00:00,7.51554917800764E-06,2.42124420620637,-3.0461431419333,3.7620509809832E-06,1.24212159551222,2.9032835383901E-06,-6.46945448514746,1.38135796671172E-06,-112.758599493425,2.22856928353426,27.4994741772066,128.430338965208,-39.5475275494402,0,0,-2.19823136144727E-05,-1.9071847845918E-05,4.76850673044097E-06
2013-01-03 16:00:00,7.51539454601172E-06,2.42124426450309,-3.04614313289644,3.76168107685723E-06,0.053439949350302,2.9038365124899E-06,-5.13993244995189,1.38119697919739E-06,-112.758600008473,2.22915019715676,27.4993137425856,128.289068237569,-39.5475140241205,0,0,-2.19940156812492E-05,-1.90881588414567E-05,1.62660006201137E-06
2013-01-03 17:00:00,7.49548605344787E-06,2.42124417397229,-3.04614312977566,3.74457793595157E-06,-0.0286089403359155,2.89309586780083E-06,-2.68062393578002,1.37981075632122E-06,-112.758600040753,2.22985121269322,27.3708875761795,126.039500297245,-39.5474803342293,0,0,-2.20779923292874E-05,-1.91447203375839E-05,1.70861777483063E-06
2013-01-03 18:00:00,7.4917729219636E-06,2.42124397351946,-3.04614316056238,3.74629661493804E-06,1.92875792745799,2.89376983415835E-06,-0.0141638661628633,1.37921577469201E-06,-112.758599607049,2.23061080911915,27.0186844354957,121.767195988597,-39.5475626166089,0,0,-2.20765975106863E-05,-1.9172113599074E-05,4.80549828074392E-06
2013-01-03 19:00:00,7.58150999109864E-06,2.42124444331204,-3.04614322324894,3.80244856961168E-06,3.16104576664194,2.91784628240633E-06,0.000910767455919271,1.38639357648921E-06,-112.758591101748,2.23299163848778,26.4296859442576,118.108860583484,-36.5499891387915,0,0,-2.09572057134169E-05,-1.82492422499417E-05,9.19817777553303E-06
2013-01-03 20:00:00,7.57896807167194E-06,2.4212154828438,-3.04614365385842,3.80143501667253E-06,3.03940920352955,2.91698559600544E-06,0.000417547080878553,1.38618787114026E-06,-111.064799871901,2.23599700781322,24.5330864754005,114.701945183287,-32.8211157712761,0,0,-2.09053992845838E-05,-1.82102262354274E-05,1.3227379242628E-05
2013-01-03 21:00:00,7.57319559772534E-06,2.42121500601842,-3.04614365980827,3.79934797965075E-06,6.26507923936992,2.91581951294829E-06,0.00012819044093908,1.3856716052647E-06,-104.321669620596,2.23974573540363,23.800076090203,112.186450941664,-39.5448702010834,0,0,-2.08996270694368E-05,-1.82642258468675E-05,1.32295552445345E-05
2013-01-03 22:00:00,7.57755750906329E-06,2.42121495753471,-3.0461436588368,3.80303912181509E-06,6.19382514289248,2.91823767064148E-06,4.75742099795885E-05,1.38589580489025E-06,-96.2546278587779,2.24362590377173,25.3741989024433,102.611583685211,-39.5437131180744,0,0,-2.06060183604051E-05,-1.83318391671782E-05,1.31706111465066E-05
2013-01-03 23:00:00,7.57846429300101E-06,2.42121485161573,-3.04614365829386,3.80480163042556E-06,6.3806563755896,2.91939140787485E-06,-5.13480623302918E-05,1.38585366098138E-06,-100.512113886797,2.24735765867688,26.7580162311171,105.296371495106,-39.5452960796192,0,0,-2.06954501096929E-05,-1.83775351516578E-05,1.32230650018346E-05
2013-01-04 00:00:00,7.57935740739642E-06,2.42121488698234,-3.04614365669853,3.80462935451369E-06,6.3135669562964,2.91942003976738E-06,-0.000117811831726328,1.38592786852366E-06,-102.781167222173,2.25180492312518,27.0703459005519,107.316056786343,-39.5455493038624,0,0,-2.07489276093547E-05,-1.83790103411291E-05,1.34591857014938E-05
2013-01-04 01:00:00,7.5804496897042E-06,2.42121498225137,-3.04614365655117,3.80458496424005E-06,6.21365846598659,2.9193887055349E-06,-0.000184078035445664,1.38603821405092E-06,-102.88331296332,2.25578297924889,26.9990429207483,107.584973674008,-39.5450211466155,0,0,-2.07402236549366E-05,-1.83593655231251E-05,1.37143839607293E-05
2013-01-04 02:00:00,7.582209159185E-06,2.42121513266225,-3.0461436569433,3.80556321136765E-06,6.2988903967751,2.9198969130302E-06,-0.000262920961944434,1.38619195505027E-06,-97.515214515156,2.2594773103227,27.1896176569607,101.932426428981,-39.5399949106966,0,0,-2.05546491612863E-05,-1.83718189307916E-05,1.37913493969913E-05
2013-01-04 03:00:00,7.57998602215037E-06,2.42121545628313,-3.04614365933862,3.80493474665307E-06,6.44169614287226,2.91920323750391E-06,-0.000383288682420217,1.38611099325921E-06,-95.50158292355,2.26226140883063,27.3402140260158,98.4799956049079,-38.397261762184,0,0,-2.04585777238508E-05,-1.83882828643753E-05,1.36130150592973E-05
2013-01-04 04:00:00,7.58952286198743E-06,2.42121564964097,-3.04614366051228,3.80602074159874E-06,6.66183289160393,2.92071803228443E-06,-0.00108611016908985,1.38690697742501E-06,-99.0969099185014,2.26447135446572,27.3590765533959,95.619355858698,-32.1818014924349,0,0,-2.02890112554167E-05,-1.83115680660992E-05,1.30475721179478E-05
2013-01-04 05:00:00,8.43172500627733E-06,2.42123931151795,-3.04614305388769,2.90056257384109E-06,6.78161718449459,3.12708779823746E-06,1.94214961796499E-05,1.45068699243431E-06,-104.617812408662,2.5557915336043,27.4174255126558,93.6950057682589,-25.2071533047881,0,0,-1.44452795222702E-05,-1.32917767367423E-05,9.29432461694615E-06
2013-01-04 06:00:00,8.83406944999387E-06,2.42123901135629,-3.04614297374618,2.65537321592071E-06,6.0403774934144,3.21760214128103E-06,0.00505292550328921,1.4791714389954E-06,-108.784294292747,2.55665815351824,27.485062729017,92.8070309443403,-19.4850094282815,0,0,-1.29127245903047E-05,-1.19651319386548E-05,8.81130784294439E-06
