,CCGT,CHP,DAC,H2 turbine,Imports_Exports,OCGT,battery storage,distribution network,hydroelectricity,nuclear,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 00:00:00,9.43387370785409E-06,5.11774065897952E-05,-3.94486767053829,1.09673624372768E-05,-30.6523398023786,4.3207298337511E-06,2.09802798385526,-86.5497597437496,1.3871706230202,3.46632436219679,66.4611875448016,249.328592667651,-201.514360923165,0,0,-6.63979453720527E-05,-9.59757827243288E-05,5.24967940009018E-05
2013-01-01 01:00:00,9.43819105843603E-06,5.06297617386176E-05,-3.94486767479101,1.09567390536267E-05,-30.652360108583,4.3235451759432E-06,0.00925462248215238,-86.5161987742964,1.38841562206647,3.46632430387888,68.1221528668238,249.820752358856,-201.613497606834,0,0,-6.65375136119006E-05,-9.64060888431739E-05,5.30544145279761E-05
2013-01-01 02:00:00,9.4060358147739E-06,5.00595129455537E-05,-3.94486767757292,1.09039343689367E-05,-30.6383171717103,4.31553842978829E-06,-0.0676494322761738,-85.3089253651218,1.38891256418081,3.46632361049976,68.0348093954993,258.811267702813,-211.66157582227,0,0,-6.79980137710161E-05,-9.83267157325199E-05,5.49713961179347E-05
2013-01-01 03:00:00,9.40078133183911E-06,4.98721387577846E-05,-3.9448676728269,1.09072207724446E-05,-30.6378259736042,4.31250181067223E-06,-0.0692741994636133,-85.4300347520002,1.39012708105674,3.46632362193834,67.1256630014469,257.614742945351,-209.434875927436,0,0,-6.78552727787978E-05,-9.82574125674242E-05,5.46305665149035E-05
2013-01-01 04:00:00,9.39703404437559E-06,4.97669914345727E-05,-3.94486766623834,1.09129524903092E-05,-30.638160895866,4.30967280710549E-06,-0.0713043474282067,-86.5666353500209,1.39201603597102,3.46632366442427,67.1813181924117,270.627939237061,-221.366640812207,0,0,-6.82269602446961E-05,-9.82860848041919E-05,4.52012882325368E-05
2013-01-01 05:00:00,9.37640694801339E-06,4.98101478201184E-05,-3.9448676530837,1.09065084502034E-05,-30.6384112331955,4.30037167319457E-06,-0.0734093798256813,-86.5666532933287,1.39360746338563,3.46632369374492,67.3766482398835,276.551839293657,-227.485087750282,0,0,-6.83608918811031E-05,-9.84450349272516E-05,4.41640784857419E-05
2013-01-01 06:00:00,9.37668939873789E-06,6.58631809603113E-05,-3.94486738555206,1.09185597542412E-05,-30.6387181909006,4.29807027841525E-06,-0.0756451662785258,-86.5666906747343,1.39572299208638,3.46632370846037,67.5919631017962,288.340250898173,-239.488359472492,0,0,-6.86346879090357E-05,-9.82977568212056E-05,3.77932090600978E-05
2013-01-01 07:00:00,9.39346413596331E-06,6.58130551735281E-05,-3.94486739238704,1.09484564322628E-05,-30.6418767307123,4.30085258231738E-06,-0.0780294431672493,-86.5666952909129,1.39858801931825,3.46632369806548,67.4801094040834,300.718767537042,-251.752341825006,0,0,-6.8723129864402E-05,-9.76851900689837E-05,3.90962100576415E-05
2013-01-01 08:00:00,9.41095331183167E-06,7.54547368710182E-05,-3.94486722519101,1.09773697914593E-05,-30.6412736800556,4.30294409799247E-06,-0.0806975425694524,-86.5669346252769,1.40141029652657,3.46632375354288,67.3793156115298,311.684274598017,-262.617577199354,0,0,-6.84971720846801E-05,-9.7185154690761E-05,3.26588945444322E-05
2013-01-01 09:00:00,9.46720381468288E-06,6.60878499563912E-05,-3.94486738040184,1.10320016745632E-05,-30.63945248401,4.31673173216861E-06,-0.0825859750249672,-86.2880145552164,1.40391715449101,3.46632401928675,67.1171723524641,312.395142551725,-264.737887667856,1.39028832998594,-6.4195392885011E-05,-6.73115102765084E-05,-9.57982650622392E-05,4.11478435974605E-05
2013-01-01 10:00:00,9.50927717958636E-06,5.03362674110909E-05,-3.94486760578067,1.10815611651353E-05,-30.6406708940299,4.3285108116524E-06,-0.0848003959856137,-59.4736768623143,1.40589921410376,3.46632427799646,66.0060336526489,287.677980938217,-268.518759432144,4.18663853393119,-0.000121799231884443,-6.59262639561501E-05,-9.4299002447393E-05,4.64143501936545E-05
2013-01-01 11:00:00,9.49611860841317E-06,5.04543378880731E-05,-3.9448675983302,1.10803822332056E-05,-30.6516598359194,4.32208568833773E-06,-0.0892567442359785,-53.2820040977633,1.40728351341835,3.46632441098501,65.8962120962981,289.937838973958,-277.416056599491,4.75631754337051,-0.000160506001332373,-6.60975656898184E-05,-9.4318126779473E-05,5.49744113888991E-05
2013-01-01 12:00:00,9.45482778055198E-06,4.99027415226415E-05,-3.9448676037352,1.10028828932933E-05,-30.6523629459113,4.30586241103808E-06,-0.0954526245877836,-56.0438578639726,1.40867879906644,3.46632410118671,66.6035724920573,305.826347665016,-291.293682217609,4.80544535269501,-0.000170857295036129,-6.81455361416773E-05,-9.66401163093329E-05,5.69449643388227E-05
2013-01-01 13:00:00,9.41791100137841E-06,4.97275064672797E-05,-3.94486760239824,1.09665708799031E-05,-30.6523705980353,4.29473279768109E-06,-0.101911020431623,-69.0764746473784,1.41024823498872,3.46632392601673,66.9262730630835,314.915275245191,-287.085694806209,4.22333521924224,-0.000161772362560696,-6.86051711017899E-05,-9.72747199257905E-05,5.73638383415436E-05
