,CCGT,CHP,DAC,H2 turbine,Imports_Exports,OCGT,battery storage,distribution network,hydroelectricity,nuclear,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 00:00:00,6.72751276893466E-06,1.42543262599814,-0.0552734142125246,4.47838643837296E-06,24.308325904182,2.29191240124443E-06,0.788637159481509,-93.0484073022686,2.7545807676151,1.88861959600445,25.6513058414837,59.0053539605995,-22.7185438855588,0,0,-2.73095516758985E-05,-1.51875156536505E-05,1.91113342101031E-05
2013-01-01 01:00:00,6.72933166205938E-06,1.42543260755536,-0.0552734078209301,4.47334614939859E-06,24.7069290665108,2.29268325142326E-06,0.754321696166565,-90.5412753448581,2.75277492468236,1.88861958041426,25.3399201960981,55.7504826232475,-22.0219010343654,0,0,-2.72238061893404E-05,-1.51729709564454E-05,1.93690223906158E-05
2013-01-01 02:00:00,6.72832786259599E-06,1.42543261918887,-0.055273414103336,4.47406172638082E-06,24.7456002149154,2.29195455608825E-06,0.71452410139788,-88.8164612845723,2.7643616527669,1.8886195644519,26.1846956805792,54.5038794600023,-23.3553477417645,0,0,-2.71595121273549E-05,-1.52111743894953E-05,1.93999769820692E-05
2013-01-01 03:00:00,6.72353708503904E-06,1.42543260295739,-0.055273419612784,4.47549378304327E-06,24.468210000276,2.28967252588237E-06,0.728251385761527,-90.5140429583283,2.78487038281493,1.88861955886632,26.150176052382,52.5461093415631,-19.4223219520322,0,0,-2.71017221605234E-05,-1.52068171683571E-05,1.92022537871719E-05
2013-01-01 04:00:00,6.7177352054856E-06,1.42543262101278,-0.0552734200363093,4.47661824442781E-06,24.3101974134693,2.28716136745727E-06,0.73989162449425,-92.3613795234644,2.82146704360073,1.88861952967045,26.0764716716096,51.9604693573893,-16.8058647248734,0,0,-2.70680371904746E-05,-1.52088390907138E-05,1.85744327811729E-05
2013-01-01 05:00:00,6.61433845099468E-06,1.4254324187029,-0.0552734129954942,4.4194649536484E-06,24.5172154753537,2.25268223195701E-06,0.726410268552811,-97.4730031128142,2.86449740207303,1.88861953421341,25.6153360596736,49.1546059777567,-8.66380698832467,0,0,-2.71541091974541E-05,-1.53139536742532E-05,1.6968775434548E-05
2013-01-01 06:00:00,6.6259746317847E-06,1.42543252135477,-0.0552734002130772,4.43208445457472E-06,24.6971910440187,2.25530110249644E-06,0.781006508569132,-97.4730093345805,2.91291399284429,1.8886195485002,25.2633633313576,46.6648709384986,-6.10508223974444,0,0,-2.70395075883698E-05,-1.52609159331589E-05,1.74707745547658E-05
2013-01-01 07:00:00,6.64873715147764E-06,1.42543231611484,-0.0552734132383067,4.45122139217012E-06,25.0015648133617,2.2603354799071E-06,0.995348673777371,-97.4730004534923,2.96432399410317,1.8886196144068,25.0358046076755,42.9347715989364,-2.7175597507673,0,0,-2.68901284382537E-05,-1.5203103067741E-05,1.81184325189032E-05
2013-01-01 08:00:00,6.71140656705507E-06,1.42543270443127,-0.0552733892895014,4.49434046367952E-06,25.196093034492,2.27751646257448E-06,0.768180634788059,-97.4730034589045,3.02450924987724,1.88861961833307,24.7145883123425,40.0510666189248,-5.99336105330312,6.45322022454614,-4.11029022841802E-05,-2.66408343945841E-05,-1.50734792201671E-05,1.8172997528083E-05
2013-01-01 09:00:00,6.74467955976298E-06,1.42543228104529,-0.0552733968962834,4.51577046530037E-06,21.9307145409025,2.28819103255461E-06,9.42193520299298E-05,-85.6402554101441,3.08362575105919,1.8886194864438,24.2530764626971,35.8382773622747,-30.3166010931594,27.5923672400804,-4.76519511053368E-05,-2.68426068771532E-05,-1.52202139000356E-05,2.03391519312638E-05
2013-01-01 10:00:00,6.72867313814563E-06,1.42543181365203,-0.0552733985018487,4.50161999431804E-06,18.7690239553687,2.28414476814275E-06,-4.9968070579843,-77.1569359652546,3.13010395741262,1.88861910540652,21.7736336263125,28.5225322473437,-30.3167785603202,37.0165298192938,-4.9257902105694E-05,-2.70797180901354E-05,-1.53840842568226E-05,2.06398292498084E-05
2013-01-01 11:00:00,6.71822737672928E-06,1.42543186476885,-0.0552733886145935,4.49955513959508E-06,25.6457204110565,2.28025835485898E-06,-17.1853051119742,-74.3147172008332,3.16893393247888,1.88861909287917,20.8945254089946,26.30454849109,-30.3167770342465,42.5443898198455,-6.62969773488487E-05,-2.69299024469092E-05,-1.53138257833414E-05,2.0716781383274E-05
2013-01-01 12:00:00,6.60434334113654E-06,1.42543159768788,-0.055273383496747,4.43182403667461E-06,19.2723006613887,2.24397700497183E-06,-13.7858812386864,-72.147854353753,3.21212716477549,1.88861896726654,22.368802200955,24.9732636613749,-30.3167821871436,43.1653570549153,-7.96982869755148E-05,-2.69879056668287E-05,-1.55161235373674E-05,2.07596835754028E-05
2013-01-01 13:00:00,6.59089702726215E-06,1.42543175529708,-0.0552733769772661,4.42641252027039E-06,13.2285913471112,2.23950174624477E-06,-0.001101898017667,-75.2017176862358,3.27769892410612,1.88861918237149,22.2390096642163,24.4471569117182,-30.3167035757976,39.0684002578585,-0.0000814516855475,-2.66654196342415E-05,-1.54035373372784E-05,2.05777049357493E-05
2013-01-01 14:00:00,6.62324871031777E-06,1.42543240250569,-0.0552733661186341,4.41371583932284E-06,14.6582855342891,2.24678880396983E-06,-0.000240316843995567,-85.6546233800848,3.33980579463614,1.88861997586382,23.2561073323652,22.4661055474527,-10.5248110306913,29.2007016497882,-7.24823334276964E-05,-2.54846820154171E-05,-1.49462076154823E-05,1.96590920718615E-05
2013-01-01 15:00:00,6.85705874917531E-06,1.4254372677586,-0.0552731388170608,3.69500741532325E-06,24.0713304261594,2.29047400446467E-06,-1.88233385950883E-05,-85.6877241789634,3.37521144558278,1.88862330802473,24.0528256796284,22.6377550320758,-4.18289064224301,12.4747890435428,-4.35241443505101E-05,-2.01877711891711E-05,-1.20760002086105E-05,1.45298339042377E-05
