,CCGT,CHP,H2 turbine,Imports_Exports,OCGT,battery storage,distribution network,hydroelectricity,nuclear,offshore wind,oil,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-02 12:00:00,0.000106478680733119,1.52877431431802,6.90416631498049E-06,7.04179825669971,1.06320704153896E-05,-7.72810770579368,-43.2721116311789,3.11070558614725,18.6516950705495,4.61222721053924,1.67140129743866E-06,4.04911946428197,-6.26961292855977E-05,12.0059248887072,-4.71823671529764E-05,-1.9647945191366E-05,-1.02841060740673E-05,9.38138622684059E-06
2013-01-02 13:00:00,0.000106277934502709,1.52877502229349,6.90959418739214E-06,7.19085631619207,1.06571668797309E-05,-6.61921145148376,-45.0552539158006,3.09566995403538,18.6516952825461,6.12617653958194,1.66996650467858E-06,4.56971796086456,-6.23004115172213E-05,10.5115962399083,-4.48504949406761E-05,-1.93649514248193E-05,-9.58595597876411E-06,9.36285324429928E-06
2013-01-02 14:00:00,0.000118510887867467,1.5288666498365,7.11042294214814E-06,7.66347685122985,1.11582569541342E-05,0.000172536841535691,-50.8338369289052,3.39370434498538,18.6516959929799,7.32902554382251,1.69372663363572E-06,4.94491774164012,-6.10263577001231E-05,7.32197925194802,-4.06591392095504E-05,-1.86095333394007E-05,-8.94142807416642E-06,9.03363347285893E-06
2013-01-02 15:00:00,0.000130141279564156,1.52916600560626,7.26742231378337E-06,7.06698317006641,1.15701471590596E-05,4.519523956647,-60.3623258285616,11.6355467092372,18.6516962253987,8.833738726048,1.70892844389863E-06,5.0391359360008,-6.05334233186063E-05,3.08650858450305,-2.5893055271845E-05,-1.81415653333659E-05,-8.48617992731704E-06,8.78345457863192E-06
2013-01-02 16:00:00,0.000178970088970514,2.62521174927229,7.74449255365431E-06,12.416266326967,1.28547034921695E-05,8.14161650882451,-70.9551482438345,13.2440387921694,18.6516968487858,10.2743539145103,1.7661138196539E-06,5.60185766198882,-5.93717558229744E-05,0,0,-1.68214851231738E-05,-7.92719612348947E-06,8.24081321375493E-06
2013-01-02 17:00:00,0.000179822827830947,2.83436910554056,7.73990079883463E-06,12.9280652423592,1.28547282614749E-05,8.14161656213808,-72.3474569316234,11.8075443841061,18.6516967585281,11.5675296517174,1.76949782009644E-06,6.41652771082957,-5.95205249409221E-05,0,0,-1.6581004304399E-05,-7.86110938025786E-06,8.30735552457094E-06
2013-01-02 18:00:00,0.000131675596287357,1.52955274412055,7.30235646450207E-06,10.2591170261169,1.16969195417484E-05,8.14038409556163,-69.1852954982992,11.5873124048339,18.6516953837115,11.8228367522107,1.71393516217383E-06,7.19434364445907,-6.20420117661982E-05,0,0,-1.74680262051936E-05,-8.34957557802341E-06,8.74746958326715E-06
2013-01-02 19:00:00,0.000131396207372538,1.52918502205912,7.24856188433804E-06,11.9061446428747,1.15624649680462E-05,0.424228876620039,-64.4093377428832,11.5727300861646,18.6516952739196,12.3134772553462,1.71552867622236E-06,8.01182388196816,-6.22749950893167E-05,0,0,-1.74291361438463E-05,-8.35524370623375E-06,8.700218796182E-06
2013-01-02 20:00:00,0.000119722915096026,1.52887253014517,7.0931502203995E-06,13.0863963228335,1.11771934162812E-05,2.95982928004983E-05,-61.0596038704849,6.35703830911617,18.6516946264895,12.8238416172284,1.69684814487862E-06,8.61169236805949,-6.34864137191343E-05,0,0,-1.786075022261E-05,-8.54359474729449E-06,8.90754483205881E-06
2013-01-02 21:00:00,0.000119758471806288,1.52870794686248,7.08801615980734E-06,13.9454353549642,1.11754638858681E-05,0.000304211212291713,-63.3902644045827,7.26152521659536,18.6516946117916,13.0860845091963,1.69741957746129E-06,8.91647411288069,-6.34670764238293E-05,0,0,-1.78780663336795E-05,-8.53819207799234E-06,8.94478639309159E-06
2013-01-02 22:00:00,0.00011695637692191,1.5287044941858,7.02671960386556E-06,14.0311483081667,1.10293682741383E-05,0.000563110502844914,-62.6631174026505,2.96010448850119,18.6516958897459,14.135413879359,1.69753582177951E-06,11.3554498733176,-6.18042627758055E-05,0,0,-1.76260170404419E-05,-8.56110708494384E-06,9.07356506536326E-06
2013-01-02 23:00:00,9.53250412885325E-05,1.52868759622577,6.67489405266417E-06,13.7570085397417,1.01968648475746E-05,-2.43431846820444,-58.6333630328336,2.94837728424295,18.6516944631036,13.7243629287201,1.64694496546676E-06,10.4575406460745,-6.43286931679531E-05,0,0,-1.88259462906046E-05,-9.12305919030132E-06,9.89151874395643E-06
2013-01-03 00:00:00,9.53557420656772E-05,1.5286873336593,6.67099985479573E-06,14.1091226231013,1.01979124181203E-05,-2.3312670575604,-58.1726562892883,2.93844042786349,18.651694471264,13.5435172571017,1.64691881128679E-06,9.73245099721783,-6.43748031435489E-05,0,0,-1.88753380729452E-05,-9.12829617905686E-06,1.01541905897113E-05
2013-01-03 01:00:00,9.51143420900593E-05,1.52868727670416,6.6643415803316E-06,14.3393631119088,1.01944165086334E-05,-3.9874426292926,-55.8771672377279,2.92913743589385,18.6516928799563,13.5466023579057,1.64335184262264E-06,8.8691198936575,-6.73636701361674E-05,0,0,-1.91999119030868E-05,-9.15672765387399E-06,1.04217147333542E-05
2013-01-03 02:00:00,9.54383180796768E-05,1.52868738304903,6.65795132115114E-06,14.2089367779378,1.01888941270029E-05,-6.0684364201314,-53.3498422340921,2.92007272215882,18.6516929342332,13.3262348450088,1.64475407122604E-06,8.78264662169718,-6.73381109766176E-05,0,0,-1.91665899714053E-05,-9.14749882855404E-06,1.04733758329143E-05
2013-01-03 03:00:00,9.53230611073836E-05,1.52868740830438,6.64981698492583E-06,13.9551260018354,1.01794513487017E-05,-6.62135169316179,-51.9280105236342,2.91063797832032,18.6516928896983,12.6029946509968,1.64440077213518E-06,8.90021631979449,-6.74768829709923E-05,0,0,-1.91844761064885E-05,-9.16277661556819E-06,1.03631020484611E-05
2013-01-03 04:00:00,9.51296434567576E-05,1.52873901918412,6.64913705406673E-06,13.9755277685706,1.01917822558103E-05,-5.08012958687448,-52.618511736442,2.90102113650232,18.6516928827071,11.8872065789058,1.64253870841557E-06,8.7544475182271,-6.74901559242326E-05,0,0,-1.91968352831964E-05,-9.19364045020643E-06,9.9337471909175E-06
2013-01-03 05:00:00,0.000104814018412319,1.52877073906143,6.82043999302861E-06,15.6781893214804,1.06172157949187E-05,0.00117281264579516,-57.8349322168841,2.89142636356004,18.651693663352,10.911542542946,1.66527495805963E-06,8.17211782267274,-6.59550799208196E-05,0,0,-1.85576964603342E-05,-8.94384978158769E-06,9.22537557332734E-06
2013-01-03 06:00:00,0.000104390653297484,1.52877607165735,6.82476241585217E-06,15.6155901044845,1.06430020739485E-05,7.88440623377442,-64.5590938710144,2.88205444992732,18.6516937567142,10.3768545213277,1.66151733349533E-06,7.61969971636274,-6.53686727243888E-05,0,0,-1.85912937509727E-05,-8.9822016027199E-06,9.18243856415865E-06
2013-01-03 07:00:00,0.000119019484428951,1.52888371789746,7.03645905296041E-06,15.8434585310235,1.11815174255826E-05,8.14145044806588,-68.1194756694398,6.44462193212098,18.651694806306,10.2409314090771,1.69061325256008E-06,7.26839689470154,-6.32154862134196E-05,0,0,-1.79110584252271E-05,-8.6387390042546E-06,8.90900479911471E-06
2013-01-03 08:00:00,0.000119092591552357,1.52888132318909,7.02514341621842E-06,14.1301761448855,1.11639833643928E-05,8.14144779878291,-65.1201651946015,2.86927850559208,18.6516960241899,10.1552307880342,1.69311064582432E-06,7.22234204850243,-6.11808232259438E-05,2.42109095939157,-1.84760627653162E-05,-1.78060900179844E-05,-8.60065671517418E-06,8.82463895611779E-06
2013-01-03 09:00:00,9.52704959478906E-05,1.52873936131637,6.62561051077522E-06,13.9361363764097,0.0000101959820878,-3.82834099755692,-56.5885729734355,2.85532866224866,18.6516942588954,9.86718916319486,1.64508435699482E-06,6.75082598495738,-6.32968759513016E-05,6.82700852155746,-1.88992095514493E-05,-1.90284857521306E-05,-9.15790615499645E-06,9.43315062264601E-06
2013-01-03 10:00:00,9.5464604515885E-05,1.52868724045195,6.61545411443286E-06,13.8835648502152,1.01837132664222E-05,-6.76420073129943,-53.9361791008781,2.8470730493106,18.6516937579694,9.54167393399646,1.64574542930047E-06,5.79121046420955,-6.33052811397681E-05,8.45649783184372,-3.16700935031627E-05,-1.92631473121168E-05,-9.16570346913659E-06,9.40819871411848E-06
2013-01-03 11:00:00,7.28677376940582E-05,1.52866788169064,6.12381651817852E-06,13.7217212393788,9.07774710611868E-06,-8.14168165588485,-52.240905148711,1.45399638640691,18.6516908996203,9.47690161375499,1.56557294476926E-06,6.16739698301753,-6.8079017046427E-05,9.38227589083824,-4.12029120680858E-05,-2.15313054252419E-05,-1.03133297993168E-05,1.05617800845859E-05
2013-01-03 12:00:00,7.29608990191511E-05,1.52866787730788,6.11965885741969E-06,12.6765263885979,9.0805695631677E-06,-8.14167898838145,-51.274506880379,1.77789459716281,18.6516909864436,9.48404399449173,1.56580439822974E-06,5.87655198584881,-6.80513098283386E-05,9.42087745402032,-4.45738574749792E-05,-2.16167581444324E-05,-1.03017314802116E-05,1.05353268049915E-05
2013-01-03 13:00:00,9.54244221815199E-05,1.52868749059001,6.60534489324747E-06,9.19535667061494,1.02069446018858E-05,-2.36959039457481,-52.3983626907094,2.82756268616086,18.6516939922743,9.52612354394836,1.6445065475086E-06,4.68411136709962,-6.31126971052663E-05,8.35444930498856,-4.201218710974E-05,-1.97609051248833E-05,-9.16077366571244E-06,9.36350213123508E-06
2013-01-03 14:00:00,0.000120576025503624,1.52870758906691,6.99418051845887E-06,5.49955023282116,1.11853395248629E-05,-0.00011994996147553,-56.6614477541464,11.1331148576355,18.6516962960007,9.41219235212257,1.70054255666127E-06,4.52009256934455,-6.04469907064235E-05,5.91620894845814,-3.67556676559041E-05,-1.84848253401526E-05,-8.52695146534188E-06,8.68539585089511E-06
2013-01-03 15:00:00,0.657261603794482,4.42878382432608,8.80303135692044E-06,13.908808787722,1.67381550440086E-05,0.099260844211737,-64.2246228703683,11.3896152126079,18.6517005721201,8.47040614284712,1.93255487137404E-06,4.07471981830849,-5.35800276687708E-05,2.5441496280307,-2.53123232752019E-05,-1.50356492201667E-05,-6.83645541923283E-06,6.8480187758193E-06
2013-01-03 16:00:00,5.17418307902267,4.61363148799744,8.83229590026664E-06,13.9270283535288,1.69131313117288E-05,7.78366706178305,-72.9039156003925,11.3827486624398,18.651699085764,7.26021342059716,1.92245562503034E-06,4.11080424578364,-5.50694615348437E-05,0,0,-1.49984455672723E-05,-7.08397831370178E-06,6.77741862474089E-06
2013-01-03 17:00:00,5.30359290342035,4.79077533541585,9.5220708292562E-06,14.3635915789207,1.97177406971056E-05,8.14161597879978,-74.1022221724525,11.3760465122128,18.6516999869513,7.09950303816154,2.00519293977858E-06,4.37545014957402,-5.37260272484815E-05,0,0,-1.40535990077382E-05,-6.72168350290292E-06,6.4351703242372E-06
2013-01-03 18:00:00,5.12741090460341,4.85183819060769,8.80273481920345E-06,13.9290186331841,1.6914895968385E-05,4.92388261147798,-70.6082412861609,11.3695163278099,18.6516989920122,7.17043705814716,1.92866079123501E-06,4.5844993158548,-5.63291441726042E-05,0,0,-1.46951232296146E-05,-7.04611293404867E-06,6.73555408502161E-06
2013-01-03 19:00:00,4.77385060814517,4.68066451833699,8.78135649725241E-06,13.9136464198654,1.68819533498988E-05,0.109565544650572,-65.8134298969634,11.3633218729286,18.6516990188432,7.69192026239417,1.93383014401391E-06,4.62882178454495,-5.58264618359299E-05,0,0,-1.4637606711176E-05,-6.92175368736514E-06,6.67414402857649E-06
2013-01-03 20:00:00,0.892551285111461,4.04083243759126,8.75296600829274E-06,13.9147085564022,1.68278549781336E-05,0.062688013649299,-62.1065314724735,11.3572534543488,18.6516990141752,8.52688971418779,1.93449981785147E-06,4.65996830068476,-5.5026138093409E-05,0,0,-1.46252996298415E-05,-6.79569025504634E-06,6.63857978978983E-06
2013-01-03 21:00:00,3.44671674073681,3.08405914878085,8.73996209577163E-06,13.9459756840312,1.6859218520228E-05,0.0989648070406485,-63.9968365953898,11.3512908830483,18.651699021917,8.49099179537792,1.93520530078753E-06,4.92719780784536,-5.51902813944506E-05,0,0,-1.44927458311486E-05,-6.79699180687976E-06,6.642443244781E-06
2013-01-03 22:00:00,5.12381922325458,2.16334264875537,8.72021747780016E-06,13.9262252515016,1.6870868926053E-05,0.763226107073277,-62.9521477327175,11.3454822464707,18.6516990157325,6.48532459885053,1.93561156286993E-06,4.49308945597355,-5.61326089124591E-05,0,0,-1.47010524468385E-05,-7.24581680123038E-06,6.71110431739735E-06
2013-01-03 23:00:00,1.85336373280009,1.81490206104372,8.68639429466401E-06,13.8910087629462,1.68263477497055E-05,0.0693731370938844,-58.8904819691684,11.3398316947641,18.6516990040398,6.68387766637541,1.93591493289541E-06,4.5864866177066,-5.61939764322191E-05,0,0,-1.46595415485109E-05,-7.174464189589E-06,6.83696148307384E-06
2013-01-04 00:00:00,0.453114957313675,1.52871713488305,8.65323781847615E-06,14.6596370587473,1.68072070932621E-05,0.0534499088210292,-57.9394375357894,11.3343262088528,18.6516990150872,6.87399267315893,1.93616338212374E-06,4.38456021698621,-5.50355262307616E-05,0,0,-1.47560064623491E-05,-7.1377148533287E-06,6.98801281357425E-06
2013-01-04 01:00:00,0.000522792884264623,1.54004965562316,8.20937628894468E-06,13.8631440023919,1.53258290518468E-05,-0.46233029342898,-55.6970794305576,11.3290446923596,18.6516982870738,6.67652882760221,1.88374701806202E-06,4.09848542039933,-5.64730971834931E-05,0,0,-1.55119237922463E-05,-7.43995489531812E-06,7.40576524655339E-06
2013-01-04 02:00:00,0.000531149587732549,1.89320242259696,8.16447872235749E-06,13.8579812263631,1.53099667249461E-05,-3.88129997388933,-53.2946885819324,11.3239512116712,18.6516983045235,7.36603556231717,1.88522722221566E-06,4.08265237196301,-5.64272525710387E-05,0,0,-1.55012388093922E-05,-7.24431939610781E-06,7.44290733622652E-06
2013-01-04 03:00:00,0.000548199516478107,2.9457958118278,8.10481656034827E-06,13.8532621895105,1.53008226673729E-05,-6.31890380960577,-52.0111978648667,11.319071230724,18.6516983603261,7.57493925932011,1.888955772919E-06,3.98485048717792,-5.65118240861234E-05,0,0,-1.55112249257456E-05,-7.19050439649038E-06,7.32896325825833E-06
2013-01-04 04:00:00,0.000592402793069708,4.68615320111008,8.05368701249251E-06,13.7976720569342,1.5461730819368E-05,-7.89227179727853,-52.8935267341875,11.3143595449501,18.6516984705359,8.28247703175765,1.89414463336818E-06,4.05291004002702,-5.61169284589616E-05,0,0,-1.53822986659975E-05,-7.04515955594331E-06,6.98443136791086E-06
