,CCGT,CHP,H2 turbine,Imports_Exports,OCGT,battery storage,distribution network,hydroelectricity,nuclear,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 00:00:00,7.04119331448288E-05,0.664937673213518,9.50337137386924E-06,-8.8376557565691,1.64182937172059E-05,0.0440530664321954,-51.4292200398525,1.39416416109025,6.98636223493379,11.8187298881728,46.49240913747,-7.12402327105516,0,0,-0.000109112375962894,-0.000120882730681291,7.94745879109163E-05
2013-01-01 01:00:00,7.05198530899783E-05,0.664938026151292,9.50631249123051E-06,-12.1324757894915,1.64306364489111E-05,0.0390040961513892,-48.1221652091447,1.39796231426442,6.98636239579008,12.1134549213234,46.1867035163267,-7.12402230646797,0,0,-0.00010888496568152,-0.000120703067546293,7.93222812995553E-05
2013-01-01 02:00:00,7.06145084846804E-05,0.664938255129262,9.50660618906278E-06,-12.083873080177,1.6432932222009E-05,0.033835707590555,-49.1365768490119,1.39988992452177,6.98636257060384,11.9409585810482,47.3282494537484,-7.12402107118217,0,0,-0.000108865507460378,-0.000120480620176432,0.0000789896978825998
2013-01-01 03:00:00,7.0679136989149E-05,0.664938719850186,9.50751097609193E-06,-11.4244742370504,1.64370575066474E-05,0.0383812034843871,-48.9298448585941,1.40615651494489,6.98636275057837,11.81634754006,46.5759188955155,-7.12402054134607,0,0,-0.000108802260806757,-0.000120529306149598,7.88041315880863E-05
2013-01-01 04:00:00,7.06762489864136E-05,0.664939232540766,9.50320950292675E-06,-16.8210465222842,1.64256965658287E-05,0.0489965464622508,-45.3361635404379,1.42423635569003,6.98636272638262,12.081094594846,48.0853696760616,-7.1240204084393,0,0,-0.000108817865573824,-0.00012019405132535,7.84387259689989E-05
2013-01-01 05:00:00,7.06047587724885E-05,0.664939542340524,9.50027729980794E-06,-16.8238885802891,1.64185353704687E-05,0.0711139218243388,-45.973496779357,1.59988965603383,6.9863625956534,12.2151876792245,48.3936833231831,-7.12402020538408,0,0,-0.00010890987489802,-0.000120342956113681,7.79306711184367E-05
2013-01-01 06:00:00,7.07137636058881E-05,0.664940299927164,9.51582798463233E-06,-16.8299643195017,1.64638661978989E-05,0.133016633835399,-48.5117315420575,1.80694644645335,6.98636235508749,12.3081126055793,50.5761049919918,-7.12401443992161,0,0,-0.000108227706623409,-0.000119465296774972,7.58080912028626E-05
2013-01-01 07:00:00,7.04361895456509E-05,0.664910484861518,9.51264664558943E-06,-16.8368352363971,1.64473832190016E-05,0.147435524145117,-52.8395257438545,1.81112894432171,6.98636188928194,12.3143524559156,54.8859648795699,-7.12401835911698,0,0,-0.000108647215590033,-0.000119262101106742,7.39358545570535E-05
2013-01-01 08:00:00,7.04523034704106E-05,0.664939074588416,9.51661620623877E-06,-16.8317427793657,1.6453157181155E-05,0.233377449129418,-54.1772324081911,1.83190014412958,6.98636153577956,12.2976516994275,56.1285451177054,-7.12399680918921,0,0,-0.000121279879639304,-0.000131604836274362,7.37716768360265E-05
2013-01-01 09:00:00,4.99643281472164E-05,0.000171788321484419,8.24925115094968E-06,-16.8372108436372,1.30219612121469E-05,-0.181693101863691,-52.5079732583371,0.963912368241556,5.31829807868814,12.2760169106824,56.7132261207202,-7.12410319140035,1.3901956239034,-0.000278989655404138,-0.000490979194955339,-0.000498160348041717,0.000211807376627374
2013-01-01 10:00:00,4.90644530543968E-05,0.000165345368975222,8.12232010828172E-06,-16.8465250179223,1.27173540776604E-05,-0.147482355610524,-49.0348745542581,0.965896654556204,3.10501226634505,12.1442424624796,53.6027039403643,-7.12410472256163,4.18635310818824,-0.0644639426590076,-0.306803034363823,-0.470542710782028,0.000207526953363156
