,CCGT,CHP,H2 turbine,Imports_Exports,OCGT,battery storage,coal,distribution network,hydroelectricity,offshore wind,oil,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 00:00:00,6.46893844738824E-05,2.80323763179262,4.33663315175962E-06,2.81125714634287,2.00662752220318E-05,-1.74319057536016,7.64210404969473E-05,-70.5603993410588,-5.39267718397454,28.724505854568,1.24729842424229E-05,43.3575311770997,-0.000189064258042913,0,0,-0.00012270677024583,-0.000110346210048846,8.29778184825837E-05
2013-01-01 01:00:00,8.23403996139265E-05,2.8032632963493,4.75272245592856E-06,4.14244001260357,2.34334098794183E-05,-1.48062251152381,9.70987406734382E-05,-69.3682825492289,-5.39036917085164,26.138874962905,1.35270547059436E-05,43.154791542932,-0.000170887233276469,0,0,-6.81380780082381E-05,-5.93136814176773E-05,4.555029533336E-05
2013-01-01 02:00:00,8.24297562163088E-05,2.80326340727348,4.75486727220939E-06,5.18431506332359,2.3449071772353E-05,-0.254599509881508,9.71536174364799E-05,-68.3550216229113,-5.38727396988888,23.6586050761162,1.35292051424219E-05,42.3508048611604,-0.000169361435112453,0,0,-6.78157375285129E-05,-5.90733085335415E-05,4.55314370253578E-05
2013-01-01 03:00:00,8.27603450705657E-05,2.80326357101298,4.75562552392568E-06,3.68979910888903,2.34576486172564E-05,-0.153287024417263,9.75329010145758E-05,-67.8131242476304,-5.3846641624481,24.4405738948976,1.35424734052595E-05,42.4175295657244,-0.000167924358302559,0,0,-6.72599461365066E-05,-5.86777536700254E-05,4.47331008140632E-05
2013-01-01 04:00:00,8.80083251985128E-05,2.80326805912156,4.85813130435094E-06,6.47143121017182,2.43381252618639E-05,-0.000196044436609124,0.000103461216568251,-67.7569914759941,-5.38093570716737,23.4500883591838,1.37846009056709E-05,40.4133924838657,-0.000158774150103553,0,0,-6.00881906551997E-05,-5.27829728403759E-05,3.91260042208203E-05
2013-01-01 05:00:00,0.000102191773145766,2.80327998063661,5.09122517831371E-06,6.87306363539415,2.65704064994179E-05,0.000359297323754816,0.000120002003597466,-68.4688652612323,-1.6780043346621,21.894715083038,1.43703219570711E-05,38.5754235824325,-0.000129067429370658,0,0,-4.85760557833066E-05,-4.30895374799576E-05,3.07856351686538E-05
2013-01-01 06:00:00,0.000106541905524737,2.8032844776079,5.15234164645894E-06,6.77419736645766,2.7158146038658E-05,1.10237828705718,0.000124736201715331,-68.9023851111422,2.1693532996963,20.4019047625702,1.45145787426984E-05,35.6512182779832,-0.000123085920758132,0,0,-4.53065096686011E-05,-4.09716736134698E-05,2.8508773977447E-05
2013-01-01 07:00:00,0.000106934929594298,2.80328459427109,5.15386377199158E-06,6.74031514658963,2.7169171172214E-05,1.44645312996146,0.000124950424293545,-67.5482841695628,2.17905849206927,20.6498619638353,1.45094643945916E-05,33.7292588770141,-0.000121428994258098,0,0,-4.42286683769597E-05,-4.0803816034483E-05,2.81953419931909E-05
2013-01-01 08:00:00,0.000107490710455273,2.80328445147589,5.15199669400145E-06,6.69158156674219,2.71691380279347E-05,0.268783852470616,0.000125424735038833,-70.549699411665,2.18986597467581,21.6800821974695,1.45473608006991E-05,31.7096549267087,-0.000120774247016704,5.20645026891952,-5.96259361722985E-05,-4.31252366529728E-05,-4.04820284431295E-05,2.86983336535193E-05
2013-01-01 09:00:00,0.000103749403598336,2.80327984299666,5.09125849827485E-06,6.69497085930252,2.65885244042592E-05,-1.11391755674305,0.000120983358655659,-69.1277575491565,-1.39853927751556,22.1044546611916,1.44180757718211E-05,30.7278940369668,-0.000128154451035509,9.3096407336452,-6.25735842741667E-05,-4.41546690176437E-05,-4.18975650620581E-05,3.00825509188835E-05
2013-01-01 10:00:00,0.000104243508459163,2.80327989664382,5.09158608752105E-06,6.51068353141091,2.65936181668849E-05,-0.91373646233323,0.000121271939281078,-69.1262362580399,0.145720574371719,23.7565086678516,1.44218202329511E-05,26.0927086733303,-0.000129174871009628,10.7310944719705,-6.12472191284855E-05,-4.24317597574083E-05,-4.1580244068669E-05,2.95196859200683E-05
2013-01-01 11:00:00,0.000104742859533216,2.80327995085037,5.09197737309647E-06,6.6943445238798,2.65992952262679E-05,-0.907354269907492,0.000121543186900127,-69.4334120826555,0.689747373099552,23.8096583672293,1.44444670032498E-05,25.3724312941602,-0.000128191512210849,10.9713289058657,-6.45497711835593E-05,-4.14687078543064E-05,-4.12808364944723E-05,2.88240917871826E-05
2013-01-01 12:00:00,0.000109387993706754,2.80328443453543,5.15073087196869E-06,6.82405654020093,2.71770430283805E-05,0.000282106382259048,0.000126440017897502,-69.3542906002001,2.26700887537509,25.2301929963675,1.4575529004516E-05,23.3884513723778,-0.000119052475293001,8.84100831154722,-5.85534196807846E-05,-3.85783808642659E-05,-3.91637322641074E-05,2.66041435719873E-05
2013-01-01 13:00:00,0.000110081553636293,2.80328460875012,5.153369092209E-06,6.73936612537311,2.71914689003182E-05,-0.000602332023923361,0.000126750923737331,-68.2226000046587,2.29485294057708,27.2485125775481,1.45781823249817E-05,23.3265085307764,-0.000114304384185856,5.81066431946173,-5.7872537469725E-05,-3.7665230938606E-05,-3.83923323646442E-05,2.55749214985588E-05
2013-01-01 14:00:00,0.000114157290462369,2.80328862550653,5.20892361512369E-06,6.90870833584495,2.7743050291371E-05,-0.000313911764406808,0.000130900072241839,-64.8824401333422,2.60150442780514,27.5351879412111,1.46752897740953E-05,22.6892287003106,-0.000104756119460162,2.34479747213382,-5.41693416774112E-05,-3.58354097272611E-05,-3.67825750175186E-05,2.38752345466556E-05
2013-01-01 15:00:00,0.000156035754355317,2.80333070028102,5.64807982246176E-06,10.0414645370507,3.25601493519971E-05,0.000888667354932766,0.000177824642693866,-63.7700435831119,2.61353499762898,27.4335376680028,1.56870231784125E-05,20.8770606709545,-8.38370807141768E-05,0,0,-2.83212770072709E-05,-2.926231134375E-05,1.85346480935087E-05
2013-01-01 16:00:00,0.000162721317677375,2.80333554988506,5.70009759916158E-06,8.56548399487129,3.31791840839602E-05,1.22737502947729,0.000184876963255172,-66.133580256205,5.95071025852938,27.5470374229456,1.5805822126016E-05,20.0393946998482,-8.30861747693747E-05,0,0,-2.75077764419384E-05,-2.85233484274414E-05,1.79459012255454E-05
2013-01-01 17:00:00,0.000162943878875549,2.80333582749846,5.69962270681714E-06,8.65471977807092,3.3184075915976E-05,1.14643556686536,0.000184967257832827,-66.5193950558011,6.24754397907054,27.7283543604431,1.58062373704793E-05,19.9387614486193,-8.29110159737133E-05,0,0,-2.73806436054091E-05,-2.84219068307578E-05,1.7974576893398E-05
