,CCGT,CHP,H2 turbine,Imports_Exports,OCGT,battery storage,distribution network,hydroelectricity,load shedding,nuclear,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 10:00:00,9.50581956900133E-06,0.143313151670096,2.21363481738639E-06,6.62228106817013,2.25379356157128E-06,0.0387746549625178,-18.1157080661749,0.0589434539998224,1.89956767309249E-07,1.67049775514996,5.2993941126304,3.13597566982706,-0.225149939223673,1.37176135084459,-2.74258950083635E-05,-2.6179561211805E-05,-2.05859718967929E-05,1.21702453430782E-05
2013-01-01 11:00:00,9.41152233425098E-06,0.143312653968853,2.19851308354778E-06,6.77528613773587,2.23835150191658E-06,-1.27435179704631,-18.1157118721601,0.0212716650905912,1.89847592128229E-07,1.67049649226114,5.30435334465716,3.94676831457185,-0.225150953832671,1.75381179574239,-2.75060118205204E-05,-2.69307897371362E-05,-2.0986124469573E-05,1.21573954027829E-05
2013-01-01 12:00:00,9.41620585872152E-06,0.143312652763494,2.19823021827297E-06,6.88900836253323,2.23843205029287E-06,-1.65596595719661,-18.1157117846087,0.0100393349321714,1.89847706277669E-07,1.67049650464792,5.3090344154518,4.00325549247176,-0.225150941628316,1.97177321915532,-3.33083592537444E-05,-2.68551354218118E-05,-2.07814380574121E-05,1.21406018934238E-05
2013-01-01 13:00:00,9.42322578436922E-06,0.143312658785081,2.19813068233742E-06,6.82877015610196,2.23873949575636E-06,-1.22154533342965,-18.1157116609675,-0.0214940923089238,1.89849143684243E-07,1.67049652223411,5.3011728960954,3.34673120417943,-0.225150934658702,2.29351433816467,-3.7729805280647E-05,-2.70117949372235E-05,-2.06241763359003E-05,1.21067721099866E-05
2013-01-01 14:00:00,9.42736794627779E-06,0.143312674086831,2.19770835709048E-06,6.99021723174912,2.23874659589535E-06,-0.0590570827736733,-18.1157118128485,0.0390905343026448,1.89846015983692E-07,1.67049652874626,5.29930122869177,2.46679037903692,-0.225150957051021,1.7908041839946,-3.3912564889238E-05,-2.74575770831404E-05,-2.10280861441845E-05,1.20603003225752E-05
2013-01-01 15:00:00,9.43280175250561E-06,0.143312872704462,2.20052353702407E-06,8.89993735751116,2.24224248904713E-06,-0.0016363620251938,-18.1157116373462,0.058439346898551,1.89851890367644E-07,1.67049687805064,5.22096868080325,2.07566170782327,-0.22515074225195,0.273779435576801,-3.80658442003146E-05,-2.75881940528393E-05,-2.16687212424631E-05,1.20083375718709E-05
2013-01-01 16:00:00,9.54172249853315E-06,0.146025913551469,2.21706575777248E-06,9.31986392588773,2.26032068246299E-06,0.000567200179552475,-18.1157257187769,0.0589544741454387,1.89973088733142E-07,1.67049832848246,5.30572865971052,1.83929551051977,-0.225149565751148,0,0,-2.67743276884929E-05,-2.07488531338811E-05,8.98854266226751E-06
2013-01-01 17:00:00,9.54930142089076E-06,0.165408324296081,2.21753971988037E-06,9.43011918071895,2.26072794188169E-06,-5.96421190657359E-05,-18.1157270631138,0.0589381751419825,1.89972996324751E-07,1.67049836933251,5.30944965726103,1.70658198689655,-0.225149605546707,0,0,-2.69783565049408E-05,-2.07249919842809E-05,8.39885679435453E-06
2013-01-01 18:00:00,9.55770461214472E-06,0.143313824031484,2.21899163547514E-06,9.28708446066823,2.26119294614417E-06,-0.000780452395309753,-18.1157083399251,0.0589147695904067,1.89973920253242E-07,1.67049841143944,5.30887326998643,1.87301025418317,-0.225149655821038,0,0,-2.6729330906754E-05,-2.06705667499705E-05,1.16129236358507E-05
2013-01-01 19:00:00,9.70749113167376E-06,0.143314187224954,2.24120661393583E-06,9.23380681011712,2.28345378670275E-06,0.000188990604917444,-18.1156990588045,0.0589984021171631,1.90127744617424E-07,1.67049992012734,5.3124728374769,1.92161807796867,-0.225147969186197,0,0,-2.5298325047217E-05,-1.95733591726253E-05,1.16793923571717E-05
2013-01-01 20:00:00,9.79780642741814E-06,0.143314575095181,2.25473800950485E-06,9.14389124736909,2.29684322043051E-06,0.000778143991068463,-18.1156918414797,0.0590137192509109,1.90218911766497E-07,1.6705007092282,5.31263871911502,2.01075135414363,-0.225146875332725,0,0,-2.44872173119433E-05,-1.89862298881565E-05,1.17944040334525E-05
2013-01-01 21:00:00,9.85119792301983E-06,0.143314832669257,2.2630640405527E-06,8.75980054930029,2.30487146530917E-06,0.162578181076784,-18.1156873069235,0.059017869560749,1.90273557983899E-07,1.67050114358328,5.31278410780733,2.23288519198121,-0.225146241976682,0,0,-2.39274291055906E-05,-1.86699035252786E-05,1.18569651770631E-05
2013-01-01 22:00:00,9.85228284829003E-06,0.143314830027815,2.26357014427311E-06,7.25922481489978,2.30492286238166E-06,0.0983223537105624,-16.9447990786703,0.0590111183846201,1.90273834807478E-07,1.67050110479581,5.31280963828449,2.62680729031543,-0.225146349533272,0,0,-2.3728454408257E-05,-1.86710653448756E-05,1.4317216469032E-05
2013-01-01 23:00:00,9.74008478253078E-06,0.143314237810662,2.24678467390074E-06,7.00492453620767,2.28689321275912E-06,-0.272347962803948,-16.1880380623877,0.0589438221898625,1.90149435136547E-07,1.67050011516507,5.31249575715276,2.49540372239464,-0.225148043125689,0,0,-2.47353861180457E-05,-1.94024476742811E-05,1.49435792925424E-05
2013-01-02 00:00:00,9.86384256785859E-06,0.143314893714445,2.26550863964027E-06,7.41491184041809,2.3059956911791E-06,0.000297750631598467,-16.5329155160858,0.0589916810384148,1.90281229192716E-07,1.67050118982014,5.30703699758623,2.1630534793509,-0.225146469751936,0,0,-2.40237198391568E-05,-1.86362848385784E-05,1.44729696688632E-05
2013-01-02 01:00:00,9.87228284454693E-06,0.143314932649646,2.26648700193359E-06,7.14689333517198,2.30662532399718E-06,-0.000140096846498404,-16.2435432976198,0.0589717383055771,1.90286435990751E-07,1.67050122409362,5.31263316896113,2.13656126443572,-0.225146515730438,0,0,-2.40255208191158E-05,-1.85922833761083E-05,1.45099790168094E-05
2013-01-02 02:00:00,9.88270971699337E-06,0.143314993450233,2.26770797676189E-06,7.16274323588793,2.30754114199471E-06,-0.000817780978399616,-16.2372857424427,0.0589177695549265,1.90294109107076E-07,1.67050127031567,5.31256598556386,2.11525251789248,-0.22514655129189,0,0,-2.40142271492374E-05,-1.85451880663834E-05,1.44820886402875E-05
2013-01-02 03:00:00,1.00900208157826E-05,0.143316070464643,2.29549946936906E-06,8.51135522099101,2.33579759817081E-06,-0.000174244189958033,-17.3561869217189,0.0589705614794427,1.90487187938952E-07,1.67050266939556,5.30524365131092,1.89215879436809,-0.225143392478587,0,0,-2.27954430577881E-05,-1.73781272680458E-05,1.34752552005144E-05
2013-01-02 04:00:00,1.11410805632511E-05,0.143342240252147,2.44363795649933E-06,7.42212480781094,2.48990207468998E-06,-2.14458006028206E-05,-16.1078278735505,0.0711538864963673,1.91460413127336E-07,1.67050731804546,5.29754456104426,1.72821597380783,-0.225009698995234,0,0,-1.81431115592261E-05,-1.36568705236471E-05,1.05076185848573E-05
2013-01-02 05:00:00,1.29572656223339E-05,0.165435449987801,2.67779979464484E-06,5.76816361525415,2.73178016938312E-06,1.58519352348505,-16.1583114826664,0.0717513475745586,1.92776602415651E-07,1.67051067500635,5.29446077970147,1.6557363512935,-0.0529226016893656,0,0,-1.42063567041646E-05,-1.06122877716928E-05,8.07557828614876E-06
2013-01-02 06:00:00,1.2974817388092E-05,0.165435473686414,2.67906393403322E-06,8.97048879524849,2.73312027065668E-06,0.0918637321021475,-16.9982480841642,0.0717317201086942,1.92790516623101E-07,1.6705107334053,4.60992959594484,1.47124850632496,-0.0529426026074856,0,0,-1.44130003474032E-05,-1.05609059486369E-05,8.01471700114744E-06
2013-01-02 07:00:00,1.29178543177314E-05,0.165435391556433,2.67843739256925E-06,6.76881509705807,2.73262011573573E-06,4.49428202956095,-17.7461787277711,0.071720970032276,1.92795067591923E-07,1.67051077858481,3.42186471533666,1.20678528571356,-0.0532164123124069,0,0,-1.50011840453352E-05,-1.08747090097694E-05,7.91017946954143E-06
2013-01-02 08:00:00,1.53922841200071E-05,0.165450928435416,3.13340838814799E-06,7.74058693036661,3.02352356136101E-06,4.56310366490229,-17.6874095064257,0.072958753521387,1.94119276894221E-07,1.67051282823388,2.29416125345552,0.961017880944979,-0.0523057683939904,0.271951013741611,-1.75158124502026E-05,-1.28569711231528E-05,-9.25406777743376E-06,6.45224664952338E-06
2013-01-02 09:00:00,1.34522436865954E-05,0.165437596533076,2.75964091592366E-06,6.23573002937195,2.78779107196191E-06,4.56295340309076,-17.2472542431458,0.0717244450268919,1.93088022572921E-07,1.67051114179815,1.47966266143191,0.68941014359629,-0.0530141242329358,2.42487155386511,-1.3393982759851E-05,-1.59725074557038E-05,-1.11153582541661E-05,7.46585332629127E-06
2013-01-02 10:00:00,1.30343051484026E-05,0.165435550021074,2.67947021450985E-06,7.04915951239189,2.73525459705239E-06,2.40280028422892,-16.8779157840955,0.0717082310117551,1.92833083814258E-07,1.67051068886291,1.7682918350422,0.736402229084763,-0.053200805696209,3.0668431329634,-1.41492420176519E-05,-1.63424646138814E-05,-1.13450624886156E-05,7.79587992123401E-06
2013-01-02 11:00:00,1.30355871525217E-05,0.165435587049703,2.67897924625437E-06,7.51950825657938,2.73532626052603E-06,1.92171977189532,-16.6349223347748,0.0717075744612309,1.92833808088314E-07,1.6705106901989,1.56695954769301,0.702408874483939,-0.0529375520698523,3.06965242037769,-2.18189367013366E-05,-1.65460201308676E-05,-1.1449619038828E-05,7.81320492120952E-06
2013-01-02 12:00:00,1.30454816125068E-05,0.165435626375511,2.67743208139833E-06,8.72687449953939,2.73457840527587E-06,0.441388864768759,-16.4631062683207,0.0717073950011594,1.92831121592369E-07,1.67051068239625,2.08737118964684,0.807372295011485,-0.0528478155970643,2.54533556786821,-2.2017386529953E-05,-1.59402350887667E-05,-1.10865673415361E-05,7.8223267396691E-06
2013-01-02 13:00:00,1.29632156013156E-05,0.165435220342279,2.66045094979441E-06,9.63139466239617,2.72356990624458E-06,0.000407636580410272,-16.6435584845009,0.0717010082388674,1.92773655795998E-07,1.67051071535828,2.49188971282367,1.15273218101278,-0.0528243567561703,1.51234601398055,-1.50912850070881E-05,-1.49539182931626E-05,-1.10807325119851E-05,7.9079991813768E-06
2013-01-02 14:00:00,1.26923381839768E-05,0.165433959305221,2.61016890165787E-06,10.3910108321355,2.69044850290954E-06,-0.00459005412676788,-18.1155090704152,0.0716636620236304,1.92598637884385E-07,1.67051041060861,3.84869808995463,1.27051296934032,-0.0531574098918827,0.755464768585575,-1.79881595038935E-05,-1.51721415908028E-05,-1.09966113598716E-05,7.96064157580523E-06
2013-01-02 15:00:00,1.26414237849574E-05,0.165433869767625,2.60842818036041E-06,10.7788790784599,2.68940349555064E-06,-0.463410904141834,-18.1155184745531,0.0716584796856269,1.92575131441391E-07,1.67051029439592,4.82430776628372,1.12133115165126,-0.0531706047373314,0,0,-1.56216475874018E-05,-1.10452553059019E-05,8.05251075605479E-06
2013-01-02 16:00:00,1.29848051335185E-05,0.165435570438532,2.67604067297331E-06,7.63624186158432,2.73425224844655E-06,2.58809975001409,-18.1157113959141,0.0717032515119282,1.92799492302631E-07,1.67051077449798,4.84847629452326,1.18799807225541,-0.0527343575547214,0,0,-1.49137529762982E-05,-1.04935733311891E-05,6.50974904168004E-06
2013-01-02 17:00:00,1.29778513077514E-05,0.165435580729508,2.67590694550512E-06,7.31824678888135,2.73404417084718E-06,2.47997445241634,-18.1157114230186,0.0717024188023822,1.92794379292654E-07,1.67051072685416,5.13798783647123,1.32481890174367,-0.0529454968002724,0,0,-1.46661288980994E-05,-1.06101384476176E-05,6.42045950203515E-06
2013-01-02 18:00:00,1.29784054443825E-05,0.165435593406642,2.67566486759452E-06,8.89978063198522,2.73364049142174E-06,0.239353744119602,-18.0380560197383,0.071702000343199,1.92789375676259E-07,1.6705107219831,5.31057725846283,1.73356319777116,-0.0528491483388161,0,0,-1.41402646490221E-05,-1.05888042028823E-05,7.66454429969113E-06
2013-01-02 19:00:00,1.29150793763678E-05,0.16543525465893,2.65915593773541E-06,8.01314647581199,2.72257196106522E-06,0.00039572214362889,-17.4165928199851,0.0716962943200066,1.92731304917557E-07,1.67051062606712,5.31285420184918,2.2355321876663,-0.0529601366558635,0,0,-1.385847528325E-05,-1.0641530435322E-05,7.77825958186158E-06
2013-01-02 20:00:00,1.28621009350761E-05,0.165435080075183,2.64504777213654E-06,7.37759472420418,2.71277493213718E-06,1.24049994648922E-05,-17.2561257043395,0.0716899786558543,1.92681138460761E-07,1.6705105201366,5.31299603860397,2.71072847289455,-0.0528238224825411,0,0,-1.37031884969474E-05,-1.06720631860924E-05,7.89486715693056E-06
2013-01-02 21:00:00,1.27041062483333E-05,0.16543343895847,2.60745894868495E-06,6.92077244578972,2.68873835898767E-06,-0.273499324237189,-16.7867816169514,0.0716556143863543,1.92558252441511E-07,1.67051030492671,5.31297194625235,2.9721012849859,-0.0531458720727849,0,0,-1.37978514968751E-05,-1.0817516172807E-05,8.07633874542459E-06
2013-01-02 22:00:00,1.27169673363289E-05,0.143404618127406,2.60613648798772E-06,7.11387378930821,2.68736683458261E-06,-2.66641710218596,-15.2532911744517,0.0716680235726571,1.92547355114354E-07,1.67051030193154,5.3129778417094,3.66026729843689,-0.0529753295670561,0,0,-1.35219532168236E-05,-1.07301107647686E-05,8.07721776653048E-06
2013-01-02 23:00:00,1.27233839018841E-05,0.143338098614482,2.60626799810568E-06,7.24425841783762,2.68757668096389E-06,-3.44740066339709,-14.4230432744383,0.0716722567074951,1.92547805864897E-07,1.67051031225826,5.31259665751046,3.48101923273143,-0.0529328109221414,0,0,-1.35367945797924E-05,-1.07099095734782E-05,8.12436135244325E-06
2013-01-03 00:00:00,1.26891917284095E-05,0.143335609736544,2.59748978615952E-06,7.06898808341752,2.68193352737331E-06,-4.56144207684546,-13.0079070270493,0.0716655125564628,1.92518725599179E-07,1.67051026667589,5.30527704190275,3.36267538948245,-0.0530844710901953,0,0,-1.35936760726594E-05,-1.0734763478979E-05,8.2051990687842E-06
2013-01-03 01:00:00,1.27222140734785E-05,0.143335978410339,2.60172195259482E-06,6.85946946760949,2.6848976379961E-06,-4.5233046882006,-12.771549528115,0.0716723398680388,1.9253683813438E-07,1.67051030474747,5.30660932897199,3.29623601448992,-0.0529610745221322,0,0,-1.35550322714835E-05,-1.07006297882322E-05,8.2152038300662E-06
2013-01-03 02:00:00,1.27183267478402E-05,0.143335990317496,2.60025081601656E-06,6.90537717668182,2.68412485949188E-06,-4.55549382265672,-12.8339955332514,0.0716621242076293,1.92533340163851E-07,1.67051029748991,5.30852260993577,3.34313142503898,-0.053032118463962,0,0,-1.35499543212774E-05,-1.07041349666588E-05,8.22968152200381E-06
2013-01-03 03:00:00,1.27375891495402E-05,0.143337395640228,2.60419727578204E-06,7.08086661545386,2.68696016542599E-06,-4.11539122583077,-13.5407903765217,0.0716539531535649,1.92548310286698E-07,1.67051032179466,5.31076083276439,3.43203243617796,-0.0529618755865884,0,0,-1.35153299895308E-05,-1.0691639455132E-05,8.2091050353747E-06
2013-01-03 04:00:00,1.27338218010976E-05,0.165433558858875,2.60375866082783E-06,7.05778746208999,2.68705757995831E-06,-1.81715103882557,-15.7559929819999,0.0716233621769964,1.92549866287203E-07,1.67051031852609,5.31125600987259,3.34968056267928,-0.0531296621440163,0,0,-1.35647667561187E-05,-1.07096233796824E-05,8.19407490919228E-06
2013-01-03 05:00:00,1.29665049511321E-05,0.165435045955788,2.64853885677556E-06,5.84453018331062,2.71651017449625E-06,-0.000104582256581051,-16.2586708748725,0.0716888352942081,1.92699889335047E-07,1.67051060921292,5.31174453518621,3.24768157348457,-0.0527987699629871,0,0,-1.32678379867457E-05,-1.04488701454954E-05,7.93888230934176E-06
2013-01-03 06:00:00,1.29527828426138E-05,0.165435063503809,2.64963557899409E-06,5.88900449581462,2.71626482765634E-06,-0.000204951198512922,-16.1496126055927,0.0716765185300352,1.92697228139179E-07,1.67051059845257,5.30802596086615,3.098302328534,-0.0531205946935618,0,0,-1.3370064108102E-05,-1.04905517188172E-05,7.92245742933166E-06
2013-01-03 07:00:00,1.3370541251349E-05,0.165441022144823,2.7270733298746E-06,5.69387581633699,2.7673472289092E-06,1.22331614531,-16.8884198412122,0.0717115440929243,1.92953159572139E-07,1.67051106284746,5.30545163608285,2.81083974836992,-0.0527121362169816,0,0,-1.29043604300989E-05,-1.00514230084627E-05,7.46836397357159E-06
2013-01-03 08:00:00,1.33969376173952E-05,0.165437824195732,2.72624619442008E-06,6.87526688321092,2.76801970288807E-06,0.114667150148604,-17.0495867532992,0.0717104309557091,1.92965454368969E-07,1.67051105271737,5.30803565210636,2.68345429727615,-0.0526876113586728,0.213228425557596,-2.23279290050051E-05,-1.29023097343577E-05,-1.0015565723478E-05,7.38535110773579E-06
2013-01-03 09:00:00,1.30430237518444E-05,0.159274098084124,2.65331009701065E-06,7.00998378830458,2.72191288729718E-06,-0.655075359291721,-16.7445670332412,0.0716654363721431,1.92748940810025E-07,1.67051063523028,5.30862278645185,2.73046537561676,-0.0532085173787636,0.50236448438602,-1.84639962451811E-05,-1.33345254781432E-05,-1.03757688489168E-05,7.65772351708777E-06
2013-01-03 10:00:00,1.30577548196244E-05,0.148904715580323,2.65325100070641E-06,6.89157673890823,2.72296984418284E-06,-0.0249192855538826,-16.536239096715,0.0716565423881809,1.92756943304978E-07,1.67051066474619,5.09597278384841,2.14151671946364,-0.0529506512297067,0.594006370098314,-1.80371243211823E-05,-1.35731908718739E-05,-1.03905851245543E-05,7.66230230941878E-06
2013-01-03 11:00:00,1.30654460536938E-05,0.143426954348182,2.65194216415565E-06,6.99200408309923,2.72290275767263E-06,-0.713921914643354,-16.3767497687371,0.0716410565909884,1.92760154153596E-07,1.67051065996314,5.2821934384625,2.22974700466696,-0.0531795258431809,0.754362762410938,-1.73207808298272E-05,-1.35139574743448E-05,-1.03298814519235E-05,7.67222254653897E-06
2013-01-03 12:00:00,1.34006457057146E-05,0.143349850213254,2.71661978211871E-06,5.7804899701843,2.76359008637924E-06,-0.000125314876662629,-16.3137489407582,0.0716990675629031,1.92958491739464E-07,1.67051101904813,5.31043142224459,2.72474289701359,-0.0529750033399697,0.665657937711485,-1.71915311017017E-05,-1.28664358487356E-05,-9.9648985900842E-06,7.42437771014176E-06
2013-01-03 13:00:00,1.3992398463998E-05,0.143371456381912,2.82387997844022E-06,5.27944610387174,2.83407195445396E-06,0.902002302196778,-16.3572206468396,0.0717235773018412,1.93291420744002E-07,1.67051158375811,5.30756497957398,2.45537183305277,-0.0524467341187389,0.5797055831588,-1.66147577520093E-05,-1.23112418548956E-05,-9.48029691090824E-06,7.04245949520525E-06
2013-01-03 14:00:00,1.35564969758405E-05,0.143364054718904,2.7449701636917E-06,7.84589115878401,2.78738101047537E-06,-0.939699194029877,-16.5455077802781,0.0717004143660181,1.93072735085739E-07,1.67051122257513,5.30706306683914,2.0092655481565,-0.0534898716928367,0.490934670327479,-1.77364962816426E-05,-1.30866874619713E-05,-9.87358326486287E-06,7.35456802804509E-06
2013-01-03 15:00:00,1.47669939890874E-05,0.147301253806738,2.97988645465271E-06,4.75206146966405,2.93330552474128E-06,3.04215739617071,-16.9233460372408,0.0717356087090957,1.93727039607501E-07,1.67051227242605,5.30063399702588,1.99161720189577,-0.0526621802739487,0,0,-1.19297029378984E-05,-8.96709804322882E-06,6.6858508676031E-06
2013-01-03 16:00:00,1.47828776278479E-05,0.154814927841569,2.98120327906308E-06,5.7470832141519,2.93474755902961E-06,2.32186972294602,-17.4276017171376,0.0717345476100123,1.93732857491121E-07,1.67051227945666,5.27386432657655,2.24066520293867,-0.0529316495457383,0,0,-1.17984370292703E-05,-8.95497579244875E-06,6.65196793495972E-06
2013-01-03 17:00:00,1.47927213349358E-05,0.162002076450554,2.98104812140709E-06,5.50287592744419,2.93533944964065E-06,2.72707040113464,-17.4753442987526,0.0717335485522175,1.93734572001549E-07,1.67051228367509,5.17338712926803,2.22070826842713,-0.0529344092919413,0,0,-1.18061785636314E-05,-8.95068218127904E-06,6.57319272494247E-06
2013-01-03 18:00:00,1.48194177417083E-05,0.164481373229682,2.98058289880077E-06,5.79327405593759,2.9358009756823E-06,2.25352732388218,-17.0143628767266,0.0717330964009223,1.93735995687518E-07,1.67051229261368,5.04801634501923,2.06576430313331,-0.0529349089846515,0,0,-1.18560744475786E-05,-8.93000333491045E-06,6.46380430727676E-06
2013-01-03 19:00:00,1.4831921797093E-05,0.157541414103801,2.97974799547485E-06,5.75667772745657,2.9360080808873E-06,1.84485082177781,-16.3152761706911,0.0717322456986157,1.93736319144739E-07,1.67051229669653,4.91730744387736,1.94960429430333,-0.0529390034030329,0,0,-1.19126998020249E-05,-8.92724715041027E-06,6.43287205137566E-06
2013-01-03 20:00:00,1.48248447352907E-05,0.143524133764719,2.97788101040376E-06,5.69616550702276,2.93515391956928E-06,0.921177910392677,-15.3824545621598,0.0717309907021923,1.93731266664759E-07,1.67051229440507,5.05492032416858,1.87711341476018,-0.0526789015247793,0,0,-1.19687980157366E-05,-8.91405733693773E-06,6.47529998943728E-06
2013-01-03 21:00:00,1.43186127000283E-05,0.143393958440487,2.88042068567056E-06,6.83251635206475,2.87602171930035E-06,-0.978530656955037,-14.7964830587384,0.07171752560123,1.93469162069597E-07,1.67051194829401,5.25961778923899,1.85047288593168,-0.0532039108683772,0,0,-1.24369804674345E-05,-9.21535116100358E-06,6.77027886795056E-06
2013-01-03 22:00:00,1.43217653495824E-05,0.143393863146868,2.8797250270569E-06,6.82480635913065,2.87603585190324E-06,-1.42615813186747,-14.0449615089281,0.0717152246623986,1.93468741051009E-07,1.67051194998099,5.19604760760997,1.61759783772218,-0.0529402081449015,0,0,-1.26429283002949E-05,-9.21189027567948E-06,6.80728799478927E-06
2013-01-03 23:00:00,1.43264589931389E-05,0.143394300749569,2.87876782939733E-06,6.87686930054446,2.87593704410006E-06,-1.97655312982989,-13.2793859896828,0.0717125633834748,1.93468363419842E-07,1.67051195216215,4.96816777286682,1.5782392429375,-0.0529430230453051,0,0,-1.26782000709227E-05,-9.23520465121896E-06,6.86030630157953E-06
2013-01-04 00:00:00,1.43319863023907E-05,0.143394896124948,2.87795276408531E-06,6.26935559239336,2.87605006564698E-06,-1.9022603277994,-12.9308002617348,0.0717093304816229,1.93468902656842E-07,1.67051195678136,5.11019625828952,1.620845472271,-0.0529400841269371,0,0,-1.26249630196682E-05,-9.20711516943129E-06,6.92423586939244E-06
2013-01-04 01:00:00,1.43394875636948E-05,0.143395491690939,2.87696888097141E-06,6.79256080904032,2.87631818527736E-06,-2.5801941636991,-12.7008349479654,0.0717051313710407,1.93470308809869E-07,1.67051196796692,5.16399361467611,1.49181457896495,-0.0529395814953195,0,0,-1.27669131530652E-05,-9.18203810516616E-06,6.96024603161535E-06
2013-01-04 02:00:00,1.4349454606735E-05,0.143396217349558,2.87568252077471E-06,6.82190661488567,2.87678157882707E-06,-2.46064743154668,-12.7773254874934,0.0716992311725932,1.93473191363909E-07,1.67051198103477,5.13567688296542,1.44773362426343,-0.0529387100385683,0,0,-1.28172859400877E-05,-9.17211973518306E-06,6.9629089648241E-06
2013-01-04 03:00:00,1.43638882866102E-05,0.143401168836104,2.87424716499113E-06,6.86720096461329,2.87781918254391E-06,-1.51937634300579,-13.4668441054218,0.0716898664480657,1.93479294223582E-07,1.67051200723596,4.97233349719597,1.31403588630063,-0.0529398029442903,0,0,-1.30154894628234E-05,-9.18101759484103E-06,6.93351296628757E-06
2013-01-04 04:00:00,1.43909727993225E-05,0.165442216008207,2.87295879094933E-06,6.90681904721643,2.88007507150094E-06,-0.750370095912564,-14.5805264235243,0.0716729101975194,1.9349163121311E-07,1.67051202791217,5.16699477893947,1.4023946341904,-0.0529267349623907,0,0,-1.28586666924662E-05,-9.12490838663871E-06,6.86107744893408E-06
