,CCGT,CHP,DAC,H2 turbine,Imports_Exports,OCGT,battery storage,coal,distribution network,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 12:00:00,2.14773057656218E-05,1.48937556796269,-1.0901814581263,4.79833686545948E-06,-13.0698930000308,3.57061926856274E-06,-4.46864466564426,8.14958005755792E-07,-18.7427032135408,30.1091601091868,3.10639186147919,-0.000471127323309999,2.66717237652949,-0.000104550922234756,-5.14387833090382E-05,-4.95728708334724E-05,3.39812382278539E-05
2013-01-01 13:00:00,2.15683297799425E-05,1.48937656864809,-1.09018144661905,4.81260684175916E-06,-12.8321086438828,3.57905210545719E-06,-4.81727241236059,8.1656038535162E-07,-19.1900492302649,30.1497381067284,3.63604571407302,-0.000466216542615258,2.65512576608354,-0.000108422399227696,-5.06691117747664E-05,-4.87947652521399E-05,3.3415513881147E-05
2013-01-01 14:00:00,2.14385069909846E-05,1.48937542413792,-1.090181466438,4.79652707113036E-06,-13.7896741797743,3.57061376042665E-06,-1.25322829863309,8.13881313464397E-07,-20.6924770041156,30.1637451023568,3.5964515126185,-0.000472777044642812,1.57666500702408,-0.000100358238191336,-5.19050694823022E-05,-5.00484708089175E-05,3.40761066267049E-05
2013-01-01 15:00:00,2.37649776894542E-05,1.4893976831894,-1.09018104511335,5.27706463016787E-06,-13.4264049363463,3.82998391334003E-06,0.00144298481934932,8.50873812114981E-07,-20.8075202341727,30.1707124166918,3.66273768347084,-0.00012657079833851,0,0,-3.59443621921969E-05,-3.45968007234916E-05,2.32394474349412E-05
2013-01-01 16:00:00,2.39000428846495E-05,1.48939871942916,-1.09018101894595,5.306549284084E-06,-13.2754329087726,3.84614886961836E-06,0.748701422833006,8.52696488816443E-07,-21.9327152311308,30.1781961495757,3.88221378562964,-0.0001239907245248,0,0,-3.54412506084145E-05,-3.41113182423953E-05,2.2347645090947E-05
2013-01-01 17:00:00,2.39038155336773E-05,1.48939877125615,-1.09018101674115,5.30543783861847E-06,-14.2714093015267,3.8462860063725E-06,1.44396956410762,8.52638962078155E-07,-22.0836220434325,30.1857482267967,4.32627834807214,-0.000125437910000701,0,0,-3.54561934613002E-05,-3.41352965587589E-05,2.21933505050139E-05
2013-01-01 18:00:00,2.3908121955907E-05,1.48939864093458,-1.090181020803,5.30448497264345E-06,-15.1833484924549,3.84651105791028E-06,1.63761963015811,8.52558848794942E-07,-21.6031143041134,30.1848254628344,4.56498358630908,-0.000126431361189797,0,0,-3.54618707796703E-05,-3.41498906306583E-05,2.22510834680187E-05
2013-01-01 19:00:00,2.3899550254357E-05,1.48939821354557,-1.09018103542674,5.29974937300199E-06,-14.3836035150378,3.84468432361978E-06,0.0074947403450108,8.52354909147213E-07,-20.8189744740606,30.1889550948023,4.60709541696633,-0.000127615821393138,0,0,-3.55133214081889E-05,-3.42066229216442E-05,2.2685543657387E-05
2013-01-01 20:00:00,2.37615080325652E-05,1.48939743776098,-1.09018105191732,5.26936673071852E-06,-15.0681387695744,3.82935108333204E-06,0.000103896165004878,8.50209301134787E-07,-20.4971163465449,30.189644275799,4.97648336652347,-0.000134750491256703,0,0,-3.6069284937696E-05,-3.47716815940373E-05,2.35375082028815E-05
2013-01-01 21:00:00,2.37448314313723E-05,1.48939728836692,-1.09018105526677,5.26519442692619E-06,-16.4280556537011,3.82782576039149E-06,-7.21627814573367E-06,8.49882114493385E-07,-19.5408793232532,30.1901380402688,5.37978230503348,-0.000136402925714134,0,0,-3.61233762005213E-05,-3.48591660367106E-05,2.38412501994689E-05
2013-01-01 22:00:00,2.35621734734513E-05,1.48939587995112,-1.09018108735274,5.22931557264741E-06,-16.4985160803077,3.80956447247834E-06,-1.32164403644447,8.46959401566167E-07,-18.5912645331394,30.1902773045114,5.82214028040427,-0.000147575277585481,0,0,-3.68929462725873E-05,-3.5636106880176E-05,2.45192034631827E-05
2013-01-01 23:00:00,2.3564840036318E-05,1.48939591334996,-1.090181084972,5.2283378292801E-06,-15.6609099328755,3.80981514329167E-06,-2.61801700829651,8.47006019144096E-07,-17.7597737224509,30.1898015630115,5.44989238343722,-0.000148075181349275,0,0,-3.6911770943675E-05,-3.56404696340604E-05,2.46230257683802E-05
2013-01-02 00:00:00,2.3563878850207E-05,1.48939588471247,-1.09018108456909,5.22827502061336E-06,-17.8797506957396,3.81068418270393E-06,-0.057861320540629,8.46980447490146E-07,-17.2684990780526,30.184548057174,4.62255656263553,-0.000148251342360702,0,0,-3.697409819722E-05,-3.56590349258994E-05,2.4711365907888E-05
2013-01-02 01:00:00,2.37748600909365E-05,1.4893975710832,-1.09018104410933,5.26854521574071E-06,-18.1543984829429,3.83285838154827E-06,-0.00031012131873753,8.5026199407195E-07,-16.9768538975079,30.1749309577957,4.55760821886315,-0.000135879038701521,0,0,-3.60472128716083E-05,-3.47842242291847E-05,2.41551818515153E-05
2013-01-02 02:00:00,2.3800695877793E-05,1.48939767318581,-1.09018104080699,5.27133759764478E-06,-18.0300652995777,3.83531382821667E-06,-0.00119182370322664,8.50759309349603E-07,-16.8037366984854,30.1549229280832,4.28104524476511,-0.000133859870750797,0,0,-3.59249886784596E-05,-3.46807072639592E-05,2.40539725989019E-05
2013-01-02 03:00:00,2.41259591862758E-05,1.48939898689407,-1.09018101688687,5.33028859758574E-06,-17.3653393881301,3.86767372865184E-06,-0.000486029716913135,8.55914662616393E-07,-16.8027377065692,30.0722837259191,3.69723523573847,-0.000120234867586097,0,0,-3.46168404774971E-05,-3.34453573299101E-05,2.30452418924655E-05
2013-01-02 04:00:00,2.57018742657715E-05,1.48940625958321,-1.09018091547868,5.63801044187472E-06,-16.831328725846,4.0286934266323E-06,-6.93627570535429E-05,8.78894649480591E-07,-17.2277323280845,29.9912910336815,3.66874506675922,-9.23516989345639E-05,0,0,-2.98113251080849E-05,-2.88419768491366E-05,1.96795690671264E-05
2013-01-02 05:00:00,2.92012780236344E-05,1.48942903050788,-1.09018073864246,6.32022157757425E-06,-15.5092358913108,4.36566864743673E-06,0.000588236514633046,9.2391091273851E-07,-18.5763770762395,29.8578340498661,3.82803543408513,-7.58043381911402E-05,0,0,-2.3801511221393E-05,-2.30531840779946E-05,1.55572537938759E-05
2013-01-02 06:00:00,0.0000296569688347999,1.48943384980773,-1.09018071743118,6.41968732967332E-06,-15.6565260658809,4.41459025010318E-06,3.2052667931417,9.29122964870555E-07,-20.4754744942201,28.9459402409762,3.58163027214273,-7.45108370801402E-05,0,0,-2.3273314815583E-05,-2.26159918492925E-05,1.5049439125459E-05
2013-01-02 07:00:00,3.08986178928825E-05,1.48944907364348,-1.09018066110056,6.6746908822588E-06,-13.2129775071389,4.53606966876177E-06,4.94973252536968,9.43015453714069E-07,-22.0810022364322,26.6030044581389,3.34205652633428,-7.17650579442563E-05,0,0,-2.20128103060233E-05,-2.15293412996829E-05,1.40288793433685E-05
2013-01-02 08:00:00,3.24810794525148E-05,1.48947463888543,-1.09018059698525,6.98235880140478E-06,-9.43088524470968,4.67605510581861E-06,4.94985187423476,9.59816767236493E-07,-22.7140609304932,23.8047122797518,2.99116184738388,-6.88648546834156E-05,0,0,-2.07412404004685E-05,-2.0649948243431E-05,1.30731004215754E-05
2013-01-02 09:00:00,2.9761851503953E-05,1.48943379176118,-1.09018068680731,6.41561670181051E-06,-12.3438244631802,4.41633166094798E-06,2.99616237201139,9.32182599142141E-07,-19.1610037935732,20.9736471777975,2.56645874257365,-7.35159846053701E-05,4.56944291524225,-4.57939522704567E-05,-2.30441621128534E-05,-2.40395083812004E-05,1.49666917932045E-05
2013-01-02 10:00:00,2.91946263672086E-05,1.48942859234858,-1.09018071196537,6.3041510821529E-06,-13.5155875630773,4.36424908071507E-06,-0.00042701751169273,9.25586596655445E-07,-18.1990114783674,23.4376518434779,2.13130488508937,-7.53906594633112E-05,5.74696661214449,-5.04936276015055E-05,-2.36023110717554E-05,-2.47016889149876E-05,1.54842766647167E-05
2013-01-02 11:00:00,2.92215499338904E-05,1.4894288652487,-1.09018071190206,6.30892023036056E-06,-11.0590281812626,4.36766460864345E-06,-0.00029098923475309,9.25818758610201E-07,-18.3710229198054,21.6073606914757,1.87188939375079,-7.51575929451086E-05,5.55199934651556,-6.22593779274691E-05,-2.34845325765036E-05,-2.40472169469683E-05,1.54623473250116E-05
2013-01-02 12:00:00,2.91774291589695E-05,1.48942839405262,-1.09018071286947,6.29784315933748E-06,-12.9861916825001,4.36301847654818E-06,-0.000402984029872146,9.25175989244987E-07,-18.685220248281,23.6617524898495,2.36730616099678,-7.55495468405115E-05,5.24367013464723,-6.8234746984572E-05,-2.36870643668396E-05,-2.36863797301794E-05,1.55314262772726E-05
2013-01-02 13:00:00,2.89692641531354E-05,1.48942628659866,-1.09018072855895,6.2485583015578E-06,-12.4314684927543,4.34004913952076E-06,-1.99379765047851,9.22805000103058E-07,-20.3324446746967,28.4871150954845,2.56100929572409,-7.60927712625284E-05,3.31049215904948,-5.65252533086941E-05,-2.39744378426394E-05,-2.34830188486512E-05,1.56520402843577E-05
2013-01-02 14:00:00,2.96067242895486E-05,1.48943227003862,-1.09018070666897,6.37709531317035E-06,-12.2672935802844,4.40230833662429E-06,0.00159389823144412,9.29682179069534E-07,-21.9151544498418,29.5292640886914,2.75943471017206,-7.39545650816882E-05,1.49303885730774,-4.54880322352106E-05,-2.3251537462329E-05,-2.26638618348716E-05,1.50200081911289E-05
2013-01-02 15:00:00,2.96282050876134E-05,1.48943316097967,-1.09018071718977,6.39112438895854E-06,-13.0675174242847,4.4096207646994E-06,2.78759156183313,9.29094591438861E-07,-23.0176674588249,29.7964459924474,3.10199481977986,-7.40470363533617E-05,0,0,-2.33169087064198E-05,-2.25836759966711E-05,4.63613885184373E-06
2013-01-02 16:00:00,2.96133245533635E-05,1.48943293650427,-1.09018071596616,6.38318290851387E-06,-13.4123445200129,4.40637343130425E-06,2.47093766732302,9.28852207672631E-07,-23.0176676083862,30.0788126772595,3.48111070198132,-7.48234364412062E-05,0,0,-2.33635151400904E-05,-2.25957692109375E-05,4.33695484947251E-06
2013-01-02 17:00:00,2.95190033167028E-05,1.48943211038026,-1.09018072038519,6.3659369691464E-06,-12.2939590876877,4.39739879918305E-06,0.873520026552599,9.27349510564345E-07,-23.0176675391154,30.1450480268085,3.89390929306745,-7.56949988902555E-05,0,0,-2.35590680313749E-05,-2.27616251531799E-05,4.83071571484155E-06
2013-01-02 18:00:00,2.9554188652112E-05,1.48943096050726,-1.09018072842615,6.32952797852458E-06,-12.3197016105975,4.37668165289493E-06,0.408810002259906,9.28297891482467E-07,-23.0176375271425,30.1866967081269,4.34267628741715,-7.55039927489836E-05,0,0,-2.34538766765695E-05,-2.26295116711839E-05,1.22305631764663E-05
2013-01-02 19:00:00,2.19202661854762E-05,1.48937996327807,-1.09018139143439,4.86272264083708E-06,-12.5316705409116,3.62608585437034E-06,-0.0550294923943193,8.20874980789969E-07,-22.8750170797057,30.1904192207558,4.87263465679113,-0.000444246826254274,0,0,-4.76217429940675E-05,-4.59186898259958E-05,3.12052941584762E-05
2013-01-02 20:00:00,2.15875355003336E-05,1.48937852546087,-1.09018143224368,4.79583157142767E-06,-12.6863301407008,3.58967150803243E-06,-1.56990428760694,8.15246130167878E-07,-21.6821850881123,30.1910318722021,5.34875704504247,-0.000468027672108225,0,0,-5.00822998275226E-05,-4.82730022170585E-05,3.20655265018815E-05
2013-01-02 21:00:00,2.15744343692333E-05,1.48937824861013,-1.09018143866497,4.7915043661196E-06,-12.8601574417088,3.58782934303967E-06,-3.09742106813974,8.14962177239528E-07,-20.481641597897,30.191111558194,5.84947954424006,-0.000470079094404377,0,0,-5.00868633865821E-05,-4.82726005982386E-05,3.27598324212119E-05
2013-01-02 22:00:00,2.15635174026795E-05,1.48937818164006,-1.09018143695499,4.78838730744423E-06,-13.4597945720574,3.58678475222691E-06,-4.08046929558011,8.14715965822198E-07,-19.4806779504129,30.1911164440616,6.4311989234397,-0.000472533571967617,0,0,-5.02475086773302E-05,-4.83901610591744E-05,3.30660219075749E-05
2013-01-02 23:00:00,2.15531847204745E-05,1.48937813944479,-1.09018143479385,4.78573263396899E-06,-13.3606211128719,3.58608501587609E-06,-4.86877335657503,8.14504594446675E-07,-18.7971563956343,30.1910994329074,6.43682578001055,-0.000473343370073184,0,0,-5.03253373902908E-05,-4.84467654745231E-05,3.32704538482469E-05
2013-01-03 00:00:00,2.15466755411304E-05,1.48937813072927,-1.09018143278934,4.78385808675076E-06,-13.4955681555563,3.58592099465837E-06,-4.68270626296956,8.14356947093489E-07,-18.8260860765905,30.1907089339372,6.41502649254887,-0.000473959648383933,0,0,-5.04070981551195E-05,-4.85053681422727E-05,3.34405778454862E-05
2013-01-03 01:00:00,2.15473466582958E-05,1.48937812964433,-1.09018143254609,4.78190143604511E-06,-13.3968674253117,3.58576429307106E-06,-0.73277104616939,8.14388017017409E-07,-22.8389572585387,30.1904397767395,6.37953122561278,-0.000474351491147126,0,0,-5.04566994092102E-05,-4.85464493162908E-05,3.35417660189693E-05
2013-01-03 02:00:00,2.15439061197161E-05,1.48937813312321,-1.09018143203386,4.78007203351795E-06,-13.275779882036,3.58573067562254E-06,-0.645034253630625,8.14309110038395E-07,-22.9616820545205,30.190292238784,6.29357946174968,-0.000474528965058412,0,0,-5.05219061855087E-05,-4.85827256201361E-05,3.3566904209359E-05
2013-01-03 03:00:00,2.15405905689017E-05,1.48937814188602,-1.09018143208611,4.77842775958419E-06,-13.2518166500757,3.58585678469892E-06,-0.551650137130429,8.14230499609168E-07,-22.9856274506552,30.1901450296675,6.20032485952315,-0.000474505719923306,0,0,-5.0593751374322E-05,-4.86220219089688E-05,3.35180874532306E-05
2013-01-03 04:00:00,2.15373615549462E-05,1.48937815833482,-1.0901814327034,4.77700816632922E-06,-13.2219386591421,3.586173352651E-06,-0.393968557452713,8.14134686728342E-07,-22.9953431342659,30.190093116691,6.02253293932602,-0.000474275748807509,0,0,-5.06857444378284E-05,-4.8661121503045E-05,3.33875310600177E-05
2013-01-03 05:00:00,2.15294313153593E-05,1.48937818624812,-1.09018143334644,4.77554726823198E-06,-13.2221819160094,3.5865209285432E-06,-0.317362178197462,8.1391950380658E-07,-23.0006485185903,30.190134514591,5.95143238696568,-0.000472835401314487,0,0,-5.05482746279995E-05,-4.86190664369417E-05,3.31233943850252E-05
2013-01-03 06:00:00,2.15237655197601E-05,1.48937827055225,-1.09018143359017,4.77406931491191E-06,-13.2219597561974,3.58693854553007E-06,-0.309854137995294,8.13783164389398E-07,-23.0033202530367,30.1901466337425,5.94636194685676,-0.000472554645467779,0,0,-5.06309661298019E-05,-4.8680102060743E-05,3.28295664181308E-05
2013-01-03 07:00:00,2.15134041132918E-05,1.48937324158591,-1.09018156688663,4.77247943451606E-06,-13.1431569294984,3.58737865258886E-06,-0.287821944449981,8.13549230440874E-07,-23.0072380097689,30.1898103301823,5.84978273082551,-0.00047231555022134,0,0,-5.07758961103946E-05,-4.87867715824564E-05,3.63976385050737E-05
2013-01-03 08:00:00,2.2482142940912E-05,1.48941051085615,-1.0901805005314,4.96474879525805E-06,-13.1491328487661,3.69615809285041E-06,-7.06719675124798E-05,8.29638336487619E-07,-23.0176653102882,30.1895456627659,5.57852982381904,-0.000343881902267455,0,0,-4.29615818378579E-05,-4.12518018759727E-05,1.24839564519132E-05
2013-01-03 09:00:00,2.28565344852672E-05,1.48939494754414,-1.09018104233486,5.03134101375125E-06,-14.2707934446515,3.73446129958615E-06,-0.000180990786233319,8.36211379742359E-07,-23.0175593220415,30.1899004120006,5.46418191331117,-0.000244972711982479,1.2356334548166,-7.64792444221888E-05,-4.06854366375455E-05,-3.91246627291792E-05,2.29527625245543E-05
2013-01-03 10:00:00,2.3684956262263E-05,1.48939758927384,-1.0901810047496,5.19120986662953E-06,-14.8631887806325,3.82353974892542E-06,0.000201474505218765,8.49343200912869E-07,-22.3543563046074,30.1631389906071,5.17493609962111,-0.000141354680397706,1.48032303550494,-7.00068002064804E-05,-3.65815293110927E-05,-3.52032074114135E-05,2.31131434477975E-05
2013-01-03 11:00:00,2.39809798186742E-05,1.48939966122857,-1.09018095686977,5.24602803731157E-06,-15.4387979483606,3.85540122161638E-06,-0.000307062997273346,8.53993097433782E-07,-21.9174977351553,30.1266549504195,5.08278683654935,-0.000127869330560726,1.74819439977236,-6.82421785744911E-05,-3.53607578060746E-05,-3.40598438367436E-05,2.25730452207678E-05
2013-01-03 12:00:00,2.52767758075086E-05,1.48941191854317,-1.090180716758,5.48645281336168E-06,-15.1217215795749,3.98694583453807E-06,9.80340104928269E-05,8.73140861153829E-07,-22.110666959123,30.1281230175559,5.15074951133311,-9.7762609373704E-05,1.55438743645653,-6.03087049624496E-05,-3.10676874945557E-05,-2.99709710709806E-05,2.01537531315123E-05
2013-01-03 13:00:00,2.57193074093329E-05,1.48941971220636,-1.09018059825546,5.59052413390492E-06,-14.4818115351964,4.04406665658069E-06,-0.000220394894379864,8.78756734361586E-07,-22.3973111347489,30.1261793583144,5.11343134521757,-9.27341450498457E-05,1.24068230211356,-5.73850620163629E-05,-2.99375049685295E-05,-2.8874358416914E-05,1.91474606151402E-05
2013-01-03 14:00:00,2.94528864947448E-05,1.48955472937612,-1.09017994260517,6.28997849677309E-06,-13.8589905845311,4.39860083146271E-06,8.71353408321157E-05,9.26271886432445E-07,-22.6829656413028,30.181798543856,5.2336112385744,-7.51712675019735E-05,0.727221071075298,-4.49397780064637E-05,-2.36719769686715E-05,-2.28425902939051E-05,1.49994489542395E-05
2013-01-03 15:00:00,3.12957653274128E-05,1.48965417872843,-1.09017982193578,6.62330891428486E-06,-13.1649202408086,4.56152125562575E-06,0.290082296754912,9.46685080404604E-07,-23.017667551045,30.1806684944977,5.3124523867227,-7.18498175625651E-05,0,0,-2.17807451886074E-05,-2.10419977477585E-05,4.59323438169936E-06
2013-01-03 16:00:00,3.13111025584375E-05,1.48965597756181,-1.09017980469704,6.62099030819527E-06,-15.6022996729594,4.56439969144573E-06,3.41820702913239,9.4682364220878E-07,-23.017667386197,30.075070507098,4.72730390801796,-7.21847735504255E-05,0,0,-2.17579432849106E-05,-2.1022721348956E-05,4.0288625364164E-06
2013-01-03 17:00:00,3.1299661006718E-05,1.48965409557539,-1.09017980876344,6.6171922093452E-06,-15.7607403719504,4.56651672318659E-06,4.34411822293696,9.46556469856693E-07,-23.0176674968556,29.9557020277836,4.07920365762059,-7.23481917970881E-05,0,0,-2.17835891784261E-05,-2.1034721320845E-05,4.44662449806477E-06
2013-01-03 18:00:00,3.12997554376962E-05,1.4896553365206,-1.09017980502799,6.61536044302269E-06,-15.7096569873722,4.56959507074307E-06,4.89971366132469,9.46420867210949E-07,-23.017667137777,29.8208932474105,3.60733196366456,-7.2407235488636E-05,0,0,-2.17903310107204E-05,-2.10392583405792E-05,4.53426319586195E-06
2013-01-03 19:00:00,3.13468932726265E-05,1.48965539174408,-1.09017980533849,6.60718674695976E-06,-15.5953922231162,4.56949060099837E-06,4.48434572805832,9.47116168416187E-07,-22.3118173622657,29.6705665223247,3.35290248966611,-7.23373564934496E-05,0,0,-2.17322474022126E-05,-2.09916251361477E-05,1.37963893734891E-05
2013-01-03 20:00:00,3.14307577797488E-05,1.48965435330728,-1.09017981588339,6.59158261331612E-06,-15.0384424644711,4.56505653836403E-06,3.29244892333542,9.48545518188252E-07,-21.1780238081105,29.4793933434251,3.04522945789111,-7.21009345153223E-05,0,0,-2.16120798807537E-05,-2.08848971213058E-05,1.39173913277059E-05
2013-01-03 21:00:00,2.39963901463897E-05,1.48939906328802,-1.09018098021537,5.21453297817985E-06,-12.8604575770646,3.8652185047933E-06,-0.0012975391025059,8.53441473670477E-07,-20.0783404332085,29.5161483366277,3.02491774951674,-0.000132849273202785,0,0,-3.51875257447887E-05,-3.39696124754738E-05,2.28264670492235E-05
2013-01-03 22:00:00,2.40752537684329E-05,1.48939856798132,-1.09018099185173,5.20848008419767E-06,-13.2314771267451,3.86552923031093E-06,-0.00364556396306245,8.54727317904307E-07,-19.1025797938313,28.8341521139852,3.10452179600798,-0.000133905207751382,0,0,-3.49857981345849E-05,-3.37689778086343E-05,2.28244234957535E-05
2013-01-03 23:00:00,2.40942239525978E-05,1.48939821120305,-1.09018099380356,5.18793624968662E-06,-12.620259087856,3.85771472857082E-06,-2.35943488482409,8.55304099209707E-07,-18.172417630814,29.7867521587536,2.96632928414072,-0.000132434752053705,0,0,-3.47688127928336E-05,-3.36373499250442E-05,2.28775252548202E-05
2013-01-04 00:00:00,2.41002022729249E-05,1.48939811383465,-1.09018099341888,5.177542043529E-06,-12.4663188188825,3.85658341719336E-06,-3.1642502617807,8.5546115337658E-07,-17.6348453936514,30.0937336938298,2.77265018985545,-0.000132171512711781,0,0,-3.46933371328646E-05,-3.35938134845719E-05,2.29673895027919E-05
2013-01-04 01:00:00,2.40977040080353E-05,1.48939799204755,-1.09018099349629,5.16492702468067E-06,-12.3608193059596,3.85558677870093E-06,-3.82348012237271,8.55442761132774E-07,-17.2833441707557,30.142440588109,2.92617276162392,-0.000132481201969827,0,0,-3.47151909868444E-05,-3.35791882074687E-05,2.30440178157457E-05
2013-01-04 02:00:00,2.40886030670074E-05,1.48939782245917,-1.09018099448553,5.14721162516344E-06,-12.4277926979993,3.85409598845841E-06,-4.41600747622172,8.55374267808609E-07,-17.2387743231456,30.1859350014184,3.49761215391289,-0.0001350865508711,0,0,-3.48731381102425E-05,-3.36166914376719E-05,2.31159083290225E-05
2013-01-04 03:00:00,2.40751528010752E-05,1.48939760518249,-1.09018099393071,5.11969648283953E-06,-12.5385873813024,3.85315251720897E-06,-4.53130931998026,8.55174247642757E-07,-17.5245706479544,30.187550276872,4.00789208959795,-0.00013716236287898,0,0,-3.48944669389084E-05,-3.36526326379669E-05,2.31271776320363E-05
2013-01-04 04:00:00,2.40972673142133E-05,1.4893970451107,-1.09018098766138,5.02494462884539E-06,-12.5594178880858,3.85503655903198E-06,-3.09575202330601,8.5555050694885E-07,-18.9396147385538,30.1774455737996,4.01832252490171,-0.00014400796690082,0,0,-3.48143382122998E-05,-3.35776658223352E-05,2.29732160082874E-05
2013-01-04 05:00:00,2.41088603350214E-05,1.48939676550019,-1.09018098267568,4.97157587784582E-06,-12.5003070863646,3.85656686356086E-06,-0.115407265728554,8.55761795694484E-07,-22.2993357063112,30.1650592890172,4.35097852852494,-0.000148111950759829,0,0,-3.47449631905761E-05,-3.35414298118906E-05,2.27927326038516E-05
2013-01-04 06:00:00,2.41105866127195E-05,1.48939627702053,-1.09018097587331,4.87708123607212E-06,-12.5439851361558,3.85869258211624E-06,-0.082381144486211,8.55747370254164E-07,-22.5707726927735,30.0509863463473,4.74715308936968,-0.000159811513654482,0,0,-3.47038588552664E-05,-3.3555693534737E-05,2.25849347343597E-05
2013-01-04 07:00:00,3.44177482866674E-05,1.48984653963863,-1.09017802321351,6.37624919028398E-06,-11.9479967332905,4.79143383470559E-06,0.000249559230621603,9.79668759488282E-07,-22.8137480153607,29.7737654196621,4.58812590568472,-6.54066955679452E-05,0,0,-1.94008783529398E-05,-1.87613492621779E-05,1.23801746366406E-05
2013-01-04 08:00:00,3.56214733900393E-05,1.4898542316425,-1.09017743906717,6.5266569380346E-06,-11.3846686581683,4.89979687113905E-06,0.000606878091228514,9.91188405563937E-07,-23.0166340742896,29.6444738442039,4.3566043690926,-6.32293612313046E-05,0,0,-1.87052023604792E-05,-1.81076787030889E-05,1.18835297204248E-05
