Week,2023,Dispa-SET_Date
1,0.9207323353101858,2023-01-01 00:00:00+00:00
2,0.8776025675936105,2023-01-08 00:00:00+00:00
3,0.8455965941231225,2023-01-15 00:00:00+00:00
4,0.7581721695260938,2023-01-22 00:00:00+00:00
5,0.6863547629766547,2023-01-29 00:00:00+00:00
6,0.6411181687599041,2023-02-05 00:00:00+00:00
7,0.5909758541025086,2023-02-12 00:00:00+00:00
8,0.5607603222990059,2023-02-19 00:00:00+00:00
9,0.5074812724366001,2023-02-26 00:00:00+00:00
10,0.4379559979308198,2023-03-05 00:00:00+00:00
11,0.4088234307351285,2023-03-12 00:00:00+00:00
12,0.3909426161397617,2023-03-19 00:00:00+00:00
13,0.3791675216729462,2023-03-26 00:00:00+00:00
14,0.3594092693343902,2023-04-02 00:00:00+00:00
15,0.3295263122168239,2023-04-09 00:00:00+00:00
16,0.3003896487933293,2023-04-16 00:00:00+00:00
17,0.294736074190878,2023-04-23 00:00:00+00:00
18,0.3072204012430686,2023-04-30 00:00:00+00:00
19,0.3255229322437107,2023-05-07 00:00:00+00:00
20,0.3820524363972857,2023-05-14 00:00:00+00:00
21,0.4143090599976436,2023-05-21 00:00:00+00:00
22,0.4618344702641169,2023-05-28 00:00:00+00:00
23,0.5058661883312904,2023-06-04 00:00:00+00:00
24,0.556513899476229,2023-06-11 00:00:00+00:00
25,0.612300620988135,2023-06-18 00:00:00+00:00
26,0.613299515396745,2023-06-25 00:00:00+00:00
27,0.6651089947700923,2023-07-02 00:00:00+00:00
28,0.6972538498689598,2023-07-09 00:00:00+00:00
29,0.7546511691414385,2023-07-16 00:00:00+00:00
30,0.7787022682178756,2023-07-23 00:00:00+00:00
31,0.8219724780305648,2023-07-30 00:00:00+00:00
32,0.8439971146951587,2023-08-06 00:00:00+00:00
33,0.8607947696242472,2023-08-13 00:00:00+00:00
34,0.8860265576003752,2023-08-20 00:00:00+00:00
35,0.9407012507929128,2023-08-27 00:00:00+00:00
36,0.9495572953036944,2023-09-03 00:00:00+00:00
37,0.9378986507415732,2023-09-10 00:00:00+00:00
38,0.957037982564894,2023-09-17 00:00:00+00:00
39,0.9562144457179595,2023-09-24 00:00:00+00:00
40,0.9724887587805569,2023-10-01 00:00:00+00:00
41,0.9556440947609636,2023-10-08 00:00:00+00:00
42,0.948412887278833,2023-10-15 00:00:00+00:00
43,0.978931149822848,2023-10-22 00:00:00+00:00
44,1.0,2023-10-29 00:00:00+00:00
45,0.993597791001875,2023-11-05 00:00:00+00:00
46,0.9824962334210056,2023-11-12 00:00:00+00:00
47,0.9721661320764284,2023-11-19 00:00:00+00:00
48,0.925258081857456,2023-11-26 00:00:00+00:00
49,0.8716214898253603,2023-12-03 00:00:00+00:00
50,0.8434640199053264,2023-12-10 00:00:00+00:00
51,0.827127483191812,2023-12-17 00:00:00+00:00
52,0.8296458830569875,2023-12-24 00:00:00+00:00
53,0.8321311229828029,2023-12-31 00:00:00+00:00
54,0.7863300295630612,2024-01-07 00:00:00+00:00
