Production_Type,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Hydro_Water_Reservoir,650,650,753,753,753,754,753,753,772,766
Hydro_Pumped_Storage,1175,1172,1172,1172,1172,1172,1172,1172,1172,1172
