00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,338,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1030,,9572,,n/e,n/e,n/e,n/e,296,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,951,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,340,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1032,,9665,,n/e,n/e,n/e,n/e,306,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,965,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,341,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1029,,9193,,n/e,n/e,n/e,n/e,330,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,944,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,339,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1024,,8967,,n/e,n/e,n/e,n/e,264,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,898,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,339,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1023,,9122,,n/e,n/e,n/e,n/e,183,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,870,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,338,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1016,,9602,,n/e,n/e,n/e,n/e,171,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,878,
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,340,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1017,,10352,,n/e,n/e,n/e,n/e,208,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,895,
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,341,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1006,,9759,,n/e,n/e,n/e,n/e,381,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,963,
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,339,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,999,,9967,,n/e,n/e,n/e,n/e,361,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,978,
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,340,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,997,,10716,,n/e,n/e,n/e,n/e,376,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,978,
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,342,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1001,,11037,,n/e,n/e,n/e,n/e,397,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1038,
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,342,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,993,,11014,,n/e,n/e,n/e,n/e,380,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1018,
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,343,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,999,,11019,,n/e,n/e,n/e,n/e,290,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,973,
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,340,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1003,,10971,,n/e,n/e,n/e,n/e,294,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1027,
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,342,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1009,,11643,,n/e,n/e,n/e,n/e,291,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1041,
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,347,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1010,,12261,,n/e,n/e,n/e,n/e,275,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1051,
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,343,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1008,,12382,,n/e,n/e,n/e,n/e,253,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1044,
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,348,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1003,,11854,,n/e,n/e,n/e,n/e,250,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1049,
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,345,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,993,,11243,,n/e,n/e,n/e,n/e,257,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1032,
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,321,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,985,,11200,,n/e,n/e,n/e,n/e,262,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1023,
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,245,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,985,,11045,,n/e,n/e,n/e,n/e,259,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,987,
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,244,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,982,,10998,,n/e,n/e,n/e,n/e,225,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,942,
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,246,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,978,,10633,,n/e,n/e,n/e,n/e,234,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,914,
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,250,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1012,,10644,,n/e,n/e,n/e,n/e,208,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,894,
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,249,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1006,,10019,,n/e,n/e,n/e,n/e,211,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,848,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,249,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1008,,9891,,n/e,n/e,n/e,n/e,178,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,775,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,251,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1007,,9641,,n/e,n/e,n/e,n/e,213,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,746,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,252,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1006,,10050,,n/e,n/e,n/e,n/e,200,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,640,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,251,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1003,,10491,,n/e,n/e,n/e,n/e,191,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,614,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,249,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1003,,11498,,n/e,n/e,n/e,n/e,251,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,648,
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,246,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1008,,13025,,n/e,n/e,n/e,n/e,248,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,616,
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,262,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1009,,14153,,n/e,n/e,n/e,n/e,245,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,597,
