00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,66,,113,,286,,n/e,n/e,2595,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,26,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,88,,127,,272,,n/e,n/e,2810,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,29,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,50,,123,,264,,n/e,n/e,2813,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,29,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,106,,105,,263,,n/e,n/e,1864,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,29,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,67,,107,,250,,n/e,n/e,2264,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,26,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,76,,111,,247,,n/e,n/e,2817,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,25,
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,95,,111,,198,,n/e,n/e,2816,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,23,
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,89,,110,,227,,n/e,n/e,2817,,n/e,n/e,n/e,n/e,2,,n/e,n/e,n/e,n/e,19,
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,115,,120,,185,,n/e,n/e,2818,,n/e,n/e,n/e,n/e,22,,n/e,n/e,n/e,n/e,22,
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,123,,113,,179,,n/e,n/e,2818,,n/e,n/e,n/e,n/e,65,,n/e,n/e,n/e,n/e,24,
