Unnamed: 0,WTON,WTOF,PHOT,HROR
2023-01-01 00:00:00+00:00,0.1447502548419979,0,0.0,0.2313084112149532
2023-01-01 01:00:00+00:00,0.1488277268093782,0,0.0,0.2313084112149532
2023-01-01 02:00:00+00:00,0.1488277268093782,0,0.0,0.2313084112149532
2023-01-01 03:00:00+00:00,0.1498470948012232,0,0.0,0.2313084112149532
2023-01-01 04:00:00+00:00,0.1539245667686034,0,0.0,0.2079439252336448
2023-01-01 05:00:00+00:00,0.1549439347604485,0,0.0,0.2032710280373831
2023-01-01 06:00:00+00:00,0.1610601427115188,0,0.0071428571428571,0.2616822429906542
2023-01-01 07:00:00+00:00,0.1580020387359837,0,0.0357142857142857,0.2780373831775701
2023-01-01 08:00:00+00:00,0.1590214067278287,0,0.0714285714285714,0.2780373831775701
2023-01-01 09:00:00+00:00,0.1539245667686034,0,0.1214285714285714,0.2780373831775701
2023-01-01 10:00:00+00:00,0.1529051987767584,0,0.15,0.2827102803738318
2023-01-01 11:00:00+00:00,0.1529051987767584,0,0.15,0.352803738317757
2023-01-01 12:00:00+00:00,0.1539245667686034,0,0.1214285714285714,0.352803738317757
2023-01-01 13:00:00+00:00,0.1518858307849133,0,0.0714285714285714,0.352803738317757
2023-01-01 14:00:00+00:00,0.1437308868501529,0,0.0214285714285714,0.3948598130841121
2023-01-01 15:00:00+00:00,0.127420998980632,0,0.0,0.441588785046729
2023-01-01 16:00:00+00:00,0.1060142711518858,0,0.0,0.4859813084112149
2023-01-01 17:00:00+00:00,0.0998980632008155,0,0.0,0.4836448598130841
2023-01-01 18:00:00+00:00,0.1009174311926605,0,0.0,0.4813084112149532
2023-01-01 19:00:00+00:00,0.0948012232415902,0,0.0,0.4672897196261682
2023-01-01 20:00:00+00:00,0.0958205912334352,0,0.0,0.4345794392523364
2023-01-01 21:00:00+00:00,0.1019367991845056,0,0.0,0.3948598130841121
2023-01-01 22:00:00+00:00,0.1172273190621814,0,0.0,0.3481308411214953
2023-01-01 23:00:00+00:00,0.1172273190621814,0,0.0,0.2219626168224299
2023-01-02 00:00:00+00:00,0.1294597349643221,0,0.0,0.2102803738317757
2023-01-02 01:00:00+00:00,0.128440366972477,0,0.0,0.2102803738317757
2023-01-02 02:00:00+00:00,0.1243628950050968,0,0.0,0.2102803738317757
2023-01-02 03:00:00+00:00,0.1182466870540265,0,0.0,0.2102803738317757
2023-01-02 04:00:00+00:00,0.1243628950050968,0,0.0,0.2102803738317757
2023-01-02 05:00:00+00:00,0.1223241590214067,0,0.0,0.2570093457943925
2023-01-02 06:00:00+00:00,0.1162079510703364,0,0.0071428571428571,0.3294392523364486
2023-01-02 07:00:00+00:00,0.110091743119266,0,0.0357142857142857,0.3808411214953271
2023-01-02 08:00:00+00:00,0.1131498470948012,0,0.0857142857142857,0.3785046728971962
2023-01-02 09:00:00+00:00,0.1192660550458715,0,0.1357142857142857,0.3785046728971962
2023-01-02 10:00:00+00:00,0.1264016309887869,0,0.1571428571428571,0.3294392523364486
2023-01-02 11:00:00+00:00,0.1314984709480122,0,0.15,0.3294392523364486
2023-01-02 12:00:00+00:00,0.1355759429153924,0,0.1285714285714285,0.3294392523364486
2023-01-02 13:00:00+00:00,0.1325178389398573,0,0.0785714285714285,0.3294392523364486
2023-01-02 14:00:00+00:00,0.127420998980632,0,0.0214285714285714,0.3691588785046729
2023-01-02 15:00:00+00:00,0.1192660550458715,0,0.0,0.4252336448598131
2023-01-02 16:00:00+00:00,0.1131498470948012,0,0.0,0.4182242990654206
2023-01-02 17:00:00+00:00,0.1223241590214067,0,0.0,0.4182242990654206
2023-01-02 18:00:00+00:00,0.1335372069317023,0,0.0,0.4205607476635514
2023-01-02 19:00:00+00:00,0.1345565749235474,0,0.0,0.4836448598130841
2023-01-02 20:00:00+00:00,0.1314984709480122,0,0.0,0.4392523364485981
2023-01-02 21:00:00+00:00,0.1304791029561672,0,0.0,0.4182242990654206
2023-01-02 22:00:00+00:00,0.1172273190621814,0,0.0,0.3644859813084112
2023-01-02 23:00:00+00:00,0.1080530071355759,0,0.0,0.1939252336448598
2023-01-03 00:00:00+00:00,0.0978593272171253,0,0.0,0.1869158878504672
2023-01-03 01:00:00+00:00,0.1233435270132517,0,0.0,0.1869158878504672
2023-01-03 02:00:00+00:00,0.1213047910295616,0,0.0,0.1869158878504672
2023-01-03 03:00:00+00:00,0.0958205912334352,0,0.0,0.1869158878504672
2023-01-03 04:00:00+00:00,0.0642201834862385,0,0.0,0.1892523364485981
2023-01-03 05:00:00+00:00,0.0448521916411824,0,0.0,0.2663551401869158
2023-01-03 06:00:00+00:00,0.0244648318042813,0,0.0071428571428571,0.308411214953271
2023-01-03 07:00:00+00:00,0.0173292558613659,0,0.0285714285714285,0.3738317757009345
2023-01-03 08:00:00+00:00,0.0132517838939857,0,0.0642857142857142,0.3761682242990654
2023-01-03 09:00:00+00:00,0.0071355759429153,0,0.1,0.3738317757009345
2023-01-03 10:00:00+00:00,0.0132517838939857,0,0.1214285714285714,0.3130841121495327
2023-01-03 11:00:00+00:00,0.0091743119266055,0,0.1071428571428571,0.3411214953271028
2023-01-03 12:00:00+00:00,0.0101936799184505,0,0.0857142857142857,0.338785046728972
2023-01-03 13:00:00+00:00,0.0152905198776758,0,0.05,0.338785046728972
2023-01-03 14:00:00+00:00,0.0173292558613659,0,0.0142857142857142,0.3901869158878505
2023-01-03 15:00:00+00:00,0.0224260958205912,0,0.0,0.455607476635514
2023-01-03 16:00:00+00:00,0.0254841997961264,0,0.0,0.4532710280373832
