Week,2023,Dispa-SET_Date
1,0.7724033971910396,2023-01-01 00:00:00+00:00
2,0.7787980160489272,2023-01-08 00:00:00+00:00
3,0.7734655171040791,2023-01-15 00:00:00+00:00
4,0.6174772312813394,2023-01-22 00:00:00+00:00
5,0.5777534156396079,2023-01-29 00:00:00+00:00
6,0.5138377534687291,2023-02-05 00:00:00+00:00
7,0.4942709895599684,2023-02-12 00:00:00+00:00
8,0.4789029339859791,2023-02-19 00:00:00+00:00
9,0.4457363235055996,2023-02-26 00:00:00+00:00
10,0.448512567589449,2023-03-05 00:00:00+00:00
11,0.4769499074917114,2023-03-12 00:00:00+00:00
12,0.4911002248336311,2023-03-19 00:00:00+00:00
13,0.5004887543367408,2023-03-26 00:00:00+00:00
14,0.5017735179428917,2023-04-02 00:00:00+00:00
15,0.512666136657438,2023-04-09 00:00:00+00:00
16,0.5241085625247197,2023-04-16 00:00:00+00:00
17,0.5281416982769833,2023-04-23 00:00:00+00:00
18,0.5765973938410981,2023-04-30 00:00:00+00:00
19,0.6480129299246395,2023-05-07 00:00:00+00:00
20,0.6808288185218316,2023-05-14 00:00:00+00:00
21,0.7300334065082302,2023-05-21 00:00:00+00:00
22,0.7976955216432232,2023-05-28 00:00:00+00:00
23,0.8559452170427608,2023-06-04 00:00:00+00:00
24,0.898811925473093,2023-06-11 00:00:00+00:00
25,0.9382931888947582,2023-06-18 00:00:00+00:00
26,0.973037550136307,2023-06-25 00:00:00+00:00
27,0.9839749630365016,2023-07-02 00:00:00+00:00
28,0.9979693302506084,2023-07-09 00:00:00+00:00
29,1.0,2023-07-16 00:00:00+00:00
30,0.9957468750248856,2023-07-23 00:00:00+00:00
31,0.9905371453295924,2023-07-30 00:00:00+00:00
32,0.973218717731596,2023-08-06 00:00:00+00:00
33,0.9525871794395352,2023-08-13 00:00:00+00:00
34,0.9389213029201828,2023-08-20 00:00:00+00:00
35,0.9619133288915198,2023-08-27 00:00:00+00:00
36,0.9509122087050698,2023-09-03 00:00:00+00:00
37,0.9351980765708492,2023-09-10 00:00:00+00:00
38,0.9322748411963168,2023-09-17 00:00:00+00:00
39,0.9212193043695236,2023-09-24 00:00:00+00:00
40,0.8978543253265662,2023-10-01 00:00:00+00:00
41,0.8671646674081487,2023-10-08 00:00:00+00:00
42,0.8693672141069168,2023-10-15 00:00:00+00:00
43,0.9060954600595132,2023-10-22 00:00:00+00:00
44,0.9479239388091516,2023-10-29 00:00:00+00:00
45,0.9448477395858496,2023-11-05 00:00:00+00:00
46,0.9882290834379636,2023-11-12 00:00:00+00:00
47,0.973103248275258,2023-11-19 00:00:00+00:00
48,0.9567138852684864,2023-11-26 00:00:00+00:00
49,0.925692086758706,2023-12-03 00:00:00+00:00
50,0.9310644027574636,2023-12-10 00:00:00+00:00
51,0.9164412579003672,2023-12-17 00:00:00+00:00
52,0.9276855939244484,2023-12-24 00:00:00+00:00
53,0.908118830015688,2023-12-31 00:00:00+00:00
54,0.7858180944619787,2024-01-07 00:00:00+00:00
