Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon,Lat/Lon
,Bełchatów,5392.0,1.0,PL,,,STUR,LIG,0.385,8.0,6.0,0.0011964585,0.0011964585,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,,,,,
,Opole,1532.0,1.0,PL,,,STUR,HRD,0.395,8.0,6.0,0.0032175032,0.0032175032,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Kozienice 2,1120.0,1.0,PL,,,STUR,HRD,0.395,8.0,6.0,0.0044169611,0.0044169611,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Turów,1488.0,1.0,PL,,,STUR,LIG,0.385,8.0,6.0,0.0032808399,0.0032808399,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,,,,,
,Jaworzno 3,1345.0,1.0,PL,,,STUR,HRD,0.395,8.0,6.0,0.0037119525,0.0037119525,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Łaziska 3,895.0,1.0,PL,,,STUR,HRD,0.395,8.0,6.0,0.0057142857,0.0057142857,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Dolna Odra,1362.0,1.0,PL,,,STUR,HRD,0.395,8.0,6.0,0.0037119525,0.0037119525,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Rybnik,1775.0,1.0,PL,,,STUR,HRD,0.395,8.0,6.0,0.003125,0.003125,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Ostrołęka B,647.0,1.0,PL,,,STUR,HRD,0.395,8.0,6.0,0.00777605,0.00777605,117242.17,,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Pątnów 1,1200.0,1.0,PL,,,STUR,LIG,0.385,8.0,6.0,0.0043668122,0.0043668122,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,,,,,
,EC Siekierki,620.0,1.0,PL,,,STUR,HRD,0.395,8.0,6.0,0.00777605,0.00777605,117242.17,,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Pątnów 2,464.0,1.0,PL,,,STUR,LIG,0.393,8.0,8.0,0.0152097902097901,0.0174825174825174,,12.5616438356165,0.0,0.389,0.4075,5.0,1.05,,,,,,,,,,,,,,,,,,,,
,Łagisza,820.0,1.0,PL,,,STUR,HRD,0.395,8.0,6.0,0.006839945,0.006839945,117242.17,,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Kraków Łęg,446.0,1.0,PL,,,STUR,HRD,0.46,8.0,8.0,0.0177777777777778,0.0177777777777778,,0.0,0.0,0.3,0.46,2.0,0.81,,,,,,,,,,,,,,,,,,,,
,Skawina,330.0,1.0,PL,,,STUR,HRD,0.395,8.0,6.0,0.015015015,0.015015015,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
