index,FR -> IT,FR -> BE,FR -> ES,FR -> DE,FR -> UK,FR -> CH
2017-01-01 03:00:00+0000,0.0,0.0,1354.0,0.0,1000.0,0.0
2017-01-01 04:00:00+0000,0.0,0.0,2371.0,0.0,322.0,0.0
2017-01-01 05:00:00+0000,0.0,0.0,2648.0,0.0,31.0,0.0
2017-01-01 06:00:00+0000,0.0,0.0,2570.0,0.0,0.0,0.0
2017-01-01 07:00:00+0000,0.0,0.0,2814.0,0.0,0.0,0.0
2017-01-01 08:00:00+0000,0.0,0.0,2978.0,0.0,0.0,0.0
2017-01-01 09:00:00+0000,0.0,0.0,2720.0,0.0,15.0,0.0
2017-01-01 10:00:00+0000,0.0,0.0,1409.0,0.0,996.0,0.0
2017-01-01 11:00:00+0000,0.0,0.0,1173.0,0.0,1000.0,0.0
2017-01-01 12:00:00+0000,0.0,0.0,2325.0,0.0,1000.0,0.0
2017-01-01 13:00:00+0000,0.0,0.0,1663.0,0.0,955.0,0.0
2017-01-01 14:00:00+0000,0.0,0.0,1733.0,0.0,954.0,0.0
2017-01-01 15:00:00+0000,0.0,0.0,634.0,0.0,1000.0,0.0
2017-01-01 16:00:00+0000,0.0,0.0,0.0,0.0,1000.0,0.0
2017-01-01 17:00:00+0000,0.0,0.0,913.0,0.0,1000.0,0.0
2017-01-01 18:00:00+0000,0.0,0.0,1472.0,0.0,931.0,0.0
2017-01-01 19:00:00+0000,0.0,0.0,2238.0,0.0,0.0,0.0
2017-01-01 20:00:00+0000,0.0,0.0,2155.0,0.0,313.0,0.0
2017-01-01 21:00:00+0000,0.0,0.0,2136.0,0.0,0.0,0.0
2017-01-01 22:00:00+0000,0.0,0.0,1011.0,0.0,0.0,0.0
2017-01-01 23:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02 00:00:00+0000,0.0,0.0,0.0,0.0,24.0,0.0
2017-01-02 01:00:00+0000,0.0,0.0,0.0,0.0,697.0,23.0
2017-01-02 02:00:00+0000,158.0,3.0,0.0,173.0,808.0,349.0
2017-01-02 03:00:00+0000,109.0,122.0,0.0,218.0,607.0,333.0
2017-01-02 04:00:00+0000,163.0,0.0,0.0,92.0,224.0,416.0
2017-01-02 05:00:00+0000,0.0,0.0,0.0,0.0,0.0,52.0
2017-01-02 06:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02 07:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02 08:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02 09:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02 10:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02 11:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02 12:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02 13:00:00+0000,0.0,0.0,782.0,0.0,0.0,0.0
2017-01-02 14:00:00+0000,0.0,0.0,288.0,0.0,0.0,0.0
2017-01-02 15:00:00+0000,12.0,0.0,0.0,0.0,0.0,0.0
2017-01-02 16:00:00+0000,448.0,0.0,0.0,0.0,104.0,0.0
2017-01-02 17:00:00+0000,266.0,0.0,0.0,0.0,999.0,0.0
2017-01-02 18:00:00+0000,0.0,0.0,0.0,0.0,962.0,0.0
2017-01-02 19:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02 20:00:00+0000,0.0,0.0,1802.0,0.0,0.0,0.0
2017-01-02 21:00:00+0000,0.0,0.0,1847.0,0.0,0.0,0.0
2017-01-02 22:00:00+0000,0.0,0.0,748.0,0.0,0.0,0.0
2017-01-02 23:00:00+0000,0.0,0.0,687.0,0.0,0.0,0.0
2017-01-03 00:00:00+0000,0.0,0.0,511.0,0.0,407.0,0.0
2017-01-03 01:00:00+0000,0.0,0.0,386.0,0.0,934.0,0.0
2017-01-03 02:00:00+0000,0.0,0.0,2204.0,0.0,864.0,0.0
2017-01-03 03:00:00+0000,0.0,0.0,1731.0,0.0,7.0,11.0
2017-01-03 04:00:00+0000,0.0,0.0,0.0,0.0,0.0,128.0
2017-01-03 05:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03 06:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03 07:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03 08:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03 09:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03 10:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03 11:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03 12:00:00+0000,0.0,0.0,379.0,0.0,0.0,0.0
2017-01-03 13:00:00+0000,0.0,0.0,562.0,0.0,0.0,0.0
2017-01-03 14:00:00+0000,0.0,0.0,458.0,0.0,0.0,0.0
2017-01-03 15:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03 16:00:00+0000,0.0,0.0,0.0,0.0,665.0,0.0
2017-01-03 17:00:00+0000,0.0,0.0,0.0,0.0,390.0,0.0
2017-01-03 18:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03 19:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03 20:00:00+0000,0.0,0.0,1461.0,0.0,0.0,0.0
2017-01-03 21:00:00+0000,0.0,0.0,802.0,0.0,0.0,0.0
2017-01-03 22:00:00+0000,0.0,0.0,719.0,0.0,0.0,0.0
2017-01-03 23:00:00+0000,0.0,0.0,1231.0,0.0,0.0,0.0
2017-01-04 00:00:00+0000,0.0,0.0,915.0,0.0,0.0,0.0
2017-01-04 01:00:00+0000,0.0,0.0,331.0,119.0,0.0,0.0
2017-01-04 02:00:00+0000,0.0,0.0,605.0,698.0,0.0,232.0
2017-01-04 03:00:00+0000,0.0,0.0,893.0,767.0,0.0,328.0
2017-01-04 04:00:00+0000,0.0,0.0,494.0,387.0,0.0,0.0
2017-01-04 05:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-04 06:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-04 07:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-04 08:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-04 09:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-04 10:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-04 11:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-04 12:00:00+0000,0.0,0.0,84.0,0.0,0.0,0.0
2017-01-04 13:00:00+0000,0.0,0.0,349.0,0.0,0.0,0.0
2017-01-04 14:00:00+0000,0.0,0.0,920.0,0.0,0.0,0.0
2017-01-04 15:00:00+0000,196.0,0.0,197.0,0.0,0.0,0.0
2017-01-04 16:00:00+0000,223.0,0.0,0.0,0.0,751.0,0.0
2017-01-04 17:00:00+0000,237.0,0.0,0.0,0.0,993.0,0.0
2017-01-04 18:00:00+0000,56.0,0.0,0.0,0.0,906.0,0.0
2017-01-04 19:00:00+0000,0.0,0.0,146.0,0.0,692.0,0.0
2017-01-04 20:00:00+0000,0.0,0.0,2566.0,0.0,0.0,0.0
2017-01-04 21:00:00+0000,0.0,0.0,2476.0,0.0,0.0,0.0
2017-01-04 22:00:00+0000,0.0,0.0,2476.0,0.0,0.0,0.0
2017-01-04 23:00:00+0000,0.0,0.0,2157.0,0.0,0.0,0.0
2017-01-05 00:00:00+0000,0.0,0.0,695.0,0.0,418.0,0.0
2017-01-05 01:00:00+0000,47.0,0.0,0.0,0.0,0.0,342.0
2017-01-05 02:00:00+0000,94.0,0.0,0.0,77.0,0.0,542.0
2017-01-05 03:00:00+0000,0.0,0.0,2319.0,0.0,741.0,134.0
2017-01-05 04:00:00+0000,0.0,0.0,1123.0,0.0,0.0,289.0
2017-01-05 05:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-05 06:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-05 07:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-05 08:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-05 09:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-05 10:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-05 11:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-05 12:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-05 13:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-05 14:00:00+0000,0.0,0.0,190.0,0.0,0.0,0.0
2017-01-05 15:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-05 16:00:00+0000,0.0,59.0,0.0,0.0,976.0,0.0
2017-01-05 17:00:00+0000,0.0,0.0,0.0,0.0,1000.0,0.0
2017-01-05 18:00:00+0000,0.0,0.0,0.0,0.0,710.0,0.0
2017-01-05 19:00:00+0000,0.0,0.0,74.0,0.0,922.0,0.0
2017-01-05 20:00:00+0000,0.0,0.0,1799.0,0.0,0.0,0.0
2017-01-05 21:00:00+0000,0.0,0.0,1480.0,0.0,0.0,0.0
2017-01-05 22:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-05 23:00:00+0000,0.0,0.0,761.0,0.0,0.0,0.0
2017-01-06 00:00:00+0000,0.0,0.0,540.0,0.0,0.0,0.0
2017-01-06 01:00:00+0000,0.0,0.0,239.0,0.0,0.0,0.0
2017-01-06 02:00:00+0000,0.0,0.0,880.0,0.0,0.0,0.0
2017-01-06 03:00:00+0000,0.0,0.0,1441.0,0.0,0.0,0.0
2017-01-06 04:00:00+0000,0.0,0.0,900.0,0.0,0.0,0.0
2017-01-06 05:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 06:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 07:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 08:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 09:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 10:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 11:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 12:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 13:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 14:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 15:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 16:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 17:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 18:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 19:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 20:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 21:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 22:00:00+0000,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 23:00:00+0000,0.0,0.0,875.0,0.0,0.0,0.0
2017-01-07 00:00:00+0000,0.0,0.0,1548.0,0.0,0.0,0.0
2017-01-07 01:00:00+0000,0.0,0.0,917.0,0.0,0.0,0.0
2017-01-07 02:00:00+0000,0.0,0.0,1388.0,0.0,0.0,0.0
2017-01-07 03:00:00+0000,0.0,0.0,1451.0,0.0,0.0,0.0
2017-01-07 04:00:00+0000,0.0,0.0,1568.0,0.0,0.0,0.0
2017-01-07 05:00:00+0000,0.0,0.0,612.0,0.0,0.0,0.0
2017-01-07 06:00:00+0000,0.0,0.0,1440.0,0.0,0.0,0.0
2017-01-07 07:00:00+0000,0.0,0.0,1196.0,0.0,0.0,0.0
2017-01-07 08:00:00+0000,0.0,0.0,1302.0,0.0,0.0,0.0
2017-01-07 09:00:00+0000,0.0,0.0,1298.0,0.0,0.0,0.0
2017-01-07 10:00:00+0000,0.0,0.0,2294.0,0.0,0.0,0.0
2017-01-07 11:00:00+0000,0.0,0.0,2050.0,0.0,0.0,0.0
2017-01-07 12:00:00+0000,0.0,0.0,3084.0,0.0,0.0,0.0
2017-01-07 13:00:00+0000,0.0,0.0,3069.0,0.0,0.0,0.0
2017-01-07 14:00:00+0000,0.0,0.0,2912.0,0.0,0.0,0.0
2017-01-07 15:00:00+0000,0.0,0.0,2583.0,0.0,0.0,0.0
2017-01-07 16:00:00+0000,0.0,0.0,1124.0,0.0,937.0,0.0
2017-01-07 17:00:00+0000,0.0,0.0,133.0,0.0,997.0,0.0
2017-01-07 18:00:00+0000,0.0,0.0,579.0,0.0,777.0,0.0
2017-01-07 19:00:00+0000,0.0,0.0,2842.0,0.0,0.0,0.0
2017-01-07 20:00:00+0000,0.0,0.0,2580.0,0.0,0.0,0.0
