index,FR -> IT,FR -> BE,FR -> ES,FR -> DE,FR -> UK,FR -> CH
2017-01-07 21:00:00+0000,0.0,0.0,2528.0,0.0,0.0,0.0
2017-01-07 22:00:00+0000,0.0,0.0,1990.0,0.0,0.0,0.0
2017-01-07 23:00:00+0000,0.0,0.0,1997.0,0.0,0.0,0.0
2017-01-08 00:00:00+0000,0.0,0.0,1999.0,0.0,0.0,0.0
2017-01-08 01:00:00+0000,0.0,0.0,1364.0,0.0,0.0,0.0
2017-01-08 02:00:00+0000,0.0,0.0,2614.0,0.0,0.0,0.0
2017-01-08 03:00:00+0000,0.0,0.0,2757.0,0.0,0.0,0.0
2017-01-08 04:00:00+0000,0.0,0.0,2653.0,0.0,0.0,0.0
2017-01-08 05:00:00+0000,0.0,0.0,2511.0,0.0,0.0,0.0
2017-01-08 06:00:00+0000,0.0,0.0,2323.0,0.0,0.0,0.0
2017-01-08 07:00:00+0000,0.0,0.0,1783.0,0.0,0.0,0.0
2017-01-08 08:00:00+0000,0.0,0.0,1728.0,0.0,0.0,0.0
2017-01-08 09:00:00+0000,0.0,0.0,2246.0,0.0,0.0,0.0
2017-01-08 10:00:00+0000,0.0,0.0,2172.0,0.0,0.0,0.0
2017-01-08 11:00:00+0000,0.0,0.0,1551.0,0.0,0.0,0.0
2017-01-08 12:00:00+0000,0.0,0.0,2526.0,0.0,0.0,0.0
2017-01-08 13:00:00+0000,0.0,0.0,2797.0,0.0,0.0,0.0
2017-01-08 14:00:00+0000,0.0,0.0,2551.0,0.0,0.0,0.0
2017-01-08 15:00:00+0000,0.0,0.0,1175.0,0.0,358.0,0.0
2017-01-08 16:00:00+0000,0.0,0.0,0.0,0.0,798.0,0.0
2017-01-08 17:00:00+0000,0.0,0.0,0.0,0.0,1000.0,0.0
2017-01-08 18:00:00+0000,0.0,0.0,0.0,0.0,922.0,0.0
2017-01-08 19:00:00+0000,0.0,0.0,1848.0,0.0,0.0,0.0
2017-01-08 20:00:00+0000,0.0,0.0,2533.0,0.0,0.0,0.0
2017-01-08 21:00:00+0000,0.0,0.0,2546.0,0.0,0.0,0.0
2017-01-08 22:00:00+0000,0.0,0.0,1985.0,0.0,0.0,0.0
2017-01-08 23:00:00+0000,0.0,0.0,1438.0,0.0,0.0,0.0
2017-01-09 00:00:00+0000,0.0,0.0,2076.0,0.0,0.0,0.0
2017-01-09 01:00:00+0000,0.0,0.0,2161.0,0.0,0.0,0.0
2017-01-09 02:00:00+0000,0.0,0.0,2792.0,0.0,0.0,0.0
2017-01-09 03:00:00+0000,0.0,0.0,2793.0,0.0,0.0,184.0
2017-01-09 04:00:00+0000,0.0,0.0,1374.0,123.0,0.0,0.0
2017-01-09 05:00:00+0000,336.0,0.0,0.0,572.0,0.0,0.0
2017-01-09 06:00:00+0000,111.0,0.0,0.0,14.0,0.0,0.0
2017-01-09 07:00:00+0000,438.0,0.0,0.0,384.0,0.0,0.0
2017-01-09 08:00:00+0000,325.0,0.0,0.0,591.0,0.0,0.0
2017-01-09 09:00:00+0000,381.0,0.0,0.0,537.0,0.0,0.0
2017-01-09 10:00:00+0000,405.0,0.0,0.0,619.0,0.0,0.0
2017-01-09 11:00:00+0000,93.0,0.0,0.0,576.0,0.0,0.0
2017-01-09 12:00:00+0000,276.0,0.0,0.0,919.0,0.0,0.0
2017-01-09 13:00:00+0000,981.0,0.0,0.0,1407.0,0.0,0.0
2017-01-09 14:00:00+0000,1321.0,0.0,0.0,1580.0,0.0,116.0
2017-01-09 15:00:00+0000,1562.0,0.0,0.0,1591.0,0.0,222.0
2017-01-09 16:00:00+0000,1428.0,0.0,0.0,1054.0,635.0,0.0
2017-01-09 17:00:00+0000,1277.0,0.0,0.0,740.0,952.0,0.0
2017-01-09 18:00:00+0000,1101.0,0.0,0.0,978.0,14.0,0.0
2017-01-09 19:00:00+0000,1019.0,0.0,2013.0,1092.0,20.0,0.0
2017-01-09 20:00:00+0000,794.0,0.0,3077.0,1585.0,0.0,165.0
2017-01-09 21:00:00+0000,556.0,0.0,2986.0,1539.0,0.0,0.0
2017-01-09 22:00:00+0000,941.0,0.0,1807.0,1597.0,0.0,93.0
2017-01-09 23:00:00+0000,918.0,0.0,1830.0,1721.0,0.0,573.0
2017-01-10 00:00:00+0000,1195.0,0.0,463.0,1819.0,0.0,1210.0
2017-01-10 01:00:00+0000,1365.0,0.0,0.0,2179.0,0.0,1533.0
2017-01-10 02:00:00+0000,1435.0,0.0,1.0,2418.0,0.0,1871.0
2017-01-10 03:00:00+0000,1406.0,0.0,0.0,2356.0,0.0,1900.0
2017-01-10 04:00:00+0000,1412.0,0.0,0.0,2106.0,0.0,1569.0
2017-01-10 05:00:00+0000,1811.0,0.0,0.0,2357.0,0.0,1221.0
2017-01-10 06:00:00+0000,1774.0,0.0,0.0,1606.0,0.0,436.0
2017-01-10 07:00:00+0000,2055.0,0.0,0.0,1510.0,0.0,438.0
2017-01-10 08:00:00+0000,2059.0,0.0,0.0,1626.0,0.0,389.0
2017-01-10 09:00:00+0000,1935.0,0.0,0.0,1569.0,0.0,351.0
2017-01-10 10:00:00+0000,1832.0,0.0,0.0,1581.0,0.0,321.0
2017-01-10 11:00:00+0000,1599.0,0.0,0.0,1656.0,0.0,375.0
2017-01-10 12:00:00+0000,1678.0,0.0,0.0,1829.0,0.0,601.0
2017-01-10 13:00:00+0000,2136.0,0.0,0.0,1922.0,0.0,843.0
2017-01-10 14:00:00+0000,2214.0,0.0,0.0,2113.0,0.0,779.0
2017-01-10 15:00:00+0000,2134.0,0.0,0.0,1942.0,0.0,593.0
2017-01-10 16:00:00+0000,2246.0,149.0,0.0,1564.0,0.0,240.0
2017-01-10 17:00:00+0000,2176.0,0.0,0.0,1111.0,0.0,0.0
2017-01-10 18:00:00+0000,2092.0,0.0,0.0,1254.0,0.0,46.0
2017-01-10 19:00:00+0000,1968.0,0.0,0.0,1611.0,0.0,450.0
2017-01-10 20:00:00+0000,1767.0,0.0,0.0,1862.0,0.0,720.0
2017-01-10 21:00:00+0000,1401.0,0.0,0.0,1955.0,0.0,725.0
2017-01-10 22:00:00+0000,1401.0,0.0,0.0,1943.0,0.0,541.0
2017-01-10 23:00:00+0000,1070.0,0.0,0.0,1599.0,0.0,797.0
2017-01-11 00:00:00+0000,1306.0,0.0,0.0,1709.0,0.0,1245.0
2017-01-11 01:00:00+0000,1405.0,0.0,0.0,2172.0,0.0,1388.0
2017-01-11 02:00:00+0000,1606.0,0.0,0.0,2248.0,0.0,1873.0
2017-01-11 03:00:00+0000,1623.0,0.0,0.0,2520.0,0.0,1727.0
2017-01-11 04:00:00+0000,1695.0,0.0,0.0,2750.0,0.0,1540.0
2017-01-11 05:00:00+0000,1315.0,0.0,0.0,2351.0,0.0,669.0
2017-01-11 06:00:00+0000,1100.0,0.0,0.0,2113.0,0.0,310.0
2017-01-11 07:00:00+0000,1803.0,0.0,0.0,2557.0,0.0,720.0
2017-01-11 08:00:00+0000,1879.0,0.0,0.0,2590.0,0.0,647.0
2017-01-11 09:00:00+0000,1720.0,54.0,0.0,2447.0,0.0,583.0
2017-01-11 10:00:00+0000,1472.0,0.0,0.0,2344.0,0.0,584.0
2017-01-11 11:00:00+0000,1271.0,0.0,0.0,2334.0,0.0,563.0
2017-01-11 12:00:00+0000,1038.0,0.0,338.0,2182.0,0.0,363.0
2017-01-11 13:00:00+0000,1633.0,0.0,0.0,2667.0,0.0,809.0
2017-01-11 14:00:00+0000,1941.0,21.0,610.0,2782.0,0.0,995.0
2017-01-11 15:00:00+0000,2100.0,140.0,87.0,2714.0,0.0,948.0
2017-01-11 16:00:00+0000,2295.0,292.0,0.0,2392.0,395.0,877.0
2017-01-11 17:00:00+0000,2258.0,0.0,0.0,2033.0,873.0,792.0
2017-01-11 18:00:00+0000,1781.0,0.0,0.0,1985.0,401.0,557.0
2017-01-11 19:00:00+0000,1425.0,0.0,1329.0,2125.0,0.0,356.0
2017-01-11 20:00:00+0000,1286.0,0.0,3057.0,2167.0,0.0,692.0
2017-01-11 21:00:00+0000,1218.0,0.0,2625.0,2020.0,0.0,816.0
2017-01-11 22:00:00+0000,1159.0,0.0,2564.0,1963.0,0.0,743.0
2017-01-11 23:00:00+0000,1582.0,0.0,2805.0,2363.0,0.0,878.0
2017-01-12 00:00:00+0000,1489.0,0.0,2576.0,2367.0,0.0,1165.0
2017-01-12 01:00:00+0000,1465.0,0.0,2152.0,2539.0,0.0,1315.0
2017-01-12 02:00:00+0000,1311.0,0.0,2695.0,2580.0,0.0,1437.0
2017-01-12 03:00:00+0000,1294.0,0.0,2709.0,2805.0,0.0,1419.0
2017-01-12 04:00:00+0000,1411.0,0.0,1924.0,2781.0,0.0,1139.0
2017-01-12 05:00:00+0000,1752.0,84.0,0.0,2536.0,0.0,986.0
2017-01-12 06:00:00+0000,1702.0,0.0,0.0,2096.0,0.0,854.0
2017-01-12 07:00:00+0000,1998.0,0.0,0.0,2085.0,0.0,874.0
2017-01-12 08:00:00+0000,2121.0,69.0,0.0,2172.0,0.0,892.0
2017-01-12 09:00:00+0000,2232.0,0.0,0.0,2339.0,0.0,1203.0
2017-01-12 10:00:00+0000,2165.0,13.0,0.0,2308.0,0.0,1166.0
2017-01-12 11:00:00+0000,1691.0,174.0,0.0,2248.0,0.0,927.0
2017-01-12 12:00:00+0000,1687.0,356.0,0.0,2348.0,0.0,899.0
2017-01-12 13:00:00+0000,1985.0,834.0,0.0,2511.0,0.0,1049.0
2017-01-12 14:00:00+0000,1919.0,973.0,0.0,2125.0,0.0,809.0
2017-01-12 15:00:00+0000,2043.0,980.0,0.0,2280.0,43.0,901.0
2017-01-12 16:00:00+0000,1862.0,846.0,0.0,2090.0,730.0,730.0
2017-01-12 17:00:00+0000,1848.0,515.0,0.0,1729.0,981.0,466.0
2017-01-12 18:00:00+0000,1752.0,531.0,0.0,1890.0,881.0,689.0
2017-01-12 19:00:00+0000,1843.0,351.0,202.0,2200.0,0.0,1363.0
2017-01-12 20:00:00+0000,1805.0,49.0,2064.0,2246.0,0.0,1354.0
2017-01-12 21:00:00+0000,1987.0,104.0,982.0,1995.0,0.0,1593.0
2017-01-12 22:00:00+0000,2103.0,324.0,0.0,1594.0,0.0,1654.0
2017-01-12 23:00:00+0000,1896.0,329.0,0.0,1944.0,0.0,1913.0
2017-01-13 00:00:00+0000,1455.0,157.0,0.0,2056.0,0.0,1733.0
2017-01-13 01:00:00+0000,1471.0,307.0,0.0,2083.0,68.0,1857.0
2017-01-13 02:00:00+0000,1440.0,137.0,0.0,2418.0,997.0,1862.0
2017-01-13 03:00:00+0000,1363.0,132.0,0.0,2533.0,852.0,1903.0
2017-01-13 04:00:00+0000,1367.0,138.0,0.0,2328.0,0.0,1816.0
2017-01-13 05:00:00+0000,1564.0,0.0,0.0,1709.0,0.0,959.0
2017-01-13 06:00:00+0000,1826.0,0.0,0.0,1350.0,0.0,642.0
2017-01-13 07:00:00+0000,2110.0,0.0,0.0,1317.0,0.0,492.0
2017-01-13 08:00:00+0000,2370.0,0.0,0.0,1609.0,0.0,657.0
2017-01-13 09:00:00+0000,2371.0,0.0,0.0,1783.0,0.0,768.0
2017-01-13 10:00:00+0000,2310.0,136.0,0.0,1723.0,0.0,652.0
2017-01-13 11:00:00+0000,1927.0,138.0,0.0,1831.0,0.0,596.0
2017-01-13 12:00:00+0000,2117.0,260.0,0.0,2051.0,0.0,857.0
2017-01-13 13:00:00+0000,2219.0,296.0,0.0,2286.0,0.0,1058.0
2017-01-13 14:00:00+0000,2131.0,300.0,0.0,2258.0,0.0,1038.0
2017-01-13 15:00:00+0000,2209.0,569.0,0.0,2333.0,0.0,949.0
2017-01-13 16:00:00+0000,1961.0,281.0,0.0,2047.0,0.0,945.0
2017-01-13 17:00:00+0000,1667.0,0.0,0.0,1680.0,0.0,665.0
2017-01-13 18:00:00+0000,1528.0,134.0,0.0,1760.0,0.0,549.0
2017-01-13 19:00:00+0000,1864.0,0.0,0.0,2169.0,0.0,912.0
2017-01-13 20:00:00+0000,1600.0,0.0,0.0,2309.0,0.0,795.0
2017-01-13 21:00:00+0000,1555.0,0.0,0.0,2149.0,0.0,772.0
2017-01-13 22:00:00+0000,1508.0,0.0,0.0,1930.0,0.0,747.0
2017-01-13 23:00:00+0000,741.0,0.0,0.0,1774.0,0.0,1137.0
2017-01-14 00:00:00+0000,535.0,0.0,0.0,1832.0,0.0,1396.0
2017-01-14 01:00:00+0000,699.0,0.0,0.0,2064.0,0.0,1616.0
2017-01-14 02:00:00+0000,609.0,0.0,475.0,1844.0,0.0,1545.0
2017-01-14 03:00:00+0000,553.0,0.0,1256.0,1923.0,0.0,1498.0
2017-01-14 04:00:00+0000,590.0,0.0,216.0,1697.0,0.0,1343.0
2017-01-14 05:00:00+0000,772.0,0.0,0.0,1648.0,0.0,1477.0
2017-01-14 06:00:00+0000,856.0,0.0,0.0,1499.0,0.0,1322.0
2017-01-14 07:00:00+0000,623.0,0.0,0.0,1145.0,0.0,966.0
2017-01-14 08:00:00+0000,584.0,0.0,0.0,1403.0,0.0,751.0
2017-01-14 09:00:00+0000,322.0,0.0,0.0,1297.0,0.0,739.0
2017-01-14 10:00:00+0000,460.0,0.0,0.0,1216.0,0.0,539.0
2017-01-14 11:00:00+0000,275.0,0.0,0.0,1134.0,0.0,743.0
2017-01-14 12:00:00+0000,158.0,0.0,0.0,1393.0,0.0,1210.0
2017-01-14 13:00:00+0000,410.0,0.0,0.0,1549.0,0.0,1214.0
2017-01-14 14:00:00+0000,653.0,0.0,0.0,1773.0,0.0,1593.0
2017-01-14 15:00:00+0000,580.0,0.0,0.0,1435.0,0.0,1182.0
2017-01-14 16:00:00+0000,696.0,0.0,0.0,1451.0,0.0,1044.0
2017-01-14 17:00:00+0000,637.0,0.0,0.0,1065.0,867.0,271.0
2017-01-14 18:00:00+0000,523.0,0.0,0.0,924.0,909.0,81.0
2017-01-14 19:00:00+0000,220.0,0.0,300.0,1082.0,0.0,0.0
2017-01-14 20:00:00+0000,181.0,0.0,293.0,1356.0,0.0,591.0
2017-01-14 21:00:00+0000,0.0,0.0,294.0,817.0,0.0,0.0
2017-01-14 22:00:00+0000,0.0,0.0,0.0,795.0,0.0,49.0
2017-01-14 23:00:00+0000,0.0,0.0,0.0,807.0,0.0,484.0
2017-01-15 00:00:00+0000,0.0,0.0,0.0,905.0,0.0,669.0
2017-01-15 01:00:00+0000,0.0,0.0,0.0,959.0,0.0,764.0
2017-01-15 02:00:00+0000,43.0,0.0,0.0,1306.0,0.0,1101.0
2017-01-15 03:00:00+0000,211.0,0.0,0.0,1411.0,0.0,1195.0
2017-01-15 04:00:00+0000,260.0,0.0,0.0,1409.0,0.0,1189.0
