index,CZ -> AT,CZ -> SK,CZ -> DE,CZ -> PL
2022-01-01 03:00:00+0000,531.0,295.0,1182.0,0.0
2022-01-01 04:00:00+0000,515.0,188.0,1207.0,0.0
2022-01-01 05:00:00+0000,583.0,115.0,1409.0,0.0
2022-01-01 06:00:00+0000,715.0,0.0,1782.0,0.0
2022-01-01 07:00:00+0000,752.0,25.0,1646.0,0.0
2022-01-01 08:00:00+0000,758.0,4.0,1521.0,0.0
2022-01-01 09:00:00+0000,603.0,33.0,1044.0,0.0
2022-01-01 10:00:00+0000,293.0,12.0,904.0,146.0
2022-01-01 11:00:00+0000,263.0,1.0,975.0,87.0
2022-01-01 12:00:00+0000,212.0,0.0,858.0,144.0
2022-01-01 13:00:00+0000,342.0,11.0,695.0,144.0
2022-01-01 14:00:00+0000,581.0,159.0,598.0,0.0
2022-01-01 15:00:00+0000,858.0,519.0,662.0,70.0
2022-01-01 16:00:00+0000,1054.0,584.0,841.0,0.0
2022-01-01 17:00:00+0000,1119.0,664.0,835.0,0.0
2022-01-01 18:00:00+0000,1229.0,824.0,902.0,0.0
2022-01-01 19:00:00+0000,1193.0,831.0,852.0,0.0
2022-01-01 20:00:00+0000,1229.0,838.0,859.0,0.0
2022-01-01 21:00:00+0000,1358.0,684.0,999.0,0.0
2022-01-01 22:00:00+0000,1273.0,614.0,829.0,0.0
2022-01-01 23:00:00+0000,1658.0,946.0,860.0,0.0
2022-01-02 00:00:00+0000,1626.0,914.0,932.0,0.0
2022-01-02 01:00:00+0000,1354.0,597.0,719.0,0.0
2022-01-02 02:00:00+0000,1213.0,495.0,624.0,0.0
2022-01-02 03:00:00+0000,1194.0,457.0,599.0,0.0
2022-01-02 04:00:00+0000,1183.0,446.0,611.0,0.0
2022-01-02 05:00:00+0000,1176.0,459.0,617.0,0.0
2022-01-02 06:00:00+0000,1248.0,555.0,623.0,0.0
2022-01-02 07:00:00+0000,1393.0,928.0,548.0,0.0
2022-01-02 08:00:00+0000,1454.0,1149.0,479.0,0.0
2022-01-02 09:00:00+0000,1379.0,1246.0,221.0,0.0
2022-01-02 10:00:00+0000,1335.0,1445.0,3.0,0.0
2022-01-02 11:00:00+0000,1334.0,1424.0,0.0,0.0
2022-01-02 12:00:00+0000,1339.0,1487.0,3.0,0.0
2022-01-02 13:00:00+0000,1418.0,1608.0,0.0,0.0
2022-01-02 14:00:00+0000,1485.0,1715.0,129.0,0.0
2022-01-02 15:00:00+0000,1635.0,2038.0,222.0,0.0
2022-01-02 16:00:00+0000,1740.0,2014.0,289.0,0.0
2022-01-02 17:00:00+0000,1656.0,1915.0,247.0,0.0
2022-01-02 18:00:00+0000,1627.0,1916.0,226.0,0.0
2022-01-02 19:00:00+0000,1529.0,1779.0,216.0,0.0
2022-01-02 20:00:00+0000,1428.0,1649.0,220.0,0.0
2022-01-02 21:00:00+0000,1504.0,1395.0,332.0,0.0
2022-01-02 22:00:00+0000,1321.0,1221.0,303.0,0.0
2022-01-02 23:00:00+0000,1230.0,1034.0,329.0,0.0
2022-01-03 00:00:00+0000,843.0,685.0,244.0,0.0
2022-01-03 01:00:00+0000,728.0,643.0,249.0,0.0
2022-01-03 02:00:00+0000,682.0,601.0,286.0,0.0
2022-01-03 03:00:00+0000,713.0,635.0,328.0,0.0
2022-01-03 04:00:00+0000,962.0,947.0,416.0,0.0
2022-01-03 05:00:00+0000,1109.0,1407.0,397.0,0.0
2022-01-03 06:00:00+0000,1022.0,1301.0,454.0,0.0
2022-01-03 07:00:00+0000,1173.0,1375.0,508.0,0.0
2022-01-03 08:00:00+0000,1338.0,1492.0,455.0,0.0
2022-01-03 09:00:00+0000,1271.0,1437.0,459.0,0.0
2022-01-03 10:00:00+0000,1245.0,1449.0,506.0,0.0
2022-01-03 11:00:00+0000,1175.0,1408.0,523.0,0.0
2022-01-03 12:00:00+0000,1205.0,1318.0,506.0,0.0
2022-01-03 13:00:00+0000,1264.0,1365.0,460.0,0.0
2022-01-03 14:00:00+0000,1239.0,1337.0,432.0,0.0
2022-01-03 15:00:00+0000,1454.0,1581.0,433.0,0.0
