index,SE -> NO,SE -> LT,SE -> FI,SE -> DE,SE -> DK,SE -> PL
2018-01-01 03:00:00+0000,2485.0,0.0,1001.0,0.0,0.0,0.0
2018-01-01 04:00:00+0000,2407.0,0.0,993.0,0.0,0.0,0.0
2018-01-01 05:00:00+0000,2297.0,0.0,766.0,0.0,0.0,0.0
2018-01-01 06:00:00+0000,2515.0,0.0,894.0,0.0,0.0,0.0
2018-01-01 07:00:00+0000,2729.0,0.0,1107.0,0.0,0.0,0.0
2018-01-01 08:00:00+0000,2643.0,0.0,1201.0,0.0,0.0,0.0
2018-01-01 09:00:00+0000,2532.0,65.0,1201.0,0.0,0.0,0.0
2018-01-01 10:00:00+0000,2615.0,70.0,1224.0,0.0,0.0,0.0
2018-01-01 11:00:00+0000,2715.0,97.0,1201.0,0.0,0.0,0.0
2018-01-01 12:00:00+0000,2780.0,23.0,1201.0,0.0,0.0,0.0
2018-01-01 13:00:00+0000,2562.0,10.0,1340.0,0.0,0.0,1.0
2018-01-01 14:00:00+0000,1989.0,191.0,1415.0,0.0,0.0,182.0
2018-01-01 15:00:00+0000,1374.0,212.0,1395.0,0.0,0.0,499.0
2018-01-01 16:00:00+0000,678.0,546.0,1569.0,0.0,0.0,597.0
2018-01-01 17:00:00+0000,680.0,536.0,1485.0,0.0,0.0,597.0
2018-01-01 18:00:00+0000,1227.0,430.0,1445.0,0.0,0.0,597.0
2018-01-01 19:00:00+0000,1729.0,283.0,1273.0,0.0,0.0,598.0
2018-01-01 20:00:00+0000,1894.0,325.0,1556.0,0.0,0.0,598.0
2018-01-01 21:00:00+0000,2102.0,155.0,1655.0,0.0,0.0,598.0
2018-01-01 22:00:00+0000,2251.0,28.0,1387.0,0.0,0.0,484.0
2018-01-01 23:00:00+0000,2304.0,0.0,1201.0,0.0,0.0,27.0
2018-01-02 00:00:00+0000,2576.0,0.0,1201.0,0.0,13.0,0.0
2018-01-02 01:00:00+0000,2457.0,0.0,1201.0,0.0,95.0,0.0
2018-01-02 02:00:00+0000,2351.0,0.0,1201.0,0.0,80.0,0.0
2018-01-02 03:00:00+0000,1825.0,0.0,1201.0,0.0,159.0,0.0
2018-01-02 04:00:00+0000,770.0,39.0,1241.0,0.0,4.0,0.0
2018-01-02 05:00:00+0000,329.0,0.0,1684.0,0.0,2.0,173.0
2018-01-02 06:00:00+0000,0.0,101.0,1751.0,454.0,492.0,530.0
2018-01-02 07:00:00+0000,0.0,413.0,1536.0,608.0,682.0,597.0
2018-01-02 08:00:00+0000,0.0,230.0,1781.0,610.0,1122.0,597.0
2018-01-02 09:00:00+0000,0.0,238.0,1823.0,611.0,1231.0,597.0
2018-01-02 10:00:00+0000,0.0,302.0,1794.0,611.0,1312.0,597.0
2018-01-02 11:00:00+0000,0.0,263.0,1931.0,611.0,1370.0,598.0
2018-01-02 12:00:00+0000,0.0,320.0,1987.0,611.0,1260.0,598.0
2018-01-02 13:00:00+0000,0.0,290.0,2268.0,611.0,1129.0,598.0
2018-01-02 14:00:00+0000,0.0,90.0,2004.0,610.0,1121.0,598.0
2018-01-02 15:00:00+0000,0.0,0.0,1649.0,610.0,1344.0,598.0
2018-01-02 16:00:00+0000,0.0,0.0,1473.0,610.0,1526.0,598.0
2018-01-02 17:00:00+0000,0.0,62.0,1917.0,610.0,1107.0,598.0
2018-01-02 18:00:00+0000,0.0,184.0,2144.0,611.0,912.0,598.0
2018-01-02 19:00:00+0000,0.0,374.0,1599.0,596.0,447.0,598.0
2018-01-02 20:00:00+0000,0.0,322.0,1918.0,105.0,2.0,598.0
2018-01-02 21:00:00+0000,172.0,13.0,1676.0,0.0,0.0,598.0
2018-01-02 22:00:00+0000,301.0,40.0,1046.0,0.0,0.0,598.0
2018-01-02 23:00:00+0000,275.0,4.0,436.0,0.0,0.0,595.0
2018-01-03 00:00:00+0000,638.0,3.0,100.0,0.0,0.0,462.0
2018-01-03 01:00:00+0000,912.0,3.0,85.0,0.0,0.0,369.0
2018-01-03 02:00:00+0000,1029.0,4.0,114.0,0.0,0.0,354.0
2018-01-03 03:00:00+0000,1054.0,5.0,330.0,0.0,0.0,348.0
2018-01-03 04:00:00+0000,481.0,123.0,881.0,0.0,0.0,470.0
2018-01-03 05:00:00+0000,68.0,642.0,1326.0,0.0,0.0,598.0
2018-01-03 06:00:00+0000,60.0,730.0,1590.0,0.0,0.0,598.0
2018-01-03 07:00:00+0000,54.0,731.0,1654.0,0.0,0.0,598.0
2018-01-03 08:00:00+0000,46.0,730.0,1437.0,0.0,0.0,598.0
