Year,Month,Day,Hour,Minute,MTU,Biomass_Actual_Aggregated,Biomass_Actual_Consumption,Fossil_Brown_coal-Lignite_Actual_Aggregated,Fossil_Brown_coal-Lignite_Actual_Consumption,Fossil_Coal-derived_gas_Actual_Aggregated,Fossil_Coal-derived_gas_Actual_Consumption,Fossil_Gas_Actual_Aggregated,Fossil_Gas_Actual_Consumption,Fossil_Hard_coal_Actual_Aggregated,Fossil_Hard_coal_Actual_Consumption,Fossil_Oil_Actual_Aggregated,Fossil_Oil_Actual_Consumption,Fossil_Oil_shale_Actual_Aggregated,Fossil_Oil_shale_Actual_Consumption,Fossil_Peat_Actual_Aggregated,Fossil_Peat_Actual_Consumption,Geothermal_Actual_Aggregated,Geothermal_Actual_Consumption,Hydro_Pumped_Storage_Actual_Aggregated,Hydro_Pumped_Storage_Actual_Consumption,Hydro_Run-of-river_and_poundage_Actual_Aggregated,Hydro_Run-of-river_and_poundage_Actual_Consumption,Hydro_Water_Reservoir_Actual_Aggregated,Hydro_Water_Reservoir_Actual_Consumption,Marine_Actual_Aggregated,Marine_Actual_Consumption,Nuclear_Actual_Aggregated,Nuclear_Actual_Consumption,Other_Actual_Aggregated,Other_Actual_Consumption,Other_renewable_Actual_Aggregated,Other_renewable_Actual_Consumption,Solar_Actual_Aggregated,Solar_Actual_Consumption,Waste_Actual_Aggregated,Waste_Actual_Consumption,Wind_Offshore_Actual_Aggregated,Wind_Offshore_Actual_Consumption,Wind_Onshore_Actual_Aggregated,Wind_Onshore_Actual_Consumption
2023,,,0,0,00:00 - 01:00,286.0,,n/e,n/e,n/e,n/e,110.0,,223.0,,20.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,118.0,,1260,,1233,
2023,,,1,0,01:00 - 02:00,335.0,,n/e,n/e,n/e,n/e,118.0,,230.0,,20.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,119.0,,1084,,1287,
2023,,,2,0,02:00 - 03:00,367.0,,n/e,n/e,n/e,n/e,117.0,,228.0,,20.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,118.0,,978,,1309,
2023,,,3,0,03:00 - 04:00,352.0,,n/e,n/e,n/e,n/e,115.0,,231.0,,20.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,118.0,,789,,1375,
2023,,,4,0,04:00 - 05:00,374.0,,n/e,n/e,n/e,n/e,115.0,,226.0,,20.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,118.0,,804,,1345,
2023,,,5,0,05:00 - 06:00,287.0,,n/e,n/e,n/e,n/e,115.0,,226.0,,20.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,118.0,,839,,1354,
2023,,,6,0,06:00 - 07:00,207.0,,n/e,n/e,n/e,n/e,114.0,,225.0,,20.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,121.0,,912,,1563,
2023,,,7,0,07:00 - 08:00,212.0,,n/e,n/e,n/e,n/e,113.0,,225.0,,20.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,120.0,,1164,,1974,
2023,,,8,0,08:00 - 09:00,238.0,,n/e,n/e,n/e,n/e,114.0,,227.0,,20.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11,,119.0,,1508,,2187,
2023,,,9,0,09:00 - 10:00,221.0,,n/e,n/e,n/e,n/e,116.0,,230.0,,21.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,64,,121.0,,1707,,2397,
2023,,,10,0,10:00 - 11:00,222.0,,n/e,n/e,n/e,n/e,115.0,,228.0,,20.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,120,,124.0,,1568,,2440,
2023,,,11,0,11:00 - 12:00,216.0,,n/e,n/e,n/e,n/e,114.0,,227.0,,20.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,169,,135.0,,1661,,2641,
2023,,,12,0,12:00 - 13:00,231.0,,n/e,n/e,n/e,n/e,114.0,,324.0,,20.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,143,,134.0,,1235,,2816,
2023,,,13,0,13:00 - 14:00,226.0,,n/e,n/e,n/e,n/e,115.0,,334.0,,21.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,95,,135.0,,2012,,3092,
2023,,,14,0,14:00 - 15:00,237.0,,n/e,n/e,n/e,n/e,124.0,,356.0,,29.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,27,,137.0,,2038,,3065,
2023,,,15,0,15:00 - 16:00,221.0,,n/e,n/e,n/e,n/e,139.0,,448.0,,38.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,140.0,,2028,,3055,
2023,,,16,0,16:00 - 17:00,328.0,,n/e,n/e,n/e,n/e,175.0,,572.0,,41.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,140.0,,1962,,3024,
2023,,,17,0,17:00 - 18:00,375.0,,n/e,n/e,n/e,n/e,174.0,,591.0,,41.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,140.0,,1808,,2860,
2023,,,18,0,18:00 - 19:00,336.0,,n/e,n/e,n/e,n/e,146.0,,471.0,,40.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,137.0,,1894,,2564,
2023,,,19,0,19:00 - 20:00,258.0,,n/e,n/e,n/e,n/e,146.0,,441.0,,41.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,132.0,,1873,,2280,
2023,,,20,0,20:00 - 21:00,307.0,,n/e,n/e,n/e,n/e,139.0,,412.0,,39.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,126.0,,1771,,2090,
2023,,,21,0,21:00 - 22:00,292.0,,n/e,n/e,n/e,n/e,137.0,,380.0,,38.0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,126.0,,1821,,1862,
