,CCGT,CHP,DAC,H2 turbine,Imports_Exports,OCGT,battery storage,distribution network,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 12:00:00,1.06582655840666E-05,2.20964979547974E-05,-2.71913441863653,3.49064675704762E-06,-2.04700846828803,1.79521299244979E-06,0.00100947048852429,-31.4020569023705,49.4529046783038,18.702446648285,-36.2897227193017,4.30164172606039,-5.45491195354789E-05,-3.04509072756218E-05,-4.18211204811099E-05,3.01959561737766E-05
2013-01-01 13:00:00,1.0622802696131E-05,2.19470706395289E-05,-2.71913442750959,3.47470997879112E-06,-4.68843743859543,1.79150206326492E-06,-0.000371966121066772,-31.4020676142304,49.4951465801419,21.8930209164614,-36.8603328709471,4.28226640231618,-6.1681012310784E-05,-3.15162211550728E-05,-4.2505130260973E-05,3.01784515256397E-05
2013-01-01 14:00:00,1.06228352463802E-05,2.19709678992572E-05,-2.71913442469245,3.45990644558305E-06,-14.5448302103808,1.78193489999146E-06,0.000767984138129964,-31.4020609319956,49.5091535992869,21.6583880406445,-25.0451022415638,2.54289383598784,-4.88151101719673E-05,-3.11229596539988E-05,-4.19179189717045E-05,3.00773361686264E-05
2013-01-01 15:00:00,1.05779876065306E-05,4.08508288197936E-05,-2.71913363581786,3.42122551322106E-06,-17.9100960241839,1.76416117473397E-06,0.000814295091174288,-31.4021202065456,49.5161209258271,22.0520794107156,-19.5376443038258,0,0,-3.12966223960984E-05,-4.19211530673595E-05,2.11241728922735E-05
2013-01-01 16:00:00,1.05819335514348E-05,3.95741072483348E-05,-2.71913366992317,3.42068039139556E-06,-17.7043639511623,1.76603434177583E-06,0.000664301810829388,-31.402119765048,49.5236046720076,23.3669422706527,-21.0655718569783,0,0,-3.15251216345018E-05,-4.19157117621174E-05,2.10973880898444E-05
2013-01-01 17:00:00,1.05873406816191E-05,3.92824589867196E-05,-2.71913367078407,3.42500518327803E-06,-17.8101408708074,1.76878159906434E-06,0.000591206084486874,-31.4021197784735,49.5311567634349,26.042156436471,-23.6424872962663,0,0,-3.20172347962853E-05,-4.19327609176666E-05,2.11112970059931E-05
2013-01-01 18:00:00,1.05907540619223E-05,3.97527937473336E-05,-2.71913366852138,3.42897445202589E-06,-17.9579936134046,1.77065769116028E-06,0.000530053065411478,-31.402119864276,49.5302339978017,27.4828468429788,-24.934341184475,0,0,-3.22839576172669E-05,-4.19396632449341E-05,2.11444715718498E-05
2013-01-01 19:00:00,1.0591936458562E-05,4.0870697340812E-05,-2.71913363778232,3.43202009980086E-06,-17.7677986556235,1.7716290766456E-06,0.000476330182251212,-31.4021202006592,49.534363637096,27.7346614479392,-25.3804274421354,0,0,-3.23398989972929E-05,-4.19509469742831E-05,2.11867958402537E-05
2013-01-01 20:00:00,1.05937523899797E-05,2.18196323621286E-05,-2.71913442824412,3.4359046873992E-06,-17.8561764145258,1.77282187793197E-06,0.000428546421321327,-31.4020641957278,49.5350528203268,29.9613471849314,-27.5194214846656,0,0,-3.27471652121289E-05,-4.19644378756783E-05,3.01167174123929E-05
2013-01-01 21:00:00,1.05946857878989E-05,2.18311303452207E-05,-2.71913442748916,3.43906099331461E-06,-18.1004844278339,1.77363959135848E-06,0.000393632892973085,-31.4020636346357,49.5355465866566,32.3944536077017,-29.7086788803036,0,0,-3.3197192042735E-05,-4.19777079288427E-05,3.01416229863175E-05
2013-01-01 22:00:00,1.05869379432117E-05,2.18171932387286E-05,-2.71913443163957,3.43606201596122E-06,-18.1772957715342,1.77150051076885E-06,0.000330021963108122,-31.402062986074,49.5356858509573,35.0603827003606,-32.2978722292778,0,0,-3.37161935624408E-05,-4.20971927444466E-05,3.01545967973712E-05
2013-01-01 23:00:00,1.05943213831635E-05,2.18401697680914E-05,-2.71913442882996,3.44254241417272E-06,-18.3583453305761,1.77428285609099E-06,0.000109648449790866,-31.4020613784602,49.5352101080557,32.8165282543339,-29.8722742940432,0,0,-3.3298793803624E-05,-4.19958228717606E-05,3.01469397030897E-05
2013-01-02 00:00:00,1.05943131947673E-05,2.18539240395559E-05,-2.71913442900614,3.44478958202199E-06,-18.0969456707098,1.77469210017202E-06,0.000161161398000366,-31.4020623850714,49.5299565903806,27.8309953751595,-25.1429389096516,0,0,-3.24150869104756E-05,-4.19962803559989E-05,3.01089357428654E-05
2013-01-02 01:00:00,1.05901450474871E-05,2.18711868866617E-05,-2.71913443023607,3.44654378451087E-06,-18.0796964333595,1.77405603832438E-06,7.87943874610277E-05,-31.4020625588208,49.5203394733337,27.4387974681535,-24.7582904687302,0,0,-3.2403645527836E-05,-4.20345921763834E-05,3.00514952823657E-05
2013-01-02 02:00:00,1.05848570167628E-05,2.19005483409317E-05,-2.71913443135315,3.45038674555486E-06,-17.9734951439478,1.7732722188037E-06,5.32101305517647E-05,-31.402053962483,49.5003314082451,25.7720773796215,-23.1777467607594,0,0,-3.21800209916887E-05,-4.2084962015649E-05,3.0050811402907E-05
2013-01-02 03:00:00,1.05819719900813E-05,2.19127898386236E-05,-2.71913443109292,3.44718479980842E-06,-17.7182767150194,1.77210803258647E-06,5.27879487091967E-05,-31.4020520793311,49.4176920629059,22.2558581969075,-19.8341088996931,0,0,-3.15370582376317E-05,-4.19810464405509E-05,3.00748183760535E-05
2013-01-02 04:00:00,1.05809485492938E-05,2.19237335586078E-05,-2.71913443407333,3.44707274286243E-06,-17.5591170843421,1.7720467928566E-06,-5.09516400625692E-05,-31.4020534200912,49.33634616205,22.0815941088097,-19.7375535607581,0,0,-3.15147887790204E-05,-4.19046602471437E-05,3.00771602332616E-05
2013-01-02 05:00:00,1.05798573256998E-05,4.12046472784138E-05,-2.71913366374721,3.44721437042763E-06,-17.3995815061371,1.77196541828959E-06,-0.000103930262244715,-31.4021195075045,49.1900608110272,23.0416093962628,-20.7107110490035,0,0,-3.16934973200205E-05,-4.17847204895046E-05,2.11300872910362E-05
2013-01-02 06:00:00,1.05768858565651E-05,4.03075149268265E-05,-2.71913367345451,3.44647261689798E-06,-17.1656648666891,1.77105394283689E-06,-0.00015567058186929,-31.4021193829195,48.0023382730874,21.5577419134566,-18.2729859848935,0,0,-3.14360716087663E-05,-4.11261650309037E-05,2.10505750857682E-05
2013-01-02 07:00:00,1.05835325682929E-05,4.09547260734742E-05,-2.71913366902292,3.45433108213692E-06,-16.9175512705625,1.77314542700829E-06,-0.00019846901100694,-31.4021255942101,44.4507529048771,20.1146661741296,-13.5263834509111,0,0,-3.11432289361733E-05,-3.99136474282554E-05,1.28016158359518E-05
2013-01-02 08:00:00,1.0583603972869E-05,4.1101879289717E-05,-2.71913366697275,3.4614138682728E-06,-16.8647343571365,1.77315829689985E-06,-0.000237489550571509,-31.4021256230084,39.9837694639344,18.0048783832808,-7.00239161658896,0,0,-3.07507863624323E-05,-3.89766372483969E-05,1.28112601156545E-05
2013-01-02 09:00:00,1.07402511443578E-05,2.27639852872439E-05,-2.71913440336223,3.60712811204058E-06,-16.4133528246437,1.84208864145908E-06,-0.000180764749016137,-31.4020495573665,35.5585066631571,15.4512476290415,-7.84480789053173,7.36984620800763,-5.14382221852908E-05,-2.9876890961475E-05,-3.77047885428813E-05,3.01197181760831E-05
2013-01-02 10:00:00,1.07429244650633E-05,2.28545651200659E-05,-2.71913440120419,3.61466446711541E-06,-15.7871781682443,1.84386408254061E-06,-0.000204391821910809,-31.402046980785,39.8903725557536,12.8290305530073,-12.0797719061377,9.2690130222299,-5.70401865017163E-05,-2.92584681060646E-05,-3.80515872101659E-05,3.0141991180996E-05
2013-01-02 11:00:00,1.07401814760951E-05,2.28900749138301E-05,-2.71913439737398,3.60946976114983E-06,-15.7073873076946,1.84143234060158E-06,-0.000232197592849855,-31.402047169784,36.4185544468023,11.2663753580294,-6.81062988498591,8.95459761588321,-7.3290784973216E-05,-2.88964826480935E-05,-3.83298205199926E-05,3.01269174868261E-05
2013-01-02 12:00:00,1.07390905165908E-05,2.28726517109674E-05,-2.71913439956972,3.60595993614856E-06,-16.0972143626639,1.84143211556935E-06,-0.000250754897527805,-31.4020476952813,39.6965017766377,14.2472835750546,-12.1823032955007,8.45727141565246,-8.13505432225253E-05,-2.95970425180201E-05,-3.92940782798894E-05,3.01052294317215E-05
2013-01-02 13:00:00,1.070167883642E-05,2.265187530037E-05,-2.71913441242673,3.56554772377136E-06,-16.7596333388098,1.82412502209046E-06,-0.000304810486426572,-31.402053495705,47.5476169392937,15.4164642034499,-17.4221587144297,5.33929369307314,-6.31790198874633E-05,-2.99170963925235E-05,-4.0577109395404E-05,3.00266148566711E-05
2013-01-02 14:00:00,1.06265962529167E-05,4.27576872704722E-05,-2.71913362589546,3.49586592903497E-06,-16.4480606727304,1.79289657944529E-06,-0.000358404134402297,-31.4021200437101,48.8542627491251,16.6046420813659,-17.2972370102219,2.40806779166645,-4.56624856797106E-05,-3.03303236137822E-05,-4.14622632590529E-05,2.10791450794038E-05
2013-01-02 15:00:00,1.0576972167986E-05,4.13371198584381E-05,-2.71913367783779,3.44828359692046E-06,-16.4353847469532,1.77250266158713E-06,-0.000392629122198062,-31.4021253648324,49.1151307643824,18.6666170877527,-17.224683528147,0,0,-3.09183706302178E-05,-4.17559815479311E-05,1.28304450539527E-05
2013-01-02 16:00:00,1.05802400204374E-05,4.15606513674628E-05,-2.71913367985262,3.44820206647969E-06,-16.4593481510308,1.77417251019383E-06,-0.000409799800048447,-31.4021251179158,49.4242210275911,20.9496002367304,-19.7927720008718,0,0,-3.133840688281E-05,-0.0000420395201876999,8.69749699643996E-06
2013-01-02 17:00:00,1.05846314903928E-05,4.157366682047E-05,-2.71913368271074,3.45078525174248E-06,-16.4009774319025,1.77617438164937E-06,-0.000428888425053391,-31.4021254028693,49.4904564919097,23.4398297263148,-22.4075919207634,0,0,-3.17886220042851E-05,-4.21139805319518E-05,1.28201307647068E-05
2013-01-02 18:00:00,1.0587743292693E-05,4.14440594659524E-05,-2.71913368410475,3.45367218425772E-06,-16.4338534807787,1.77762799740937E-06,-0.000450304687430213,-31.4021254430883,49.5321052462286,26.1456290219947,-25.1221418166474,0,0,-3.22882828073148E-05,-4.2163925306522E-05,1.28437626073701E-05
2013-01-02 19:00:00,1.05893853984066E-05,4.14960761861025E-05,-2.71913368406374,3.45605263789242E-06,-16.720569160981,1.77846467730333E-06,-0.0004742166954238,-31.4021198335146,49.5358277679204,29.3381424074826,-28.0316513973416,0,0,-3.2871149941684E-05,-4.21775030684244E-05,2.10398914599725E-05
2013-01-02 20:00:00,1.05895420013472E-05,4.37657898359847E-05,-2.71913363089795,3.45750301748757E-06,-16.9275522108585,1.77864382780277E-06,-0.000497969525689897,-31.402120021117,49.5364404208033,32.2064387859145,-30.693555300723,0,0,-3.33981379392299E-05,-4.21841519227545E-05,2.11119339841959E-05
2013-01-02 21:00:00,1.05811232900003E-05,2.20297277606027E-05,-2.71913445048456,3.45263595388295E-06,-17.1573252046154,1.77577236844007E-06,-0.000516784682892506,-31.4020575279891,49.536520106954,35.2265116115503,-33.4839640657665,0,0,-3.39718770859463E-05,-4.22893584345203E-05,2.996297746918E-05
2013-01-02 22:00:00,1.05828183190489E-05,2.20254228520637E-05,-2.71913445235208,3.45334784538574E-06,-17.9538954818483,1.77573233418291E-06,-0.000505640951667437,-31.4020594498391,49.5365249928298,38.7409533880199,-36.2018492409804,0,0,-3.44591087898607E-05,-4.22763843909455E-05,2.99842618391996E-05
2013-01-02 23:00:00,1.0582883155092E-05,2.20233847836375E-05,-2.71913445358299,3.45388737402096E-06,-17.8239004966373,1.7755867334711E-06,-0.000525132342260423,-31.4020592744724,49.5365079816457,38.7788532030118,-36.3697077224346,0,0,-3.44575843483881E-05,-4.22691151467295E-05,2.9981930417614E-05
2013-01-03 00:00:00,1.05812440317169E-05,2.20195722592861E-05,-2.71913445504844,3.45377226883554E-06,-18.0007351766948,1.77521476506812E-06,-0.000596506201222012,-31.4020614718195,49.5361174818904,38.6514416052028,-36.0649972981817,0,0,-3.44571187436031E-05,-4.22852110266409E-05,2.99370313172728E-05
2013-01-03 01:00:00,1.0582270777552E-05,2.20253601520678E-05,-2.71913445567776,3.45431242202632E-06,-17.8611845458646,1.77521158714073E-06,-0.000598711961240627,-31.0270533692083,49.5358483238647,38.4369956683041,-36.3648436499131,0,0,-3.44068217688118E-05,-4.22649775629895E-05,3.47673191721075E-05
2013-01-03 02:00:00,1.05804784196285E-05,2.2026826238032E-05,-2.71913445660963,3.45379223789317E-06,-17.695702568142,1.77477796688744E-06,-0.000676852294068701,-31.0497127814152,49.5357007853722,37.9162115363618,-35.9866564285779,0,0,-3.4349394402966E-05,-4.22795706588035E-05,3.47589274812052E-05
2013-01-03 03:00:00,1.05809479981701E-05,2.20358287857324E-05,-2.71913445687618,3.45351514541617E-06,-17.6598373385628,1.77460148221522E-06,-0.000695838306259104,-31.40205406979,49.5355535758445,37.3525135877757,-35.1063114839608,0,0,-3.42542097930618E-05,-4.2263229892889E-05,2.98859690403385E-05
2013-01-03 04:00:00,1.05790629538403E-05,2.2042874863994E-05,-2.71913445729399,3.4529094121971E-06,-17.6186174364297,1.77425978947917E-06,-0.00082156975480544,-31.4020573487153,49.535501662761,36.2787029476888,-34.0735399533675,0,0,-3.41193239291897E-05,-4.22804543659765E-05,2.9911238062911E-05
2013-01-03 05:00:00,1.05786029987783E-05,2.20559918885739E-05,-2.7191344573916,3.45250470918258E-06,-17.6203697985574,1.7741136341257E-06,-0.000929869897270105,-31.4020587658425,49.5355430609144,35.8481515385642,-33.6411678513535,0,0,-3.40593907261564E-05,-4.22820209043479E-05,2.98356286763524E-05
2013-01-03 06:00:00,1.05790728674686E-05,2.20728989684211E-05,-2.71913445767298,3.4526156132833E-06,-17.6216742136937,1.77406538601414E-06,-0.00102869189049655,-31.4020596812233,49.5355551801289,35.818489273568,-33.6101134801947,0,0,-3.40451653593163E-05,-4.22730638211403E-05,2.97201975506994E-05
2013-01-03 07:00:00,1.05793302852012E-05,2.20691698529017E-05,-2.71913446225047,3.45330820227201E-06,-17.5152312769616,1.77391402588953E-06,-0.00115454389302375,-31.4020635465038,49.5352188757109,35.2370716287277,-33.1346728433552,0,0,-3.3949317080328E-05,-4.22605312856683E-05,2.97142710965499E-05
2013-01-03 08:00:00,1.05899091586999E-05,4.44659980643937E-05,-2.71913363216027,3.46337549953647E-06,-17.3881096604594,1.77738674946781E-06,-0.00131885137957991,-31.4021202634793,49.5349542075382,33.59995274075,-31.6242048802286,0,0,-3.36284188881564E-05,-4.21454190765861E-05,2.09990786818118E-05
2013-01-03 09:00:00,1.06269155536705E-05,2.22852857262899E-05,-2.7191344482673,3.4986285383243E-06,-17.3764237562712,1.79291218234904E-06,-0.00149857453012844,-31.4020587575091,49.5353089576411,32.9081080679169,-32.9370344884803,1.99281388387527,-4.81050125943056E-05,-3.3436522222928E-05,-4.21700943708908E-05,2.97990935783318E-05
2013-01-03 10:00:00,1.0633341698896E-05,2.23283415917848E-05,-2.7191344478954,3.50647938889061E-06,-16.8643993376934,1.79567392910008E-06,-0.00187682035288876,-31.4020580993541,49.5071731532673,31.1622095829851,-32.0692715831546,2.38743860558411,-4.86988712588472E-05,-3.3113780096869E-05,-4.21450731283844E-05,2.98037912987175E-05
2013-01-03 11:00:00,1.06384902329656E-05,2.2358554640952E-05,-2.71913444775378,3.51297992873659E-06,-16.8715214890769,1.7980525275148E-06,-0.00262429757873987,-31.4020562921784,49.471014694589,30.6067238582223,-31.9017377275458,2.81941706921368,-4.91798471955769E-05,-3.30173234838185E-05,-4.21159310030126E-05,2.9795628220216E-05
2013-01-03 12:00:00,1.06313348506115E-05,2.23711625886343E-05,-2.71913444923013,3.51499243292121E-06,-20.8588755258938,1.79648810186142E-06,-0.00574096663109003,-31.4020516360592,49.4731651198043,31.0151010620775,-28.0092828928459,2.50690620640559,-4.88799539308462E-05,-3.31611679688422E-05,-4.2174887773843E-05,2.97621000211901E-05
2013-01-03 13:00:00,1.09759641944202E-05,2.0883179182095E-05,-2.71913438486064,3.14575033449683E-06,-20.582562925148,1.83399500624394E-06,0.00125471499423134,-31.3869623525629,49.4706533378208,30.7915393274592,-27.5757042444967,2.00098597763376,-4.36525051362961E-05,-2.90481581403128E-05,-3.71059774004632E-05,2.98415047428239E-05
2013-01-03 14:00:00,1.09686403656188E-05,2.0876200719994E-05,-2.7191343855029,3.14626755938353E-06,-20.8470435758785,1.83023128221182E-06,0.000175847716499935,-31.3953838861132,49.5271302552554,31.5147400686908,-27.253307462052,1.17289062734799,-4.16929305604504E-05,-2.91760352396295E-05,-3.71355768817799E-05,2.97636401031622E-05
2013-01-03 15:00:00,1.09207240975345E-05,4.63933955537557E-05,-2.7191335413233,3.12154599813711E-06,-21.2079370956297,1.81591223070773E-06,-0.000167754886102343,-31.4021154926531,49.5256801583328,31.994518669144,-26.190835133138,0,0,-2.94670103251065E-05,-3.72855923826217E-05,2.089553026392E-05
2013-01-03 16:00:00,1.0911229755598E-05,4.3444976723932E-05,-2.71913355775114,3.12806330108145E-06,-21.2415257691687,1.81532953095034E-06,-0.000550523499175257,-31.4021158427685,49.4158656668035,28.4712770407377,-22.523804704684,0,0,-2.89885415054982E-05,-3.72704533614522E-05,2.08451592673685E-05
2013-01-03 17:00:00,1.10217950404029E-05,4.65814616209651E-05,-2.71913350835011,3.03445299658712E-06,-19.6657598355762,1.82786692022268E-06,0.00155104836788055,-31.4021137298066,49.2942492958054,24.5676680689718,-20.076460027468,0,0,-2.73748115165517E-05,-3.58768188969773E-05,2.08641095797179E-05
2013-01-03 18:00:00,1.10186561133943E-05,4.92581770962085E-05,-2.71913347741091,3.03736419348E-06,-19.2362578192821,1.82777364695284E-06,0.000742565153803234,-31.4021139199774,49.1564233383357,21.7255032812751,-17.5251658528723,0,0,-2.69735370209787E-05,-3.57739809787392E-05,2.09173234771284E-05
2013-01-03 19:00:00,1.10155078184925E-05,2.05079370304815E-05,-2.71913437513489,3.04155611374872E-06,-19.0095325362276,1.82788481391283E-06,0.000430417550863248,-30.2333950801941,48.992964243624,20.1951306548209,-17.2264453592302,0,0,-2.67770557375115E-05,-3.56730752854185E-05,2.95626234883361E-05
2013-01-03 20:00:00,1.10123691527378E-05,2.05214714804975E-05,-2.71913437393381,3.04456563516146E-06,-18.7566054116564,1.82768271627565E-06,0.000258330066569648,-28.302031593549,48.6781960736966,18.3442447719112,-17.2449101140499,0,0,-2.65138277708843E-05,-3.56587816599326E-05,2.95956497859293E-05
2013-01-03 21:00:00,1.10119942766085E-05,2.05271356625297E-05,-2.71913437513225,3.0477199786517E-06,-18.6796976594665,1.82820948277439E-06,0.000145081737921051,-26.3991323671015,48.5233673925063,18.2217583016437,-18.9472884177516,0,0,-2.6513121329117E-05,-3.59439766668699E-05,2.96205335668429E-05
2013-01-03 22:00:00,1.10114425359497E-05,2.05311990297856E-05,-2.7191343762766,3.05056926313425E-06,-18.6027003728653,1.82860655859249E-06,5.23973213225128E-05,-24.6975021711923,47.3767498242133,18.6947382757025,-20.0521856148027,0,0,-2.66072611412369E-05,-3.58717517053697E-05,2.96417575057365E-05
2013-01-03 23:00:00,1.10110865918172E-05,2.05332092131462E-05,-2.71913437768831,3.05235135280797E-06,-18.7032852737599,1.82884483950787E-06,-3.25328402728693E-05,-23.3487428144554,48.8954706216236,17.8633075003558,-21.9875650559522,0,0,-2.6484807895315E-05,-3.6097444443049E-05,2.96503737943033E-05
2013-01-04 00:00:00,1.10135039980098E-05,2.05417235007902E-05,-2.71913437758512,3.05579922584454E-06,-18.4879366227763,1.82997864742025E-06,-0.000118078900030276,-22.7411908844642,49.4363730376457,16.6970787035588,-22.1850540076145,0,0,-2.62044458201558E-05,-3.60872646223937E-05,2.96418908678718E-05
2013-01-04 01:00:00,1.10099179164534E-05,2.05389968870978E-05,-2.71913438030261,3.05626040343358E-06,-18.3371852676432,1.82931704939542E-06,-0.000213960704227312,-22.3728665529694,49.4878310405388,17.6200834101574,-23.678496112664,0,0,-2.64728740740452E-05,-3.61686971719037E-05,2.96194772676075E-05
2013-01-04 02:00:00,1.10117740301596E-05,2.05487086722781E-05,-2.71913438216677,3.06045164100309E-06,-18.4267795683395,1.83070691435142E-06,-0.000329938654304339,-22.4769365948616,49.5313435356018,21.0567268992254,-26.9648711333924,0,0,-2.70375575182697E-05,-3.62328105358222E-05,2.96102790770609E-05
2013-01-04 03:00:00,1.1010776854619E-05,2.05533367074355E-05,-2.71913438469244,3.06362305040448E-06,-18.5693398197654,1.83121063243633E-06,-0.000496728015027377,-23.3541769970609,49.5329588161195,24.1272247134504,-29.0170162403909,0,0,-2.75430861340169E-05,-3.62640115812166E-05,2.96204123397671E-05
2013-01-04 04:00:00,1.10075615133975E-05,2.05563606468093E-05,-2.7191343881418,3.06818046971308E-06,-18.5701931847223,1.83151675486715E-06,-0.000841583186523722,-25.4254761486866,49.5228540956397,24.1856004280772,-26.9927897014701,0,0,-2.75982298819599E-05,-3.62938331883792E-05,2.96132375934848E-05
2013-01-04 05:00:00,1.09997295229285E-05,2.05537837240503E-05,-2.71913439470194,3.07511352506086E-06,-20.3039006231808,1.83131774610759E-06,-0.00234079876640342,-27.6178382861657,49.5104677896879,26.1828326483525,-25.050066205657,0,0,-2.80031117735007E-05,-3.63614749560572E-05,2.95427945299751E-05
2013-01-04 06:00:00,1.14122129205309E-05,2.2605299873932E-05,-2.71913407182879,2.77586483803238E-06,-20.5847084397401,1.87693092527133E-06,-4.47901893300195E-05,-29.6552878744123,49.3858004606296,28.5738754540114,-25.0004857273734,0,0,-2.52279118344063E-05,-3.23634027069606E-05,2.62469330439727E-05
2013-01-04 07:00:00,1.21002821974861E-05,0.0200359206495248,-2.71913324561012,2.41296237986514E-06,-20.5139033206891,1.94982508318495E-06,0.000468639897128924,-31.4019376424943,49.0965865913694,27.6207786462386,-22.1028726323503,0,0,-2.1460697627731E-05,-2.74603119521899E-05,2.1337570764999E-05
2013-01-04 08:00:00,1.21782068136874E-05,0.219574570707178,-2.7191332473366,2.3823974835403E-06,-20.4855797168212,1.95822445615559E-06,0.000763555390970506,-31.4017224387461,48.9605472061784,26.2246624366221,-20.7990995403016,0,0,-2.09827146333055E-05,-2.69621909554113E-05,2.14260944269118E-05
2013-01-04 09:00:00,1.22028681873511E-05,7.43438308066903E-05,-2.71913332117489,2.40057281958246E-06,-20.4046469510959,1.96922579147481E-06,0.000300656387493188,-31.1075872597605,48.7345666827711,26.1465276120146,-21.6894771436802,1.03941807809368,-3.0468555752247E-05,-2.09647610107027E-05,-2.68357514638064E-05,2.1848738155961E-05
2013-01-04 10:00:00,1.22099545941304E-05,7.40009572745556E-05,-2.71913332055249,2.40787267565061E-06,-20.1495647907686,1.9731694218628E-06,0.000126541868396017,-30.8953694116032,49.0600750318497,24.2665175102371,-20.8065951301058,1.24391290725687,-3.11304504875152E-05,-2.07463284992855E-05,-2.70470326634951E-05,2.18471330659986E-05
2013-01-04 11:00:00,1.22130440619454E-05,7.34763020931989E-05,-2.71913332391079,2.41252049799216E-06,-20.3930175926731,1.97501961623488E-06,7.32956611670527E-06,-31.0910984128581,48.5561178647446,26.5287825045068,-22.0930370397494,1.21134844807848,-3.10529530829797E-05,-2.10121585771503E-05,-2.67241038567368E-05,2.1825338620461E-05
2013-01-04 12:00:00,1.22245029341708E-05,7.28701381520079E-05,-2.71913332122554,2.4201391500369E-06,-20.1054991357604,1.97961657489337E-06,-0.000104847278367267,-31.3446202436539,48.1836051093549,24.3467545787437,-19.6706773933209,1.30964517875636,-3.12498960489889E-05,-2.07277566440212E-05,-2.6341855305336E-05,2.18037105871102E-05
