,CCGT,CHP,DAC,H2 turbine,Imports_Exports,OCGT,battery storage,distribution network,hydroelectricity,nuclear,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 00:00:00,5.64730151554214E-06,0.378653847557366,-0.300002853408541,3.59127264439094E-06,4.66997591156947,2.01572198533551E-06,-6.16042495336774,-13.3978821286971,0.0589921059205359,0.0785260552755332,7.08399989437125,14.2012992928969,-6.61307671112371,0,0,-3.35051904651209E-05,-3.27083804907602E-05,3.54455977696794E-05
2013-01-01 01:00:00,5.64767467143637E-06,0.378650090267855,-0.30000285782193,3.58723040664707E-06,4.60212013150522,2.01578034265047E-06,-6.13032504498589,-13.0887622675776,0.05898753697666,0.0785260511293219,7.08399989437125,13.928585609969,-6.61171856825969,0,0,-3.34166204848998E-05,-0.0000327163161339001,3.52488342155638E-05
2013-01-01 02:00:00,5.64717141849273E-06,0.378653733087452,-0.300002835257773,3.59559905599842E-06,4.76743139878706,2.01586007864387E-06,-5.77342512865338,-13.1063482297325,0.0589823356188214,0.0785260499076086,7.08399989437125,13.4290800167957,-6.61683673870265,0,0,-3.3244655645376E-05,-3.27220003318018E-05,3.51987637355952E-05
2013-01-01 03:00:00,5.64589806858599E-06,0.378649433135003,-0.3000028073489,3.53516332731133E-06,3.52438949672259,2.01589924664411E-06,-2.88107300131231,-14.0985168092047,0.0589754267883113,0.0785260443541437,7.07989419994627,12.7939705078549,-6.63475316904734,0,0,-3.305256558275E-05,-3.27567721379296E-05,3.53737816321707E-05
2013-01-01 04:00:00,5.69659400671459E-06,0.378652250864712,-0.300002779419992,3.43064333128718E-06,-0.221269531048573,2.02879214287757E-06,0.000297540515832256,-16.9187002368487,0.0590057333865827,0.0785268965189043,6.89371050246239,12.2509939454598,-2.22116105044963,0,0,-3.12092043829466E-05,-3.11120864603538E-05,3.37931125138118E-05
2013-01-01 05:00:00,5.72314354451847E-06,0.378671160390029,-0.300002704443947,3.34594453942461E-06,-0.247931890892541,2.03609303538227E-06,2.22935966780953,-17.7955271141118,0.0590154558972517,0.0785273330923501,6.5119263654915,11.4297550699594,-2.34374246114407,0,0,-3.00848012616939E-05,-3.00409012777436E-05,3.28053329745852E-05
2013-01-01 06:00:00,5.72475042576773E-06,0.378671144925382,-0.300002685009308,3.35775296904649E-06,-0.286596049462188,2.03615137302877E-06,4.10905141377681,-18.8502985378337,0.0590116678042599,0.0785273817905236,6.73544262073186,10.5027320351709,-2.42648820839642,0,0,-2.97263081548635E-05,-3.00475650961687E-05,3.25725352609756E-05
2013-01-01 07:00:00,5.72403995138577E-06,0.378656571321937,-0.300002734681919,3.36318677522049E-06,3.96134197256308,2.036177681953E-06,0.846871283635609,-19.5308430844208,0.059008232033386,0.0785273796220313,7.06055802241824,9.84496221359665,-2.39902932208553,0,0,-2.94494529050553E-05,-3.0245659470097E-05,3.27500382454067E-05
2013-01-01 08:00:00,5.72707776141866E-06,0.378657832408543,-0.300002742209027,3.39531229718677E-06,3.56473773140587,2.03565669375963E-06,0.005900487883866,-18.295038427701,0.0590035874384996,0.0785273554117709,7.07850748399385,9.52996584814587,-2.35964316548664,0.259469292427241,-3.49922478721822E-05,-2.93479563960091E-05,-3.03218876314588E-05,3.30215070983784E-05
2013-01-01 09:00:00,5.73254410345835E-06,0.378658315828138,-0.300002760756747,3.45569305014353E-06,0.158098705410756,2.03502233968492E-06,0.00297327418809113,-15.1408932291226,0.0589974102431665,0.0785272726356556,7.08273162261701,8.93708794170945,-2.33967906186278,1.08358982456061,-3.9232581404427E-05,-2.91585328965311E-05,-3.04397791607585E-05,3.3330744512443E-05
2013-01-01 10:00:00,5.72598507333629E-06,0.3786581990177,-0.300002773368031,3.50713917508859E-06,-0.308690235165363,2.03279765010787E-06,0.000409718443195747,-13.6063444842302,0.0589859682840656,0.0785271221622109,7.06969538686438,7.53568362268542,-2.33887285440106,1.43204033039232,-4.00087067344117E-05,-2.87939977145015E-05,-3.07153076623763E-05,3.37027036775822E-05
2013-01-01 11:00:00,5.70648581022434E-06,0.37865721359157,-0.300002794546729,3.60662367515885E-06,-0.713501074334046,2.02628374288619E-06,-0.776592498385457,-12.2887091860706,0.0589506582817049,0.0785267123782947,7.07535428386495,9.48735326073425,-4.83082303175979,1.83088069519655,-4.10237108743701E-05,-3.03351015974158E-05,-3.14698710855623E-05,3.4647739610193E-05
2013-01-01 12:00:00,5.70755036126582E-06,0.378657132047206,-0.300002812420248,3.61001878794826E-06,-0.635880989793315,2.02638694421243E-06,-1.93336668208437,-11.5237962085507,0.0589331916985674,0.0785266920775783,7.08003535465959,9.62227508210238,-4.88370148716305,2.05842365660487,-4.96937069626271E-05,-3.03854037557585E-05,-3.14690747119073E-05,3.46331029282973E-05
2013-01-01 13:00:00,5.71216214879602E-06,0.37865702784015,-0.300002819136751,3.62488626088588E-06,0.464762174178118,2.02658972273923E-06,-2.63978012676197,-10.6833631652623,0.0588971315371857,0.0785266475358596,7.07217383530319,8.04376829784001,-4.8678326468958,2.39430352387256,-5.73613476990764E-05,-2.96834655839575E-05,-3.14748441207655E-05,3.46351047597189E-05
2013-01-01 14:00:00,5.69926710508775E-06,0.378656733890599,-0.300002787307448,3.58576598963139E-06,4.44697430990336,2.02662932926191E-06,-2.14544923233851,-12.6288675325114,0.0587362611343884,0.0785267255932912,7.07030216789956,5.92698579851655,-4.75526112686889,1.86950123205211,-5.04409926689236E-05,-2.87932112506439E-05,-3.15346406808885E-05,3.44373567127027E-05
2013-01-01 15:00:00,6.17453315349963E-06,0.378664689146952,-0.3000027075498,2.53124139318726E-06,5.68118856287832,2.14734092658716E-06,0.00163698655913768,-18.0565888816486,0.0596119677094805,0.0785311203276212,6.99196962001104,4.98697351804689,-0.107738210666401,0.28580763266332,-2.54998103763775E-05,-1.97712020130041E-05,-2.19582928252748E-05,2.34226002125496E-05
2013-01-01 16:00:00,6.15176870546529E-06,0.378664282364307,-0.300002648626319,2.50433015254977E-06,6.07621540390114,2.15184466157482E-06,2.43334230054221,-20.1549613500017,0.0713581989481517,0.0785309841793901,7.07672959891831,4.41660010195282,-0.0764469099587226,0,0,-1.99790693770581E-05,-2.25579664179349E-05,2.33306959806826E-05
2013-01-01 17:00:00,6.15361517105815E-06,0.378664104389395,-0.300002627209794,2.50740766018721E-06,6.60210764250719,2.15215079220743E-06,2.40028663044065,-20.3312831446279,0.0713362663715049,0.0785309866887883,7.08045059646882,4.09639331182938,-0.0764540230478094,0,0,-1.98344507153365E-05,-2.25665759256515E-05,2.3391638324109E-05
2013-01-01 18:00:00,6.15675665315385E-06,0.378664026722704,-0.300002628543225,2.51002971679874E-06,6.52217507892565,2.15248873056695E-06,1.4197605840228,-19.6704281117913,0.0713272356607788,0.0785309999440479,7.07987420919422,4.49659578239626,-0.07646740470107,0,0,-1.99977555666635E-05,-2.25333185271666E-05,2.34514970566563E-05
2013-01-01 19:00:00,6.15675972486458E-06,0.378663997031227,-0.300002627845603,2.51022343435512E-06,6.04056371313937,2.15266180042508E-06,0.696833379763772,-18.5852554674002,0.0713191342829064,0.0785309947116194,7.08347377668469,4.61239388437719,-0.0764910186268175,0,0,-2.00729184910813E-05,-2.25577763173987E-05,2.35027299102334E-05
2013-01-01 20:00:00,6.13709302173171E-06,0.37866386006684,-0.300002626995544,2.50145785815521E-06,5.50004456520485,2.14799645000458E-06,0.000242468060189341,-17.5449524653279,0.0594888400158147,0.0785308865377966,7.08363965832282,4.82595321366466,-0.0815781255137087,0,0,-2.04163570963374E-05,-2.28290549016492E-05,2.38125997196107E-05
2013-01-01 21:00:00,6.08587463804455E-06,0.378663492837869,-0.300002628327787,2.57028106853456E-06,5.54741798840549,2.13575196195158E-06,-0.12483540048359,-15.9028900484881,0.0590880215593397,0.0785306074712069,7.08378504701513,5.35983508519929,-2.17955596001358,0,0,-2.12981334890685E-05,-2.35267458124895E-05,2.45804895364436E-05
