,CCGT,CHP,H2 turbine,Imports_Exports,OCGT,battery storage,distribution network,hydroelectricity,nuclear,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 00:00:00,2.21587976429695E-05,6.80915873592466E-05,7.52511778717544E-06,-19.5029919014671,5.78748614969293E-06,0.565900240032054,-57.113096192404,1.39921329612907,3.46632200281252,46.9471382943568,137.863398917445,-113.625782510538,0,0,-8.02796393097556E-05,-9.78809820440754E-05,6.66255180394779E-05
2013-01-01 01:00:00,2.21767465450736E-05,6.80893906864748E-05,7.52460724981864E-06,-22.7333576043878,5.79265022189293E-06,0.434632418909009,-56.5658797785275,1.39903488250164,3.46632199716657,47.6502486572028,137.908817119467,-111.559715237638,0,0,-8.02484017625021E-05,-9.81930933869241E-05,6.65458416703887E-05
2013-01-01 02:00:00,2.21707804716145E-05,6.80889004108062E-05,7.53008581959262E-06,-22.6224820519139,5.79119985963376E-06,0.370667638593389,-55.9291426412814,1.39853515992649,3.46632199661672,47.4381970273173,142.607558204854,-116.729552900976,0,0,-8.0291020614318E-05,-9.80982068183521E-05,6.64943453210042E-05
2013-01-01 03:00:00,2.21547853648877E-05,6.80927370756707E-05,7.53560351696278E-06,-22.717133817829,5.78672222713835E-06,0.335832322311745,-57.1043907324556,1.39897308875132,3.46632199616221,46.7219638466845,141.687290377769,-113.788754941125,0,0,-7.99807315906255E-05,-9.79943529939329E-05,6.64796389999878E-05
2013-01-01 04:00:00,2.21424118293073E-05,6.81003933931105E-05,7.54150611516342E-06,-22.7380013085048,5.78260865873746E-06,0.308499967132621,-63.6527207651749,1.4002496676971,3.46632200667227,47.021447908563,148.376821266823,-114.182515720459,0,0,-8.04972912393455E-05,-9.81582280154542E-05,6.64592782777707E-05
2013-01-01 05:00:00,2.20984453100042E-05,6.80460585612685E-05,7.53086789291081E-06,-22.7399300845384,5.77069521606369E-06,0.285227520623648,-67.2218296058109,1.40133441090045,3.46632200903892,47.1408993204792,151.177445163232,-113.509365040078,0,0,-8.06362799276591E-05,-9.83221409125679E-05,6.62944224301971E-05
2013-01-01 06:00:00,2.20546728808651E-05,6.72505150847284E-05,7.51803443214258E-06,-22.7426542992684,5.75876532779316E-06,0.268212296513272,-71.5658628645833,1.40303253431123,3.4663219466739,47.3723686433133,157.725956781536,-115.927268714327,0,0,-8.16981576764211E-05,-9.91304926524559E-05,6.6508702442926E-05
2013-01-01 07:00:00,2.2078414451364E-05,6.73667775183495E-05,7.53591905819464E-06,-22.7426695129816,5.76196721656423E-06,0.255951522491889,-76.401939120796,1.40554569653883,3.46632192633267,47.3073522551828,165.666027664238,-118.956484278672,0,0,-8.22397326059137E-05,-9.84920640253059E-05,6.64026784952359E-05
2013-01-01 08:00:00,2.20917023901472E-05,7.79684596972981E-05,7.55562175429353E-06,-22.7426543980164,5.76373693464713E-06,0.238184731501358,-79.7465087248797,1.40806478030734,3.46632192685606,47.1933524469363,171.343123826888,-121.159782951089,0,0,-8.21913566570587E-05,-9.81195309998654E-05,5.91964818976021E-05
2013-01-01 09:00:00,2.21236865831583E-05,7.75396380061085E-05,7.61433784457462E-06,-22.7425938991805,5.78610604582982E-06,-6.2394204826649E-05,-70.0838444141446,1.40415583857677,3.46632155092433,46.9771626078369,172.029835900404,-132.441054690682,1.39022716524511,-4.71252613684337E-05,-8.25143336339616E-05,-9.75010061717082E-05,6.03783407561241E-05
2013-01-01 10:00:00,2.22052145379549E-05,6.7458244041702E-05,7.68148016283782E-06,-22.7425995695744,5.81594653961452E-06,-9.19110664554068E-06,-57.7385387948674,1.40614250742546,3.46632146262351,45.9923818056144,159.099184837945,-133.669174023627,4.18648618845697,-9.45361532279078E-05,-8.17588949576779E-05,-9.61492757859399E-05,6.85946184862983E-05
2013-01-01 11:00:00,2.21395747554199E-05,6.75942411736553E-05,7.67131028686994E-06,-22.7425989442469,5.8020902277014E-06,-2.98086996216736E-05,-58.9030706061166,1.40753160533184,3.46632142602169,45.8125144837502,160.761761285064,-134.558340623499,4.75613414033574,-0.000121952093120454,-8.20440282579814E-05,-9.62798874590409E-05,6.85667840896942E-05
2013-01-01 12:00:00,2.21191621311888E-05,6.75257028428633E-05,7.66041337374266E-06,-22.7425940084463,5.79483837916149E-06,-5.77700897479734E-05,-67.6136874085096,1.40892791856538,3.46632145410624,46.3926751751566,169.309160916416,-135.025778766589,4.80526009000284,-0.00012646344292034,-8.21890883253391E-05,-9.60277466300705E-05,6.8438836641712E-05
2013-01-01 13:00:00,2.20923965063467E-05,6.73724787933187E-05,7.64609748325696E-06,-22.7425876061029,5.79069999481676E-06,-9.18548129505162E-05,-71.2275255261057,1.4105016011261,3.46632139117547,46.655256948678,173.22208901022,-135.006924089965,4.2231806848567,-0.000118948687379447,-8.22638769975183E-05,-9.60446273138389E-05,6.82679747193332E-05
2013-01-01 14:00:00,2.21828270622727E-05,6.73491387339756E-05,7.66988042092761E-06,-22.7426433621553,5.81208283196846E-06,-8.63221254915574E-05,-68.6459054387248,1.41191023778223,3.46632140286458,46.9287548927583,171.035333521111,-134.159971444279,2.7065124416953,-0.000123152555089548,-8.21251842562358E-05,-9.69297753104274E-05,6.80073819810245E-05
