,CCGT,CHP,H2 turbine,Imports_Exports,OCGT,battery storage,distribution network,hydroelectricity,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 00:00:00,2.05702264395745E-06,9.67190447670112E-06,1.97022220313207E-06,8.67983524136007,6.80244689752048E-07,-1.45589221239743,-18.1463908199218,0.0381004536864344,7.08399954933322,8.42020993181984,-4.61984285795214,0,0,-1.75873425479267E-05,-1.77993445040556E-05,9.34658616641629E-06
2013-01-01 01:00:00,2.05767471526821E-06,9.68078363143538E-06,1.96963149920704E-06,8.25657795420549,6.80383136955784E-07,-0.940008488025847,-18.1463909086701,0.0373953045013174,7.08399954933322,8.25849022469374,-4.55004437629328,0,0,-1.7567277774674E-05,-1.7802964898209E-05,9.33511576651981E-06
2013-01-01 02:00:00,2.05806272949701E-06,9.68940801718324E-06,1.96978617834682E-06,8.41038250580318,6.80462666049533E-07,-0.841631278828864,-18.146390969043,0.0364502613600323,7.08399954933322,7.96220158158036,-4.50499245025552,0,0,-1.75290845327254E-05,-1.78052144553078E-05,9.33219231444758E-06
2013-01-01 03:00:00,2.05833309163322E-06,9.69746114785042E-06,1.97036326473899E-06,6.68143557398778,6.80497221820619E-07,-0.336409431037551,-18.1463909797775,0.0364382170494174,7.07989385442659,7.58546399167046,-2.90041210721578,0,0,-1.74812896996173E-05,-1.78053269889347E-05,9.34287945539627E-06
2013-01-01 04:00:00,2.06872289646669E-06,8.98667324788807E-06,1.90302516407976E-06,5.0768433303455,6.82751617306503E-07,0.00278279329961648,-18.1463888119952,0.0589623196317845,6.89371013765559,7.26333196749016,-1.14922568592722,0,0,-1.6742069495649E-05,-1.70886246163491E-05,9.33959217908265E-06
2013-01-01 05:00:00,2.07088459162074E-06,8.95535610166289E-06,1.89972307841244E-06,5.75943771531705,6.83057429476641E-07,0.406372446501269,-18.1463885628942,0.0589669968472629,6.51192601041188,6.77628037241671,-1.36657919323292,0,0,-1.66295713371483E-05,-1.69679025476626E-05,9.34131885625959E-06
2013-01-01 06:00:00,2.07229476648351E-06,8.97662030930087E-06,1.9016915045659E-06,5.96030809170896,6.83163386536737E-07,0.672360995732047,-18.1463886476792,0.0589684120925212,6.73544228132691,6.22678490754609,-1.50746053005922,0,0,-1.65977461241482E-05,-1.69069985197439E-05,9.46519573025157E-06
2013-01-01 07:00:00,2.06907620228089E-06,9.29664181614828E-06,1.93094205348911E-06,6.65192384445514,6.82231262691994E-07,0.000112130368013708,-18.1463897106097,0.0589193581742519,7.06055767918011,5.83691723316822,-1.462024445554,0,0,-1.67796106059086E-05,-1.7234864246177E-05,9.65452809968456E-06
2013-01-01 08:00:00,2.08354941631031E-06,9.13797656662845E-06,1.92238026164886E-06,5.99276736412639,6.84482526966612E-07,0.508404271304361,-18.1463892660641,0.0589675158592713,7.07850713940577,5.65051698479863,-1.39128611787527,0.248544717345138,-1.79030234351785E-05,-1.63953692289738E-05,-1.68882324331889E-05,9.78493271902493E-06
2013-01-01 09:00:00,2.08832361294997E-06,1.02075611238786E-05,2.03421337852181E-06,6.09873025777429,6.84243690922295E-07,-0.0157402074271513,-18.1463933723165,0.0512653878287892,7.0827312776553,5.29912884872803,-1.40766158399848,1.03797789372183,-2.14733877569156E-05,-1.69223313781117E-05,-1.75383298000895E-05,9.88343688010684E-06
2013-01-01 10:00:00,2.0934755650841E-06,1.03239713772308E-05,2.05095331340443E-06,5.98810835854215,6.84909500118745E-07,-0.082339898931708,-17.3333282209732,0.0329181893447492,7.06969504284719,4.4681313025424,-1.51491487742132,1.37176620863658,-2.36449312491281E-05,-1.67839902909464E-05,-1.74754569496542E-05,1.39999862484433E-05
2013-01-01 11:00:00,2.0987274325155E-06,1.04541785950828E-05,2.07116159970633E-06,6.03461683400142,6.85642540121076E-07,-0.778229442409601,-16.2448000211293,0.0141622147633817,7.07535393953519,5.62489114445776,-3.47977728629073,1.75381815346101,-2.35888038349141E-05,-1.685346410801E-05,-1.74315353510508E-05,1.42822210880531E-05
2013-01-01 12:00:00,2.09863719031377E-06,1.05802235582825E-05,2.08681011561036E-06,6.06805293368984,6.85728763859479E-07,-1.34098568936248,-15.5290669592079,0.00427086692136562,7.08003500994634,5.70499816806115,-3.95904340571057,1.97177801472251,-2.74567539785994E-05,-1.68854317490741E-05,-1.74363007388933E-05,1.45720543929236E-05
2013-01-01 13:00:00,2.09854902998957E-06,1.05993099715567E-05,2.0903457996098E-06,6.48766702787774,6.85796874794521E-07,-2.11393744934412,-14.5629785353133,-0.0139928955411246,7.07217349123397,4.76917251627893,-3.93158062561326,2.29351867408253,-3.10393131530921E-05,-1.67922203945636E-05,-1.74501946367798E-05,1.48011146405703E-05
2013-01-01 14:00:00,2.0921243507941E-06,1.03773748393234E-05,2.06194277214952E-06,10.4668051595307,6.84883963932007E-07,-3.07749643443224,-16.2180678783158,-0.0856525547744921,7.07030182398368,3.51437366351274,-3.46103219464315,1.79080836991801,-2.78674155481617E-05,-1.6848510875036E-05,-1.75894123638329E-05,1.44315333419774E-05
2013-01-01 15:00:00,2.11562370033179E-06,7.80133543024257E-06,1.7622755496629E-06,8.08857033731012,6.91635472027835E-07,0.000191335270996999,-18.1463753156169,0.0591851176592942,6.99196928251231,2.95703066795464,-0.224323636597972,0.273776058489803,-1.65101924986224E-05,-1.43650986673833E-05,-1.5016968868224E-05,1.00202414405578E-05
2013-01-01 16:00:00,2.11643249093972E-06,7.87433160740084E-06,1.76224428985501E-06,8.60245577250712,6.92647158138368E-07,0.000697022714320562,-18.1463677223263,0.0716126925620437,7.07672925447588,2.61915536017841,-0.224276355835809,0,0,-1.39721006322588E-05,-1.47242260146072E-05,1.00219885777606E-05
2013-01-01 17:00:00,2.11709120104403E-06,7.89241500801899E-06,1.76510868615048E-06,8.22346913673201,6.93107058755752E-07,0.565564181172944,-18.1463637774818,0.0716877567199294,7.08045025172156,2.42946697863053,-0.22426896565991,0,0,-1.38484267920092E-05,-1.46425742977385E-05,1.00594391054834E-05
2013-01-01 18:00:00,2.11543517943329E-06,7.86291002821256E-06,1.76389689481485E-06,8.48236744852964,6.92993982099443E-07,0.0699880211821158,-18.1463633555301,0.0716869144058563,7.07987386449418,2.66672207415811,-0.224269230758442,0,0,-1.38852591694274E-05,-1.46872859150733E-05,1.00167820646153E-05
2013-01-01 19:00:00,2.11007560320138E-06,7.76165548629947E-06,1.75584297976416E-06,8.47980078110488,6.92027877976335E-07,0.00025520151945536,-18.146367307873,0.0716084210079455,7.08347343168976,2.73551517151949,-0.224279066310381,0,0,-1.40837643003522E-05,-1.49081319443098E-05,9.91777757038801E-06
2013-01-01 20:00:00,2.0988369687459E-06,7.52931595521546E-06,1.7369449822159E-06,8.47129732636,6.89667188267237E-07,-0.105619899182174,-18.1463746753385,0.0591785425011613,7.0836393133143,2.86222364288184,-0.224335583096909,0,0,-1.45919731591278E-05,-1.54436342037343E-05,9.84793581298029E-06
2013-01-01 21:00:00,2.09795901589657E-06,7.52476039483392E-06,1.73654522749296E-06,8.2469958085883,6.89579006122884E-07,-0.198004268198469,-18.1463743229957,0.0591778479797568,7.0837847019947,3.17876502732835,-0.224335993921382,0,0,-1.466076165255E-05,-1.54646983792475E-05,9.82640337888387E-06
2013-01-01 22:00:00,2.09568864683303E-06,7.5119803092191E-06,1.73392262508035E-06,7.79304025614349,6.89299484230588E-07,-0.305810714334425,-18.1463738046472,0.0591768236575016,7.08381023246976,3.74050436326401,-0.224338270525325,0,0,-1.47043414166888E-05,-1.54979360540608E-05,9.84283797331901E-06
2013-01-01 23:00:00,2.09540496575559E-06,7.51088589880058E-06,1.73332557364039E-06,7.72632848667865,6.89269567242064E-07,-0.0520934833008301,-18.1463732752412,0.0591802495761294,7.08349635136374,3.55380706146316,-0.224336508466097,0,0,-1.46979163001504E-05,-1.55013062506271E-05,9.84864962396525E-06
2013-01-02 00:00:00,2.10578001627829E-06,7.72580059732159E-06,1.75181503429207E-06,8.1404946743665,6.91517123677511E-07,0.00019422226261709,-18.1463656103083,0.071603493067362,7.07803759224441,3.08032266020665,-0.224279981477488,0,0,-1.41893035656437E-05,-1.50117852280118E-05,9.83675879436435E-06
2013-01-02 01:00:00,2.10289262760653E-06,7.65748908809359E-06,1.74559365557349E-06,8.17389470111944,6.90868545575796E-07,-0.0001094612013924,-18.1463680537316,0.0714205054276943,7.08363376316086,3.04182664547628,-0.224290510290217,0,0,-1.43160415121031E-05,-1.51623034767851E-05,9.82484414131883E-06
2013-01-02 02:00:00,2.09998731105182E-06,7.58555457879623E-06,1.73824254374061E-06,8.21649139261779,6.90189491315052E-07,-0.000880181827273732,-18.146370620237,0.060008186035894,7.08356657976909,3.01149759067681,-0.224304789001794,0,0,-1.44537304363155E-05,-1.53200033368819E-05,9.82445123137573E-06
2013-01-02 03:00:00,2.10154228536808E-06,7.60955162842317E-06,1.73918340354929E-06,8.53056427509699,6.90494652237656E-07,-0.000783983939313675,-18.1463699351311,0.0707887368902653,7.07624424611601,2.69386108638254,-0.224296616319413,0,0,-1.43334413955074E-05,-1.52446554056951E-05,9.83926144834167E-06
2013-01-02 04:00:00,2.11889917303116E-06,1.62333657565322E-05,1.77024578017161E-06,8.7443282151792,6.94231870962676E-07,0.0259800135628946,-18.1463965157505,0.0717234113559321,7.06824422785711,2.4603696074159,-0.224249451005261,0,0,-1.35576510930377E-05,-1.44425022093628E-05,6.83486162683759E-06
2013-01-02 05:00:00,2.11933624933794E-06,1.58230771276406E-05,1.76938024829298E-06,8.05436004356632,6.94222852107927E-07,0.849172545367367,-18.1463969301298,0.071722587538713,7.038257504645,2.3571321242237,-0.224248005543462,0,0,-1.35398431807516E-05,-1.4432761425212E-05,6.83892407193609E-06
2013-01-02 06:00:00,2.12005692231489E-06,1.59338885268951E-05,1.76923168557083E-06,8.51388571556278,6.94244606442256E-07,1.60071076511097,-18.1463969752466,0.0717215481288367,6.08908402215087,2.0952414167355,-0.224247085910581,0,0,-1.35081180777092E-05,-1.42209221450571E-05,6.93385214588257E-06
