,CCGT,CHP,H2 turbine,Imports_Exports,OCGT,battery storage,distribution network,hydroelectricity,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-02 07:00:00,2.12287171189798E-06,1.60341873108207E-05,1.77203860735449E-06,7.28462412865627,6.94484014620369E-07,4.76842897878699,-18.1463971697487,0.0717207536767493,4.52701887124966,1.7188486189171,-0.22424556491796,0,0,-1.34356201948691E-05,-1.3789144812975E-05,7.11646092350057E-06
2013-01-02 08:00:00,2.13461553022959E-06,1.66081414312162E-05,1.78556628823108E-06,9.01850776977201,6.95709043912011E-07,4.59430844300353,-18.1463965895749,0.071720095979417,3.04519451817279,1.36897090558369,-0.224243634253476,0.271949925914271,-1.44077812645885E-05,-1.31689795481407E-05,-1.33048580906774E-05,7.29269807825396E-06
2013-01-02 09:00:00,2.1429057049784E-06,8.18334059069556E-06,1.81024152328137E-06,11.2145418286718,6.96240638219252E-07,-0.000354005363418341,-16.4468333500825,0.0716601387615957,1.97829461647375,0.982095099684322,-0.224263660588565,2.42488007046653,-1.98746696448034E-05,-1.32912609735243E-05,-1.32621005242299E-05,1.2358880079688E-05
2013-01-02 10:00:00,2.1390952094788E-06,8.3095678516563E-06,1.82681149741845E-06,9.38575716709649,6.95628102268003E-07,-1.71645590709266,-14.0334581863239,0.07159740702236,2.40107861843632,1.04891561172831,-0.224266850262701,3.06685309399186,-2.05943576900092E-05,-1.3463800067143E-05,-1.35064636010611E-05,1.30118878348137E-05
2013-01-02 11:00:00,2.13828809868525E-06,8.29531186877906E-06,1.82043176949432E-06,9.87112660205787,6.95385940800832E-07,-2.13244953837382,-13.7565917188226,0.0715966356985696,2.1005026186868,1.00044902331786,-0.224267315141921,3.0696599116787,-2.57989194689332E-05,-1.34299650778189E-05,-1.34270339709559E-05,1.29560260243228E-05
2013-01-02 12:00:00,2.13990438182642E-06,8.2178518955879E-06,1.81204132792407E-06,10.8630046310215,6.95572333283137E-07,-2.02683499240303,-15.1777406341214,0.0715959132123431,2.79890041020747,1.15002932596422,-0.224269465472141,2.54534179196272,-2.57005578622874E-05,-1.35226222558629E-05,-1.36803610697171E-05,1.2675671226498E-05
2013-01-02 13:00:00,2.13412310985703E-06,8.03226413062613E-06,1.78530775640583E-06,12.0778703865831,6.94505523598898E-07,-0.319416715091695,-18.1463689979169,0.0715943984296228,3.38591527328057,1.64234953702901,-0.224271587687311,1.51235121201945,-1.93565698967412E-05,-1.37954342690989E-05,-1.39205985869779E-05,1.07119797653316E-05
2013-01-02 14:00:00,2.1240138278987E-06,7.90045343257254E-06,1.76345093084075E-06,12.2096917253829,6.93028936193443E-07,-1.74070595136272,-18.1463691101636,0.0715934057195713,5.26467065032287,1.80995067468212,-0.224273077484731,0.755465867715912,-1.86526032673883E-05,-1.39894219380068E-05,-1.4606876697087E-05,1.04767471266978E-05
2013-01-02 15:00:00,2.11513764522708E-06,1.55958771969387E-05,1.75247727388539E-06,7.40918354399259,6.93166350116761E-07,2.76183772665072,-18.1463962078685,0.0717139679206739,6.53148948369116,1.59641700138368,-0.224245940363236,0,0,-1.34251203507887E-05,-1.4448809190327E-05,7.28365279157018E-06
2013-01-02 16:00:00,2.11422796356666E-06,1.59654531705534E-05,1.7516490470635E-06,7.41922446192967,6.93135020893541E-07,2.57712825879321,-18.1463969374358,0.0717132929520041,6.61118785493242,1.69138909005681,-0.224246503418994,0,0,-1.35575391259266E-05,-1.44914813003823E-05,7.18689807256313E-06
2013-01-02 17:00:00,2.11400967741623E-06,1.59293701467025E-05,1.75327548512305E-06,7.59431092091117,6.93182612045415E-07,1.90971523810878,-18.1463970526813,0.0717125484542176,6.90898844497824,1.88591664221189,-0.224247009950259,0,0,-1.36006255424945E-05,-1.46137382499774E-05,7.20301013420555E-06
2013-01-02 18:00:00,2.11389073840495E-06,1.59127182380935E-05,1.75496301146832E-06,7.63986409817887,6.93221685995798E-07,1.10997507798249,-18.1463969182715,0.0717118041860305,7.08157785283098,2.46751543944933,-0.224247396745965,0,0,-1.36666933767913E-05,-1.46908863064539E-05,7.19578237857045E-06
2013-01-02 19:00:00,2.11345915506931E-06,1.60718809954595E-05,1.76063787999619E-06,7.62424853661603,6.93210495181639E-07,0.408410675104329,-18.1463964848111,0.0717111300371213,7.0838547960308,3.18241892398745,-0.224247616032798,0,0,-1.37988022584068E-05,-1.47141937819413E-05,7.16585104051567E-06
2013-01-02 20:00:00,2.09833761330317E-06,7.67462170937604E-06,1.73761183234844E-06,7.47845444523884,6.90053739966256E-07,-0.12289892059821,-18.1463700352794,0.0715843836543075,7.08399663277398,3.85952252715214,-0.224281381828601,0,0,-1.44693561864528E-05,-1.53902407287205E-05,1.00848848360515E-05
2013-01-02 21:00:00,2.09878379159913E-06,7.70037291413756E-06,1.74176329646884E-06,7.60658363645147,6.90155515962661E-07,-0.623842640595217,-18.1463688103906,0.0715849536444609,7.08397254042433,4.23235829131488,-0.224280330045757,0,0,-1.4486481401093E-05,-1.53816464953422E-05,1.00589048985305E-05
2013-01-02 22:00:00,2.09858704193689E-06,7.71047816551339E-06,1.74459658440209E-06,7.23904758516019,6.90146201947289E-07,-1.23788789672405,-18.1463684213709,0.0715832351259865,7.0839784358809,5.21393632536648,-0.224281452821196,0,0,-1.46420800241458E-05,-1.54064038501929E-05,1.00699710372847E-05
2013-01-02 23:00:00,2.09812949427786E-06,7.71858156247995E-06,1.74609871289302E-06,7.30234439211813,6.9007986280583E-07,-1.0463254272974,-18.1463678835681,0.071581804495977,7.08359725171318,4.95945927916355,-0.224281621393465,0,0,-1.46109800377872E-05,-1.54215745712065E-05,1.00726866172555E-05
2013-01-03 00:00:00,2.0975834772603E-06,7.72929134928194E-06,1.74701232421826E-06,7.50424639224599,6.90007792993914E-07,-1.07343468347298,-18.1463675135882,0.0715803090135702,7.07627763670511,4.79198731735155,-0.224281645488975,0,0,-1.45955968167755E-05,-1.54337674014755E-05,1.00564183630031E-05
2013-01-03 01:00:00,2.09702005284183E-06,7.73450423651156E-06,1.74712149235195E-06,7.62253615303694,6.89917465757098E-07,-1.09824155689815,-18.1463674542143,0.0715786793333785,7.0776099236652,4.69717380356599,-0.224281707428259,0,0,-1.45921105867046E-05,-1.5448575557798E-05,1.0039165371372E-05
2013-01-03 02:00:00,2.09652382056248E-06,7.73782804603719E-06,1.74666381341654E-06,7.56960572185153,6.89835177226673E-07,-1.11376760129967,-18.1463675447517,0.0715768665489927,7.07952320447224,4.76371897776178,-0.224281750633439,0,0,-1.46111376071758E-05,-1.54635076442276E-05,1.00369830424791E-05
2013-01-03 03:00:00,2.09603502100072E-06,7.73942106788972E-06,1.74561412579014E-06,7.54585525237705,6.89748571215123E-07,-1.21874391883187,-18.1463679012502,0.0715748887834921,7.08176142711751,4.89020984223601,-0.224281698457178,0,0,-1.46378935367011E-05,-1.54768032542165E-05,1.00517147971298E-05
2013-01-03 04:00:00,2.09569879774735E-06,7.74128077087653E-06,1.74415928581838E-06,7.50543590347354,6.89672074475495E-07,-1.06123457653272,-18.1463686326102,0.0715727141954545,7.08225660418514,4.77262725189305,-0.224281379891744,0,0,-1.46237714896529E-05,-1.54854734448122E-05,1.00407366978791E-05
2013-01-03 05:00:00,2.09514016935175E-06,7.74133292429314E-06,1.74026690147199E-06,7.48355940152579,6.89551986305701E-07,-0.894398157964726,-18.1463692551284,0.0715701800350936,7.08274512945874,4.62718137557565,-0.224280802531785,0,0,-1.46077128815705E-05,-1.54958754481527E-05,1.00135968299911E-05
2013-01-03 06:00:00,2.09423672184488E-06,7.75890505518791E-06,1.73745336138392E-06,7.44518174867819,6.8936800373296E-07,-0.639758333168761,-18.1463697852323,0.0715671142540195,7.07902655544331,4.41464053459362,-0.224280089687598,0,0,-1.4586229338363E-05,-1.55066559489967E-05,1.01048314362262E-05
2013-01-03 07:00:00,2.09404732465049E-06,7.77318526124606E-06,1.73459809694864E-06,7.42225600358718,6.89250913404362E-07,-0.204464586143357,-18.1463703695871,0.0715632984683908,7.0764522308709,4.00485055468723,-0.224279656123964,0,0,-1.45450903197002E-05,-1.55121062808803E-05,1.03138427115482E-05
2013-01-03 08:00:00,2.10339760346314E-06,7.85113305596409E-06,1.74526796337137E-06,7.35717740276134,6.90327776598006E-07,-0.173185685483028,-18.1463703998754,0.0715592349980147,7.07903624668273,3.82285656373581,-0.224277897022782,0.213227593832847,-1.59965752726471E-05,-1.4489395127498E-05,-1.54704111340038E-05,1.04742226162637E-05
2013-01-03 09:00:00,2.11258478498877E-06,7.93932042816365E-06,1.75802183260516E-06,7.3431224181315,6.91548540238062E-07,-0.515897166231865,-18.1463703507865,0.0715542021201254,7.07962338098012,3.88990365637322,-0.224275945029628,0.502364494473668,-1.7959278297854E-05,-1.44423178413433E-05,-1.54252163165722E-05,1.05629439800517E-05
2013-01-03 10:00:00,2.11938362432597E-06,8.11967575523272E-06,1.7693855871427E-06,7.87428545262064,6.92969668531004E-07,3.02331104749222E-05,-18.1463640752197,0.0716594993348936,6.77986833501711,3.05079641886098,-0.224259179351233,0.594006770946789,-1.81178870879509E-05,-1.4054274810718E-05,-1.50257453950076E-05,1.05663474577384E-05
2013-01-03 11:00:00,2.11365231723583E-06,7.97751709025418E-06,1.75870047116278E-06,8.3743003001118,6.91533440920535E-07,-1.03507422382532,-18.1463702707103,0.0715358924366506,7.02950759903332,3.17603641463706,-0.224274298687122,0.754364100509489,-1.89191213259652E-05,-1.4388732267463E-05,-1.54152978147977E-05,1.05958731663121E-05
2013-01-03 12:00:00,2.11131472010558E-06,7.95883854535608E-06,1.75387970772638E-06,8.1520232753083,6.91156445764237E-07,-1.46897028737889,-18.1463705172514,0.0715180141600154,7.06981244971757,3.880629014566,-0.224275231966559,0.665658897075522,-1.86773661801963E-05,-1.44672853565453E-05,-1.548248559385E-05,1.05970454566501E-05
2013-01-03 13:00:00,2.11483772305906E-06,8.09565632022895E-06,1.75952776451012E-06,7.16552729275222,6.92185861769391E-07,-0.000246522292810373,-18.1463646861074,0.0716390383726305,7.05693578910056,3.49708635594332,-0.224259812799272,0.579706455949171,-1.81069557300851E-05,-1.41720333122066E-05,-1.52038296605781E-05,1.06114439434979E-05
2013-01-03 14:00:00,2.12700179917726E-06,8.48817801024108E-06,1.78102965885844E-06,7.87022906535777,6.95168097466376E-07,-5.25248536996019E-05,-18.1463377861503,0.0717072796632399,7.07620535371061,2.86157679920896,-0.224243040482857,0.490934976663211,-1.71515437937522E-05,-1.34078928288659E-05,-1.45058266652143E-05,1.06191576565768E-05
2013-01-03 15:00:00,2.1311622307512E-06,9.0842709202411E-06,1.79469617909599E-06,8.40266509497245,6.98072209754613E-07,5.46822519571813E-05,-18.145191720165,0.0717347042355007,7.05844106552776,2.83652716854129,-0.224231374132566,0,0,-1.25771258910561E-05,-1.36535226365879E-05,1.04862317809832E-05
2013-01-03 16:00:00,2.14632721642134E-06,1.04194995504566E-05,1.82488464248011E-06,2.51487362533706,7.01795617669608E-07,4.51080836299604,-17.0723037857555,0.0717464795376454,7.00721191796221,3.19188504853058,-0.224224998388792,0,0,-1.20742868679144E-05,-1.30426706691367E-05,1.01164914413019E-05
2013-01-03 17:00:00,2.14399434517839E-06,1.04099509570016E-05,1.81913588231403E-06,2.32658932106675,7.01536414352982E-07,4.92283556210637,-17.1350103730087,0.0717443663587801,6.8745006912675,3.16356223182926,-0.224225149359655,0,0,-1.20908769989683E-05,-1.30603348641216E-05,1.01904087575253E-05
2013-01-03 18:00:00,2.14214622618839E-06,1.04123784097002E-05,1.81498331683177E-06,2.11755793795568,7.01333369248217E-07,5.1473299180818,-16.7772665397055,0.0717424980007129,6.72209324439742,2.94276481206252,-0.224225249135682,0,0,-1.2054728096075E-05,-1.30603890035843E-05,1.02110662042696E-05
2013-01-03 19:00:00,2.14049962851973E-06,1.04121952164653E-05,1.81191394476452E-06,4.52784824258107,7.01144701565168E-07,2.48227506865645,-16.192518351729,0.0717407858038416,6.5575728619548,2.77730338567688,-0.224225313929884,0,0,-1.20362835030789E-05,-1.30509106290617E-05,1.0153878255403E-05
2013-01-03 20:00:00,2.12255515721722E-06,9.16709254017628E-06,1.77619820024047E-06,7.20770682620857,6.97374000445841E-07,-1.08238851494231,-15.3886155254251,0.0717275770622766,6.74198964026811,2.67381034434408,-0.224230842302364,0,0,-1.25482504563195E-05,-1.36792726875683E-05,1.05001772643737E-05
2013-01-03 21:00:00,2.12122255366076E-06,9.1493895810961E-06,1.77309602808677E-06,6.26092008383417,6.9719361520965E-07,-0.933566484219392,-14.8321155526603,0.071725467485561,7.02195996063491,2.63530709427392,-0.224230887101496,0,0,-1.25527096207918E-05,-1.3766929842518E-05,1.04493133366007E-05
2013-01-03 22:00:00,2.12677658426146E-06,9.64653343294258E-06,1.78382267098345E-06,4.95641245473531,6.98578666593513E-07,1.16813062729362E-05,-14.0701882628323,0.071729761414649,6.96281343355739,2.30344772104356,-0.224228268891057,0,0,-1.22730184919817E-05,-1.35064231087938E-05,1.02480295405179E-05
2013-01-03 23:00:00,2.11830011793635E-06,9.13988475063874E-06,1.76743230529723E-06,7.28099842283032,6.96832591016777E-07,-2.75667191075709,-13.3299135636582,0.0717201443875991,6.7102901255237,2.24780735933184,-0.224230936151382,0,0,-1.2512780542977E-05,-1.37161988394894E-05,1.04470518602374E-05
2013-01-04 00:00:00,2.1170048439371E-06,9.14345464968351E-06,1.7644791249848E-06,7.796946942749,6.96650274422758E-07,-3.7989984950279,-13.0347352675681,0.0717166278373453,6.88085747461949,2.30844342574382,-0.224230967684215,0,0,-1.25304772910795E-05,-1.37800833200856E-05,1.04327642978267E-05
2013-01-04 01:00:00,2.11527486267912E-06,9.14534778908379E-06,1.76098929320589E-06,8.65719208060531,6.96430728534706E-07,-4.74979857769209,-12.8141389496212,0.0717120461256896,6.93499422105268,2.12426991967931,-0.224230963786815,0,0,-1.25135569308554E-05,-1.38177847913141E-05,1.04221463450919E-05
2013-01-04 02:00:00,2.11359291977932E-06,9.14896107490923E-06,1.7570953109603E-06,8.62589620559867,6.96202690052801E-07,-4.3594173466885,-13.081451356413,0.0717054940707673,6.9060421080002,2.0614556369538,-0.224230962529249,0,0,-1.25134728838532E-05,-1.38286442379751E-05,1.0429147064425E-05
2013-01-04 03:00:00,2.11157045891201E-06,9.17049710750549E-06,1.75242671442164E-06,8.6808069257861,6.95946619706277E-07,-0.0712995473036826,-17.0630698498983,0.0716948955342885,6.73498685062909,1.87111131087116,-0.224230909539876,0,0,-1.24905731199902E-05,-1.37907769344281E-05,1.04511399681802E-05
2013-01-04 04:00:00,2.11013816018786E-06,9.25118165704489E-06,1.74763465674543E-06,7.4247582784118,6.95741369026262E-07,-0.0221822764851954,-16.1847213239436,0.0716726465295763,6.93799538507018,1.99670776500724,-0.22423080369872,0,0,-1.25063759120394E-05,-1.38655277047803E-05,1.04503251904253E-05
2013-01-04 05:00:00,2.13099246150331E-06,5.79937617327588E-06,1.30675038482682E-06,7.21642431152864,7.00516277212128E-07,0.000102189472150284,-16.0656815803607,0.0717180659002335,7.03997802318293,1.96175477198623,-0.224296063216606,0,0,-1.17758070026923E-05,-1.31027393263707E-05,9.84429306304716E-06
2013-01-04 06:00:00,2.13031752469337E-06,5.80141405771075E-06,1.30207060132153E-06,8.0499971686909,7.00542594783099E-07,-0.000216064045747519,-16.5200044810418,0.0717002446609955,6.85104370412732,1.77176341876828,-0.224284531479122,0,0,-1.1688862040188E-05,-1.30073834161806E-05,9.89874965116294E-06
2013-01-04 07:00:00,2.24243755917677E-06,9.91748376516257E-06,1.43265261778265E-06,9.07482764338094,7.249801418148E-07,0.000270144305025724,-16.5855457103983,0.0717619287121743,5.96783825338383,1.66174185773124,-0.190906286548452,0,0,-9.11616594871134E-06,-1.00495122973712E-05,7.96100528794294E-06
2013-01-04 08:00:00,2.25475781306535E-06,1.09089476371606E-05,1.44978371871663E-06,9.10601777280379,7.27284049381185E-07,1.18906927074123,-16.5451639993581,0.0717570785424599,4.70279018505136,1.54542239431189,-0.0699065117958237,0,0,-8.90026868607663E-06,-9.59089056193818E-06,7.9075412316808E-06
2013-01-04 09:00:00,2.25015797012326E-06,9.72290078425768E-06,1.43668442166412E-06,9.50001278524787,7.24967105546477E-07,-0.000296343456942807,-15.243769486501,0.0717455744866201,4.0410549219436,1.44247833944396,-0.224015471246668,0.412789465985074,-1.20230328042502E-05,-9.11081256791135E-06,-9.65702625637732E-06,8.2077262927951E-06
2013-01-04 10:00:00,2.24456282947227E-06,9.44603754412102E-06,1.42633535753581E-06,11.7124053191781,7.23796286357706E-07,-1.23694014786865,-16.3280033223301,0.0717404160930367,4.27916489108787,1.30624130489015,-0.224105325207449,0.419497227898006,-1.21333123972929E-05,-9.12980897727778E-06,-9.79742509314008E-06,8.27211335461949E-06
2013-01-04 11:00:00,2.25486463296607E-06,9.78112332422572E-06,1.43545459047037E-06,9.78985167931167,7.25352041415534E-07,-0.000388904213082442,-14.8912718838999,0.0717379810336101,3.40154257823383,1.3266381702516,-0.224012478257205,0.525902670778044,-1.26099058359685E-05,-9.03210704531432E-06,-9.43462557266628E-06,8.24809038695952E-06
2013-01-04 12:00:00,2.25413357710171E-06,9.77711625498842E-06,1.43309570733805E-06,9.73570961081509,7.25184037579478E-07,-0.000690295739637613,-14.665287286424,0.0717323981733248,3.16075731476162,1.29496832952459,-0.22401467192428,0.626826480716396,-1.29118822563889E-05,-9.01609436897388E-06,-9.36916268007337E-06,8.27721357924403E-06
