,CCGT,CHP,Imports_Exports,OCGT,battery storage,coal,distribution network,hydroelectricity,offshore wind,oil,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 20:00:00,1.98046786481695E-05,4.16974106108292E-05,14.4804251202952,4.28578951698636E-06,13.7695484431299,2.04222330850677E-06,-96.6863337455449,2.62812092882977,29.0853454696917,1.14309306666405E-06,36.7230614578866,-0.000213971312371298,0,0,-1.83480942176212E-05,-1.73527930885523E-05,1.06063814141637E-05
2013-01-01 21:00:00,1.98041674768941E-05,1.40935857567494E-05,14.3812457942029,4.28573678093099E-06,10.5307438098173,2.04185115894587E-06,-94.8139776281792,2.63377866051489,29.4735005835313,1.14275120214747E-06,37.794900471782,-0.000214103466224495,0,0,-1.84210556007747E-05,-1.74263178728765E-05,1.44771571503241E-05
2013-01-01 22:00:00,1.9829072438041E-05,1.40999805909839E-05,14.1313743244164,4.28696502769998E-06,3.0900935972901,2.04268071684432E-06,-90.0211444632089,2.63506032775042,29.5638601263752,1.14331668497514E-06,40.6009480059935,-0.00021405343802706,0,0,-1.85524097451962E-05,-1.74286592494726E-05,1.43069739880069E-05
2013-01-01 23:00:00,1.98248889593088E-05,1.40899687123736E-05,14.1142754862461,4.28646045997078E-06,0.0119581188445395,2.04242438342178E-06,-86.5516612468902,2.63250744558547,29.8147830269611,1.14319354594964E-06,39.9783304217977,-0.00021521858682883,0,0,-1.85426061406986E-05,-1.74748994398299E-05,1.42035281818916E-05
2013-01-02 00:00:00,1.98360005914651E-05,1.40988037614379E-05,12.307637033237,4.28725503667112E-06,1.15526971979153,2.04273192175361E-06,-86.3246362018702,2.62824477287901,30.0666000741455,1.14336600267554E-06,40.1670767050533,-0.0002140175602977,0,0,-1.85263943461801E-05,-1.74980564397978E-05,1.41340888838217E-05
2013-01-02 01:00:00,1.94757915241962E-05,1.3358445849759E-05,11.376639667121,4.23928292997396E-06,-0.000429618739382192,2.02861328606786E-06,-85.8032328874423,2.62333173825441,30.3432528594002,1.13646483562865E-06,41.4609327146067,-0.000513970587768723,0,0,-1.91751268102108E-05,-1.80930080141002E-05,1.46063634198534E-05
2013-01-02 02:00:00,1.96370133432471E-05,1.36642165935856E-05,11.6476904588557,4.25985416236942E-06,7.10441082775787E-06,2.03484309071245E-06,-86.1840294704356,2.6182400085781,30.3325388718241,1.1397409070014E-06,41.585820415254,-0.000287915694164916,0,0,-1.89187071981123E-05,-1.78446402375012E-05,1.44286729646262E-05
2013-01-02 03:00:00,1.97077267133089E-05,1.3781438237857E-05,12.9037281303134,4.26779687274909E-06,0.000120152272843106,2.03749941199966E-06,-88.9365881565021,2.61287103488386,30.3383780312392,1.14125658652159E-06,43.0817282710805,-0.000258381717266482,0,0,-1.8868564025854E-05,-1.77428228671373E-05,1.43804343642637E-05
2013-01-02 04:00:00,1.98780703442908E-05,1.41060139940531E-05,11.6797320984906,4.28911041410681E-06,7.2310513663369,2.04413631406005E-06,-94.1765936754867,2.60740918874325,30.3646716389958,1.14498447853281E-06,42.2939212174436,-0.000213897497745074,0,0,-1.8568428517819E-05,-1.75041003051113E-05,1.42572568832354E-05
2013-01-02 05:00:00,1.98958059469565E-05,4.35334967718169E-05,11.2227304358597,4.28991392376708E-06,8.9528063733424,2.04489690441942E-06,-96.6863342532708,2.60186427373812,30.3762818137793,1.14585579738321E-06,43.5328182825219,-0.000214564828116039,0,0,-1.86083734081825E-05,-1.74895413505347E-05,1.03583733945036E-05
2013-01-02 06:00:00,1.99199531217704E-05,4.39002009437742E-05,11.5235038042725,4.29105834633884E-06,8.49813870373539,2.0461072467781E-06,-96.686334210221,2.59627371601603,30.3417447987951,1.14716377902482E-06,43.7268386149399,-0.000213787143710071,0,0,-1.85865282982819E-05,-1.74602442960185E-05,1.05995707414019E-05
2013-01-02 07:00:00,1.99974675083639E-05,4.41792959581318E-05,10.6172114052111,4.2955856973936E-06,11.6819572977488,2.05273556017687E-06,-96.6863345397136,2.59062421079676,29.9896306820849,1.15292830828147E-06,41.8070727918056,-0.000211363565599937,0,0,-1.84085266634989E-05,-1.73402010919152E-05,1.10077814220534E-05
2013-01-02 08:00:00,1.99499175336721E-05,1.36547600869287E-05,8.76110604599177,4.26174458235732E-06,-2.13165306170455,2.07097287271468E-06,-96.6857493004727,2.46406139435191,29.7767997961404,1.17331803183316E-06,39.2658008725542,-0.588399704392673,19.1380391600499,-2.79537727891719E-05,-1.86622643976077E-05,-1.76156141585087E-05,1.59249917793941E-05
2013-01-02 09:00:00,2.00679404585277E-05,1.38908690988835E-05,13.2643639138367,4.26851777137633E-06,-30.0073117624574,2.07952498455674E-06,-91.2299387884345,2.45378191459387,29.6233148552486,1.17937904089476E-06,38.0838967421788,-0.745231558211123,38.5571298972343,-2.96561996624923E-05,-1.84655604489644E-05,-1.74284866943144E-05,1.64430919412947E-05
2013-01-02 10:00:00,2.00833537557599E-05,1.39394126132652E-05,11.8686305741542,4.26892866840114E-06,-33.3880266209227,2.08069885811519E-06,-88.4658282163308,2.4499170361608,29.7833046128803,1.18009938275481E-06,36.0079544503685,-0.764574199055671,42.5086294719315,-3.19735048312179E-05,-1.83466885702662E-05,-1.74174119872376E-05,1.64221229272752E-05
2013-01-02 11:00:00,2.00870209337885E-05,1.38978911871492E-05,12.1591672673484,4.26880017605256E-06,-32.4496950934097,2.08174317739445E-06,-89.5049869995923,2.44691434143737,29.2223653568029,1.18129538521179E-06,36.7700653663229,-0.809181411158098,42.1653620667022,-3.52114767860884E-05,-1.83542398118428E-05,-1.73463504743788E-05,1.62607191899793E-05
2013-01-02 12:00:00,2.00877445604169E-05,1.38342650573765E-05,12.8638006455376,4.26964797122405E-06,-18.6468671008242,2.08267589094932E-06,-96.6857747706276,2.44422666484918,29.5302877871828,1.18272678901997E-06,38.3846443335653,-0.848666710908993,32.9583610309993,-3.53822482275782E-05,-1.84822844480436E-05,-1.74084945720961E-05,1.58966140964732E-05
2013-01-02 13:00:00,2.00160411339066E-05,1.37332918515962E-05,13.8034806749246,4.26586415198792E-06,-9.4000461620942,2.07697868761169E-06,-96.6857905373059,2.44141389336328,29.8760740664805,1.17815871513987E-06,38.3099202233195,-0.8942570522044,22.549213845813,-3.17663117560926E-05,-1.8593090595305E-05,-1.7540656390845E-05,1.57513439258235E-05
2013-01-02 14:00:00,2.02520364666891E-05,4.43123228369198E-05,13.8061196133795,4.31212537538554E-06,7.56935881374811,2.07536646975441E-06,-96.6863349224417,2.56170687233851,29.687556690329,1.17113689866338E-06,33.2042891908763,-0.000202194051752518,9.85747883442389,-2.36364490042146E-05,-1.77897738118932E-05,-1.70706197271395E-05,1.09257748482375E-05
2013-01-02 15:00:00,1.99070346340347E-05,4.58363357871115E-05,10.4626918881739,4.29002368621742E-06,21.7990781290376,2.04528053010688E-06,-96.6863338214128,2.55798782721958,30.0528581353588,1.14671134181413E-06,31.8138774417611,-0.000210903854087368,0,0,-1.8018282994348E-05,-1.7434398826806E-05,1.10281001818262E-05
2013-01-02 16:00:00,1.98900586909704E-05,4.60348159415547E-05,10.484261003252,4.28941269704137E-06,20.0948161836501,2.04441452757997E-06,-96.6863335799016,2.55432693305891,30.1400434221495,1.14566721297583E-06,33.4130470156933,-0.000212462158870495,0,0,-1.81281641132245E-05,-1.74736613389363E-05,1.12069440008799E-05
2013-01-02 17:00:00,1.99044475236675E-05,4.62642337767976E-05,10.6222320331947,4.2907145499258E-06,18.0452051482502,2.04519788661761E-06,-96.6863338572894,2.55075836097897,30.2839791856891,1.14603334228835E-06,35.1843204238414,-0.000212966465119773,0,0,-1.82299249507718E-05,-1.74900949507374E-05,1.12695138551882E-05
2013-01-02 18:00:00,1.98908606445014E-05,4.64833913381683E-05,10.6768012118098,4.29002138311057E-06,15.9440225840947,2.04402850386863E-06,-96.6863339670297,2.54734475289457,30.3331833495055,1.14487099801887E-06,37.1851441217095,-0.000213646386199664,0,0,-1.83546097791101E-05,-1.75142119290216E-05,1.11594311644921E-05
2013-01-02 19:00:00,1.98885896476801E-05,4.6733900470038E-05,10.6715363877342,4.28989563810882E-06,15.0539067241613,2.0437977797248E-06,-96.6863341716816,2.54393211111443,30.2792804591558,1.14423644585476E-06,38.1378407238426,-0.000213766413585249,0,0,-1.84102334951555E-05,-1.75130120807845E-05,1.08985845877894E-05
2013-01-02 20:00:00,1.98875126571304E-05,4.39974593559334E-05,10.550923380399,4.28977278874308E-06,14.5359080412028,2.0436130497774E-06,-96.6863340355221,2.54065569598401,30.3705205352796,1.14380065909289E-06,38.6884915825003,-0.000213731345833675,0,0,-1.84417420435977E-05,-1.7525012948194E-05,1.06859364464948E-05
2013-01-02 21:00:00,1.98910828009941E-05,4.36690092587566E-05,10.6524787845431,4.28977063633923E-06,12.4486791077544,2.0437762626674E-06,-96.6863340189203,2.53751476397939,30.4031707684637,1.14363852182065E-06,40.6446563380806,-0.00021368527803549,0,0,-1.85335492519518E-05,-1.75223969159378E-05,1.05207285504706E-05
2013-01-02 22:00:00,1.99048806822658E-05,1.41567122511693E-05,10.544576829151,4.29011092250046E-06,5.10190817635051,2.04479080899463E-06,-95.0930100818537,2.53454110004881,30.4065362887458,1.14398987741272E-06,46.5056386714737,-0.000213105110103672,0,0,-1.87637985438928E-05,-1.7501557371047E-05,1.43982114584875E-05
2013-01-02 23:00:00,1.96005959567872E-05,1.35385990652888E-05,10.6023127234168,4.2497103276379E-06,-0.000186626751755245,2.03301551095074E-06,-92.7076061111537,2.53155479071281,30.4065535246509,1.13788930476837E-06,49.1677262448769,-0.000374462071607929,0,0,-1.93649265481068E-05,-1.7955137204359E-05,1.4614612595037E-05
2013-01-03 00:00:00,1.94433333134439E-05,1.34236080714567E-05,10.8259726560761,4.22817883490657E-06,-0.590452391085846,2.02682214629548E-06,-96.6858742925719,2.42595046717963,30.4065472720334,1.13446508101454E-06,54.045295914335,-0.427458192393946,0,0,-1.98270389010471E-05,-1.82015126176954E-05,1.44983581634537E-05
2013-01-03 01:00:00,1.94499820395978E-05,1.34325872324977E-05,10.9536544930279,4.22818513431563E-06,-3.39684143692593,2.02709338312307E-06,-96.685877370617,2.40497603045428,30.4063288583363,1.13426513035466E-06,57.5877296917439,-1.26998874701672,0,0,-1.99236710002082E-05,-1.81841521276451E-05,1.44579854126382E-05
2013-01-03 02:00:00,1.94554875538212E-05,1.34399481640389E-05,10.9248872153296,4.22813997536072E-06,-6.49064294739177,2.02745691794278E-06,-96.6858833534657,2.40100284018978,30.4061106459549,1.13423975887112E-06,61.0638541437234,-1.61934697031375,0,0,-2.00154354840177E-05,-1.81711776175005E-05,1.44553410560921E-05
2013-01-03 03:00:00,1.94614305532346E-05,1.3445182604112E-05,10.9345533280836,4.22814067908982E-06,-10.6045825032289,2.02790739656132E-06,-96.6858882349254,2.39838495585061,30.4065662273289,1.13432175319937E-06,65.4440769554346,-1.8931290847031,0,0,-2.01348068717858E-05,-1.81587632090081E-05,1.44671778442379E-05
2013-01-03 04:00:00,1.94661833495255E-05,1.34491171257019E-05,10.9054262235558,4.22815154578487E-06,-13.7742850197096,2.02835009962391E-06,-96.6858937660124,2.39654100312723,30.4065706583486,1.13449009953132E-06,68.8591533080295,-2.1075307497473,0,0,-2.02229259199619E-05,-1.81494139139037E-05,1.45072343689596E-05
2013-01-03 05:00:00,1.94676492726573E-05,3.72990233382778E-05,10.8850997555018,4.22803896201861E-06,-15.4707506617355,2.02856876856575E-06,-96.6863355483288,2.39530765330865,30.4065706583486,1.13457360369694E-06,70.7973072096533,-2.32723697821455,0,0,-2.02670361562454E-05,-1.81444928679905E-05,1.02491496042733E-05
2013-01-03 06:00:00,1.94179444305483E-05,4.07429424011803E-05,10.8458898466646,4.22475730848285E-06,-16.5756710564419,2.02513682437245E-06,-96.686335393914,2.39420165301563,30.4065706583486,1.13192511317409E-06,72.2330633180494,-2.61776040821676,0,0,-2.03185741181902E-05,-1.81826443570566E-05,1.04039525750387E-05
2013-01-03 07:00:00,1.94244258209614E-05,4.09241504910244E-05,10.8251302062606,4.22481104432845E-06,-17.6352032780471,2.02587730371912E-06,-96.6863354827084,2.3958700070649,30.4065706583486,1.13244284670901E-06,73.5646327973482,-2.87070684567471,0,0,-2.03340418560538E-05,-1.81686327795239E-05,1.07560668843498E-05
2013-01-03 08:00:00,1.96498459870088E-05,3.75941432831501E-05,10.7420956385195,4.23951084905731E-06,-25.9509636039371,2.04393538675863E-06,-96.6863363204316,2.39745958233711,30.4065706583486,1.14632533008156E-06,73.4442799294844,-3.19138605977718,8.83826493419251,-2.4191737993291E-05,-2.01156518031229E-05,-1.79640214803829E-05,1.09386304709616E-05
2013-01-03 09:00:00,1.96783139265573E-05,3.76213916584447E-05,10.703414703832,4.24104164720387E-06,-26.8515639875818,2.04680174184451E-06,-96.6863362582456,2.39806808581349,30.4065706583486,1.14845469243929E-06,72.9702932408505,-3.5444685970921,10.6040070176531,-2.44698948773835E-05,-2.00610055526873E-05,-1.79253446625243E-05,1.09405686068533E-05
2013-01-03 10:00:00,1.96369307415127E-05,4.16479346523262E-05,10.0696215447761,4.2384286995301E-06,-15.5389987634961,2.04374012626165E-06,-96.6863363907634,2.39834100755415,30.4065706583486,1.1461261372179E-06,64.5462792272915,-3.5988007552815,8.40330364258397,-2.38927088367275E-05,-1.98979643605876E-05,-1.79625080442798E-05,1.08893462813707E-05
2013-01-03 11:00:00,1.96471781837626E-05,3.74698126938636E-05,11.1640457760629,4.23872348944537E-06,-19.9406591894415,2.04516699346173E-06,-96.6863361066718,2.39856673566344,30.4065706583486,1.14694757837276E-06,67.2502575745385,-4.31570536993622,9.7232445994836,-0.0000242013661391,-1.994995187993E-05,-1.79431328265271E-05,1.09188653784235E-05
2013-01-03 12:00:00,1.96397323065428E-05,3.75827821739615E-05,10.474998194314,4.23818244182966E-06,-18.6376941242169,2.04479729873791E-06,-96.6863361020042,2.39906806480699,30.4065706583486,1.14651280992855E-06,67.4574753469584,-4.91491443634984,9.50081727217002,-2.4198767907504E-05,-1.99578101609626E-05,-1.79489254138763E-05,1.08746980585552E-05
2013-01-03 13:00:00,1.96215098115667E-05,3.74989725692544E-05,7.82405335467302,4.23707543712333E-06,-14.8867311989395,2.04330886038473E-06,-96.6863360407265,2.39974163732261,30.4065706583486,1.14524341355961E-06,67.7648086179983,-5.38482379310137,8.56270156560348,-2.39461744507502E-05,-1.99835624105702E-05,-1.79691768418877E-05,1.08461590125921E-05
2013-01-03 14:00:00,1.95200640951276E-05,4.22025840876874E-05,7.24106534484766,4.23018274266831E-06,-8.90080000313988,2.03524707134365E-06,-96.686335605082,2.40024460484101,30.4065706583486,1.13902807315837E-06,66.8876673454455,-5.39881528001249,4.05038194888021,-2.24636869516985E-05,-2.00511759054518E-05,-1.80691219079775E-05,1.0749518832036E-05
2013-01-03 15:00:00,1.94024688361326E-05,4.22827789914281E-05,7.99709097693336,4.22314446322428E-06,-6.10497119032875,2.02583878131596E-06,-96.6863354228499,2.40093122016352,30.4065706583486,1.13171606591268E-06,67.3630307373602,-5.37636014792982,0,0,-2.01761680702438E-05,-1.81782463354006E-05,1.07720783321848E-05
2013-01-03 16:00:00,1.93941864055111E-05,4.24512817354254E-05,4.25264577918274,4.22303059959905E-06,-3.35424895402011,2.02513693732706E-06,-96.6863353923841,2.40471470506887,30.4063571189483,1.13121774552705E-06,67.1699704460928,-4.19314716436612,0,0,-2.01803421011523E-05,-1.81943789171966E-05,1.09385106661767E-05
2013-01-03 17:00:00,1.93880970523282E-05,4.26264647193427E-05,4.06220370807067,4.22304799161866E-06,-2.45773545273842,2.02443671307429E-06,-96.6863355175758,2.40888344213166,30.2354211660509,1.13076266510518E-06,65.6993166211219,-3.26179769807974,0,0,-2.01343518728577E-05,-1.8188838219016E-05,1.09911736337705E-05
2013-01-03 18:00:00,1.93833294886247E-05,4.28099320988938E-05,3.87777634944393,4.22303495831197E-06,-1.31208830674937,2.02388147019418E-06,-96.6863357526345,2.41764301755236,29.7666368036371,1.1304294982247E-06,63.3789542070718,-1.44263024522491,0,0,-2.00656664863677E-05,-1.81442406446381E-05,1.09026825319164E-05
2013-01-03 19:00:00,1.93795900025052E-05,4.30086407283459E-05,5.54692142899691,4.22291978125016E-06,-1.04072031973959,2.02350458430045E-06,-96.6863359341331,2.42947658435087,29.0732065873197,1.13019489543001E-06,61.4396184468563,-0.76221083625875,0,0,-2.0005882183078E-05,-1.80769862005451E-05,1.07073818689149E-05
2013-01-03 20:00:00,2.00028078728064E-05,4.7017030071112E-05,7.41279534487996,4.30536172085348E-06,0.0473353393577671,2.0475004159413E-06,-96.6863332473832,2.52540816427711,27.1714044123639,1.14200877443999E-06,59.5295299444089,-0.000191644480450239,0,0,-1.88645982596687E-05,-1.70102868291695E-05,1.05869977594465E-05
2013-01-03 21:00:00,1.99821918867158E-05,4.65691142530612E-05,6.7366501914104,4.3036513121385E-06,2.82863886550708,2.0466855263387E-06,-96.686333090829,2.52916184055418,26.4871641910783,1.14166607512338E-06,58.1048599831418,-0.0001930917649384,0,0,-1.88363847939511E-05,-1.70059001699457E-05,1.04797482968136E-05
2013-01-03 22:00:00,1.99720592729842E-05,1.45088026956527E-05,5.7856104920237,4.30334022792652E-06,2.89936962892764,2.04612667974919E-06,-92.7398818492426,2.53304503434026,28.1566068726237,1.14142595911975E-06,53.3654205645949,-0.000193383938638993,0,0,-1.8700576022092E-05,-1.71479724036177E-05,1.40863815200672E-05
2013-01-03 23:00:00,1.94927442552774E-05,1.35022373231258E-05,7.41096497237387,4.24050610927614E-06,-2.39091569906039,2.02761883703795E-06,-91.7103655769845,2.53657797842316,29.5255686075349,1.13225442945021E-06,54.6285752794813,-0.000424846678726523,0,0,-1.95288379380329E-05,-1.79408215888935E-05,1.45367307641709E-05
2013-01-04 00:00:00,1.94905110499474E-05,1.35069859471307E-05,7.72040177310573,4.24039076762161E-06,-3.55866462613276,2.0275099973351E-06,-92.1726081335099,2.54102124684919,29.8353984805217,1.13216118458333E-06,55.6348574258691,-0.000425293639702664,0,0,-1.9561432719338E-05,-1.79606706842897E-05,1.44284067797225E-05
2013-01-04 01:00:00,1.94892514707794E-05,1.35139041868107E-05,8.32970042334129,4.24055838971175E-06,-0.0318802557904348,2.02744735404211E-06,-96.1757095751283,2.54499573365953,29.7404938166827,1.13215677262594E-06,55.592801371919,-0.000420648654571597,0,0,-1.95475416811255E-05,-1.79473169546878E-05,1.44009142190614E-05
2013-01-04 02:00:00,1.94863084693109E-05,1.35217076789297E-05,8.28044852220172,4.24076425826695E-06,-0.0208982076952099,2.02734948680274E-06,-93.5485937678891,2.54868138844914,29.9941498884209,1.13227877503377E-06,52.7466083249019,-0.000415363675611059,0,0,-1.94521564521047E-05,-1.79779268932027E-05,1.44103137336483E-05
2013-01-04 03:00:00,1.94959510091764E-05,1.35357634309211E-05,8.34341575438052,4.24159650853296E-06,-0.0139425933190165,2.02791180144714E-06,-92.2864998759924,2.55144381061631,30.1945945065254,1.13271613908198E-06,51.2113732569048,-0.000404154348000767,0,0,-1.93940592242744E-05,-1.79828239638937E-05,1.44029679185879E-05
2013-01-04 04:00:00,2.09343109315438E-05,1.7087576218029E-05,10.3452676462174,4.42957028757898E-06,2.85142729948153E-05,2.08160448231701E-06,-93.0986698259938,2.55409877688201,30.2197006349265,1.15907899888169E-06,49.9796907567776,-0.000145213493321378,0,0,-1.72399057161061E-05,-1.60902711812718E-05,1.2844454847882E-05
2013-01-04 05:00:00,2.19076522511727E-05,0.769269967772478,10.5004931429113,4.54849585300531E-06,3.2605809432185,2.11556495560971E-06,-96.6863188792534,2.55577738814677,30.2973634323976,1.17579078936032E-06,49.3031452299979,-0.000322518974869494,0,0,-1.61805243376918E-05,-1.51385607745956E-05,1.02963550806268E-05
2013-01-04 06:00:00,2.19129755644346E-05,2.27628856504774,9.65964078629764,4.54877419293122E-06,3.0195832667005,2.11624315826858E-06,-96.6863200893764,2.55658167726072,30.3873889620104,1.17655361177623E-06,48.7871340819178,-0.000308753945959962,0,0,-1.61571530723974E-05,-1.5139884474505E-05,1.04301284271863E-05
2013-01-04 07:00:00,2.19216045890298E-05,2.27628019406017,8.75648459527951,4.54917732943925E-06,3.72047786669499,2.11716263057771E-06,-96.6863200926892,2.55736474315759,30.4029698433644,1.17749799498387E-06,48.9730422062185,-0.000311167397791395,0,0,-1.61626374828819E-05,-1.51312645741723E-05,1.07590748358842E-05
2013-01-04 08:00:00,2.18340091556496E-05,0.762103755463404,8.77312352697967,4.52590418051407E-06,3.93965733067208E-05,2.12127399773904E-06,-96.6863243867968,2.55800256797787,30.4065213563601,1.18377185514847E-06,47.6853583093415,-0.0163871926530761,6.5175727319588,-2.05690105714705E-05,-1.62994160758062E-05,-1.52704562280598E-05,1.08857069602419E-05
