,CCGT,CHP,Imports_Exports,OCGT,battery storage,coal,distribution network,hydroelectricity,offshore wind,oil,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-04-05 06:00:00,8.82352075433067,14.2810488612827,20.516757984541,1.08577413104956E-05,0.652982234100128,3.15236354933704E-06,-89.0189281119989,2.80904231121306,19.7253464972522,1.73788478634076E-06,15.4954971404207,-4.28889897539247E-05,6.71476686410982,-9.71217363018527E-06,-6.61941444966046E-06,-6.82940461636583E-06,6.08674614859345E-06
2013-04-05 07:00:00,0.687664971517595,13.4482217098716,20.4619915877425,1.09247503577025E-05,0.0568459144540635,3.16490009249416E-06,-85.8577668407509,2.72951137411338,20.0380956076655,1.74728991181255E-06,14.8218421411121,-4.2727211231038E-05,13.6136284017808,-1.05448746635931E-05,-6.51630052012808E-06,-6.79970138823466E-06,6.1111053203975E-06
2013-04-05 08:00:00,0.000287566201919317,12.6286320959084,20.3577198037267,9.94017313434596E-06,-4.64261829478344,3.06419267127654E-06,-83.2876699928815,2.69599984951343,19.3763281787897,1.70643601074666E-06,14.3587674764876,-4.34365075495943E-05,18.5125913357023,-1.12816341345202E-05,-6.70502513227553E-06,-7.01060940961621E-06,6.37830971804507E-06
2013-04-05 09:00:00,0.000287727258976131,12.0531467442407,20.7069381393768,9.93875387376059E-06,-4.37167888117453,3.06742668630543E-06,-83.1251801022223,2.69533281664898,18.4171242115558,1.70921552196571E-06,13.9024214325795,-4.33739908076088E-05,19.7216492368035,-1.47857167292095E-05,-6.65625985657939E-06,-6.94991018642502E-06,6.38071764264277E-06
2013-04-05 10:00:00,0.000287245796255471,11.7106833967921,20.2463504841211,9.90980381391695E-06,-1.45747973569133,3.06991919725808E-06,-82.581698327466,2.69449387715546,18.1793330165298,1.71236414230861E-06,10.5209577790285,-4.33335041997769E-05,20.687116898131,-1.84993923395394E-05,-6.33630634987758E-06,-6.86794078372896E-06,6.38484194627103E-06
2013-04-05 11:00:00,0.478786140035505,11.4287290800093,20.2412047387478,1.09200414353261E-05,0.0457800445371625,3.18922222790927E-06,-82.7954895823629,2.72125228553379,17.6903853995712,1.76724027075049E-06,10.2815536845628,-4.23897846717859E-05,19.9078397948727,-1.83749872562238E-05,-6.06696345186601E-06,-6.58511979747902E-06,6.12691828895278E-06
2013-04-05 12:00:00,2.06009584591466,11.4056760720787,20.2231670131744,1.08948602022356E-05,0.0841363351163916,3.18657129563906E-06,-83.8390967080832,2.74377415143723,18.0580219154987,1.76744051893348E-06,11.302748530767,-4.24173830387901E-05,17.9615197612912,-1.94470253197781E-05,-6.17696449056098E-06,-6.66004226695963E-06,6.12838936484274E-06
2013-04-05 13:00:00,2.04433933100892,11.5565010756171,20.0850898730598,1.08774100120222E-05,0.0768864983071357,3.18222480179032E-06,-85.3419756148007,2.74214987496513,19.9104256396138,1.76543695052278E-06,13.3936123753013,-4.24752685664635E-05,15.5330117427713,-1.68819804419299E-05,-6.37252229297463E-06,-6.77428241885926E-06,6.12398709925787E-06
2013-04-05 14:00:00,2.55337416297445,12.0609594474111,19.8768681189672,1.08318772628505E-05,0.0778406665675455,3.15855817878294E-06,-86.9929442506961,2.74487624238583,21.9816394716912,1.74758132733804E-06,15.8188118649223,-4.27116058083568E-05,11.8786122800798,-1.3296332590766E-05,-6.62558093434015E-06,-6.91159008739684E-06,6.11177708512138E-06
2013-04-05 15:00:00,2.64133156151152,12.5472818048125,19.6917269755958,1.07622267840105E-05,0.073369842073604,3.14318371906822E-06,-87.7714602498781,2.7444228010334,22.9924029031368,1.73731394100929E-06,16.7101413723875,-4.28903746109394E-05,10.3708185495454,-1.03300617912167E-05,-6.74257936393895E-06,-6.96788921110231E-06,6.10107305868396E-06
2013-04-05 16:00:00,10.4625660847499,12.9939732591026,19.3592412164796,1.07068646827462E-05,0.104156652402713,3.12609137778756E-06,-89.6997438094889,2.77261968468541,22.1860974388194,1.72676927533321E-06,15.2702432389974,-4.30471221093528E-05,6.55088143947336,-9.75934269397205E-06,-6.70139488792632E-06,-6.92591262167275E-06,6.10709553352459E-06
2013-04-05 17:00:00,19.2906946576714,13.1757366665132,16.6850169039497,1.05773842716712E-05,6.22611294383509,3.10176148596453E-06,-92.6070049582678,4.29916387218664,20.3578092621604,1.71000817656044E-06,12.5724963615599,-4.32215846966294E-05,0,0,-6.57047698270579E-06,-6.85535696721259E-06,6.10350413048403E-06
2013-04-05 18:00:00,19.3001367673208,12.816317013085,14.3734551989715,1.05644475394146E-05,10.5519249889163,3.09877851340015E-06,-90.5123664781227,4.26487774481667,17.9799773044196,1.70866294500866E-06,11.2257029987407,-4.32468778904368E-05,0,0,-6.46150389073482E-06,-6.72511806363463E-06,6.09908592258633E-06
2013-04-05 19:00:00,19.3030018513739,11.3450760683166,14.2272221543698,1.05618692328826E-05,12.3140168537764,3.0971092892433E-06,-87.3980338423445,4.10293244347931,15.793870468213,1.7079773688343E-06,10.3119393994837,-4.32712336669073E-05,0,0,-6.38097568990916E-06,-6.60281283284351E-06,6.08734044366151E-06
2013-04-05 20:00:00,19.3061185061213,9.02656912953774,14.5326782739527,1.05714525367442E-05,16.6630579076099,3.09867967048117E-06,-85.4911895390613,4.01397712680506,12.7812324336911,1.7096993404064E-06,9.16758128278115,-4.32825104086747E-05,0,0,-6.26256663244999E-06,-6.42399469711962E-06,6.07062221895882E-06
2013-04-05 21:00:00,19.3080294588068,6.66836276804137,14.3086136474865,1.05797990954376E-05,20.0479798624009,3.10028261310789E-06,-82.9291626743253,3.93683589612564,10.258896742326,1.71133855777423E-06,8.40046921211147,-4.32897648134497E-05,0,0,-6.17744557708781E-06,-6.27921808734134E-06,6.05172821596693E-06
2013-04-05 22:00:00,19.3080080841688,5.8369322302696,14.3128028930815,1.05800850619381E-05,17.3739719540659,3.09976446826146E-06,-79.8610075841998,3.849789370979,10.0055349872352,1.71106851823092E-06,9.17399318845056,-4.33027859341378E-05,0,0,-6.26890976028007E-06,-6.35567054562131E-06,6.03083527390601E-06
2013-04-05 23:00:00,19.3082738565108,6.09293725028581,12.9665795473958,1.05805981104991E-05,16.7798805268856,3.09974788671443E-06,-77.2521127997223,3.79345774107421,9.26033405517615,1.71128142686806E-06,9.05067496695361,-4.33086595551361E-05,0,0,-6.26450093038992E-06,-6.34015796399826E-06,5.99856830688607E-06
2013-04-06 00:00:00,19.3083689553307,5.9115120391286,12.3981962791742,1.05822005327365E-05,16.0129747018635,3.09980619093116E-06,-75.7429395133445,3.74926361963472,9.27565522643035,1.71152659900812E-06,9.08699389492088,-4.33092809033603E-05,0,0,-6.27203970869338E-06,-6.35868541877318E-06,5.96470289165848E-06
2013-04-06 01:00:00,19.3086589319178,6.97891857283328,12.2063018441204,1.05843848073032E-05,15.3594618053458,3.10076325505709E-06,-74.7021541410053,3.71550057342349,8.65186875742004,1.71263763970306E-06,8.48146869365244,-4.3299551420477E-05,0,0,-6.19495326586793E-06,-6.2685399359728E-06,5.94123226826231E-06
2013-04-06 02:00:00,19.3078329986495,9.72674229237293,12.5692544901383,1.05888414816726E-05,11.5460740440006,3.10178896407229E-06,-73.796421858985,3.66803666352761,8.65936231530602,1.71375023814322E-06,8.31914398502058,-4.32848847569905E-05,0,0,-6.16238451494667E-06,-6.22240956090036E-06,5.93632302562831E-06
2013-04-06 03:00:00,19.3073386686543,13.6677744647117,11.4036725567489,1.05944161290624E-05,9.342526623659,3.10471798621085E-06,-72.9307600461238,3.63118769675749,7.88742312740596,1.71651624545491E-06,7.69086152325268,-4.32522760624885E-05,0,0,-6.06540800396303E-06,-6.08602079093032E-06,5.95178834737395E-06
2013-04-06 04:00:00,19.3121523106754,14.7461252900894,9.10809464486662,1.06030300412179E-05,12.0989838558228,3.11618329121506E-06,-73.15744270972,3.64672049814084,7.08706366390212,1.72595873338917E-06,7.15832658613244,-4.31604613064776E-05,0,0,-5.95881900469203E-06,-5.90929199457814E-06,5.97823699954485E-06
2013-04-06 05:00:00,19.3173348315636,13.7812639443876,9.14395057683616,1.06134967414775E-05,17.0306586978837,3.1289354597855E-06,-75.8673625106298,3.66853423206537,6.38687621121834,1.73628376166448E-06,6.53876756485539,-4.2993385942258E-05,0,0,-5.83790437633802E-06,-5.72837922077678E-06,6.0110189295232E-06
2013-04-06 06:00:00,19.3168559925127,13.0012839128794,9.08405554927066,1.07061540328826E-05,9.62345478502215,3.13757306638627E-06,-74.3171753148198,3.62039226557601,5.63815021504633,1.74248296682999E-06,5.50078228802979,-4.27817129670938E-05,8.5322330255678,-1.00133052506171E-05,-5.65611230995161E-06,-5.5435502020915E-06,6.07613784846562E-06
2013-04-06 07:00:00,16.1236872567227,12.2912704613777,11.8842982753956,1.07858853400788E-05,0.108677400762387,3.15157979687508E-06,-71.6712423519535,2.76763850146515,5.02498130066695,1.75147976905149E-06,4.04945264252124,-4.25598999021724E-05,19.421269240218,-1.09238456949459E-05,-5.3877999367563E-06,-5.3832652781183E-06,6.11370398417029E-06
2013-04-06 08:00:00,2.99863051103605,11.6197456328677,12.0779066902242,1.08868386676147E-05,0.0736720475316257,3.16064641617335E-06,-67.9427897611425,2.73347596949989,4.52860339598617,1.75487903279476E-06,3.61754182454402,-4.23330651410934E-05,30.2932480905429,-1.33505572871597E-05,-5.29095949615474E-06,-5.28316861298736E-06,6.13710981631759E-06
2013-04-06 09:00:00,0.000276811139532118,11.0397919695233,9.84479807860344,9.86227595824717E-06,-4.81366869774645,3.04515913077213E-06,-65.3516618508807,2.67815055350586,4.65410217884789,1.70110205610888E-06,4.12023567290821,-4.3133744101682E-05,37.8280170968242,-1.80149892970714E-05,-5.58420545907569E-06,-5.51895445562069E-06,6.40826499330906E-06
2013-04-06 10:00:00,0.000276856144380377,10.6267186448563,9.99514833346737,9.85630963885866E-06,-13.9130314929405,3.04468297809502E-06,-61.5382290776663,2.67627715716319,4.1954954176945,1.69906392508396E-06,3.88219642291441,-4.30198741915905E-05,44.0751940448325,-2.27377563396678E-05,-5.56339425117116E-06,-5.50189604710365E-06,6.41817748902892E-06
2013-04-06 11:00:00,0.000277023152427025,10.4624938775149,8.98271308656521,9.85783186304722E-06,-16.0379325298711,3.04614206734621E-06,-60.0174115963238,2.67438729922459,4.54291665533848,1.69925665916259E-06,4.55930599144495,-4.29654710771344E-05,44.8332988013158,-2.50393221684033E-05,-5.67060890613177E-06,-5.51365763898469E-06,6.42241423595035E-06
2013-04-06 12:00:00,0.00027698222834475,10.4645732092712,10.0203139402681,9.85279060370188E-06,-15.2253224863,3.04763891165052E-06,-60.5863655635874,2.6722695388663,5.26909100672073,1.70064413286317E-06,5.1693961528112,-4.30101848724297E-05,42.2158158442982,-2.48177458040711E-05,-5.7667508570766E-06,-5.56986837236059E-06,6.4204698348607E-06
2013-04-06 13:00:00,0.000277208251044282,10.6667020415537,11.9407719923893,9.85019445536615E-06,-10.8455893006485,3.05154110289298E-06,-62.9491472456451,2.6699466245506,5.91510678490587,1.70494563812177E-06,5.67718234893944,-4.31150118630421E-05,36.9247966470154,-2.29581522664225E-05,-5.84789859141405E-06,-5.62429291954707E-06,6.41350021938002E-06
2013-04-06 14:00:00,0.000276092996012291,11.233300556594,11.8934223104874,9.83951698900759E-06,-1.15402000646309,3.0520058650243E-06,-66.8773805540592,2.66781517151443,7.0672441687258,1.70689992647373E-06,6.32578968298475,-4.32549969246884E-05,28.8435953473075,-1.81831167375524E-05,-5.95279513904453E-06,-5.70210259366983E-06,6.40311574336237E-06
2013-04-06 15:00:00,6.4509549414856,11.7729586118313,10.8704267368859,1.08337832458545E-05,0.092200366988677,3.16126947478997E-06,-69.8193882237865,2.73642195427798,8.44877534811888,1.75499295407145E-06,6.56664177397094,-4.24755315553679E-05,22.8810447266659,-1.40095186517432E-05,-5.79474548308568E-06,-5.56749920538062E-06,6.13112936241728E-06
2013-04-06 16:00:00,19.3119729846439,12.1547614650617,6.6970243862933,1.07142830651766E-05,5.45504264162145,3.13946359455127E-06,-75.9832294665001,3.5741911198035,9.58216657816685,1.74145490645503E-06,6.09032852204921,-4.27118803811099E-05,13.1177752367897,-1.05773661727637E-05,-5.80933120113522E-06,-5.67481553532475E-06,6.11145299052782E-06
2013-04-06 17:00:00,19.3104662474631,12.4114177236251,1.19850823784335,1.05773996218529E-05,32.2711821578805,3.10059571353523E-06,-84.0227800926203,3.74302895818286,9.94788414232039,1.71234225172726E-06,5.14031637222359,-4.31544997624859E-05,0,0,-5.79497205807742E-06,-5.74620365142259E-06,6.09453097850837E-06
2013-04-06 18:00:00,19.3131659342912,12.2164592199946,0.326180542098537,1.05928728394124E-05,31.1088725232082,3.10898582601172E-06,-82.8927133601738,3.76452290110269,10.4818411090425,1.71909951332791E-06,5.68169500182996,-4.3139661367638E-05,0,0,-5.85757712033419E-06,-5.83025587596922E-06,6.07465618572914E-06
2013-04-06 19:00:00,19.3111412302388,10.8812679495303,0.937823254302322,1.05992651938022E-05,29.3909166968101,3.10079279120694E-06,-80.8199966548043,3.78100022196315,10.3020542558621,1.71265459790149E-06,6.21581725503959,-4.32227689636556E-05,0,0,-5.94010972528356E-06,-5.94838978602721E-06,6.06119548660772E-06
2013-04-06 20:00:00,19.3112631515525,8.65255562528618,0.781156481223508,1.06063233492928E-05,31.3131449080692,3.09898194292609E-06,-80.2668305527608,3.82309838699019,10.4262913127479,1.71139120086296E-06,5.95934498581181,-4.32570698832947E-05,0,0,-5.88597056047483E-06,-6.02717072705314E-06,6.03849804625888E-06
2013-04-06 21:00:00,19.3111121482056,6.38074952667611,0.693960993378894,1.06124868138757E-05,30.9528969906305,3.09787569443519E-06,-78.2303712778516,3.86929473510533,11.1694841214353,1.71044033577588E-06,5.8528972367619,-4.32817392388908E-05,0,0,-5.85580872705683E-06,-6.17296864443317E-06,6.01534002584172E-06
2013-04-06 22:00:00,19.3101538843632,5.62925322462617,1.18684342794927,1.06057261705164E-05,27.3486678334648,3.09602604930947E-06,-75.87665096848,3.91754438041461,12.1530952320258,1.70886926933348E-06,6.33111783341479,-4.32996697383575E-05,0,0,-5.92224381490861E-06,-6.39904834247018E-06,5.99027600704447E-06
2013-04-06 23:00:00,19.3095369372922,5.63013955044889,1.43765634582846,1.06114256653645E-05,24.8804152384691,3.09621909468519E-06,-73.7132164841175,3.99344779742247,12.0892847532358,1.70866311755631E-06,6.37276079636308,-4.33068272199288E-05,0,0,-5.92800084025177E-06,-6.44667435271819E-06,5.96195423278538E-06
2013-04-07 00:00:00,19.3086765611466,5.71658472815859,1.31346506321872,1.06190586471814E-05,21.9153845545782,3.09701942697735E-06,-72.3331612531148,4.10009903962315,13.285754740438,1.70877526696456E-06,6.69322162939863,-4.33064528330454E-05,0,0,-5.9628803788125E-06,-6.51154289940503E-06,5.92494454688528E-06
2013-04-07 01:00:00,19.3068735714612,6.75990768978616,1.43647466179945,1.06283830268429E-05,17.188295513425,3.09855010085561E-06,-71.4335310715822,4.23796739733809,15.5793066050569,1.70929474460455E-06,6.92473078555075,-4.32959756494077E-05,0,0,-5.96491279088756E-06,-6.58975104184877E-06,5.88921612708247E-06
2013-04-07 02:00:00,19.3013692759111,9.44499383206966,1.98594060314576,1.06437439150091E-05,9.6419189907419,3.10126478590907E-06,-70.3936076195758,4.32722449365593,18.4397455089144,1.71050190386404E-06,7.25244016446739,-4.32719958959698E-05,0,0,-5.99422961748588E-06,-6.69207058934527E-06,5.86633418870056E-06
2013-04-07 03:00:00,19.280494785782,13.2970553163082,1.99070329795771,1.06630634818012E-05,3.415266565094,3.10439740481437E-06,-69.1910877584784,4.01657719947443,19.9448376262759,1.71200452900724E-06,7.24617819046732,-4.32353549153544E-05,0,0,-5.9876152086967E-06,-6.76589196936411E-06,5.86766473601096E-06
2013-04-07 04:00:00,19.2337482144959,14.3599199854109,1.82428215534453,1.0689842676175E-05,1.51548976238709,3.11140197866799E-06,-67.9892520225241,3.56940962393265,20.2239527894084,1.71594287290728E-06,7.26247452804284,-4.31540050460367E-05,0,0,-5.97578577472992E-06,-6.78180511395242E-06,5.88710303130374E-06
2013-04-07 05:00:00,19.1891393832943,15.7534665066824,1.4817058995568,1.07358077640898E-05,1.65886843032756,3.13012613808699E-06,-69.1090390796545,3.76965269975366,20.0081256397149,1.72761413410363E-06,7.24810498739012,-4.28426274718485E-05,0,0,-5.94001733997369E-06,-6.75802719696886E-06,5.91199826765891E-06
2013-04-07 06:00:00,0.164941874233005,14.1929393362037,0.501240014178464,1.11289688328463E-05,0.04556064994678,3.20139997314897E-06,-60.1788532099077,2.67850556600731,18.4058560208628,1.75262916587187E-06,7.34838728420863,-4.25255378908258E-05,16.8414561488412,-1.07039105682293E-05,-5.80962923156956E-06,-6.56702433812435E-06,5.99447956338289E-06
2013-04-07 07:00:00,3.57511433303989E-05,2.27640008066998,-3.59706151848437,5.89298244657206E-06,-18.7202133588376,2.47795727307088E-06,-48.3489860005505,1.6778948285126,17.0927649153544,1.38212932502683E-06,7.87030499007621,-8.99893649361195E-05,41.7489612271044,-1.69842606895175E-05,-8.58954684869634E-06,-9.42072595086403E-06,9.24583441735245E-06
2013-04-07 08:00:00,3.59339696756085E-05,2.27640026064647,1.45266031241896,5.89327577026652E-06,-52.7488931843224,2.48824344368697E-06,-38.8127350147726,0.939379524048784,16.4196353674674,1.38511309061208E-06,6.73533363625734,-9.09590306563223E-05,63.7382914078048,-2.38613513007652E-05,-8.35545905337958E-06,-9.22838467436879E-06,9.20544873042813E-06
2013-04-07 09:00:00,2.51183636622156E-05,0.0963571596132748,7.90112047684292,4.88873045766455E-06,-53.5224210273464,2.25047532743846E-06,-51.1976304604055,-4.87908814988599,16.2825264655088,1.26566692755977E-06,6.66154444607442,-0.000124022143363948,78.657728565479,-3.81585917262807E-05,-1.07025023568325E-05,-1.18855012721108E-05,1.19781272034052E-05
2013-04-07 10:00:00,2.31807135047613E-05,2.1807679906774E-05,5.1665950688405,4.66332433142667E-06,-53.5224255438766,2.19257782511068E-06,-50.6668756215242,-4.8795221685972,13.0962304016352,1.2348160712808E-06,4.28660863219059,-0.000155569328106828,86.5195447949448,-4.29242919096193E-05,-1.11924265585069E-05,-1.25809690268713E-05,1.30615751790967E-05
2013-04-07 11:00:00,2.321927051741E-05,2.18376945597201E-05,5.61324329505739,4.66367846776957E-06,-53.5224252518704,2.19516250022579E-06,-54.6930644716678,-4.88023557933206,15.2347289479167,1.23523355350119E-06,5.39983982428384,-0.000158977222601604,86.8480729032528,-4.33019135150372E-05,-1.14086796608197E-05,-1.27313705170261E-05,1.2975798071284E-05
2013-04-07 12:00:00,2.31696104024228E-05,2.18483810535035E-05,6.04364915289106,4.66346796651267E-06,-53.5224254307683,2.1930635755354E-06,-52.7235539328095,-4.88091003471895,17.7415041445534,1.23548228624997E-06,6.18884554761477,-0.000154333494315122,81.1530456941619,-4.30059339563217E-05,-1.1622321087125E-05,-1.29865187513853E-05,1.30825054291514E-05
2013-04-07 13:00:00,2.50533956983387E-05,0.707435959438741,9.50471695241168,4.8862512808797E-06,-53.5224213886688,2.2486251331868E-06,-51.2099077084572,-4.88168283365681,18.9179079304564,1.26502246389423E-06,6.84962270108012,-0.000125533033478329,73.6344691266875,-3.96931565205167E-05,-1.08675591435902E-05,-1.20442517023573E-05,1.21207074309259E-05
2013-04-07 14:00:00,3.52749813961594E-05,2.27639767983768,10.231210008217,5.8414538922833E-06,-53.5221367485844,2.47961534421783E-06,-39.5079862918802,-4.88218192661263,17.4236511049828,1.38086674626529E-06,7.24243778848969,-9.28201436736554E-05,60.7386912648971,-3.16803156691075E-05,-8.55711870285216E-06,-9.32141670622826E-06,9.38987118049434E-06
2013-04-07 15:00:00,3.58471697833096E-05,2.27639880073692,1.12425195344978,5.89243698184452E-06,-24.8883950093418,2.48562435145063E-06,-49.453115226996,1.80670902849373,16.3881302479512,1.38514475179378E-06,7.11762080796576,-9.05289160221585E-05,45.6284727044285,-2.50511088490539E-05,-8.45805240717745E-06,-9.26160857732975E-06,9.25418403695192E-06
2013-04-07 16:00:00,0.000166515145066096,11.8099640903875,6.26236207564061,9.42040843787854E-06,2.60740327291406E-05,3.02450574024116E-06,-65.6604951990303,2.6428655701291,14.4874251651386,1.66278751713469E-06,6.36348748201363,-4.44449891485935E-05,24.0942375977646,-1.17799491455446E-05,-6.09029777747138E-06,-6.8582584880686E-06,6.61161716072599E-06
2013-04-07 17:00:00,14.0591437070235,12.0610075466493,3.50327986650049,1.0928349583713E-05,23.9285259120174,3.16187852505493E-06,-80.3552513586904,6.99148928835947,11.535235777535,1.73931066912295E-06,5.10664749307822,-4.26545209459418E-05,3.16995357666867,-8.78598958453653E-06,-5.63112518232387E-06,-6.39419475632909E-06,6.1165800570592E-06
2013-04-07 18:00:00,14.2288223381161,11.8705213191183,2.14519876139293,1.08756401956851E-05,33.8910056651748,3.14175687114491E-06,-82.6734263513249,5.82691623901173,9.2247585498677,1.72526579385973E-06,5.4862269953088,-4.29534446914502E-05,0,0,-5.71256888932599E-06,-6.3068895857907E-06,6.10725482886609E-06
2013-04-07 19:00:00,14.2655422308038,10.5664814495155,2.21607155800626,1.08699393390232E-05,35.7636908131086,3.13176468268222E-06,-81.4564505827481,5.27500728359528,7.11594759654438,1.7178546982642E-06,6.25373333485275,-4.31374137537268E-05,0,0,-5.80906301781035E-06,-6.11407030778222E-06,6.09777885370014E-06
2013-04-07 20:00:00,14.2840701867622,8.38984287449289,3.87922406885573,1.08677887577643E-05,36.5604913190986,3.12701874293231E-06,-80.6973462715486,5.00107227127105,5.69904376687165,1.71442000008467E-06,6.88362550536363,-4.32096729813175E-05,0,0,-5.89072463862114E-06,-5.92594691013508E-06,6.07616510919513E-06
2013-04-07 21:00:00,14.2786434009147,6.17113058272112,5.29180125514584,1.08774110870183E-05,35.2943606021922,3.12594703861E-06,-77.9128079556667,4.82155799143287,4.71310303323742,1.71355782583307E-06,7.34223477671188,-4.32454099209263E-05,0,0,-5.94430180064066E-06,-5.75300326463541E-06,6.04703369894623E-06
2013-04-07 22:00:00,14.2550528690029,5.62729394506638,8.01805513079728,1.08782415638278E-05,31.7421206806413,3.12755024981652E-06,-75.1186612835707,4.69226064716512,3.57137122531996,1.71495891013973E-06,7.2125302595898,-4.32549238434665E-05,0,0,-5.9316149782706E-06,-5.48186183613916E-06,6.00629008649967E-06
2013-04-07 23:00:00,14.235749518813,5.62729986654429,9.01132218475484,1.08813979141905E-05,28.8450929527551,3.12832831737659E-06,-73.3029030927539,4.626431314041,3.24808676259958,1.71564674006146E-06,7.70894402586985,-4.32619811710143E-05,0,0,-5.99127808115203E-06,-5.42225967294129E-06,5.96546466520596E-06
2013-04-08 00:00:00,14.2286182531332,5.627310881566,9.55986200419122,1.0886850315606E-05,27.5400142824349,3.13167142653913E-06,-72.8306232742208,4.6176783211554,3.0873140313335,1.71836462057088E-06,8.16984902806516,-4.32462525358583E-05,0,0,-6.03412480697403E-06,-5.36789937440819E-06,5.93302311165861E-06
2013-04-08 01:00:00,14.2202035997832,5.62730850751732,9.74745060569412,1.08940856975612E-05,26.7805568491706,3.13442909040498E-06,-73.1836141397136,4.64890015299116,3.4623324355045,1.72054010881587E-06,8.69688558708493,-4.32283899235821E-05,0,0,-6.08561176627972E-06,-5.41526750839932E-06,5.92726634825382E-06
2013-04-08 02:00:00,14.1974846299373,7.99909719832979,10.2561495413915,1.09017118187893E-05,24.5459674899504,3.13863465083142E-06,-74.077355683461,4.70687852878575,3.56630206742485,1.72387900136608E-06,8.80549971704833,-4.31950325205858E-05,0,0,-6.08453824656445E-06,-5.38850401545707E-06,5.94728099600661E-06
2013-04-08 03:00:00,14.1646724677011,12.1049092576983,12.1067028998141,1.09058485840667E-05,21.9620360860262,3.14440499328669E-06,-77.0624735122754,4.82122626672679,3.58472655032672,1.7286720310112E-06,8.31822317899757,-4.31274584940784E-05,0,0,-5.99257067389016E-06,-5.33442557119814E-06,5.98752651335963E-06
2013-04-08 04:00:00,14.1930142795992,13.1580227136552,12.060317994562,1.09084649797017E-05,29.1196443268478,3.14885102113524E-06,-84.9498294108733,5.20635287713051,3.74959385109679,1.73235925444341E-06,7.46290619125262,-4.30377500170221E-05,0,0,-5.854407323144E-06,-5.30211871609495E-06,6.04232576352678E-06
2013-04-08 05:00:00,14.1925319603609,12.3825843403145,11.990659228642,1.09151836039196E-05,36.2046550492676,3.14849787962662E-06,-91.2114758640194,6.00087487527387,3.54542668993982,1.73118618754775E-06,6.89476620257173,-4.29560424984301E-05,0,0,-5.76372283432783E-06,-5.24613088985939E-06,6.08192724764594E-06
2013-04-08 06:00:00,13.1747820694678,11.6884756142485,12.3940046225509,1.1111671303105E-05,8.61385461135943,3.1807705359929E-06,-80.4184152732568,6.19371345080647,3.24163692160083,1.74850785974582E-06,6.07011658218331,-4.26301840812517E-05,19.0418637667669,-1.09774463394548E-05,-5.59226593512532E-06,-5.13040488291157E-06,6.1423490124974E-06
2013-04-08 07:00:00,2.67928046852699E-05,2.27637721804703,13.239787168537,5.12984771437969E-06,-9.37518681383301E-05,2.27607526680637E-06,-68.4067645750934,2.63206078850631,3.19770516602421,1.28706740321379E-06,4.07420723548037,-0.000113988360622192,42.9868250145498,-2.10349494116613E-05,-9.52532074641103E-06,-9.34106579313171E-06,1.15274270669624E-05
2013-04-08 08:00:00,2.55741624227828E-05,2.27636457795654,9.20787473922966,4.95030903448925E-06,-22.2205098283352,2.25566343311234E-06,-64.6996597875009,2.30300674915284,3.20312971785851,1.26885180243768E-06,3.73793636243921,-0.000123420631206302,66.1919816702662,-2.91635750751929E-05,-9.89319956596119E-06,-9.81985022878715E-06,1.20892993791475E-05
2013-04-08 09:00:00,2.56728897202864E-05,2.27636000597934,9.12115082831751,4.94774580236897E-06,-53.2580000294532,2.26196263516459E-06,-52.1315551542017,1.52135368407202,3.71621515873537,1.26837069754807E-06,4.23078711170401,-0.000118926243235424,84.5238167676243,-3.77983410401482E-05,-9.99993531793245E-06,-9.84080756504621E-06,1.19370174647089E-05
2013-04-08 10:00:00,2.33396128361175E-05,2.24966399489993E-05,7.81489538377817,4.67472152679935E-06,-53.5223782897423,2.19695551341768E-06,-54.0275201339433,-4.89540336544819,5.75575331282432,1.23386544338539E-06,4.12255709522549,-0.000153924896768972,94.7522476596076,-4.30992435247491E-05,-1.10920738387034E-05,-1.11793136956268E-05,1.30385507485517E-05
2013-04-08 11:00:00,2.34007691081128E-05,2.25290945225626E-05,6.71336321214831,4.67605169767756E-06,-53.5223764604041,2.20149537069967E-06,-56.662032964169,-4.89555115349526,7.53933165570911,1.23552368992648E-06,5.67197314828661,-0.000171991884212919,95.1554634341325,-4.37044168994135E-05,-1.14053914052468E-05,-1.13861326139717E-05,1.28889070031263E-05
2013-04-08 12:00:00,2.52277101812799E-05,0.071083059072248,9.14731007615401,4.8875417509775E-06,-53.5222016856032,2.2563404265149E-06,-55.5674856468549,-4.89564543830259,9.72534024132468,1.26433451978745E-06,7.21718843767046,-0.000118373382638975,87.8245443206361,-4.09155577644873E-05,-1.08320452511114E-05,-1.07397726278466E-05,1.19492265332532E-05
2013-04-08 13:00:00,0.0000257360628890999,2.27636659536844,9.3269341519498,4.95165395467449E-06,-48.7088869788299,2.26851892401434E-06,-58.8634384214444,2.5003305481656,10.7364254406732,1.27362990855421E-06,9.13066358030258,-0.000119365095020828,73.601736937827,-3.90280506303652E-05,-1.09790309995419E-05,-1.06886744224477E-05,1.18414293054094E-05
2013-04-08 14:00:00,2.57104225568399E-05,2.27636532866554,9.30474739130117,4.95553460545617E-06,-17.0982340087091,2.26691603915665E-06,-72.736865038616,2.50132859090552,10.8535896485107,1.2758180299592E-06,11.4038231234166,-0.000122898639340754,53.4953777898306,-3.58664022900097E-05,-1.13880137714141E-05,-1.07885408249038E-05,1.1880852391465E-05
