index,UA -> RO,UA -> SK,UA -> HU,UA -> PL
2020-01-05 07:00:00+0000,719.0,0.0,174.0,209.0
2020-01-05 08:00:00+0000,683.0,0.0,149.0,208.0
2020-01-05 09:00:00+0000,612.0,0.0,114.0,211.0
2020-01-05 10:00:00+0000,525.0,0.0,37.0,213.0
2020-01-05 11:00:00+0000,397.0,0.0,9.0,208.0
2020-01-05 12:00:00+0000,362.0,0.0,6.0,210.0
2020-01-05 13:00:00+0000,375.0,0.0,1.0,216.0
2020-01-05 14:00:00+0000,407.0,0.0,0.0,216.0
2020-01-05 15:00:00+0000,377.0,0.0,20.0,206.0
2020-01-05 16:00:00+0000,402.0,0.0,50.0,213.0
2020-01-05 17:00:00+0000,376.0,0.0,98.0,211.0
2020-01-05 18:00:00+0000,299.0,0.0,129.0,211.0
2020-01-05 19:00:00+0000,216.0,0.0,124.0,209.0
2020-01-05 20:00:00+0000,228.0,0.0,217.0,207.0
2020-01-05 21:00:00+0000,261.0,0.0,295.0,210.0
2020-01-05 22:00:00+0000,317.0,0.0,302.0,209.0
2020-01-05 23:00:00+0000,372.0,0.0,311.0,208.0
2020-01-06 00:00:00+0000,328.0,0.0,298.0,209.0
2020-01-06 01:00:00+0000,232.0,0.0,266.0,209.0
2020-01-06 02:00:00+0000,143.0,0.0,298.0,207.0
2020-01-06 03:00:00+0000,160.0,0.0,311.0,207.0
2020-01-06 04:00:00+0000,401.0,0.0,344.0,208.0
2020-01-06 05:00:00+0000,449.0,0.0,439.0,210.0
2020-01-06 06:00:00+0000,469.0,0.0,318.0,207.0
2020-01-06 07:00:00+0000,485.0,0.0,297.0,208.0
2020-01-06 08:00:00+0000,330.0,0.0,254.0,208.0
2020-01-06 09:00:00+0000,271.0,0.0,170.0,211.0
2020-01-06 10:00:00+0000,227.0,0.0,134.0,209.0
2020-01-06 11:00:00+0000,219.0,0.0,102.0,210.0
2020-01-06 12:00:00+0000,182.0,0.0,81.0,210.0
2020-01-06 13:00:00+0000,200.0,0.0,93.0,208.0
2020-01-06 14:00:00+0000,176.0,0.0,106.0,211.0
2020-01-06 15:00:00+0000,182.0,0.0,147.0,211.0
2020-01-06 16:00:00+0000,119.0,0.0,175.0,207.0
2020-01-06 17:00:00+0000,118.0,0.0,177.0,210.0
2020-01-06 18:00:00+0000,138.0,0.0,190.0,210.0
2020-01-06 19:00:00+0000,140.0,0.0,171.0,209.0
2020-01-06 20:00:00+0000,154.0,0.0,214.0,208.0
2020-01-06 21:00:00+0000,189.0,0.0,332.0,208.0
2020-01-06 22:00:00+0000,190.0,0.0,403.0,210.0
2020-01-06 23:00:00+0000,379.0,0.0,432.0,210.0
2020-01-07 00:00:00+0000,322.0,0.0,419.0,209.0
2020-01-07 01:00:00+0000,326.0,0.0,412.0,213.0
2020-01-07 02:00:00+0000,352.0,0.0,380.0,211.0
2020-01-07 03:00:00+0000,402.0,0.0,380.0,213.0
2020-01-07 04:00:00+0000,588.0,0.0,273.0,210.0
2020-01-07 05:00:00+0000,595.0,0.0,265.0,212.0
2020-01-07 06:00:00+0000,445.0,0.0,189.0,210.0
2020-01-07 07:00:00+0000,404.0,0.0,144.0,210.0
2020-01-07 08:00:00+0000,317.0,0.0,86.0,210.0
2020-01-07 09:00:00+0000,332.0,0.0,14.0,208.0
2020-01-07 10:00:00+0000,373.0,0.0,2.0,210.0
2020-01-07 11:00:00+0000,398.0,0.0,10.0,210.0
2020-01-07 12:00:00+0000,381.0,0.0,36.0,210.0
2020-01-07 13:00:00+0000,386.0,0.0,72.0,209.0
2020-01-07 14:00:00+0000,392.0,0.0,151.0,209.0
2020-01-07 15:00:00+0000,438.0,0.0,217.0,210.0
2020-01-07 16:00:00+0000,417.0,0.0,238.0,209.0
2020-01-07 17:00:00+0000,435.0,0.0,250.0,210.0
2020-01-07 18:00:00+0000,431.0,0.0,247.0,210.0
2020-01-07 19:00:00+0000,403.0,0.0,228.0,208.0
2020-01-07 20:00:00+0000,476.0,0.0,267.0,209.0
2020-01-07 21:00:00+0000,532.0,0.0,335.0,210.0
2020-01-07 22:00:00+0000,476.0,0.0,322.0,211.0
2020-01-07 23:00:00+0000,470.0,0.0,340.0,210.0
2020-01-08 00:00:00+0000,440.0,0.0,341.0,209.0
2020-01-08 01:00:00+0000,464.0,0.0,308.0,208.0
2020-01-08 02:00:00+0000,438.0,0.0,275.0,210.0
2020-01-08 03:00:00+0000,511.0,0.0,280.0,211.0
2020-01-08 04:00:00+0000,668.0,0.0,284.0,210.0
2020-01-08 05:00:00+0000,657.0,0.0,333.0,210.0
2020-01-08 06:00:00+0000,613.0,0.0,308.0,210.0
2020-01-08 07:00:00+0000,614.0,0.0,265.0,211.0
2020-01-08 08:00:00+0000,574.0,0.0,254.0,210.0
2020-01-08 09:00:00+0000,518.0,0.0,200.0,210.0
2020-01-08 10:00:00+0000,530.0,0.0,192.0,209.0
2020-01-08 11:00:00+0000,536.0,0.0,183.0,210.0
2020-01-08 12:00:00+0000,570.0,0.0,166.0,209.0
2020-01-08 13:00:00+0000,599.0,0.0,200.0,208.0
2020-01-08 14:00:00+0000,600.0,0.0,208.0,208.0
2020-01-08 15:00:00+0000,589.0,0.0,233.0,210.0
2020-01-08 16:00:00+0000,571.0,0.0,253.0,209.0
2020-01-08 17:00:00+0000,594.0,0.0,263.0,209.0
2020-01-08 18:00:00+0000,565.0,0.0,338.0,209.0
2020-01-08 19:00:00+0000,601.0,0.0,310.0,211.0
2020-01-08 20:00:00+0000,531.0,0.0,292.0,209.0
2020-01-08 21:00:00+0000,618.0,0.0,323.0,206.0
2020-01-08 22:00:00+0000,641.0,0.0,323.0,208.0
2020-01-08 23:00:00+0000,689.0,0.0,375.0,206.0
2020-01-09 00:00:00+0000,717.0,0.0,334.0,208.0
2020-01-09 01:00:00+0000,661.0,0.0,272.0,210.0
2020-01-09 02:00:00+0000,688.0,0.0,228.0,210.0
2020-01-09 03:00:00+0000,686.0,0.0,185.0,209.0
2020-01-09 04:00:00+0000,730.0,0.0,172.0,209.0
2020-01-09 05:00:00+0000,624.0,0.0,197.0,209.0
2020-01-09 06:00:00+0000,628.0,0.0,170.0,210.0
2020-01-09 07:00:00+0000,618.0,0.0,163.0,209.0
2020-01-09 08:00:00+0000,600.0,0.0,154.0,210.0
2020-01-09 09:00:00+0000,538.0,0.0,92.0,210.0
2020-01-09 10:00:00+0000,502.0,,109.0,211.0
2020-01-09 11:00:00+0000,553.0,0.0,146.0,209.0
2020-01-09 12:00:00+0000,538.0,0.0,183.0,210.0
2020-01-09 13:00:00+0000,591.0,0.0,198.0,208.0
2020-01-09 14:00:00+0000,602.0,0.0,189.0,209.0
2020-01-09 15:00:00+0000,615.0,0.0,229.0,209.0
2020-01-09 16:00:00+0000,614.0,0.0,293.0,207.0
2020-01-09 17:00:00+0000,642.0,0.0,299.0,209.0
2020-01-09 18:00:00+0000,643.0,0.0,276.0,209.0
2020-01-09 19:00:00+0000,589.0,0.0,251.0,210.0
2020-01-09 20:00:00+0000,620.0,0.0,225.0,210.0
2020-01-09 21:00:00+0000,626.0,0.0,206.0,209.0
2020-01-09 22:00:00+0000,607.0,0.0,214.0,208.0
2020-01-09 23:00:00+0000,677.0,0.0,213.0,209.0
2020-01-10 00:00:00+0000,703.0,0.0,264.0,209.0
2020-01-10 01:00:00+0000,743.0,0.0,246.0,208.0
2020-01-10 02:00:00+0000,742.0,0.0,233.0,210.0
2020-01-10 03:00:00+0000,733.0,0.0,209.0,210.0
2020-01-10 04:00:00+0000,745.0,0.0,206.0,206.0
2020-01-10 05:00:00+0000,682.0,0.0,224.0,210.0
2020-01-10 06:00:00+0000,593.0,0.0,150.0,210.0
2020-01-10 07:00:00+0000,635.0,0.0,123.0,210.0
2020-01-10 08:00:00+0000,593.0,0.0,85.0,209.0
2020-01-10 09:00:00+0000,581.0,0.0,22.0,211.0
2020-01-10 10:00:00+0000,565.0,0.0,28.0,209.0
2020-01-10 11:00:00+0000,553.0,0.0,13.0,210.0
2020-01-10 12:00:00+0000,530.0,0.0,19.0,210.0
2020-01-10 13:00:00+0000,559.0,0.0,41.0,211.0
2020-01-10 14:00:00+0000,592.0,0.0,64.0,211.0
2020-01-10 15:00:00+0000,614.0,0.0,163.0,210.0
2020-01-10 16:00:00+0000,532.0,0.0,177.0,210.0
2020-01-10 17:00:00+0000,502.0,0.0,179.0,209.0
2020-01-10 18:00:00+0000,485.0,0.0,174.0,210.0
2020-01-10 19:00:00+0000,466.0,0.0,175.0,209.0
2020-01-10 20:00:00+0000,560.0,0.0,225.0,209.0
2020-01-10 21:00:00+0000,592.0,0.0,294.0,210.0
2020-01-10 22:00:00+0000,623.0,0.0,305.0,209.0
2020-01-10 23:00:00+0000,721.0,0.0,340.0,210.0
2020-01-11 00:00:00+0000,744.0,0.0,325.0,209.0
2020-01-11 01:00:00+0000,749.0,0.0,300.0,210.0
2020-01-11 02:00:00+0000,720.0,0.0,266.0,207.0
2020-01-11 03:00:00+0000,731.0,0.0,253.0,210.0
2020-01-11 04:00:00+0000,747.0,0.0,233.0,209.0
2020-01-11 05:00:00+0000,745.0,0.0,210.0,209.0
2020-01-11 06:00:00+0000,652.0,0.0,183.0,210.0
2020-01-11 07:00:00+0000,617.0,0.0,186.0,209.0
2020-01-11 08:00:00+0000,575.0,0.0,186.0,211.0
2020-01-11 09:00:00+0000,599.0,0.0,185.0,208.0
2020-01-11 10:00:00+0000,624.0,0.0,138.0,209.0
2020-01-11 11:00:00+0000,660.0,0.0,131.0,209.0
2020-01-11 12:00:00+0000,703.0,0.0,120.0,210.0
2020-01-11 13:00:00+0000,700.0,0.0,101.0,208.0
2020-01-11 14:00:00+0000,689.0,0.0,130.0,210.0
2020-01-11 15:00:00+0000,654.0,0.0,175.0,209.0
2020-01-11 16:00:00+0000,628.0,0.0,197.0,210.0
2020-01-11 17:00:00+0000,581.0,0.0,185.0,208.0
2020-01-11 18:00:00+0000,527.0,0.0,187.0,210.0
2020-01-11 19:00:00+0000,510.0,0.0,177.0,210.0
2020-01-11 20:00:00+0000,483.0,0.0,168.0,209.0
2020-01-11 21:00:00+0000,539.0,0.0,269.0,209.0
2020-01-11 22:00:00+0000,515.0,0.0,324.0,210.0
2020-01-11 23:00:00+0000,556.0,0.0,272.0,208.0
2020-01-12 00:00:00+0000,512.0,0.0,267.0,208.0
2020-01-12 01:00:00+0000,511.0,0.0,265.0,207.0
2020-01-12 02:00:00+0000,479.0,0.0,250.0,209.0
2020-01-12 03:00:00+0000,480.0,0.0,243.0,210.0
2020-01-12 04:00:00+0000,491.0,0.0,259.0,208.0
2020-01-12 05:00:00+0000,562.0,0.0,246.0,209.0
2020-01-12 06:00:00+0000,469.0,0.0,128.0,210.0
2020-01-12 07:00:00+0000,559.0,0.0,148.0,210.0
2020-01-12 08:00:00+0000,513.0,0.0,157.0,208.0
2020-01-12 09:00:00+0000,492.0,0.0,151.0,209.0
2020-01-12 10:00:00+0000,527.0,0.0,124.0,209.0
2020-01-12 11:00:00+0000,526.0,0.0,90.0,210.0
2020-01-12 12:00:00+0000,568.0,0.0,41.0,207.0
2020-01-12 13:00:00+0000,637.0,0.0,65.0,209.0
2020-01-12 14:00:00+0000,685.0,0.0,75.0,210.0
2020-01-12 15:00:00+0000,629.0,0.0,133.0,211.0
2020-01-12 16:00:00+0000,569.0,0.0,160.0,209.0
2020-01-12 17:00:00+0000,570.0,0.0,159.0,209.0
2020-01-12 18:00:00+0000,589.0,0.0,180.0,210.0
2020-01-12 19:00:00+0000,585.0,0.0,171.0,209.0
2020-01-12 20:00:00+0000,646.0,0.0,152.0,209.0
2020-01-12 21:00:00+0000,737.0,0.0,237.0,207.0
2020-01-12 22:00:00+0000,748.0,0.0,258.0,208.0
2020-01-12 23:00:00+0000,619.0,0.0,311.0,208.0
2020-01-13 00:00:00+0000,624.0,0.0,339.0,210.0
2020-01-13 01:00:00+0000,592.0,0.0,320.0,210.0
2020-01-13 02:00:00+0000,595.0,0.0,290.0,210.0
2020-01-13 03:00:00+0000,656.0,0.0,283.0,209.0
2020-01-13 04:00:00+0000,653.0,0.0,271.0,211.0
2020-01-13 05:00:00+0000,547.0,0.0,302.0,209.0
2020-01-13 06:00:00+0000,543.0,0.0,300.0,210.0
2020-01-13 07:00:00+0000,533.0,0.0,250.0,209.0
2020-01-13 08:00:00+0000,515.0,0.0,229.0,209.0
2020-01-13 09:00:00+0000,452.0,0.0,168.0,209.0
2020-01-13 10:00:00+0000,417.0,0.0,133.0,210.0
2020-01-13 11:00:00+0000,415.0,0.0,119.0,210.0
2020-01-13 12:00:00+0000,433.0,0.0,99.0,210.0
2020-01-13 13:00:00+0000,484.0,0.0,111.0,208.0
2020-01-13 14:00:00+0000,543.0,0.0,164.0,210.0
2020-01-13 15:00:00+0000,560.0,0.0,191.0,209.0
2020-01-13 16:00:00+0000,577.0,0.0,212.0,210.0
2020-01-13 17:00:00+0000,596.0,0.0,219.0,209.0
2020-01-13 18:00:00+0000,589.0,0.0,245.0,209.0
2020-01-13 19:00:00+0000,609.0,0.0,243.0,210.0
2020-01-13 20:00:00+0000,582.0,0.0,214.0,210.0
2020-01-13 21:00:00+0000,650.0,0.0,265.0,211.0
2020-01-13 22:00:00+0000,675.0,0.0,275.0,209.0
2020-01-13 23:00:00+0000,752.0,0.0,255.0,208.0
2020-01-14 00:00:00+0000,778.0,0.0,220.0,211.0
2020-01-14 01:00:00+0000,815.0,0.0,237.0,210.0
2020-01-14 02:00:00+0000,808.0,0.0,226.0,209.0
2020-01-14 03:00:00+0000,813.0,0.0,213.0,210.0
2020-01-14 04:00:00+0000,853.0,0.0,273.0,208.0
2020-01-14 05:00:00+0000,702.0,0.0,376.0,211.0
2020-01-14 06:00:00+0000,753.0,0.0,406.0,209.0
2020-01-14 07:00:00+0000,810.0,0.0,393.0,209.0
2020-01-14 08:00:00+0000,766.0,0.0,396.0,209.0
2020-01-14 09:00:00+0000,766.0,0.0,382.0,209.0
2020-01-14 10:00:00+0000,713.0,0.0,354.0,210.0
2020-01-14 11:00:00+0000,692.0,0.0,352.0,211.0
2020-01-14 12:00:00+0000,675.0,0.0,336.0,209.0
2020-01-14 13:00:00+0000,697.0,0.0,347.0,209.0
2020-01-14 14:00:00+0000,715.0,0.0,349.0,209.0
2020-01-14 15:00:00+0000,720.0,0.0,385.0,210.0
2020-01-14 16:00:00+0000,622.0,0.0,388.0,211.0
2020-01-14 17:00:00+0000,624.0,0.0,369.0,208.0
2020-01-14 18:00:00+0000,613.0,0.0,402.0,208.0
2020-01-14 19:00:00+0000,621.0,0.0,364.0,209.0
2020-01-14 20:00:00+0000,642.0,0.0,343.0,209.0
2020-01-14 21:00:00+0000,730.0,0.0,361.0,208.0
2020-01-14 22:00:00+0000,740.0,0.0,430.0,210.0
2020-01-14 23:00:00+0000,697.0,0.0,424.0,209.0
2020-01-15 00:00:00+0000,738.0,0.0,390.0,209.0
2020-01-15 01:00:00+0000,792.0,0.0,341.0,208.0
2020-01-15 02:00:00+0000,772.0,0.0,333.0,209.0
2020-01-15 03:00:00+0000,772.0,0.0,346.0,209.0
2020-01-15 04:00:00+0000,769.0,0.0,352.0,209.0
2020-01-15 05:00:00+0000,690.0,0.0,323.0,209.0
2020-01-15 06:00:00+0000,704.0,0.0,342.0,210.0
2020-01-15 07:00:00+0000,720.0,0.0,322.0,209.0
2020-01-15 08:00:00+0000,644.0,0.0,359.0,209.0
2020-01-15 09:00:00+0000,609.0,0.0,356.0,209.0
2020-01-15 10:00:00+0000,534.0,0.0,314.0,210.0
2020-01-15 11:00:00+0000,588.0,0.0,254.0,210.0
2020-01-15 12:00:00+0000,576.0,0.0,238.0,209.0
2020-01-15 13:00:00+0000,603.0,0.0,229.0,211.0
2020-01-15 14:00:00+0000,613.0,0.0,269.0,209.0
2020-01-15 15:00:00+0000,687.0,0.0,333.0,210.0
2020-01-15 16:00:00+0000,610.0,0.0,337.0,209.0
2020-01-15 17:00:00+0000,555.0,0.0,321.0,209.0
2020-01-15 18:00:00+0000,515.0,0.0,278.0,210.0
2020-01-15 19:00:00+0000,531.0,0.0,283.0,209.0
2020-01-15 20:00:00+0000,547.0,0.0,311.0,208.0
2020-01-15 21:00:00+0000,591.0,0.0,406.0,210.0
2020-01-15 22:00:00+0000,594.0,0.0,412.0,209.0
2020-01-15 23:00:00+0000,709.0,0.0,389.0,208.0
2020-01-16 00:00:00+0000,741.0,0.0,351.0,209.0
2020-01-16 01:00:00+0000,693.0,0.0,327.0,209.0
2020-01-16 02:00:00+0000,698.0,0.0,303.0,209.0
2020-01-16 03:00:00+0000,741.0,0.0,275.0,210.0
2020-01-16 04:00:00+0000,747.0,0.0,287.0,209.0
2020-01-16 05:00:00+0000,671.0,0.0,338.0,209.0
2020-01-16 06:00:00+0000,664.0,0.0,290.0,209.0
2020-01-16 07:00:00+0000,689.0,0.0,276.0,209.0
2020-01-16 08:00:00+0000,697.0,0.0,260.0,209.0
2020-01-16 09:00:00+0000,637.0,0.0,227.0,210.0
2020-01-16 10:00:00+0000,619.0,0.0,211.0,210.0
2020-01-16 11:00:00+0000,603.0,0.0,165.0,210.0
2020-01-16 12:00:00+0000,596.0,0.0,137.0,209.0
2020-01-16 13:00:00+0000,596.0,0.0,138.0,209.0
2020-01-16 14:00:00+0000,593.0,0.0,126.0,209.0
2020-01-16 15:00:00+0000,635.0,0.0,185.0,210.0
2020-01-16 16:00:00+0000,661.0,0.0,165.0,210.0
2020-01-16 17:00:00+0000,649.0,0.0,174.0,210.0
2020-01-16 18:00:00+0000,632.0,0.0,163.0,210.0
2020-01-16 19:00:00+0000,649.0,0.0,132.0,210.0
2020-01-16 20:00:00+0000,600.0,0.0,166.0,210.0
2020-01-16 21:00:00+0000,648.0,0.0,210.0,210.0
2020-01-16 22:00:00+0000,700.0,0.0,231.0,209.0
2020-01-16 23:00:00+0000,662.0,0.0,269.0,210.0
2020-01-17 00:00:00+0000,672.0,0.0,263.0,210.0
2020-01-17 01:00:00+0000,664.0,0.0,260.0,209.0
2020-01-17 02:00:00+0000,639.0,0.0,231.0,210.0
2020-01-17 03:00:00+0000,657.0,0.0,220.0,209.0
2020-01-17 04:00:00+0000,738.0,0.0,241.0,210.0
2020-01-17 05:00:00+0000,618.0,0.0,229.0,210.0
2020-01-17 06:00:00+0000,578.0,0.0,173.0,210.0
2020-01-17 07:00:00+0000,598.0,0.0,224.0,209.0
2020-01-17 08:00:00+0000,550.0,0.0,179.0,209.0
2020-01-17 09:00:00+0000,474.0,0.0,102.0,209.0
2020-01-17 10:00:00+0000,477.0,0.0,100.0,210.0
2020-01-17 11:00:00+0000,470.0,0.0,92.0,209.0
2020-01-17 12:00:00+0000,460.0,0.0,107.0,209.0
2020-01-17 13:00:00+0000,478.0,0.0,97.0,210.0
2020-01-17 14:00:00+0000,462.0,0.0,132.0,210.0
2020-01-17 15:00:00+0000,594.0,0.0,187.0,209.0
2020-01-17 16:00:00+0000,595.0,0.0,192.0,208.0
2020-01-17 17:00:00+0000,611.0,0.0,196.0,210.0
2020-01-17 18:00:00+0000,593.0,0.0,158.0,208.0
2020-01-17 19:00:00+0000,623.0,0.0,175.0,209.0
2020-01-17 20:00:00+0000,625.0,0.0,204.0,210.0
2020-01-17 21:00:00+0000,621.0,0.0,273.0,208.0
2020-01-17 22:00:00+0000,618.0,0.0,287.0,208.0
2020-01-17 23:00:00+0000,708.0,0.0,293.0,210.0
2020-01-18 00:00:00+0000,689.0,0.0,301.0,209.0
2020-01-18 01:00:00+0000,689.0,0.0,270.0,211.0
2020-01-18 02:00:00+0000,689.0,0.0,258.0,208.0
2020-01-18 03:00:00+0000,680.0,0.0,265.0,208.0
2020-01-18 04:00:00+0000,800.0,0.0,238.0,210.0
2020-01-18 05:00:00+0000,806.0,0.0,201.0,209.0
2020-01-18 06:00:00+0000,737.0,0.0,70.0,210.0
2020-01-18 07:00:00+0000,639.0,0.0,44.0,208.0
2020-01-18 08:00:00+0000,586.0,0.0,36.0,209.0
2020-01-18 09:00:00+0000,590.0,0.0,28.0,209.0
2020-01-18 10:00:00+0000,555.0,0.0,24.0,210.0
2020-01-18 11:00:00+0000,536.0,0.0,7.0,209.0
2020-01-18 12:00:00+0000,514.0,0.0,18.0,209.0
2020-01-18 13:00:00+0000,555.0,0.0,6.0,209.0
2020-01-18 14:00:00+0000,571.0,0.0,3.0,209.0
2020-01-18 15:00:00+0000,573.0,0.0,19.0,211.0
2020-01-18 16:00:00+0000,572.0,0.0,51.0,209.0
2020-01-18 17:00:00+0000,553.0,0.0,74.0,208.0
2020-01-18 18:00:00+0000,565.0,0.0,64.0,209.0
2020-01-18 19:00:00+0000,576.0,0.0,57.0,208.0
2020-01-18 20:00:00+0000,633.0,0.0,80.0,209.0
2020-01-18 21:00:00+0000,644.0,0.0,170.0,210.0
2020-01-18 22:00:00+0000,685.0,0.0,193.0,209.0
2020-01-18 23:00:00+0000,770.0,0.0,300.0,210.0
2020-01-19 00:00:00+0000,751.0,0.0,289.0,208.0
2020-01-19 01:00:00+0000,690.0,0.0,234.0,211.0
2020-01-19 02:00:00+0000,669.0,0.0,253.0,210.0
2020-01-19 03:00:00+0000,685.0,0.0,242.0,210.0
2020-01-19 04:00:00+0000,721.0,0.0,182.0,209.0
2020-01-19 05:00:00+0000,751.0,0.0,140.0,210.0
