00:00 - 01:00,11,,566,,n/e,n/e,42,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,167,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,0,,16,,n/e,n/e,0,
01:00 - 02:00,11,,581,,n/e,n/e,43,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,138,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,0,,16,,n/e,n/e,0,
02:00 - 03:00,10,,573,,n/e,n/e,43,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,104,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,0,,17,,n/e,n/e,0,
03:00 - 04:00,11,,567,,n/e,n/e,47,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,97,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,0,,17,,n/e,n/e,0,
04:00 - 05:00,10,,480,,n/e,n/e,48,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,49,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,0,,17,,n/e,n/e,0,
05:00 - 06:00,10,,464,,n/e,n/e,48,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,63,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,0,,16,,n/e,n/e,0,
06:00 - 07:00,10,,375,,n/e,n/e,48,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,111,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,0,,16,,n/e,n/e,0,
07:00 - 08:00,10,,375,,n/e,n/e,49,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,131,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,14,,16,,n/e,n/e,0,
08:00 - 09:00,10,,461,,n/e,n/e,48,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,127,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,52,,15,,n/e,n/e,0,
09:00 - 10:00,10,,529,,n/e,n/e,49,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,161,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,91,,16,,n/e,n/e,0,
10:00 - 11:00,10,,565,,n/e,n/e,49,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,247,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,117,,16,,n/e,n/e,0,
11:00 - 12:00,10,,558,,n/e,n/e,50,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,226,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,125,,16,,n/e,n/e,0,
12:00 - 13:00,10,,510,,n/e,n/e,50,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,185,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,109,,16,,n/e,n/e,0,
13:00 - 14:00,10,,558,,n/e,n/e,50,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,181,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,72,,16,,n/e,n/e,0,
14:00 - 15:00,10,,564,,n/e,n/e,50,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,237,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,29,,16,,n/e,n/e,0,
15:00 - 16:00,10,,589,,n/e,n/e,50,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,304,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,5,,16,,n/e,n/e,0,
16:00 - 17:00,10,,604,,n/e,n/e,51,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,121,,497,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,0,,15,,n/e,n/e,0,
17:00 - 18:00,10,,602,,n/e,n/e,51,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,124,,562,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,0,,17,,n/e,n/e,0,
18:00 - 19:00,10,,603,,n/e,n/e,51,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,113,,585,,n/e,n/e,n/e,n/e,691,,n/e,n/e,n/e,n/e,0,,17,,n/e,n/e,0,
