"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Pumped Storage","26W-S01ENTRETQCL","IM_S01ENTRUP_ETQCHIOTAS_1","1064","1064","001004084","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Pumped Storage","26W-S03RNCVRONCH","IM_S03RNCVUP_RONCOVALG_1","1000","1000","003012142","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Pumped Storage","26W-S15PRSNPRESC","IM_S15PRSNUP_PRESENZAN_1","985","985","015061065","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Pumped Storage","26W-S03EDLOEDOLM","IM_S03EDLOUP_EDOLO_1","950","950","003017068","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-S08PLCNPIACB","IM_S08PLCNUP_PIACENZA_4","806","938","008033032","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-S18SCMRSMRI5","IM_S18SCMRUP_SMRICRICHI_1","885","885","018079133","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-S06TRVCTORV6","IM_S06TRVCUP_TORVISCOSA_1","867","867","006030123","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26WCCGT-CASSANO3","CCGT_CASSANO_UP_OEAEMAE_31922","0","855","003015059","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-SZ3SRMDSERM2","IM_S03SRMDUP_SERMIDE_4","766","845","003020061","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-S03ACMNCASSO","IM_S03ACMNUP_CASSANO_2","748","843","003015059","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-SZ1CHVSCHIVM","IM_S01CHVSUP_CHIVASSO_1","820","838","001001082","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-SY5PMARLEVAX","IM_S05PMARUP_LEVANTE_5","817","817","005027042","220","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-S16CDMNSRGN3","IM_S16CDMNUP_SRGNPGLCNT_1","810","810","016072027","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-S18EADSALTOL","IM_S18EADSUP_ALTOMONTE_1","808","808","018078045","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-S03CDTLCNTRJ","IM_S03CDTLUP_CNTRLDTRNL_1","800","800","003098057","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-SZ3TRBGTURB5","IM_S03TRBGUP_TURBIGO_4","800","800","003015146","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-SZ2TRRVTRRV7","IM_S12TRRVUP_TRRVLDLIGA_5","790","790","012058032","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-0300653CCGTK","IM_0300653UP_CCGTPRILIA_1","787","787","012059001","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-SY7VTDRVADOM","IM_S07VTDRUP_VADOTERM_5","760","784","007009052","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-S01ECLFNCTLB","IM_S01ECLFUP_NCTLVRNFRR_1","776","776","001002071","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-S14TERMNRGAW","IM_S14TERMUP_NRGAMOLISE_1","769","769","014070078","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-SZ3TVZZTAVAK","IM_S03TVZZUP_TAVAZZANO_5","740","765","003098040","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-SZ9TCRMTERMX","IM_S19TCRMUP_TERMINI_I_6","756","756","019082070","220","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-1129698CNTRE","IM_1129698UP_CNTRLFLVCR_7","525","755","015061065","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Gas","26W-SV3OSTGOSTIA","IM_S03OSTGUP_OSTIGLIA_12","751","751","003020038","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Hydro Run-of-river and poundage","26WAI-PREM-GROSO","IMAI_PREM-GROSIO_1","737","737","003014033","220","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Hard coal","26W-SY2TRRLTORRO","IM_S12TRRLUP_TORREVALN_3","625","625","012058032","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Hard coal","26W-S12TRRLTORRH","IM_S12TRRLUP_TORREVALN_2","625","625","012058032","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Hard coal","26W-SZ2TRRLTORRD","IM_S12TRRLUP_TORREVALN_4","615","622","012058032","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Hard coal","26W-S16BSCRBRNDM","IM_S16BSCRUP_BRNDSSUDCE_3","605","605","016074001","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Hard coal","26W-SY6BSCRBRNDT","IM_S16BSCRUP_BRNDSSUDCE_1","605","605","016074001","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Hard coal","26W-SZ6BSCRBRNDI","IM_S16BSCRUP_BRNDSSUDCE_4","605","605","016074001","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Fossil Coal-derived gas","26W-S20SRLXSARL4","IM_S20SRLXUP_SARLUX_1","590","590","020092066","380","20.12.2022",""
"CTA|IT / 01.01.2023 00:00 - 01.01.2024 00:00","Other","26W-S03TVZZ1159W","IM_S03TVZZUP_115980_31571","0","550","3098040","380","20.12.2022",""
