Unnamed: 0,HPHS,HDAM
2023-01-01 00:00:00+00:00,0.0,2.96094930701705e-09
2023-01-01 00:15:00+00:00,0.0,0.0
2023-01-01 00:30:00+00:00,0.0,0.0
2023-01-01 00:45:00+00:00,0.0,0.0
2023-01-01 01:00:00+00:00,0.0,0.0
2023-01-01 01:15:00+00:00,0.0,0.0
2023-01-01 01:30:00+00:00,0.0,0.0
2023-01-01 01:45:00+00:00,0.0,0.0
2023-01-01 02:00:00+00:00,0.0,0.0
2023-01-01 02:15:00+00:00,0.0,0.0
2023-01-01 02:30:00+00:00,0.0,0.0
2023-01-01 02:45:00+00:00,0.0,0.0
2023-01-01 03:00:00+00:00,0.0,0.0
2023-01-01 03:15:00+00:00,0.0,1.8535307665949766e-09
2023-01-01 03:30:00+00:00,0.0,1.054544445653877e-09
2023-01-01 03:45:00+00:00,0.0,1.9005299619444622e-09
2023-01-01 04:00:00+00:00,0.0,6.315516875195367e-10
2023-01-01 04:15:00+00:00,0.0,1.1485428363418823e-09
2023-01-01 04:30:00+00:00,0.0,1.3365396177507383e-09
2023-01-01 04:45:00+00:00,0.0,9.605460549549183e-10
2023-01-01 05:00:00+00:00,0.0,1.524536399148642e-09
2023-01-01 05:15:00+00:00,0.0,0.0
2023-01-01 05:30:00+00:00,0.0,3.025573200622366e-10
2023-01-01 05:45:00+00:00,0.0,0.0
2023-01-01 06:00:00+00:00,0.0,1.6185347898476007e-09
2023-01-01 06:15:00+00:00,0.0,1.8065315712455038e-09
2023-01-01 06:30:00+00:00,0.0,2.981511454982436e-09
2023-01-01 06:45:00+00:00,0.0,3.6864993852355435e-09
2023-01-01 07:00:00+00:00,0.0,1.7595323758850919e-09
2023-01-01 07:15:00+00:00,0.0,7.72549273557015e-10
2023-01-01 07:30:00+00:00,0.0,1.1955420317023079e-09
2023-01-01 07:45:00+00:00,0.0,1.054544445653877e-09
2023-01-01 08:00:00+00:00,0.0,2.887513064283478e-09
2023-01-01 08:15:00+00:00,0.0,2.981511454982436e-09
2023-01-01 08:30:00+00:00,0.0,3.216507431740766e-09
2023-01-01 08:45:00+00:00,0.0,3.1225090410199287e-09
2023-01-01 09:00:00+00:00,0.0,2.2765235247402684e-09
2023-01-01 09:15:00+00:00,0.0,2.2765235247402684e-09
2023-01-01 09:30:00+00:00,0.0,2.558518696837131e-09
2023-01-01 09:45:00+00:00,0.0,2.746515478235048e-09
2023-01-01 10:00:00+00:00,0.0,3.263506627079298e-09
2023-01-01 10:15:00+00:00,0.0,3.310505822428772e-09
2023-01-01 10:30:00+00:00,0.0,3.263506627079298e-09
2023-01-01 10:45:00+00:00,0.0,3.7804977759235364e-09
2023-01-01 11:00:00+00:00,0.0,3.968494557321454e-09
2023-01-01 11:15:00+00:00,0.0,5.425469613166188e-09
2023-01-01 11:30:00+00:00,0.0,4.908478464300045e-09
2023-01-01 11:45:00+00:00,0.0,4.438486510816232e-09
2023-01-01 12:00:00+00:00,0.0,3.02851065033191e-09
2023-01-01 12:15:00+00:00,0.0,2.558518696837131e-09
2023-01-01 12:30:00+00:00,0.0,3.075509845681382e-09
2023-01-01 12:45:00+00:00,0.0,4.814480073612052e-09
2023-01-01 13:00:00+00:00,0.0,5.613466394564092e-09
2023-01-01 13:15:00+00:00,0.0,2.511519501476719e-09
2023-01-01 13:30:00+00:00,0.0,2.041527547992893e-09
2023-01-01 13:45:00+00:00,0.0,3.874496166622495e-09
2023-01-01 14:00:00+00:00,0.0,3.028510650342862e-09
2023-01-01 14:15:00+00:00,0.0,4.015493752659986e-09
2023-01-01 14:30:00+00:00,0.0,4.250489729418315e-09
2023-01-01 14:45:00+00:00,0.0,4.908478464310984e-09
2023-01-01 15:00:00+00:00,4.060431243055963e-09,6.177456738746875e-09
2023-01-01 15:15:00+00:00,6.400396475800479e-09,3.4515034084772023e-09
2023-01-01 15:30:00+00:00,7.688691941019362e-09,4.53248490151519e-09
2023-01-01 15:45:00+00:00,9.634281010947892e-09,6.036459152709397e-09
2023-01-01 16:00:00+00:00,2.0676813569954716e-08,6.459451910832798e-09
2023-01-01 16:15:00+00:00,2.0729397058337105e-08,6.224455934096349e-09
2023-01-01 16:30:00+00:00,2.020356217457429e-08,6.8824446689890314e-09
2023-01-01 16:45:00+00:00,1.899414194191983e-08,6.835445473639557e-09
2023-01-01 17:00:00+00:00,2.0703105314148963e-08,5.284472027106805e-09
2023-01-01 17:15:00+00:00,2.10448979885948e-08,5.425469613155236e-09
2023-01-01 17:30:00+00:00,2.2464652174754396e-08,5.566467199203666e-09
2023-01-01 17:45:00+00:00,2.3779239384161418e-08,5.848462371300541e-09
2023-01-01 18:00:00+00:00,3.02470084544157e-08,6.177456738746875e-09
2023-01-01 18:15:00+00:00,2.9668590082304915e-08,5.848462371300541e-09
2023-01-01 18:30:00+00:00,2.8774670779914264e-08,5.331471222467231e-09
2023-01-01 18:45:00+00:00,2.693424868673216e-08,5.096475245697962e-09
2023-01-01 19:00:00+00:00,1.4340503220618936e-08,5.190473636407845e-09
2023-01-01 19:15:00+00:00,1.2841873801894917e-08,4.20349053406883e-09
2023-01-01 19:30:00+00:00,1.357804263916286e-08,4.156491338719357e-09
2023-01-01 19:45:00+00:00,1.3078499499588188e-08,4.20349053406883e-09
2023-01-01 20:00:00+00:00,3.639763336045714e-09,2.041527547992893e-09
2023-01-01 20:15:00+00:00,3.113928452289016e-09,1.99452835265436e-09
2023-01-01 20:30:00+00:00,2.325176126632551e-09,1.994528352632468e-09
2023-01-01 20:45:00+00:00,2.3251761266386783e-09,2.1355259386918388e-09
2023-01-01 21:00:00+00:00,3.297970661599878e-09,1.994528352643408e-09
2023-01-01 21:15:00+00:00,4.1918899639966645e-09,2.464520306138186e-09
2023-01-01 21:30:00+00:00,4.63884961519505e-09,2.041527547992893e-09
2023-01-01 21:45:00+00:00,3.0613449639066192e-09,2.1355259386918388e-09
2023-01-01 22:00:00+00:00,0.0,5.0494760503594156e-09
