Dispa_SET_Time_Step,Biomass_Actual_Aggregated,Biomass_Actual_Consumption,Fossil_Brown_coal-Lignite_Actual_Aggregated,Fossil_Brown_coal-Lignite_Actual_Consumption,Fossil_Coal-derived_gas_Actual_Aggregated,Fossil_Coal-derived_gas_Actual_Consumption,Fossil_Gas_Actual_Aggregated,Fossil_Gas_Actual_Consumption,Fossil_Hard_coal_Actual_Aggregated,Fossil_Hard_coal_Actual_Consumption,Fossil_Oil_Actual_Aggregated,Fossil_Oil_Actual_Consumption,Fossil_Oil_shale_Actual_Aggregated,Fossil_Oil_shale_Actual_Consumption,Fossil_Peat_Actual_Aggregated,Fossil_Peat_Actual_Consumption,Geothermal_Actual_Aggregated,Geothermal_Actual_Consumption,Hydro_Pumped_Storage_Actual_Aggregated,Hydro_Pumped_Storage_Actual_Consumption,Hydro_Run-of-river_and_poundage_Actual_Aggregated,Hydro_Run-of-river_and_poundage_Actual_Consumption,Hydro_Water_Reservoir_Actual_Aggregated,Hydro_Water_Reservoir_Actual_Consumption,Marine_Actual_Aggregated,Marine_Actual_Consumption,Nuclear_Actual_Aggregated,Nuclear_Actual_Consumption,Other_Actual_Aggregated,Other_Actual_Consumption,Other_renewable_Actual_Aggregated,Other_renewable_Actual_Consumption,Solar_Actual_Aggregated,Solar_Actual_Consumption,Waste_Actual_Aggregated,Waste_Actual_Consumption,Wind_Offshore_Actual_Aggregated,Wind_Offshore_Actual_Consumption,Wind_Onshore_Actual_Aggregated,Wind_Onshore_Actual_Consumption
2023-01-01 00:00:00+00:00,424.0,,n/e,n/e,n/e,n/e,2253.0,,44.0,,203.0,,n/e,n/e,n/e,n/e,n/e,n/e,,1331.0,4849.0,,607.0,,n/e,n/e,25620.0,,n/e,n/e,n/e,n/e,0.0,,135.0,,n/e,n/e,11777.0,
2023-01-01 01:00:00+00:00,426.0,,n/e,n/e,n/e,n/e,2243.0,,44.0,,203.0,,n/e,n/e,n/e,n/e,n/e,n/e,,1192.0,4853.0,,37.0,,n/e,n/e,25066.0,,n/e,n/e,n/e,n/e,0.0,,136.0,,n/e,n/e,11437.0,
2023-01-01 02:00:00+00:00,424.0,,n/e,n/e,n/e,n/e,2306.0,,45.0,,203.0,,n/e,n/e,n/e,n/e,n/e,n/e,,1295.0,4715.0,,,21.0,n/e,n/e,24502.0,,n/e,n/e,n/e,n/e,0.0,,136.0,,n/e,n/e,11087.0,
2023-01-01 03:00:00+00:00,424.0,,n/e,n/e,n/e,n/e,2254.0,,45.0,,202.0,,n/e,n/e,n/e,n/e,n/e,n/e,,2486.0,4571.0,,,261.0,n/e,n/e,24423.0,,n/e,n/e,n/e,n/e,0.0,,136.0,,n/e,n/e,10718.0,
2023-01-01 04:00:00+00:00,419.0,,n/e,n/e,n/e,n/e,2251.0,,45.0,,203.0,,n/e,n/e,n/e,n/e,n/e,n/e,,3168.0,4524.0,,,188.0,n/e,n/e,24536.0,,n/e,n/e,n/e,n/e,0.0,,138.0,,n/e,n/e,10130.0,
2023-01-01 05:00:00+00:00,423.0,,n/e,n/e,n/e,n/e,2257.0,,46.0,,202.0,,n/e,n/e,n/e,n/e,n/e,n/e,,3212.0,4615.0,,,136.0,n/e,n/e,24306.0,,n/e,n/e,n/e,n/e,0.0,,136.0,,n/e,n/e,9717.0,
2023-01-01 06:00:00+00:00,426.0,,n/e,n/e,n/e,n/e,2439.0,,47.0,,202.0,,n/e,n/e,n/e,n/e,n/e,n/e,,3358.0,4620.0,,,98.0,n/e,n/e,24405.0,,n/e,n/e,n/e,n/e,0.0,,133.0,,n/e,n/e,9697.0,
2023-01-01 07:00:00+00:00,425.0,,n/e,n/e,n/e,n/e,2479.0,,47.0,,203.0,,n/e,n/e,n/e,n/e,n/e,n/e,,3181.0,4649.0,,,189.0,n/e,n/e,24604.0,,n/e,n/e,n/e,n/e,271.0,,132.0,,n/e,n/e,9141.0,
2023-01-01 08:00:00+00:00,427.0,,n/e,n/e,n/e,n/e,2543.0,,49.0,,203.0,,n/e,n/e,n/e,n/e,n/e,n/e,,3097.0,4673.0,,,70.0,n/e,n/e,23722.0,,n/e,n/e,n/e,n/e,867.0,,132.0,,n/e,n/e,10077.0,
2023-01-01 09:00:00+00:00,425.0,,n/e,n/e,n/e,n/e,2551.0,,49.0,,204.0,,n/e,n/e,n/e,n/e,n/e,n/e,,2852.0,4649.0,,38.0,,n/e,n/e,23949.0,,n/e,n/e,n/e,n/e,1962.0,,131.0,,n/e,n/e,9694.0,
