index,NO -> DE,NO -> SE,NO -> FI,NO -> DK,NO -> UK,NO -> NL
2021-01-02 02:00:00+0000,701.0,1123.0,41.0,1632.0,,706.0
2021-01-02 02:15:00+0000,701.0,,,,,
2021-01-02 02:30:00+0000,701.0,,,,,
2021-01-02 02:45:00+0000,701.0,,,,,
2021-01-02 03:00:00+0000,702.0,1182.0,39.0,1632.0,,706.0
2021-01-02 03:15:00+0000,701.0,,,,,
2021-01-02 03:30:00+0000,701.0,,,,,
2021-01-02 03:45:00+0000,701.0,,,,,
2021-01-02 04:00:00+0000,702.0,1217.0,35.0,1632.0,,706.0
2021-01-02 04:15:00+0000,702.0,,,,,
2021-01-02 04:30:00+0000,702.0,,,,,
2021-01-02 04:45:00+0000,702.0,,,,,
2021-01-02 05:00:00+0000,701.0,1394.0,35.0,1632.0,,706.0
2021-01-02 05:15:00+0000,702.0,,,,,
2021-01-02 05:30:00+0000,702.0,,,,,
2021-01-02 05:45:00+0000,702.0,,,,,
2021-01-02 06:00:00+0000,701.0,1905.0,36.0,1632.0,,706.0
2021-01-02 06:15:00+0000,702.0,,,,,
2021-01-02 06:30:00+0000,701.0,,,,,
2021-01-02 06:45:00+0000,701.0,,,,,
2021-01-02 07:00:00+0000,702.0,2344.0,32.0,1632.0,,706.0
2021-01-02 07:15:00+0000,701.0,,,,,
2021-01-02 07:30:00+0000,701.0,,,,,
2021-01-02 07:45:00+0000,702.0,,,,,
2021-01-02 08:00:00+0000,702.0,2423.0,32.0,1632.0,,706.0
2021-01-02 08:15:00+0000,702.0,,,,,
2021-01-02 08:30:00+0000,702.0,,,,,
2021-01-02 08:45:00+0000,702.0,,,,,
2021-01-02 09:00:00+0000,702.0,2217.0,34.0,1632.0,,706.0
2021-01-02 09:15:00+0000,702.0,,,,,
2021-01-02 09:30:00+0000,702.0,,,,,
2021-01-02 09:45:00+0000,701.0,,,,,
2021-01-02 10:00:00+0000,702.0,2376.0,36.0,1632.0,,706.0
2021-01-02 10:15:00+0000,701.0,,,,,
2021-01-02 10:30:00+0000,701.0,,,,,
2021-01-02 10:45:00+0000,702.0,,,,,
2021-01-02 11:00:00+0000,702.0,2262.0,37.0,1632.0,,706.0
2021-01-02 11:15:00+0000,702.0,,,,,
2021-01-02 11:30:00+0000,701.0,,,,,
2021-01-02 11:45:00+0000,702.0,,,,,
2021-01-02 12:00:00+0000,701.0,2306.0,38.0,1632.0,,706.0
2021-01-02 12:15:00+0000,701.0,,,,,
2021-01-02 12:30:00+0000,701.0,,,,,
2021-01-02 12:45:00+0000,701.0,,,,,
2021-01-02 13:00:00+0000,701.0,2401.0,37.0,1632.0,,706.0
2021-01-02 13:15:00+0000,702.0,,,,,
2021-01-02 13:30:00+0000,701.0,,,,,
2021-01-02 13:45:00+0000,701.0,,,,,
2021-01-02 14:00:00+0000,702.0,2635.0,34.0,1632.0,,706.0
2021-01-02 14:15:00+0000,702.0,,,,,
2021-01-02 14:30:00+0000,701.0,,,,,
2021-01-02 14:45:00+0000,702.0,,,,,
2021-01-02 15:00:00+0000,702.0,2790.0,28.0,1632.0,,706.0
2021-01-02 15:15:00+0000,701.0,,,,,
2021-01-02 15:30:00+0000,701.0,,,,,
2021-01-02 15:45:00+0000,701.0,,,,,
2021-01-02 16:00:00+0000,702.0,2956.0,26.0,1632.0,,706.0
2021-01-02 16:15:00+0000,702.0,,,,,
2021-01-02 16:30:00+0000,701.0,,,,,
2021-01-02 16:45:00+0000,701.0,,,,,
2021-01-02 17:00:00+0000,701.0,3169.0,29.0,1632.0,,706.0
2021-01-02 17:15:00+0000,702.0,,,,,
2021-01-02 17:30:00+0000,701.0,,,,,
2021-01-02 17:45:00+0000,701.0,,,,,
2021-01-02 18:00:00+0000,702.0,2798.0,27.0,1632.0,,706.0
2021-01-02 18:15:00+0000,701.0,,,,,
2021-01-02 18:30:00+0000,701.0,,,,,
2021-01-02 18:45:00+0000,701.0,,,,,
2021-01-02 19:00:00+0000,701.0,2336.0,22.0,1632.0,,706.0
2021-01-02 19:15:00+0000,701.0,,,,,
2021-01-02 19:30:00+0000,701.0,,,,,
2021-01-02 19:45:00+0000,701.0,,,,,
2021-01-02 20:00:00+0000,701.0,2436.0,28.0,1632.0,,707.0
2021-01-02 20:15:00+0000,701.0,,,,,
2021-01-02 20:30:00+0000,701.0,,,,,
2021-01-02 20:45:00+0000,701.0,,,,,
2021-01-02 21:00:00+0000,701.0,2292.0,27.0,1632.0,,707.0
2021-01-02 21:15:00+0000,701.0,,,,,
2021-01-02 21:30:00+0000,701.0,,,,,
2021-01-02 21:45:00+0000,701.0,,,,,
2021-01-02 22:00:00+0000,701.0,1990.0,27.0,1632.0,,706.0
2021-01-02 22:15:00+0000,702.0,,,,,
2021-01-02 22:30:00+0000,701.0,,,,,
2021-01-02 22:45:00+0000,694.0,,,,,
2021-01-02 23:00:00+0000,661.0,1782.0,30.0,1632.0,,706.0
2021-01-02 23:15:00+0000,650.0,,,,,
2021-01-02 23:30:00+0000,650.0,,,,,
2021-01-02 23:45:00+0000,651.0,,,,,
2021-01-03 00:00:00+0000,659.0,862.0,20.0,1632.0,,706.0
2021-01-03 00:15:00+0000,661.0,,,,,
2021-01-03 00:30:00+0000,661.0,,,,,
2021-01-03 00:45:00+0000,661.0,,,,,
2021-01-03 01:00:00+0000,661.0,670.0,9.0,1632.0,,707.0
2021-01-03 01:15:00+0000,661.0,,,,,
2021-01-03 01:30:00+0000,661.0,,,,,
2021-01-03 01:45:00+0000,661.0,,,,,
2021-01-03 02:00:00+0000,661.0,578.0,5.0,1632.0,,706.0
2021-01-03 02:15:00+0000,661.0,,,,,
2021-01-03 02:30:00+0000,661.0,,,,,
2021-01-03 02:45:00+0000,660.0,,,,,
2021-01-03 03:00:00+0000,654.0,626.0,8.0,1625.0,,706.0
2021-01-03 03:15:00+0000,651.0,,,,,
2021-01-03 03:30:00+0000,651.0,,,,,
2021-01-03 03:45:00+0000,650.0,,,,,
2021-01-03 04:00:00+0000,644.0,639.0,9.0,1614.0,,706.0
2021-01-03 04:15:00+0000,641.0,,,,,
2021-01-03 04:30:00+0000,641.0,,,,,
2021-01-03 04:45:00+0000,636.0,,,,,
2021-01-03 05:00:00+0000,609.0,556.0,6.0,1615.0,,706.0
2021-01-03 05:15:00+0000,601.0,,,,,
2021-01-03 05:30:00+0000,601.0,,,,,
2021-01-03 05:45:00+0000,597.0,,,,,
2021-01-03 06:00:00+0000,578.0,584.0,9.0,1570.0,,706.0
2021-01-03 06:15:00+0000,571.0,,,,,
2021-01-03 06:30:00+0000,571.0,,,,,
2021-01-03 06:45:00+0000,570.0,,,,,
2021-01-03 07:00:00+0000,564.0,767.0,9.0,1618.0,,706.0
2021-01-03 07:15:00+0000,561.0,,,,,
2021-01-03 07:30:00+0000,561.0,,,,,
2021-01-03 07:45:00+0000,557.0,,,,,
2021-01-03 08:00:00+0000,537.0,1017.0,9.0,1618.0,,706.0
2021-01-03 08:15:00+0000,531.0,,,,,
2021-01-03 08:30:00+0000,531.0,,,,,
2021-01-03 08:45:00+0000,524.0,,,,,
2021-01-03 09:00:00+0000,491.0,962.0,8.0,1613.0,,706.0
2021-01-03 09:15:00+0000,481.0,,,,,
2021-01-03 09:30:00+0000,481.0,,,,,
2021-01-03 09:45:00+0000,480.0,,,,,
2021-01-03 10:00:00+0000,473.0,959.0,4.0,1610.0,,706.0
2021-01-03 10:15:00+0000,471.0,,,,,
2021-01-03 10:30:00+0000,471.0,,,,,
2021-01-03 10:45:00+0000,458.0,,,,,
2021-01-03 11:00:00+0000,398.0,742.0,1.0,1528.0,,706.0
2021-01-03 11:15:00+0000,381.0,,,,,
2021-01-03 11:30:00+0000,381.0,,,,,
2021-01-03 11:45:00+0000,372.0,,,,,
2021-01-03 12:00:00+0000,332.0,656.0,0.0,1468.0,,706.0
2021-01-03 12:15:00+0000,321.0,,,,,
2021-01-03 12:30:00+0000,321.0,,,,,
2021-01-03 12:45:00+0000,322.0,,,,,
2021-01-03 13:00:00+0000,329.0,658.0,1.0,1440.0,,706.0
2021-01-03 13:15:00+0000,331.0,,,,,
2021-01-03 13:30:00+0000,331.0,,,,,
2021-01-03 13:45:00+0000,324.0,,,,,
2021-01-03 14:00:00+0000,291.0,970.0,5.0,1407.0,,706.0
2021-01-03 14:15:00+0000,281.0,,,,,
2021-01-03 14:30:00+0000,281.0,,,,,
2021-01-03 14:45:00+0000,271.0,,,,,
2021-01-03 15:00:00+0000,224.0,1446.0,18.0,1558.0,,706.0
2021-01-03 15:15:00+0000,210.0,,,,,
2021-01-03 15:30:00+0000,210.0,,,,,
2021-01-03 15:45:00+0000,199.0,,,,,
2021-01-03 16:00:00+0000,146.0,1603.0,24.0,1508.0,,706.0
2021-01-03 16:15:00+0000,130.0,,,,,
2021-01-03 16:30:00+0000,130.0,,,,,
2021-01-03 16:45:00+0000,130.0,,,,,
2021-01-03 17:00:00+0000,130.0,1716.0,28.0,1085.0,,706.0
2021-01-03 17:15:00+0000,130.0,,,,,
2021-01-03 17:30:00+0000,131.0,,,,,
2021-01-03 17:45:00+0000,131.0,,,,,
2021-01-03 18:00:00+0000,130.0,1379.0,35.0,1306.0,,706.0
2021-01-03 18:15:00+0000,130.0,,,,,
2021-01-03 18:30:00+0000,130.0,,,,,
2021-01-03 18:45:00+0000,130.0,,,,,
2021-01-03 19:00:00+0000,130.0,722.0,31.0,1520.0,,707.0
2021-01-03 19:15:00+0000,130.0,,,,,
2021-01-03 19:30:00+0000,130.0,,,,,
2021-01-03 19:45:00+0000,131.0,,,,,
2021-01-03 20:00:00+0000,130.0,675.0,35.0,1478.0,,706.0
2021-01-03 20:15:00+0000,130.0,,,,,
2021-01-03 20:30:00+0000,130.0,,,,,
2021-01-03 20:45:00+0000,132.0,,,,,
2021-01-03 21:00:00+0000,138.0,659.0,34.0,1481.0,,704.0
2021-01-03 21:15:00+0000,140.0,,,,,
2021-01-03 21:30:00+0000,140.0,,,,,
2021-01-03 21:45:00+0000,140.0,,,,,
2021-01-03 22:00:00+0000,140.0,579.0,32.0,1019.0,,645.0
2021-01-03 22:15:00+0000,140.0,,,,,
2021-01-03 22:30:00+0000,141.0,,,,,
2021-01-03 22:45:00+0000,139.0,,,,,
2021-01-03 23:00:00+0000,133.0,551.0,30.0,463.0,,704.0
2021-01-03 23:15:00+0000,130.0,,,,,
2021-01-03 23:30:00+0000,130.0,,,,,
2021-01-03 23:45:00+0000,131.0,,,,,
2021-01-04 00:00:00+0000,138.0,523.0,28.0,201.0,,642.0
2021-01-04 00:15:00+0000,141.0,,,,,
2021-01-04 00:30:00+0000,140.0,,,,,
2021-01-04 00:45:00+0000,140.0,,,,,
2021-01-04 01:00:00+0000,140.0,510.0,27.0,184.0,,705.0
2021-01-04 01:15:00+0000,141.0,,,,,
2021-01-04 01:30:00+0000,140.0,,,,,
2021-01-04 01:45:00+0000,140.0,,,,,
2021-01-04 02:00:00+0000,140.0,516.0,33.0,241.0,,706.0
2021-01-04 02:15:00+0000,141.0,,,,,
2021-01-04 02:30:00+0000,140.0,,,,,
2021-01-04 02:45:00+0000,139.0,,,,,
2021-01-04 03:00:00+0000,134.0,519.0,47.0,674.0,,707.0
2021-01-04 03:15:00+0000,131.0,,,,,
2021-01-04 03:30:00+0000,130.0,,,,,
2021-01-04 03:45:00+0000,132.0,,,,,
2021-01-04 04:00:00+0000,138.0,541.0,51.0,1235.0,,706.0
2021-01-04 04:15:00+0000,141.0,,,,,
2021-01-04 04:30:00+0000,140.0,,,,,
2021-01-04 04:45:00+0000,147.0,,,,,
2021-01-04 05:00:00+0000,180.0,469.0,65.0,1532.0,,697.0
2021-01-04 05:15:00+0000,190.0,,,,,
2021-01-04 05:30:00+0000,190.0,,,,,
2021-01-04 05:45:00+0000,206.0,,,,,
2021-01-04 06:00:00+0000,280.0,1060.0,81.0,1556.0,,496.0
2021-01-04 06:15:00+0000,301.0,,,,,
2021-01-04 06:30:00+0000,301.0,,,,,
2021-01-04 06:45:00+0000,310.0,,,,,
2021-01-04 07:00:00+0000,357.0,1427.0,81.0,1417.0,,495.0
2021-01-04 07:15:00+0000,371.0,,,,,
2021-01-04 07:30:00+0000,371.0,,,,,
2021-01-04 07:45:00+0000,378.0,,,,,
2021-01-04 08:00:00+0000,411.0,1538.0,84.0,1380.0,,495.0
2021-01-04 08:15:00+0000,421.0,,,,,
2021-01-04 08:30:00+0000,421.0,,,,,
2021-01-04 08:45:00+0000,426.0,,,,,
2021-01-04 09:00:00+0000,452.0,1696.0,90.0,1378.0,,491.0
2021-01-04 09:15:00+0000,461.0,,,,,
2021-01-04 09:30:00+0000,461.0,,,,,
2021-01-04 09:45:00+0000,465.0,,,,,
2021-01-04 10:00:00+0000,485.0,1685.0,92.0,1600.0,,404.0
2021-01-04 10:15:00+0000,491.0,,,,,
2021-01-04 10:30:00+0000,491.0,,,,,
2021-01-04 10:45:00+0000,490.0,,,,,
2021-01-04 11:00:00+0000,483.0,1622.0,91.0,1613.0,,426.0
2021-01-04 11:15:00+0000,481.0,,,,,
2021-01-04 11:30:00+0000,481.0,,,,,
2021-01-04 11:45:00+0000,483.0,,,,,
2021-01-04 12:00:00+0000,496.0,1668.0,89.0,1513.0,,458.0
2021-01-04 12:15:00+0000,501.0,,,,,
2021-01-04 12:30:00+0000,501.0,,,,,
2021-01-04 12:45:00+0000,501.0,,,,,
2021-01-04 13:00:00+0000,501.0,1664.0,90.0,1472.0,,420.0
2021-01-04 13:15:00+0000,501.0,,,,,
2021-01-04 13:30:00+0000,501.0,,,,,
2021-01-04 13:45:00+0000,503.0,,,,,
2021-01-04 14:00:00+0000,516.0,1793.0,92.0,1302.0,,303.0
2021-01-04 14:15:00+0000,521.0,,,,,
2021-01-04 14:30:00+0000,521.0,,,,,
2021-01-04 14:45:00+0000,513.0,,,,,
2021-01-04 15:00:00+0000,481.0,1860.0,91.0,1169.0,,289.0
2021-01-04 15:15:00+0000,471.0,,,,,
2021-01-04 15:30:00+0000,471.0,,,,,
2021-01-04 15:45:00+0000,464.0,,,,,
2021-01-04 16:00:00+0000,430.0,1967.0,94.0,1029.0,,460.0
2021-01-04 16:15:00+0000,421.0,,,,,
2021-01-04 16:30:00+0000,421.0,,,,,
2021-01-04 16:45:00+0000,417.0,,,,,
2021-01-04 17:00:00+0000,397.0,2206.0,91.0,1266.0,,0.0
2021-01-04 17:15:00+0000,391.0,,,,,
2021-01-04 17:30:00+0000,391.0,,,,,
2021-01-04 17:45:00+0000,393.0,,,,,
2021-01-04 18:00:00+0000,406.0,2216.0,90.0,1467.0,,137.0
2021-01-04 18:15:00+0000,411.0,,,,,
2021-01-04 18:30:00+0000,411.0,,,,,
2021-01-04 18:45:00+0000,412.0,,,,,
2021-01-04 19:00:00+0000,419.0,1882.0,80.0,1612.0,,333.0
2021-01-04 19:15:00+0000,421.0,,,,,
2021-01-04 19:30:00+0000,421.0,,,,,
2021-01-04 19:45:00+0000,425.0,,,,,
2021-01-04 20:00:00+0000,445.0,1753.0,79.0,1556.0,,395.0
2021-01-04 20:15:00+0000,451.0,,,,,
2021-01-04 20:30:00+0000,451.0,,,,,
2021-01-04 20:45:00+0000,455.0,,,,,
2021-01-04 21:00:00+0000,475.0,1269.0,85.0,1594.0,,484.0
2021-01-04 21:15:00+0000,481.0,,,,,
2021-01-04 21:30:00+0000,481.0,,,,,
2021-01-04 21:45:00+0000,477.0,,,,,
2021-01-04 22:00:00+0000,466.0,1045.0,88.0,1347.0,,248.0
2021-01-04 22:15:00+0000,466.0,,,,,
2021-01-04 22:30:00+0000,466.0,,,,,
2021-01-04 22:45:00+0000,410.0,,,,,
2021-01-04 23:00:00+0000,211.0,1129.0,83.0,925.0,,492.0
2021-01-04 23:15:00+0000,160.0,,,,,
2021-01-04 23:30:00+0000,160.0,,,,,
2021-01-04 23:45:00+0000,165.0,,,,,
2021-01-05 00:00:00+0000,185.0,1549.0,87.0,860.0,,404.0
2021-01-05 00:15:00+0000,190.0,,,,,
2021-01-05 00:30:00+0000,190.0,,,,,
2021-01-05 00:45:00+0000,195.0,,,,,
2021-01-05 01:00:00+0000,216.0,1401.0,70.0,775.0,,495.0
2021-01-05 01:15:00+0000,220.0,,,,,
2021-01-05 01:30:00+0000,220.0,,,,,
2021-01-05 01:45:00+0000,220.0,,,,,
2021-01-05 02:00:00+0000,221.0,1444.0,65.0,788.0,,495.0
2021-01-05 02:15:00+0000,220.0,,,,,
2021-01-05 02:30:00+0000,221.0,,,,,
2021-01-05 02:45:00+0000,222.0,,,,,
2021-01-05 03:00:00+0000,228.0,1549.0,56.0,971.0,,496.0
2021-01-05 03:15:00+0000,231.0,,,,,
2021-01-05 03:30:00+0000,230.0,,,,,
2021-01-05 03:45:00+0000,230.0,,,,,
2021-01-05 04:00:00+0000,231.0,1779.0,50.0,1049.0,,483.0
2021-01-05 04:15:00+0000,230.0,,,,,
2021-01-05 04:30:00+0000,230.0,,,,,
2021-01-05 04:45:00+0000,235.0,,,,,
2021-01-05 05:00:00+0000,255.0,2252.0,50.0,1156.0,,181.0
2021-01-05 05:15:00+0000,261.0,,,,,
2021-01-05 05:30:00+0000,261.0,,,,,
2021-01-05 05:45:00+0000,268.0,,,,,
2021-01-05 06:00:00+0000,301.0,2497.0,36.0,1070.0,,0.0
2021-01-05 06:15:00+0000,311.0,,,,,
2021-01-05 06:30:00+0000,310.0,,,,,
2021-01-05 06:45:00+0000,313.0,,,,,
2021-01-05 07:00:00+0000,327.0,2524.0,28.0,807.0,,0.0
2021-01-05 07:15:00+0000,330.0,,,,,
2021-01-05 07:30:00+0000,331.0,,,,,
2021-01-05 07:45:00+0000,325.0,,,,,
2021-01-05 08:00:00+0000,313.0,2522.0,28.0,875.0,,0.0
2021-01-05 08:15:00+0000,314.0,,,,,
2021-01-05 08:30:00+0000,314.0,,,,,
2021-01-05 08:45:00+0000,314.0,,,,,
2021-01-05 09:00:00+0000,313.0,2608.0,25.0,775.0,,0.0
2021-01-05 09:15:00+0000,314.0,,,,,
2021-01-05 09:30:00+0000,314.0,,,,,
2021-01-05 09:45:00+0000,314.0,,,,,
2021-01-05 10:00:00+0000,314.0,2500.0,26.0,595.0,,148.0
2021-01-05 10:15:00+0000,218.0,,,,,
2021-01-05 10:30:00+0000,196.0,,,,,
2021-01-05 10:45:00+0000,214.0,,,,,
2021-01-05 11:00:00+0000,287.0,2569.0,25.0,387.0,,259.0
2021-01-05 11:15:00+0000,308.0,,,,,
2021-01-05 11:30:00+0000,308.0,,,,,
2021-01-05 11:45:00+0000,304.0,,,,,
2021-01-05 12:00:00+0000,286.0,2617.0,25.0,448.0,,263.0
2021-01-05 12:15:00+0000,280.0,,,,,
2021-01-05 12:30:00+0000,281.0,,,,,
2021-01-05 12:45:00+0000,284.0,,,,,
2021-01-05 13:00:00+0000,304.0,2528.0,25.0,659.0,,0.0
2021-01-05 13:15:00+0000,310.0,,,,,
2021-01-05 13:30:00+0000,309.0,,,,,
2021-01-05 13:45:00+0000,307.0,,,,,
2021-01-05 14:00:00+0000,294.0,2389.0,23.0,535.0,,0.0
2021-01-05 14:15:00+0000,290.0,,,,,
2021-01-05 14:30:00+0000,290.0,,,,,
2021-01-05 14:45:00+0000,290.0,,,,,
2021-01-05 15:00:00+0000,289.0,2354.0,24.0,545.0,,0.0
2021-01-05 15:15:00+0000,289.0,,,,,
2021-01-05 15:30:00+0000,289.0,,,,,
2021-01-05 15:45:00+0000,301.0,,,,,
2021-01-05 16:00:00+0000,356.0,2653.0,26.0,731.0,,0.0
2021-01-05 16:15:00+0000,371.0,,,,,
2021-01-05 16:30:00+0000,371.0,,,,,
2021-01-05 16:45:00+0000,372.0,,,,,
2021-01-05 17:00:00+0000,379.0,2718.0,29.0,734.0,,0.0
2021-01-05 17:15:00+0000,381.0,,,,,
2021-01-05 17:30:00+0000,381.0,,,,,
2021-01-05 17:45:00+0000,377.0,,,,,
2021-01-05 18:00:00+0000,357.0,2853.0,39.0,800.0,,0.0
2021-01-05 18:15:00+0000,351.0,,,,,
2021-01-05 18:30:00+0000,351.0,,,,,
2021-01-05 18:45:00+0000,351.0,,,,,
2021-01-05 19:00:00+0000,351.0,2608.0,43.0,784.0,,113.0
2021-01-05 19:15:00+0000,351.0,,,,,
2021-01-05 19:30:00+0000,351.0,,,,,
2021-01-05 19:45:00+0000,355.0,,,,,
2021-01-05 20:00:00+0000,375.0,2259.0,45.0,890.0,,69.0
2021-01-05 20:15:00+0000,381.0,,,,,
2021-01-05 20:30:00+0000,381.0,,,,,
2021-01-05 20:45:00+0000,376.0,,,,,
2021-01-05 21:00:00+0000,357.0,2095.0,46.0,922.0,,62.0
2021-01-05 21:15:00+0000,351.0,,,,,
2021-01-05 21:30:00+0000,351.0,,,,,
2021-01-05 21:45:00+0000,336.0,,,,,
2021-01-05 22:00:00+0000,306.0,1874.0,54.0,679.0,,156.0
2021-01-05 22:15:00+0000,266.0,,,,,
2021-01-05 22:30:00+0000,261.0,,,,,
2021-01-05 22:45:00+0000,293.0,,,,,
2021-01-05 23:00:00+0000,425.0,1232.0,64.0,102.0,,493.0
2021-01-05 23:15:00+0000,461.0,,,,,
2021-01-05 23:30:00+0000,461.0,,,,,
2021-01-05 23:45:00+0000,467.0,,,,,
2021-01-06 00:00:00+0000,493.0,1227.0,65.0,30.0,,495.0
2021-01-06 00:15:00+0000,501.0,,,,,
2021-01-06 00:30:00+0000,501.0,,,,,
2021-01-06 00:45:00+0000,507.0,,,,,
2021-01-06 01:00:00+0000,533.0,1130.0,82.0,0.0,,482.0
2021-01-06 01:15:00+0000,541.0,,,,,
2021-01-06 01:30:00+0000,541.0,,,,,
2021-01-06 01:45:00+0000,547.0,,,,,
2021-01-06 02:00:00+0000,573.0,982.0,81.0,145.0,,495.0
2021-01-06 02:15:00+0000,581.0,,,,,
