"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Nuclear","30W-CERNAVODA--E","NPP Cernavoda","N/A","1300","internal","400","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Run-of-river and poundage","30W-CHE-PDF1---A","HPP Portile de Fier I","N/A","1161","internal","220","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Brown coal/Lignite","30W-CET-ROVI---Q","TPP Rovinari","N/A","882","internal","400","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","30W-CET-PETROM-L","TPP CCCC Petrom Brazi","N/A","832","internal","400","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Brown coal/Lignite","30W-CET-TURC---M","TPP Turceni","N/A","785","internal","400","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","30W-CHE-LOTR---A","HPP Lotru","N/A","509","internal","220","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","30W-CECC-IERN--A","TPP CECC Iernut","N/A","391","internal","220","01.07.2019",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Wind Onshore","30W-CEE-FANT---U","WPP Fantanele","N/A","348","internal","400","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Brown coal/Lignite","30W-CET-ISAL---X","TPP Isalnita","N/A","292","internal","220","01.12.2014","01.01.2026"
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","30W-CET-IERN---J","TPP Iernut","N/A","282","internal","220","01.12.2014","01.01.2025"
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Wind Onshore","30W-CEE-COGEA--T","Cogealac","N/A","252","intra_zonal","400","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Run-of-river and poundage","30W-CHE-PDF2---5","HPP Portile de Fier II","N/A","250","internal","110","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Brown coal/Lignite","30W-CET-CRAI---T","TPP Craiova","N/A","240","internal","110","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","30W-CHE-CORB---Q","HPP Vidraru","N/A","219","internal","220","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","30W-CHE-MARI---9","HPP Mariselu","N/A","215","internal","220","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","30W-CHE-RUIM---B","HPP Raul Mare","N/A","210","internal","220","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","30W-CET-BUCV---D","TPP Bucuresti Vest","N/A","171","internal","110","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","30W-CET-BRAZ---Q","TPP Brazi","N/A","170","internal","110","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","30W-CET-BUCS---S","TPP Bucuresti Sud","N/A","168","internal","220","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","30W-CHE-SUGAG--7","HPP Sugag","N/A","149","internal","220","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","30W-CHE-STEJ---C","HPP Stejaru","N/A","149","internal","110","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","30W-CHE-GALC---C","HPP Galceag","N/A","149","internal","220","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","30W-CHE-RUIE---E","HPP Ruieni","N/A","138","internal","110","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Wind Onshore","30W-FACAENI----J","WPP Facaeni","N/A","132","internal","400","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","30W-CET-PARO---N","TPP Paroseni","N/A","130","internal","110","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Wind Onshore","30W-CEE-PANT---O","WPP Pantelimon","N/A","123","internal","400","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Wind Onshore","30W-CEE-STUP---U","WPP Stupina","N/A","120","internal","400","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Wind Onshore","30W-CRUCEA-----N","WPP Crucea Nord","N/A","108","internal","400","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","30W-CHE-TISM---J","HPP Tismana","N/A","105","internal","110","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","30W-CHE-BRAD---V","HPP Bradisoru","N/A","100","internal","110","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Coal-derived gas","30W-CET-PROGR--Z","TPP Progresu","N/A","92","internal","110","01.12.2014",""
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Brown coal/Lignite","30W-CET-GOVO---A","TPP Govora","N/A","82","internal","110","01.12.2014","01.01.2026"
"CTA|RO / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Brown coal/Lignite","30W-CET-ORAD---W","TPP Oradea","N/A","61","internal","110","01.12.2014",""
