"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","12W-0000000902-P","Gde-Dixence (GD)","N/A","1926","intra_zonal","380","31.12.2014",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Pumped Storage","12W-0000000018-B","KLL - KW Linth-Limmern AG","N/A","1524","intra_zonal","380","06.10.2015",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Pumped Storage","12W-0000000031-O","KW Oberhasli AG (KWO)","N/A","1307","intra_zonal","220","31.12.2014",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Nuclear","12W-0000000052-D","KKL - KernKW Leibstadt AG","N/A","1233","intra_zonal","380","06.10.2015",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Nuclear","12W-0000000056-1","Kernkraftwerk Gösgen","N/A","1020","intra_zonal","380","31.12.2014",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Pumped Storage","12W-0000000241-A","Nant de Drance (NDD)","N/A","930","intra_zonal","380","08.11.2017",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Nuclear","12W-0000000017-E","KKB - KernKW Beznau","N/A","730","intra_zonal","380","06.10.2015",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Pumped Storage","12W-0000000016-H","KHR - KW Hinterrhein AG","N/A","640","intra_zonal","220","06.10.2015",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","12W-0000000925-8","Maggia (OFIMA)","N/A","605","intra_zonal","220","31.12.2014",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","12W-0000000026-D","Blenio (OFIBLE)","N/A","540","intra_zonal","220","31.12.2014",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Pumped Storage","12W-0000000116-C","Hongrin-Léman (FMHL)","N/A","484","intra_zonal","220","31.12.2014",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","12W-0000000060-F","Emosson (ESA)","N/A","420","intra_zonal","220","31.12.2014",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","12W-0000000034-F","Kraftwerke Mauvoisin AG","N/A","418","intra_zonal","220","31.12.2014",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Pumped Storage","12W-0000000035-C","EKW - Engadiner KW AG","N/A","416","intra_zonal","380","06.10.2015",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Pumped Storage","12W-0000000917-6","KSL - KW Sarganserland AG","N/A","415","intra_zonal","380","06.10.2015",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","12W-0000000105-J","Electra-Massa (EM)","N/A","340","intra_zonal","220","31.12.2014",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","12W-0000000021-S","KVR - KW Vorderrhein AG","N/A","336","intra_zonal","220","06.10.2015",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Pumped Storage","12W-0000000033-I","KWM - KW Mattmark AG","N/A","263","intra_zonal","220","06.10.2015",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","12W-0000000011-W","KWZ - KW Zervreila AG","N/A","258","intra_zonal","220","06.10.2015",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","12W-0000000064-3","AET Leventina","N/A","226","intra_zonal","150","16.01.2014",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","12W-0000001567-0","Kraftwerk Mittelbünden","N/A","198","intra_zonal","220","27.08.2018",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Pumped Storage","12W-0000001565-6","Kraftwerk Bergell","N/A","193","intra_zonal","220","27.08.2018",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Run-of-river and poundage","12W-0000000797-L","Kraftwerk Lötschen","N/A","126","intra_zonal","65","25.06.2018",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Pumped Storage","12W-0000000850-G","Kraftwerk Etzelwerk","N/A","125","intra_zonal","132","01.01.2018",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Run-of-river and poundage","12W-0000000849-U","Kraftwerk Amsteg","N/A","120","intra_zonal","132","01.01.2018",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","12W-0000000065-0","Verzasca","N/A","114","intra_zonal","150","29.05.2018",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Pumped Storage","12W-0000001614-O","Wägital","N/A","108","intra_zonal","220","29.08.2018",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Pumped Storage","12W-0000000851-D","Kraftwerk CB-VE","N/A","107","intra_zonal","132","01.01.2018",""
"CTA|CH / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Run-of-river and poundage","12W-0000001690-4","KW Laufenburg CH","N/A","106","intra_zonal","110","24.09.2019",""
