"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Nuclear","32W001100100217D","NPP_KOZLODUY","N/A","2080","Kozloduy","400","12.11.2014",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Brown coal/Lignite","32W001100100153D","TPP_MI_2","1604","1604","Stara zagora","400","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Brown coal/Lignite","32W001100100063E","TPP_MI3","908","908","Galabovo","400","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Pumped Storage","32W0011001000692","PSHPP_CHAIRA_GEN","864","864","Sestrimo","400","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Brown coal/Lignite","32W001100100294W","AES_MI1","N/A","686","locName","400","12.11.2014",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Brown coal/Lignite","32W001100100218B","TEC_BOBOVDOL_EAD","570","570","Bobov dol","400","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","32W0011001002199","TPP_VARNA_BG","420","420","Varna","400","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","32W001100100070H","PSHPP_BELMEKEN","375","375","Sestrimo","220","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","32W0011001000676","CHP_LUKOIL_NEFTO","257","257","Burgas","220","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","32W001100100071F","HPP_SESTRIMO","240","240","Sestrimo","220","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Brown coal/Lignite","32W001100100233F","CHP_BRIKEL_1","200","200","Galabovo","220","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","32W001100100023Q","CHP_RUSE","180","180","Ruse","220","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","32W0011001000781","PSHPP_ORFEUS_GEN","160","160","Krichim","220","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Wind Onshore","32W001100100115L","WPP_SVETI_NIKOLA","156","156","Balgarevo","220","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","32W0011001000749","HPP_PESHTERA","135","135","Peshtera","220","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","32W001100100026K","CHP_DEVEN","132","132","Devnja","220","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Brown coal/Lignite","32W001100100088Z","TEC_MARITSA_3_AD","120","120","Dimitrovgrad","400","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","32W001100100072D","HPP_MOMINA_KLISU","120","120","Momina klisura","220","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","32W001100100022S","CHP_SVILOZA","120","120","Svishtov","220","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","32W0011001000854","HPP_IVAILOVGRAD","114","114","Ivailovgrad","220","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","32W001100100089X","TOPLO_RUSE","110","110","Ruse","400","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Water Reservoir","32W0011001000838","HPP_KARDZHALI","110","110","Kardzhali","220","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Brown coal/Lignite","32W001100100005S","CHP_REPUBLIKA_PK","105","105","Pernik","220","01.12.2013",""
"CTA|BG / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","32W001100100050N","CHP_EVN_PLOVDIV","105","105","Plovdiv","220","01.12.2013",""
