"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","22WRINGVA000209C","RINGVAART STEG","357","385","Belgium","150","01.01.2014",""
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","22W20181005PU--J","VILVOORDE TGV","N/A","385","Belgium","150","21.10.2018",""
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Wind Offshore","22W201902131---T","Norther Offshore WP","N/A","370","Belgium","220","21.02.2019",""
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","22WZELZAT0002618","Zelzate 2 Knippegroen","315","315","Belgium","150","01.01.2014",""
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Wind Offshore","22W20180628----H","Rentel Offshore WP","N/A","307","Belgium","220","01.03.2018",""
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Biomass","22WRODENH000213L","RODENHUIZE 4","268","268","Belgium","150","01.01.2014",""
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Wind Offshore","22W20200608C---Z","Seastar","N/A","252","intra_zonal","220","27.05.2020",""
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Wind Offshore","22W20200608A---8","Mermaid","N/A","236","intra_zonal","220","27.05.2020",""
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Wind Offshore","22W201909111---M","Northwester 2","N/A","219","Belgium","220","30.09.2019",""
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Wind Offshore","22WNORTHW000187B","Northwind","216","216","Belgium","220","01.01.2014",""
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Wind Offshore","22WTHORNT000238C","Thorntonbank - C-Power - Area SW","178","178","Belgium","150","01.01.2014",""
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Wind Offshore","22WBELWIN0000271","Belwind Phase 1","171","171","Belgium","150","01.01.2014",""
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Wind Offshore","22W20161130----Z","Nobelwind Offshore Windpark","N/A","165","Belgium","220","01.10.2016",""
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Wind Offshore","22WTHORNT000237E","Thorntonbank - C-Power - Area NE","148","148","Belgium","150","01.01.2014",""
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Pumped Storage","22WPLATEX000208N","PLATE TAILLE T","144","144","Belgium","150","01.01.2014",""
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","22WSCHELD0002261","Scheldelaan Exxonmobil","140","140","Belgium","150","01.01.2014",""
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","22WINESCO000149P","INESCO WKK","133","138","Belgium","150","01.01.2014",""
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Nuclear","22WTIHANG000241T","TIHANGE 2","1008","N/A","Belgium","380","01.01.2014","01.02.2023"
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Nuclear","22WDOELX3000078D","DOEL 3","1006","N/A","Belgium","380","01.01.2014","01.10.2022"
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","22WESCH-S0000967","ESCH-SUR-ALZETTE STEG","376","N/A","Belgium","220","01.01.2014","01.11.2015"
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","22WLANGER0001694","LANGERLO 1","235","N/A","Belgium","150","01.01.2014","01.08.2017"
"CTA|BE / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","22WLANGER000171H","LANGERLO 2","235","N/A","Belgium","150","01.01.2014","01.08.2017"
