00:00 - 01:00,79,,n/e,n/e,n/e,n/e,230,,143,,0,,n/e,n/e,n/e,n/e,10,,0,11,120,,889,,n/e,n/e,n/e,n/e,n/e,n/e,42,,0,,4,,n/e,n/e,109,
01:00 - 02:00,79,,n/e,n/e,n/e,n/e,226,,143,,0,,n/e,n/e,n/e,n/e,10,,0,115,121,,811,,n/e,n/e,n/e,n/e,n/e,n/e,42,,0,,4,,n/e,n/e,51,
02:00 - 03:00,79,,n/e,n/e,n/e,n/e,227,,143,,0,,n/e,n/e,n/e,n/e,10,,0,249,120,,784,,n/e,n/e,n/e,n/e,n/e,n/e,42,,0,,4,,n/e,n/e,25,
03:00 - 04:00,79,,n/e,n/e,n/e,n/e,226,,143,,0,,n/e,n/e,n/e,n/e,10,,0,248,121,,796,,n/e,n/e,n/e,n/e,n/e,n/e,42,,0,,4,,n/e,n/e,28,
04:00 - 05:00,79,,n/e,n/e,n/e,n/e,228,,143,,0,,n/e,n/e,n/e,n/e,10,,0,248,121,,809,,n/e,n/e,n/e,n/e,n/e,n/e,42,,0,,4,,n/e,n/e,95,
05:00 - 06:00,79,,n/e,n/e,n/e,n/e,229,,143,,0,,n/e,n/e,n/e,n/e,10,,0,178,124,,773,,n/e,n/e,n/e,n/e,n/e,n/e,42,,0,,4,,n/e,n/e,197,
06:00 - 07:00,78,,n/e,n/e,n/e,n/e,230,,143,,0,,n/e,n/e,n/e,n/e,10,,0,7,156,,803,,n/e,n/e,n/e,n/e,n/e,n/e,43,,0,,4,,n/e,n/e,297,
07:00 - 08:00,78,,n/e,n/e,n/e,n/e,230,,143,,0,,n/e,n/e,n/e,n/e,10,,128,7,174,,824,,n/e,n/e,n/e,n/e,n/e,n/e,44,,6,,4,,n/e,n/e,303,
08:00 - 09:00,78,,n/e,n/e,n/e,n/e,231,,143,,0,,n/e,n/e,n/e,n/e,10,,131,7,172,,927,,n/e,n/e,n/e,n/e,n/e,n/e,44,,15,,4,,n/e,n/e,310,
09:00 - 10:00,79,,n/e,n/e,n/e,n/e,230,,142,,0,,n/e,n/e,n/e,n/e,10,,131,7,168,,931,,n/e,n/e,n/e,n/e,n/e,n/e,44,,23,,4,,n/e,n/e,320,
10:00 - 11:00,79,,n/e,n/e,n/e,n/e,230,,142,,0,,n/e,n/e,n/e,n/e,10,,132,7,169,,931,,n/e,n/e,n/e,n/e,n/e,n/e,44,,27,,4,,n/e,n/e,218,
11:00 - 12:00,79,,n/e,n/e,n/e,n/e,230,,141,,0,,n/e,n/e,n/e,n/e,10,,131,7,170,,929,,n/e,n/e,n/e,n/e,n/e,n/e,44,,26,,4,,n/e,n/e,144,
12:00 - 13:00,79,,n/e,n/e,n/e,n/e,229,,142,,0,,n/e,n/e,n/e,n/e,9,,131,7,171,,909,,n/e,n/e,n/e,n/e,n/e,n/e,44,,21,,4,,n/e,n/e,113,
13:00 - 14:00,79,,n/e,n/e,n/e,n/e,228,,143,,0,,n/e,n/e,n/e,n/e,9,,131,7,171,,939,,n/e,n/e,n/e,n/e,n/e,n/e,44,,13,,4,,n/e,n/e,84,
14:00 - 15:00,79,,n/e,n/e,n/e,n/e,227,,143,,0,,n/e,n/e,n/e,n/e,9,,203,4,171,,938,,n/e,n/e,n/e,n/e,n/e,n/e,44,,4,,4,,n/e,n/e,50,
15:00 - 16:00,79,,n/e,n/e,n/e,n/e,227,,144,,0,,n/e,n/e,n/e,n/e,9,,259,3,168,,866,,n/e,n/e,n/e,n/e,n/e,n/e,44,,0,,4,,n/e,n/e,45,
16:00 - 17:00,79,,n/e,n/e,n/e,n/e,226,,143,,0,,n/e,n/e,n/e,n/e,9,,259,3,181,,884,,n/e,n/e,n/e,n/e,n/e,n/e,44,,0,,4,,n/e,n/e,38,
17:00 - 18:00,79,,n/e,n/e,n/e,n/e,228,,143,,0,,n/e,n/e,n/e,n/e,10,,259,3,182,,896,,n/e,n/e,n/e,n/e,n/e,n/e,44,,0,,4,,n/e,n/e,47,
18:00 - 19:00,79,,n/e,n/e,n/e,n/e,230,,143,,0,,n/e,n/e,n/e,n/e,10,,215,3,185,,982,,n/e,n/e,n/e,n/e,n/e,n/e,44,,0,,4,,n/e,n/e,76,
19:00 - 20:00,79,,n/e,n/e,n/e,n/e,229,,143,,0,,n/e,n/e,n/e,n/e,10,,260,3,222,,929,,n/e,n/e,n/e,n/e,n/e,n/e,44,,0,,4,,n/e,n/e,111,
20:00 - 21:00,79,,n/e,n/e,n/e,n/e,229,,143,,0,,n/e,n/e,n/e,n/e,10,,259,3,202,,896,,n/e,n/e,n/e,n/e,n/e,n/e,42,,0,,4,,n/e,n/e,140,
21:00 - 22:00,79,,n/e,n/e,n/e,n/e,231,,143,,0,,n/e,n/e,n/e,n/e,10,,259,3,180,,914,,n/e,n/e,n/e,n/e,n/e,n/e,42,,0,,4,,n/e,n/e,159,
22:00 - 23:00,79,,n/e,n/e,n/e,n/e,232,,143,,0,,n/e,n/e,n/e,n/e,10,,139,6,180,,906,,n/e,n/e,n/e,n/e,n/e,n/e,43,,0,,4,,n/e,n/e,152,
23:00 - 00:00,79,,n/e,n/e,n/e,n/e,232,,143,,0,,n/e,n/e,n/e,n/e,10,,0,9,126,,857,,n/e,n/e,n/e,n/e,n/e,n/e,42,,0,,4,,n/e,n/e,166,
00:00 - 01:00,79,,n/e,n/e,n/e,n/e,232,,143,,0,,n/e,n/e,n/e,n/e,10,,0,133,125,,853,,n/e,n/e,n/e,n/e,n/e,n/e,42,,0,,4,,n/e,n/e,165,
01:00 - 02:00,78,,n/e,n/e,n/e,n/e,232,,143,,0,,n/e,n/e,n/e,n/e,10,,0,229,125,,860,,n/e,n/e,n/e,n/e,n/e,n/e,42,,0,,4,,n/e,n/e,157,
