18:00 - 19:00,342,,n/e,n/e,n/e,n/e,2019,,16,,188,,n/e,n/e,n/e,n/e,n/e,n/e,2106,,6234,,2722,,n/e,n/e,46189,,n/e,n/e,n/e,n/e,0,,92,,568,,16187,
19:00 - 20:00,342,,n/e,n/e,n/e,n/e,2034,,15,,188,,n/e,n/e,n/e,n/e,n/e,n/e,3270,,6277,,2778,,n/e,n/e,46399,,n/e,n/e,n/e,n/e,0,,93,,568,,15963,
20:00 - 21:00,343,,n/e,n/e,n/e,n/e,2023,,15,,188,,n/e,n/e,n/e,n/e,n/e,n/e,1458,,6181,,2574,,n/e,n/e,46327,,n/e,n/e,n/e,n/e,0,,92,,568,,16114,
21:00 - 22:00,342,,n/e,n/e,n/e,n/e,2032,,15,,190,,n/e,n/e,n/e,n/e,n/e,n/e,,1117,5567,,1746,,n/e,n/e,45327,,n/e,n/e,n/e,n/e,0,,94,,568,,16290,
22:00 - 23:00,342,,n/e,n/e,n/e,n/e,2027,,15,,189,,n/e,n/e,n/e,n/e,n/e,n/e,,2042,5413,,1780,,n/e,n/e,44678,,n/e,n/e,n/e,n/e,0,,96,,567,,16064,
23:00 - 00:00,342,,n/e,n/e,n/e,n/e,2016,,15,,190,,n/e,n/e,n/e,n/e,n/e,n/e,,2425,5321,,1598,,n/e,n/e,43408,,n/e,n/e,n/e,n/e,0,,96,,568,,16124,
00:00 - 01:00,342,,n/e,n/e,n/e,n/e,2025,,15,,190,,n/e,n/e,n/e,n/e,n/e,n/e,,2083,5270,,1349,,n/e,n/e,43383,,n/e,n/e,n/e,n/e,0,,97,,568,,16055,
01:00 - 02:00,342,,n/e,n/e,n/e,n/e,2023,,15,,190,,n/e,n/e,n/e,n/e,n/e,n/e,,2153,5118,,1249,,n/e,n/e,42570,,n/e,n/e,n/e,n/e,0,,97,,567,,14970,
02:00 - 03:00,341,,n/e,n/e,n/e,n/e,2028,,15,,189,,n/e,n/e,n/e,n/e,n/e,n/e,,1944,5040,,1940,,n/e,n/e,41998,,n/e,n/e,n/e,n/e,0,,98,,568,,9681,
03:00 - 04:00,342,,n/e,n/e,n/e,n/e,2037,,15,,190,,n/e,n/e,n/e,n/e,n/e,n/e,,2636,5086,,1215,,n/e,n/e,41797,,n/e,n/e,n/e,n/e,0,,98,,568,,9585,
04:00 - 05:00,342,,n/e,n/e,n/e,n/e,2057,,15,,190,,n/e,n/e,n/e,n/e,n/e,n/e,,2732,5120,,1008,,n/e,n/e,41358,,n/e,n/e,n/e,n/e,0,,98,,568,,9515,
05:00 - 06:00,342,,n/e,n/e,n/e,n/e,2062,,16,,190,,n/e,n/e,n/e,n/e,n/e,n/e,,1642,5194,,1118,,n/e,n/e,41745,,n/e,n/e,n/e,n/e,0,,98,,568,,14618,
06:00 - 07:00,341,,n/e,n/e,n/e,n/e,2052,,16,,190,,n/e,n/e,n/e,n/e,n/e,n/e,,1670,5222,,1397,,n/e,n/e,43626,,n/e,n/e,n/e,n/e,0,,96,,568,,15676,
07:00 - 08:00,333,,n/e,n/e,n/e,n/e,2066,,16,,191,,n/e,n/e,n/e,n/e,n/e,n/e,,1585,5398,,1954,,n/e,n/e,45816,,n/e,n/e,n/e,n/e,240,,94,,566,,15852,
08:00 - 09:00,331,,n/e,n/e,n/e,n/e,2073,,16,,191,,n/e,n/e,n/e,n/e,n/e,n/e,,839,5781,,2469,,n/e,n/e,46750,,n/e,n/e,n/e,n/e,317,,93,,564,,15974,
09:00 - 10:00,331,,n/e,n/e,n/e,n/e,2084,,16,,190,,n/e,n/e,n/e,n/e,n/e,n/e,,242,5834,,2363,,n/e,n/e,46709,,n/e,n/e,n/e,n/e,871,,92,,548,,15710,
10:00 - 11:00,331,,n/e,n/e,n/e,n/e,2093,,16,,191,,n/e,n/e,n/e,n/e,n/e,n/e,,198,5634,,2416,,n/e,n/e,46665,,n/e,n/e,n/e,n/e,1994,,90,,564,,15615,
11:00 - 12:00,331,,n/e,n/e,n/e,n/e,2090,,16,,191,,n/e,n/e,n/e,n/e,n/e,n/e,,382,5600,,2353,,n/e,n/e,46746,,n/e,n/e,n/e,n/e,2900,,93,,564,,15795,
12:00 - 13:00,315,,n/e,n/e,n/e,n/e,2110,,16,,191,,n/e,n/e,n/e,n/e,n/e,n/e,,209,5668,,2097,,n/e,n/e,46599,,n/e,n/e,n/e,n/e,3510,,89,,565,,16152,
13:00 - 14:00,323,,n/e,n/e,n/e,n/e,2116,,16,,191,,n/e,n/e,n/e,n/e,n/e,n/e,,462,5596,,1977,,n/e,n/e,46475,,n/e,n/e,n/e,n/e,3519,,90,,567,,16208,
14:00 - 15:00,325,,n/e,n/e,n/e,n/e,2016,,16,,191,,n/e,n/e,n/e,n/e,n/e,n/e,99,,5624,,2602,,n/e,n/e,46745,,n/e,n/e,n/e,n/e,2984,,90,,565,,16179,
15:00 - 16:00,324,,n/e,n/e,n/e,n/e,2046,,16,,191,,n/e,n/e,n/e,n/e,n/e,n/e,673,,5910,,2646,,n/e,n/e,46836,,n/e,n/e,n/e,n/e,1727,,90,,560,,16269,
16:00 - 17:00,325,,n/e,n/e,n/e,n/e,2045,,16,,191,,n/e,n/e,n/e,n/e,n/e,n/e,603,,6049,,2650,,n/e,n/e,46695,,n/e,n/e,n/e,n/e,647,,91,,560,,16697,
17:00 - 18:00,323,,n/e,n/e,n/e,n/e,2063,,16,,191,,n/e,n/e,n/e,n/e,n/e,n/e,953,,6440,,2908,,n/e,n/e,46828,,n/e,n/e,n/e,n/e,247,,92,,558,,16713,
18:00 - 19:00,320,,n/e,n/e,n/e,n/e,2058,,16,,191,,n/e,n/e,n/e,n/e,n/e,n/e,2068,,6618,,3366,,n/e,n/e,46955,,n/e,n/e,n/e,n/e,0,,91,,560,,16596,
19:00 - 20:00,324,,n/e,n/e,n/e,n/e,2058,,16,,190,,n/e,n/e,n/e,n/e,n/e,n/e,2716,,6574,,3211,,n/e,n/e,46947,,n/e,n/e,n/e,n/e,0,,89,,560,,16444,
20:00 - 21:00,323,,n/e,n/e,n/e,n/e,2056,,16,,190,,n/e,n/e,n/e,n/e,n/e,n/e,1945,,6433,,3010,,n/e,n/e,46973,,n/e,n/e,n/e,n/e,0,,90,,560,,16295,
21:00 - 22:00,324,,n/e,n/e,n/e,n/e,2061,,16,,190,,n/e,n/e,n/e,n/e,n/e,n/e,933,,6179,,2345,,n/e,n/e,46659,,n/e,n/e,n/e,n/e,0,,90,,560,,16073,
22:00 - 23:00,324,,n/e,n/e,n/e,n/e,2062,,15,,190,,n/e,n/e,n/e,n/e,n/e,n/e,624,,5988,,2468,,n/e,n/e,46237,,n/e,n/e,n/e,n/e,0,,91,,560,,15563,
23:00 - 00:00,323,,n/e,n/e,n/e,n/e,2076,,15,,190,,n/e,n/e,n/e,n/e,n/e,n/e,,454,5809,,2280,,n/e,n/e,46103,,n/e,n/e,n/e,n/e,0,,93,,559,,14967,
00:00 - 01:00,326,,n/e,n/e,n/e,n/e,2104,,15,,190,,n/e,n/e,n/e,n/e,n/e,n/e,,1550,5649,,1683,,n/e,n/e,45553,,n/e,n/e,n/e,n/e,0,,95,,555,,14589,
01:00 - 02:00,322,,n/e,n/e,n/e,n/e,2096,,15,,191,,n/e,n/e,n/e,n/e,n/e,n/e,,2076,5606,,1358,,n/e,n/e,45503,,n/e,n/e,n/e,n/e,0,,95,,539,,13833,
02:00 - 03:00,322,,n/e,n/e,n/e,n/e,2104,,15,,190,,n/e,n/e,n/e,n/e,n/e,n/e,,2144,5465,,1603,,n/e,n/e,44481,,n/e,n/e,n/e,n/e,0,,95,,549,,13421,
03:00 - 04:00,321,,n/e,n/e,n/e,n/e,2117,,16,,191,,n/e,n/e,n/e,n/e,n/e,n/e,,2615,5311,,1196,,n/e,n/e,43877,,n/e,n/e,n/e,n/e,0,,95,,530,,12959,
04:00 - 05:00,320,,n/e,n/e,n/e,n/e,2124,,16,,191,,n/e,n/e,n/e,n/e,n/e,n/e,,2317,5378,,1220,,n/e,n/e,44310,,n/e,n/e,n/e,n/e,0,,95,,507,,12289,
05:00 - 06:00,326,,n/e,n/e,n/e,n/e,2209,,16,,191,,n/e,n/e,n/e,n/e,n/e,n/e,,1691,5597,,1861,,n/e,n/e,45320,,n/e,n/e,n/e,n/e,0,,94,,505,,11522,
06:00 - 07:00,331,,n/e,n/e,n/e,n/e,2502,,16,,191,,n/e,n/e,n/e,n/e,n/e,n/e,,276,5844,,2587,,n/e,n/e,46180,,n/e,n/e,n/e,n/e,0,,91,,438,,10522,
07:00 - 08:00,331,,n/e,n/e,n/e,n/e,3158,,16,,190,,n/e,n/e,n/e,n/e,n/e,n/e,1345,,6120,,3173,,n/e,n/e,46334,,n/e,n/e,n/e,n/e,244,,89,,424,,9878,
08:00 - 09:00,332,,n/e,n/e,n/e,n/e,3593,,16,,190,,n/e,n/e,n/e,n/e,n/e,n/e,1974,,6105,,3555,,n/e,n/e,46373,,n/e,n/e,n/e,n/e,369,,88,,484,,9259,
09:00 - 10:00,332,,n/e,n/e,n/e,n/e,4095,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,2319,,6268,,3631,,n/e,n/e,46415,,n/e,n/e,n/e,n/e,1437,,90,,455,,8610,
10:00 - 11:00,331,,n/e,n/e,n/e,n/e,4355,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,1535,,6320,,3416,,n/e,n/e,46467,,n/e,n/e,n/e,n/e,3397,,83,,432,,7969,
11:00 - 12:00,331,,n/e,n/e,n/e,n/e,4565,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,872,,6327,,3206,,n/e,n/e,46492,,n/e,n/e,n/e,n/e,5129,,68,,466,,7710,
12:00 - 13:00,331,,n/e,n/e,n/e,n/e,4757,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,1696,,6254,,3285,,n/e,n/e,46516,,n/e,n/e,n/e,n/e,5620,,92,,452,,7799,
13:00 - 14:00,331,,n/e,n/e,n/e,n/e,4705,,16,,188,,n/e,n/e,n/e,n/e,n/e,n/e,1481,,6254,,3289,,n/e,n/e,46551,,n/e,n/e,n/e,n/e,5093,,93,,466,,7882,
14:00 - 15:00,331,,n/e,n/e,n/e,n/e,4761,,16,,188,,n/e,n/e,n/e,n/e,n/e,n/e,1577,,6187,,3232,,n/e,n/e,46533,,n/e,n/e,n/e,n/e,3921,,93,,505,,7863,
15:00 - 16:00,331,,n/e,n/e,n/e,n/e,4794,,15,,188,,n/e,n/e,n/e,n/e,n/e,n/e,1773,,6351,,3158,,n/e,n/e,46514,,n/e,n/e,n/e,n/e,2370,,95,,556,,8345,
16:00 - 17:00,331,,n/e,n/e,n/e,n/e,4441,,11,,188,,n/e,n/e,n/e,n/e,n/e,n/e,2435,,6595,,3507,,n/e,n/e,45945,,n/e,n/e,n/e,n/e,873,,96,,558,,9361,
17:00 - 18:00,330,,n/e,n/e,n/e,n/e,4784,,11,,188,,n/e,n/e,n/e,n/e,n/e,n/e,3572,,6879,,4329,,n/e,n/e,45343,,n/e,n/e,n/e,n/e,262,,96,,559,,10588,
18:00 - 19:00,330,,n/e,n/e,n/e,n/e,4832,,12,,187,,n/e,n/e,n/e,n/e,n/e,n/e,3764,,7013,,4362,,n/e,n/e,45396,,n/e,n/e,n/e,n/e,0,,96,,560,,11821,
19:00 - 20:00,331,,n/e,n/e,n/e,n/e,4836,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,3826,,6999,,4313,,n/e,n/e,45577,,n/e,n/e,n/e,n/e,0,,97,,558,,12269,
20:00 - 21:00,331,,n/e,n/e,n/e,n/e,4806,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,3049,,6719,,3940,,n/e,n/e,45848,,n/e,n/e,n/e,n/e,0,,97,,559,,12536,
21:00 - 22:00,330,,n/e,n/e,n/e,n/e,4391,,15,,188,,n/e,n/e,n/e,n/e,n/e,n/e,1168,,6268,,3213,,n/e,n/e,46042,,n/e,n/e,n/e,n/e,0,,97,,557,,12447,
22:00 - 23:00,335,,n/e,n/e,n/e,n/e,4513,,15,,189,,n/e,n/e,n/e,n/e,n/e,n/e,1110,,6107,,3379,,n/e,n/e,46521,,n/e,n/e,n/e,n/e,0,,97,,543,,11712,
23:00 - 00:00,346,,n/e,n/e,n/e,n/e,4632,,15,,189,,n/e,n/e,n/e,n/e,n/e,n/e,1094,,6085,,3437,,n/e,n/e,46727,,n/e,n/e,n/e,n/e,0,,103,,405,,11381,
00:00 - 01:00,351,,n/e,n/e,n/e,n/e,3775,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,,465,5986,,2819,,n/e,n/e,46733,,n/e,n/e,n/e,n/e,0,,112,,353,,11271,
01:00 - 02:00,348,,n/e,n/e,n/e,n/e,3083,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,,1986,5788,,2551,,n/e,n/e,46854,,n/e,n/e,n/e,n/e,0,,109,,326,,10914,
02:00 - 03:00,343,,n/e,n/e,n/e,n/e,2731,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,,2367,5743,,2368,,n/e,n/e,47133,,n/e,n/e,n/e,n/e,0,,107,,266,,10452,
03:00 - 04:00,342,,n/e,n/e,n/e,n/e,2670,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,,2989,5671,,2323,,n/e,n/e,45766,,n/e,n/e,n/e,n/e,0,,107,,284,,10158,
04:00 - 05:00,325,,n/e,n/e,n/e,n/e,2806,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,,2922,5536,,2177,,n/e,n/e,45526,,n/e,n/e,n/e,n/e,0,,102,,280,,9850,
05:00 - 06:00,321,,n/e,n/e,n/e,n/e,2955,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,,2853,5759,,2067,,n/e,n/e,45895,,n/e,n/e,n/e,n/e,0,,101,,279,,9350,
06:00 - 07:00,335,,n/e,n/e,n/e,n/e,3160,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,,1737,5862,,2658,,n/e,n/e,47099,,n/e,n/e,n/e,n/e,0,,96,,267,,8601,
07:00 - 08:00,342,,n/e,n/e,n/e,n/e,3770,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,,624,6134,,3376,,n/e,n/e,47306,,n/e,n/e,n/e,n/e,247,,95,,254,,7897,
08:00 - 09:00,343,,n/e,n/e,n/e,n/e,4663,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,258,,6179,,3401,,n/e,n/e,47406,,n/e,n/e,n/e,n/e,304,,94,,256,,7253,
09:00 - 10:00,342,,n/e,n/e,n/e,n/e,5244,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,593,,6120,,3190,,n/e,n/e,47394,,n/e,n/e,n/e,n/e,680,,92,,229,,7030,
10:00 - 11:00,343,,n/e,n/e,n/e,n/e,5064,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,465,,6126,,3051,,n/e,n/e,47397,,n/e,n/e,n/e,n/e,1583,,90,,179,,6535,
11:00 - 12:00,341,,n/e,n/e,n/e,n/e,5168,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,451,,6193,,2807,,n/e,n/e,47406,,n/e,n/e,n/e,n/e,2588,,90,,145,,6155,
12:00 - 13:00,342,,n/e,n/e,n/e,n/e,5206,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,704,,6274,,3053,,n/e,n/e,47355,,n/e,n/e,n/e,n/e,3283,,92,,157,,6079,
13:00 - 14:00,342,,n/e,n/e,n/e,n/e,5169,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,659,,6287,,2991,,n/e,n/e,47309,,n/e,n/e,n/e,n/e,3293,,94,,169,,5906,
14:00 - 15:00,342,,n/e,n/e,n/e,n/e,5021,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,480,,6102,,2928,,n/e,n/e,47379,,n/e,n/e,n/e,n/e,2645,,88,,184,,5671,
15:00 - 16:00,342,,n/e,n/e,n/e,n/e,5003,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,1015,,6229,,3230,,n/e,n/e,47377,,n/e,n/e,n/e,n/e,1628,,88,,201,,5093,
16:00 - 17:00,342,,n/e,n/e,n/e,n/e,5090,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,1940,,6432,,3314,,n/e,n/e,47388,,n/e,n/e,n/e,n/e,631,,87,,183,,4357,
17:00 - 18:00,343,,n/e,n/e,n/e,n/e,5433,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,3085,,6875,,3744,,n/e,n/e,47431,,n/e,n/e,n/e,n/e,254,,87,,243,,4169,
18:00 - 19:00,343,,n/e,n/e,n/e,n/e,5504,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,3592,,6990,,4025,,n/e,n/e,47405,,n/e,n/e,n/e,n/e,0,,90,,337,,4456,
19:00 - 20:00,343,,n/e,n/e,n/e,n/e,5477,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,3684,,7002,,3843,,n/e,n/e,47415,,n/e,n/e,n/e,n/e,0,,94,,291,,4606,
20:00 - 21:00,341,,n/e,n/e,n/e,n/e,5456,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,1843,,6788,,3508,,n/e,n/e,47476,,n/e,n/e,n/e,n/e,0,,94,,305,,4678,
21:00 - 22:00,338,,n/e,n/e,n/e,n/e,5016,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,678,,6496,,3015,,n/e,n/e,47505,,n/e,n/e,n/e,n/e,0,,93,,361,,4830,
22:00 - 23:00,344,,n/e,n/e,n/e,n/e,5475,,15,,187,,n/e,n/e,n/e,n/e,n/e,n/e,830,,6350,,2413,,n/e,n/e,47425,,n/e,n/e,n/e,n/e,0,,93,,342,,4966,
23:00 - 00:00,344,,n/e,n/e,n/e,n/e,5221,,14,,187,,n/e,n/e,n/e,n/e,n/e,n/e,528,,6266,,2637,,n/e,n/e,47435,,n/e,n/e,n/e,n/e,0,,91,,298,,5059,
