00:00 - 01:00,253,,n/e,n/e,n/e,n/e,2232,,,3,260,,n/e,n/e,n/e,n/e,n/e,n/e,439,,2562,,555,,n/e,n/e,54079,,n/e,n/e,n/e,n/e,0,,92,,n/e,n/e,1753,
01:00 - 02:00,253,,n/e,n/e,n/e,n/e,2259,,,3,260,,n/e,n/e,n/e,n/e,n/e,n/e,,864,2514,,378,,n/e,n/e,54058,,n/e,n/e,n/e,n/e,0,,93,,n/e,n/e,1430,
02:00 - 03:00,253,,n/e,n/e,n/e,n/e,2242,,,3,260,,n/e,n/e,n/e,n/e,n/e,n/e,,2841,2602,,200,,n/e,n/e,52326,,n/e,n/e,n/e,n/e,0,,93,,n/e,n/e,1214,
03:00 - 04:00,252,,n/e,n/e,n/e,n/e,2251,,,3,258,,n/e,n/e,n/e,n/e,n/e,n/e,,2876,2676,,390,,n/e,n/e,51806,,n/e,n/e,n/e,n/e,0,,90,,n/e,n/e,1031,
04:00 - 05:00,252,,n/e,n/e,n/e,n/e,2229,,,3,257,,n/e,n/e,n/e,n/e,n/e,n/e,,1997,2662,,238,,n/e,n/e,51749,,n/e,n/e,n/e,n/e,0,,90,,n/e,n/e,918,
05:00 - 06:00,248,,n/e,n/e,n/e,n/e,2245,,,3,257,,n/e,n/e,n/e,n/e,n/e,n/e,,1441,2642,,120,,n/e,n/e,52181,,n/e,n/e,n/e,n/e,0,,90,,n/e,n/e,878,
06:00 - 07:00,246,,n/e,n/e,n/e,n/e,2334,,,3,256,,n/e,n/e,n/e,n/e,n/e,n/e,,2098,2597,,191,,n/e,n/e,51731,,n/e,n/e,n/e,n/e,0,,95,,n/e,n/e,1003,
07:00 - 08:00,246,,n/e,n/e,n/e,n/e,2332,,,3,256,,n/e,n/e,n/e,n/e,n/e,n/e,,2921,2730,,267,,n/e,n/e,50412,,n/e,n/e,n/e,n/e,100,,92,,n/e,n/e,1173,
08:00 - 09:00,246,,n/e,n/e,n/e,n/e,2316,,,2,256,,n/e,n/e,n/e,n/e,n/e,n/e,,2279,2847,,562,,n/e,n/e,51926,,n/e,n/e,n/e,n/e,356,,90,,n/e,n/e,1500,
09:00 - 10:00,246,,n/e,n/e,n/e,n/e,2327,,,3,257,,n/e,n/e,n/e,n/e,n/e,n/e,,1315,2881,,533,,n/e,n/e,52770,,n/e,n/e,n/e,n/e,879,,87,,n/e,n/e,1836,
10:00 - 11:00,245,,n/e,n/e,n/e,n/e,2325,,,3,257,,n/e,n/e,n/e,n/e,n/e,n/e,,383,2757,,388,,n/e,n/e,53509,,n/e,n/e,n/e,n/e,1281,,82,,n/e,n/e,2199,
11:00 - 12:00,245,,n/e,n/e,n/e,n/e,2313,,,3,257,,n/e,n/e,n/e,n/e,n/e,n/e,771,,2801,,386,,n/e,n/e,53469,,n/e,n/e,n/e,n/e,1424,,82,,n/e,n/e,2544,
