Week,2023,Dispa-SET_Date
1,0.8295474100843229,2023-01-01 00:00:00+00:00
2,0.9304766821545344,2023-01-08 00:00:00+00:00
3,0.8950266735501635,2023-01-15 00:00:00+00:00
4,0.7217346411977285,2023-01-22 00:00:00+00:00
5,0.8335914644639477,2023-01-29 00:00:00+00:00
6,0.8176733780760627,2023-02-05 00:00:00+00:00
7,0.8252452245740837,2023-02-12 00:00:00+00:00
8,0.805971433488212,2023-02-19 00:00:00+00:00
9,0.8694716916193427,2023-02-26 00:00:00+00:00
10,0.7256926518671485,2023-03-05 00:00:00+00:00
11,1.0,2023-03-12 00:00:00+00:00
12,0.0427637239717776,2023-03-19 00:00:00+00:00
13,0.8323008088108759,2023-03-26 00:00:00+00:00
14,0.8281707107210463,2023-04-02 00:00:00+00:00
15,0.99406298399587,2023-04-09 00:00:00+00:00
16,0.8809155050765789,2023-04-16 00:00:00+00:00
17,0.6634830493890896,2023-04-23 00:00:00+00:00
18,0.8075202202718981,2023-04-30 00:00:00+00:00
19,0.6901565995525727,2023-05-07 00:00:00+00:00
20,0.7397177766305283,2023-05-14 00:00:00+00:00
21,0.7568404749612804,2023-05-21 00:00:00+00:00
22,0.8132851488556186,2023-05-28 00:00:00+00:00
23,0.7674238513164687,2023-06-04 00:00:00+00:00
24,0.7459129237652727,2023-06-11 00:00:00+00:00
25,0.756582343830666,2023-06-18 00:00:00+00:00
26,0.8236964377903975,2023-06-25 00:00:00+00:00
27,0.9180863878850456,2023-07-02 00:00:00+00:00
28,0.7755980037859233,2023-07-09 00:00:00+00:00
29,0.7769747031491998,2023-07-16 00:00:00+00:00
30,0.7823954568921012,2023-07-23 00:00:00+00:00
31,0.7861813801411117,2023-07-30 00:00:00+00:00
32,0.8530373429702289,2023-08-06 00:00:00+00:00
33,0.7135604887282739,2023-08-13 00:00:00+00:00
34,0.7330063672345551,2023-08-20 00:00:00+00:00
35,0.7367922904835656,2023-08-27 00:00:00+00:00
36,0.6628807434176561,2023-09-03 00:00:00+00:00
37,0.672517638960592,2023-09-10 00:00:00+00:00
38,0.7625193598347961,2023-09-17 00:00:00+00:00
39,0.8882292204439856,2023-09-24 00:00:00+00:00
40,0.9023403889175702,2023-10-01 00:00:00+00:00
41,0.7640681466184822,2023-10-08 00:00:00+00:00
42,0.8433144037170883,2023-10-15 00:00:00+00:00
43,0.0416451557391154,2023-10-22 00:00:00+00:00
44,0.9586990191017036,2023-10-29 00:00:00+00:00
45,0.8104457064188608,2023-11-05 00:00:00+00:00
46,0.8104457064188608,2023-11-12 00:00:00+00:00
47,0.7787816210635002,2023-11-19 00:00:00+00:00
48,0.7965066253656857,2023-11-26 00:00:00+00:00
49,0.7120977456547927,2023-12-03 00:00:00+00:00
50,0.84262605403545,2023-12-10 00:00:00+00:00
51,0.9062983995869902,2023-12-17 00:00:00+00:00
52,0.5821717432455688,2023-12-24 00:00:00+00:00
53,0.0304594734124935,2023-12-31 00:00:00+00:00
54,0.0304594734124935,2024-01-07 00:00:00+00:00
