00:00 - 01:00,0,,2789,,68,,455,,6032,,180,,n/e,n/e,n/e,n/e,n/e,n/e,42,,292,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3894,
01:00 - 02:00,0,,2586,,68,,454,,5995,,180,,n/e,n/e,n/e,n/e,n/e,n/e,9,,290,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3829,
02:00 - 03:00,0,,2416,,70,,455,,5860,,181,,n/e,n/e,n/e,n/e,n/e,n/e,0,,290,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3983,
03:00 - 04:00,0,,2330,,71,,454,,5782,,180,,n/e,n/e,n/e,n/e,n/e,n/e,0,,290,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4083,
04:00 - 05:00,0,,2357,,73,,455,,5883,,181,,n/e,n/e,n/e,n/e,n/e,n/e,0,,290,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4089,
05:00 - 06:00,0,,2287,,75,,454,,5878,,181,,n/e,n/e,n/e,n/e,n/e,n/e,0,,290,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4218,
06:00 - 07:00,0,,2185,,74,,454,,5789,,181,,n/e,n/e,n/e,n/e,n/e,n/e,0,,290,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4243,
07:00 - 08:00,0,,2163,,72,,453,,5783,,181,,n/e,n/e,n/e,n/e,n/e,n/e,0,,290,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4236,
08:00 - 09:00,0,,2186,,71,,454,,5865,,183,,n/e,n/e,n/e,n/e,n/e,n/e,18,,289,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4210,
09:00 - 10:00,0,,2634,,71,,453,,6210,,183,,n/e,n/e,n/e,n/e,n/e,n/e,20,,303,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4094,
10:00 - 11:00,0,,2743,,71,,454,,6166,,184,,n/e,n/e,n/e,n/e,n/e,n/e,20,,316,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4004,
11:00 - 12:00,0,,2654,,71,,455,,6105,,184,,n/e,n/e,n/e,n/e,n/e,n/e,126,,320,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3994,
12:00 - 13:00,0,,2879,,71,,454,,6136,,183,,n/e,n/e,n/e,n/e,n/e,n/e,167,,320,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4015,
13:00 - 14:00,0,,3326,,71,,454,,6279,,184,,n/e,n/e,n/e,n/e,n/e,n/e,229,,321,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3838,
14:00 - 15:00,0,,3558,,70,,454,,6297,,186,,n/e,n/e,n/e,n/e,n/e,n/e,258,,329,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3501,
15:00 - 16:00,0,,3622,,71,,456,,6541,,187,,n/e,n/e,n/e,n/e,n/e,n/e,211,,330,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3219,
16:00 - 17:00,0,,3864,,72,,512,,7191,,187,,n/e,n/e,n/e,n/e,n/e,n/e,265,,344,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2915,
17:00 - 18:00,0,,3745,,72,,547,,6915,,186,,n/e,n/e,n/e,n/e,n/e,n/e,239,,345,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2963,
18:00 - 19:00,0,,3792,,72,,549,,6764,,185,,n/e,n/e,n/e,n/e,n/e,n/e,176,,346,,50,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2942,
19:00 - 20:00,0,,3913,,73,,548,,6894,,188,,n/e,n/e,n/e,n/e,n/e,n/e,116,,345,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2802,
20:00 - 21:00,0,,3961,,73,,548,,6940,,190,,n/e,n/e,n/e,n/e,n/e,n/e,108,,342,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2656,
21:00 - 22:00,0,,3588,,74,,550,,6567,,193,,n/e,n/e,n/e,n/e,n/e,n/e,82,,325,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2582,
22:00 - 23:00,0,,3335,,74,,551,,6373,,198,,n/e,n/e,n/e,n/e,n/e,n/e,10,,313,,7,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2449,
23:00 - 00:00,0,,2996,,74,,549,,6452,,203,,n/e,n/e,n/e,n/e,n/e,n/e,0,,317,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2371,
00:00 - 01:00,0,,2912,,74,,549,,6568,,206,,n/e,n/e,n/e,n/e,n/e,n/e,0,,315,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2290,
