Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,TE Šoštanj,844,1.0,SI,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NE Krško,696,1.0,SI,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PE Brestanica,350,1.0,SI,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ČHE Avče elektrarna,180,1.0,SI,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HE Zlatoličje,126,1.0,SI,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HE Formin,116,1.0,SI,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TE TE-TOL,112,1.0,SI,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
