00:00 - 01:00,57,,200,,n/e,n/e,133,,61,,65,,n/e,n/e,n/e,n/e,n/e,n/e,0,,257,,0,,n/e,n/e,1905,,419,,35,,0,,n/e,n/e,n/e,n/e,0,
01:00 - 02:00,57,,198,,n/e,n/e,139,,66,,65,,n/e,n/e,n/e,n/e,n/e,n/e,0,,250,,0,,n/e,n/e,1908,,424,,34,,0,,n/e,n/e,n/e,n/e,0,
02:00 - 03:00,43,,193,,n/e,n/e,134,,51,,58,,n/e,n/e,n/e,n/e,n/e,n/e,0,,100,,0,,n/e,n/e,1915,,414,,33,,0,,n/e,n/e,n/e,n/e,0,
03:00 - 04:00,32,,208,,n/e,n/e,133,,50,,58,,n/e,n/e,n/e,n/e,n/e,n/e,0,,101,,0,,n/e,n/e,1916,,418,,33,,0,,n/e,n/e,n/e,n/e,0,
04:00 - 05:00,31,,211,,n/e,n/e,137,,51,,58,,n/e,n/e,n/e,n/e,n/e,n/e,0,,100,,0,,n/e,n/e,1917,,425,,35,,0,,n/e,n/e,n/e,n/e,0,
05:00 - 06:00,31,,211,,n/e,n/e,139,,51,,57,,n/e,n/e,n/e,n/e,n/e,n/e,0,,100,,0,,n/e,n/e,1918,,427,,35,,0,,n/e,n/e,n/e,n/e,0,
06:00 - 07:00,32,,211,,n/e,n/e,141,,51,,58,,n/e,n/e,n/e,n/e,n/e,n/e,,0,101,,0,,n/e,n/e,1917,,424,,36,,0,,n/e,n/e,n/e,n/e,0,
07:00 - 08:00,33,,211,,n/e,n/e,134,,51,,58,,n/e,n/e,n/e,n/e,n/e,n/e,,206,101,,0,,n/e,n/e,1917,,424,,36,,0,,n/e,n/e,n/e,n/e,0,
08:00 - 09:00,32,,212,,n/e,n/e,142,,56,,58,,n/e,n/e,n/e,n/e,n/e,n/e,,206,220,,0,,n/e,n/e,1918,,427,,35,,0,,n/e,n/e,n/e,n/e,0,
09:00 - 10:00,32,,213,,n/e,n/e,144,,56,,57,,n/e,n/e,n/e,n/e,n/e,n/e,,206,221,,0,,n/e,n/e,1917,,426,,34,,1,,n/e,n/e,n/e,n/e,0,
10:00 - 11:00,31,,209,,n/e,n/e,133,,55,,57,,n/e,n/e,n/e,n/e,n/e,n/e,,2,219,,0,,n/e,n/e,1918,,417,,35,,37,,n/e,n/e,n/e,n/e,0,
11:00 - 12:00,32,,210,,n/e,n/e,134,,56,,58,,n/e,n/e,n/e,n/e,n/e,n/e,0,,243,,0,,n/e,n/e,1918,,421,,36,,91,,n/e,n/e,n/e,n/e,0,
12:00 - 13:00,32,,210,,n/e,n/e,126,,54,,58,,n/e,n/e,n/e,n/e,n/e,n/e,0,,247,,0,,n/e,n/e,1918,,423,,36,,132,,n/e,n/e,n/e,n/e,0,
13:00 - 14:00,32,,211,,n/e,n/e,141,,53,,58,,n/e,n/e,n/e,n/e,n/e,n/e,0,,271,,27,,n/e,n/e,1918,,426,,34,,139,,n/e,n/e,n/e,n/e,0,
14:00 - 15:00,33,,210,,n/e,n/e,135,,53,,58,,n/e,n/e,n/e,n/e,n/e,n/e,0,,256,,0,,n/e,n/e,1916,,421,,31,,117,,n/e,n/e,n/e,n/e,0,
15:00 - 16:00,34,,211,,n/e,n/e,139,,53,,57,,n/e,n/e,n/e,n/e,n/e,n/e,0,,244,,0,,n/e,n/e,1917,,426,,32,,83,,n/e,n/e,n/e,n/e,0,
16:00 - 17:00,34,,210,,n/e,n/e,135,,54,,57,,n/e,n/e,n/e,n/e,n/e,n/e,0,,238,,0,,n/e,n/e,1916,,423,,31,,46,,n/e,n/e,n/e,n/e,0,
17:00 - 18:00,33,,209,,n/e,n/e,107,,52,,57,,n/e,n/e,n/e,n/e,n/e,n/e,0,,264,,0,,n/e,n/e,1914,,420,,30,,12,,n/e,n/e,n/e,n/e,0,
18:00 - 19:00,33,,208,,n/e,n/e,100,,51,,57,,n/e,n/e,n/e,n/e,n/e,n/e,0,,264,,0,,n/e,n/e,1910,,417,,30,,0,,n/e,n/e,n/e,n/e,0,
19:00 - 20:00,33,,210,,n/e,n/e,99,,51,,57,,n/e,n/e,n/e,n/e,n/e,n/e,100,,279,,30,,n/e,n/e,1914,,423,,31,,0,,n/e,n/e,n/e,n/e,0,
20:00 - 21:00,32,,212,,n/e,n/e,100,,52,,57,,n/e,n/e,n/e,n/e,n/e,n/e,100,,285,,30,,n/e,n/e,1915,,431,,35,,0,,n/e,n/e,n/e,n/e,0,
21:00 - 22:00,33,,214,,n/e,n/e,100,,53,,57,,n/e,n/e,n/e,n/e,n/e,n/e,100,,285,,0,,n/e,n/e,1915,,434,,37,,1,,n/e,n/e,n/e,n/e,0,
22:00 - 23:00,33,,221,,n/e,n/e,128,,54,,58,,n/e,n/e,n/e,n/e,n/e,n/e,1,,270,,0,,n/e,n/e,1915,,438,,38,,0,,n/e,n/e,n/e,n/e,0,
23:00 - 00:00,33,,216,,n/e,n/e,128,,52,,57,,n/e,n/e,n/e,n/e,n/e,n/e,0,,213,,0,,n/e,n/e,1914,,425,,37,,0,,n/e,n/e,n/e,n/e,0,
00:00 - 01:00,32,,212,,n/e,n/e,127,,51,,57,,n/e,n/e,n/e,n/e,n/e,n/e,0,,208,,0,,n/e,n/e,1915,,426,,37,,0,,n/e,n/e,n/e,n/e,0,
01:00 - 02:00,33,,210,,n/e,n/e,123,,51,,57,,n/e,n/e,n/e,n/e,n/e,n/e,0,,149,,0,,n/e,n/e,1913,,424,,37,,0,,n/e,n/e,n/e,n/e,0,
02:00 - 03:00,33,,207,,n/e,n/e,122,,50,,57,,n/e,n/e,n/e,n/e,n/e,n/e,0,,117,,0,,n/e,n/e,1906,,419,,35,,0,,n/e,n/e,n/e,n/e,0,
03:00 - 04:00,33,,209,,n/e,n/e,131,,51,,57,,n/e,n/e,n/e,n/e,n/e,n/e,0,,116,,0,,n/e,n/e,1913,,427,,35,,0,,n/e,n/e,n/e,n/e,0,
04:00 - 05:00,33,,208,,n/e,n/e,129,,51,,57,,n/e,n/e,n/e,n/e,n/e,n/e,0,,120,,0,,n/e,n/e,1915,,417,,34,,0,,n/e,n/e,n/e,n/e,0,
05:00 - 06:00,32,,208,,n/e,n/e,133,,50,,57,,n/e,n/e,n/e,n/e,n/e,n/e,,0,121,,0,,n/e,n/e,1915,,418,,34,,0,,n/e,n/e,n/e,n/e,0,
06:00 - 07:00,32,,207,,n/e,n/e,138,,51,,57,,n/e,n/e,n/e,n/e,n/e,n/e,,206,120,,0,,n/e,n/e,1913,,421,,32,,0,,n/e,n/e,n/e,n/e,0,
07:00 - 08:00,32,,211,,n/e,n/e,143,,51,,57,,n/e,n/e,n/e,n/e,n/e,n/e,,2,123,,0,,n/e,n/e,1913,,424,,33,,0,,n/e,n/e,n/e,n/e,0,
08:00 - 09:00,32,,210,,n/e,n/e,139,,56,,58,,n/e,n/e,n/e,n/e,n/e,n/e,0,,206,,0,,n/e,n/e,1914,,425,,34,,0,,n/e,n/e,n/e,n/e,0,
09:00 - 10:00,32,,209,,n/e,n/e,146,,62,,58,,n/e,n/e,n/e,n/e,n/e,n/e,0,,207,,0,,n/e,n/e,1915,,426,,34,,0,,n/e,n/e,n/e,n/e,0,
10:00 - 11:00,33,,213,,n/e,n/e,145,,58,,58,,n/e,n/e,n/e,n/e,n/e,n/e,0,,231,,0,,n/e,n/e,1911,,432,,34,,8,,n/e,n/e,n/e,n/e,0,
11:00 - 12:00,34,,212,,n/e,n/e,152,,58,,58,,n/e,n/e,n/e,n/e,n/e,n/e,0,,243,,0,,n/e,n/e,1916,,440,,36,,27,,n/e,n/e,n/e,n/e,0,
12:00 - 13:00,33,,212,,n/e,n/e,152,,58,,58,,n/e,n/e,n/e,n/e,n/e,n/e,0,,272,,0,,n/e,n/e,1915,,435,,36,,50,,n/e,n/e,n/e,n/e,0,
13:00 - 14:00,33,,209,,n/e,n/e,150,,57,,59,,n/e,n/e,n/e,n/e,n/e,n/e,0,,276,,0,,n/e,n/e,1916,,427,,36,,67,,n/e,n/e,n/e,n/e,0,
14:00 - 15:00,33,,212,,n/e,n/e,151,,57,,59,,n/e,n/e,n/e,n/e,n/e,n/e,0,,289,,0,,n/e,n/e,1915,,432,,36,,63,,n/e,n/e,n/e,n/e,0,
15:00 - 16:00,33,,211,,n/e,n/e,153,,57,,59,,n/e,n/e,n/e,n/e,n/e,n/e,0,,283,,0,,n/e,n/e,1914,,442,,37,,48,,n/e,n/e,n/e,n/e,0,
16:00 - 17:00,33,,204,,n/e,n/e,145,,56,,59,,n/e,n/e,n/e,n/e,n/e,n/e,0,,272,,0,,n/e,n/e,1912,,436,,36,,24,,n/e,n/e,n/e,n/e,0,
17:00 - 18:00,33,,208,,n/e,n/e,133,,56,,59,,n/e,n/e,n/e,n/e,n/e,n/e,0,,290,,0,,n/e,n/e,1911,,442,,35,,3,,n/e,n/e,n/e,n/e,0,
18:00 - 19:00,34,,206,,n/e,n/e,133,,56,,60,,n/e,n/e,n/e,n/e,n/e,n/e,0,,288,,0,,n/e,n/e,1909,,445,,35,,0,,n/e,n/e,n/e,n/e,0,
19:00 - 20:00,34,,210,,n/e,n/e,103,,56,,60,,n/e,n/e,n/e,n/e,n/e,n/e,0,,291,,0,,n/e,n/e,1912,,444,,36,,0,,n/e,n/e,n/e,n/e,0,
20:00 - 21:00,33,,211,,n/e,n/e,103,,56,,60,,n/e,n/e,n/e,n/e,n/e,n/e,0,,291,,70,,n/e,n/e,1911,,444,,37,,0,,n/e,n/e,n/e,n/e,0,
21:00 - 22:00,33,,215,,n/e,n/e,119,,58,,60,,n/e,n/e,n/e,n/e,n/e,n/e,0,,285,,1,,n/e,n/e,1912,,451,,37,,0,,n/e,n/e,n/e,n/e,0,
22:00 - 23:00,33,,208,,n/e,n/e,138,,61,,60,,n/e,n/e,n/e,n/e,n/e,n/e,0,,238,,0,,n/e,n/e,1909,,443,,37,,1,,n/e,n/e,n/e,n/e,0,
23:00 - 00:00,33,,204,,n/e,n/e,137,,61,,60,,n/e,n/e,n/e,n/e,n/e,n/e,0,,235,,0,,n/e,n/e,1912,,424,,37,,0,,n/e,n/e,n/e,n/e,0,
00:00 - 01:00,33,,211,,n/e,n/e,140,,56,,60,,n/e,n/e,n/e,n/e,n/e,n/e,0,,199,,0,,n/e,n/e,1913,,386,,38,,0,,n/e,n/e,n/e,n/e,0,
01:00 - 02:00,33,,212,,n/e,n/e,138,,55,,59,,n/e,n/e,n/e,n/e,n/e,n/e,0,,196,,0,,n/e,n/e,1913,,387,,38,,0,,n/e,n/e,n/e,n/e,0,
