00:00 - 01:00,68,,n/e,n/e,n/e,n/e,313,,120,,11,,n/e,n/e,n/e,n/e,0,,130,4,252,,1046,,n/e,n/e,n/e,n/e,n/e,n/e,46,,0,,4,,n/e,n/e,20,
01:00 - 02:00,68,,n/e,n/e,n/e,n/e,313,,123,,12,,n/e,n/e,n/e,n/e,0,,130,4,233,,1034,,n/e,n/e,n/e,n/e,n/e,n/e,46,,0,,4,,n/e,n/e,24,
02:00 - 03:00,68,,n/e,n/e,n/e,n/e,312,,123,,12,,n/e,n/e,n/e,n/e,0,,130,4,233,,1028,,n/e,n/e,n/e,n/e,n/e,n/e,46,,0,,4,,n/e,n/e,45,
03:00 - 04:00,68,,n/e,n/e,n/e,n/e,311,,123,,12,,n/e,n/e,n/e,n/e,0,,130,4,233,,1029,,n/e,n/e,n/e,n/e,n/e,n/e,46,,0,,4,,n/e,n/e,70,
04:00 - 05:00,68,,n/e,n/e,n/e,n/e,310,,122,,12,,n/e,n/e,n/e,n/e,0,,130,4,232,,1030,,n/e,n/e,n/e,n/e,n/e,n/e,46,,0,,4,,n/e,n/e,109,
05:00 - 06:00,68,,n/e,n/e,n/e,n/e,309,,121,,13,,n/e,n/e,n/e,n/e,0,,134,4,193,,1042,,n/e,n/e,n/e,n/e,n/e,n/e,46,,0,,4,,n/e,n/e,164,
06:00 - 07:00,68,,n/e,n/e,n/e,n/e,311,,122,,13,,n/e,n/e,n/e,n/e,0,,136,4,208,,1045,,n/e,n/e,n/e,n/e,n/e,n/e,46,,0,,4,,n/e,n/e,227,
07:00 - 08:00,67,,n/e,n/e,n/e,n/e,311,,141,,13,,n/e,n/e,n/e,n/e,0,,137,4,226,,1016,,n/e,n/e,n/e,n/e,n/e,n/e,48,,4,,4,,n/e,n/e,307,
08:00 - 09:00,67,,n/e,n/e,n/e,n/e,310,,141,,12,,n/e,n/e,n/e,n/e,0,,138,4,230,,1022,,n/e,n/e,n/e,n/e,n/e,n/e,48,,9,,4,,n/e,n/e,318,
09:00 - 10:00,68,,n/e,n/e,n/e,n/e,311,,142,,11,,n/e,n/e,n/e,n/e,0,,139,4,230,,1040,,n/e,n/e,n/e,n/e,n/e,n/e,48,,16,,4,,n/e,n/e,321,
