Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon,Lat/Lon
,TE Šoštanj,844,1.0,SI,,,STUR,LIG,0.38,6.0,6.0,0.01171875,0.01953125,60000.0,,0.0,0.295857988,0.35,6.0,1.49,,,,,,,,,,,,,,,,,,,,
,NE Krško,696,1.0,SI,,,STUR,NUC,1.0,24.0,24.0,0.0033333333333333,0.0033333333333333,,0.0,0.0,0.5,1.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,
,PE Brestanica,350,1.0,SI,,,COMC,GAS,0.525,5.0,1.0,0.0319142857,0.0319142857,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,,,,,,,
,ČHE Avče elektrarna,180,1.0,SI,,,HPHS,WAT,0.86,0.0,0.0,1.6666666667,1.6666666667,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,0.0,0.0,180.0,0.86,,,,,,,,
,HE Zlatoličje,126,1.0,SI,,,HROR,WAT,1.0,0.0,0.0,1.746031746,1.746031746,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
,HE Formin,116,1.0,SI,,,HROR,WAT,1.0,0.0,0.0,1.8965517241,1.8965517241,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
,TE TE-TOL,112,1.0,SI,,,STUR,LIG,0.385,8.0,6.0,0.0442477876,0.0442477876,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_Solar_SI,278,1.0,SI,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_WIN_SI,3,1.0,SI,,,WTOF,WIN,1.0,0.0,0.0,1.2962962963,1.2962962963,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_BIO_SI,23,1.0,SI,,,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,12.5,1.3,0.35,0.35,1.0,0.0,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_GAS_SI,196,1.0,SI,,,COMC,GAS,0.525,5.0,1.0,0.0550246305,0.0550246305,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_LIG_SI,11,1.0,SI,,,STUR,LIG,0.385,8.0,6.0,0.0442477876,0.0442477876,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_OIL_SI,58,1.0,SI,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_WAT_SI,869,1.0,SI,,,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_WST_SI,38,1.0,SI,,,STUR,WST,0.2,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,
