electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,postcode,address,region,country,commissioning_date,solar_mounting_type,chp,capacity_individual_turbine,number_of_turbines,site_name,uk_beis_id,operator,comment
2.6,Renewable energy,Solar,,Photovoltaics,BEIS,UKI,UKI5,UKI52,0.28272046918964,51.55872482195308,Greater London,,Cranham Golf Course St. Marys Lane Upminster,London,England,2016-12-21,Ground,,,,Cranham Golf Course Solar Park,2117,Cranham Golf Course,
15.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.01970150074235,54.54399862490878,Co. Tyrone,,"Sixmilecross/Carrickmore, Omagh",Northern Ireland,Northern Ireland,2016-12-22,,,2.5,6,Gortfinbar,3933,Energia Renewables,
9.2,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN12,-6.41242079837253,55.01009120147741,Co. Antrim,,"Glenbuck, Dunloy",Northern Ireland,Northern Ireland,2016-12-22,,,2.3,4,Glenbuck,3961,Energia Renewables,
13.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM73,-2.53447962897195,55.92641369466266,Borders,TD11 3SR,"Crystal Rigg Wind Farm, Cranshaws Duns, Scottish Borders",Scotland,Scotland,2016-12-22,,,2.3,6,Crystal Rig Wind Farm Phase III,4215,Fred Olsen Renewables,
17.5,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH3,UKH36,0.86776145333329,51.65150270062957,Essex,CM0 7JJ,"Turncole Farm, The Marshes, Southminster, Essex",Eastern,England,2016-12-22,,,2.0,7,Turncole Wind Farm,4067,RES/ Aviva,
6.9,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN11,-6.94295757156643,54.55054974565481,Co. Tyrone,,"Crockanavark, Eshmore and Altaglushan Townlands , Galbally, Dungannon. Co Tyrone",Northern Ireland,Northern Ireland,2016-12-22,,,2.3,3,Eshmore,4111,Energia Renewables,
2.9,Renewable energy,Solar,,Photovoltaics,BEIS,UKF,UKF2,UKF25,-0.84298326729284,52.45835794649973,Northamptonshire,LE16 8HB ,"Eckland Lodge Farm, Desborough Road, Braybrooke",East Midlands,England,2016-12-23,Ground,,,,Eckland Lodge Farm,4705,Stuart Howes & Son Ltd,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKL,UKL1,UKL16,-3.07937975137032,51.62139367230157,Torfaen,NP44 7AS,"Church Farm, Cwm Lane, Henllys, Cwmbran, Gwent",Wales,Wales,2016-12-29,Ground,,,,Cwrt Henllys Farm,5524,Lightsource Renewable Energy,
4.7,Renewable energy,Solar,,Photovoltaics,BEIS,UKF,UKF1,UKF13,-1.65724535192302,53.02686923340784,Derbyshire,DE6 1NU,"Land at Dayfields Farm, Atlow, Ashbourne, Derbyshire",East Midlands,England,2016-12-30,Ground,,,,Land at Dayfields Farm,5063,TGC Renewables,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKE,UKE4,UKE42,-1.57145239986682,53.71188791731703,West Yorkshire,WF3 1HA,"Batley Road, Tingley, Wakefield",Yorkshire and Humber,England,2017-01-02,Ground,,,,Haigh Hall Solar Farm (Resubmission),6402,Athos Solar,
1.0,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKD,UKD1,UKD11,-3.33254530586293,54.75102037117708,Cumbria,CA7 2BG,"Arkleby Mill, Ellen Bank, Arkleby, Wigton",North West,England,2017-01-02,,no,,,Arkleby Mill,5645,Mssrs R Miller Ltd,
4.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK4,UKK43,-3.46573173721056,50.76677752898971,Devon,EX4 0BQ,"Land At Francis Court Farm (west Of The M5 Adjacent To Cutton Alders Wood, South Of Cutton Farm ) Poltimore",South West,England,2017-01-02,Ground,,,,St Francis Court Farm,2145,Martifer Solar (Voltalia),
12.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL15,-3.44960594327919,51.56036890292755,Mid Glamorgan,,,Wales,Wales,2017-01-03,,,2.0,6,Mynydd Portref Wind Farm extension,4194,REG Windpower,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKJ,UKJ1,UKJ11,-1.19321982151799,51.37966183550517,Berkshire,RG7 5S,"Land West Of Gravel Works, Station Road, Woolhampton, Reading, Berkshire",South East,England,2017-01-03,Ground,,,,"Gravel Works, Wasing Estate",5143,NESF (formerly INRG Solar),
6.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKF,UKF2,UKF22,-1.36897137441862,52.66371673844271,Leicestershire,CV13 0QL,"Crown Farm, Bagworth Road, Nailstone, Nuneaton, Warwickshire, West Midlands",East Midlands,England,2017-01-03,Ground,,,,Crown Farm,5357,Suncredit UK (Sunventures 7),
5.0,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-0.53363566578345,53.71721978271596,Humberside,HU14 3HH,"Land South West Of Melton Waste, Gibson Lane, Melton, North Ferriby, Humberside",Yorkshire and Humber,England,2017-01-03,,,2.5,2,Melton Waste Park (resubmission),4995,Seneca Global Energy,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKJ,UKJ1,UKJ14,-1.33325504853729,51.96206586316858,Oxfordshire,OX25 6JJ,"Hill Farm, Hill Farm Lane, Duns Tew, Bicester, Oxfordshire",South East,England,2017-01-03,Ground,,,,Hill Farm,5164,NESF (formerly Earthworm),
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKF,UKF1,UKF12,-1.25437287691099,53.23983227078079,Derbyshire,S44 6XE,"Land To The North And East Of, The Works, Whaley Road, Bolsover, Chesterfield, Derbyshire",East Midlands,England,2017-01-03,Ground,,,,Land at Bolsover Moor Quarry,5404,Lightsource Renewable Energy,
6.8,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK1,UKK15,-2.23140509528391,51.29025882411027,Wiltshire,BA14 9PP,"Land at Poles Hole Farm, Southwick, Trowbridge, Wiltshire",South West,England,2017-01-03,Ground,,,,Land at Poles Hole Farm     ,5324,Sunsave 13 (Southwick),
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK2,UKK22,-2.63878529262273,50.80989645770708,Dorset,DT2 0HS,"Land at Rampisham, Dorchester",South West,England,2017-01-03,Ground,,,,Rampisham North,4897,British Solar Renewables,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKE,UKE1,UKE13,-0.69468149421917,53.62010620732914,Humberside,,"Land adjacent to Flixborough Industrial Estate, Stather Road, Flixborough",Yorkshire and Humber,England,2017-01-03,Ground,,,,Flixborough Industrial Estate,5204,NESF (formerly INRG Solar),
3.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKJ,UKJ3,UKJ36,-1.20269407288108,50.94285996992817,Hampshire,SO32 2LL,"Forest Farm, Winchester Road, Waltham Chase, Southampton",South East,England,2017-01-03,Ground,,,,Forest Farm,5018,NESF (formerly Earthworm/Waltham Solar),
6.9,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN12,-6.41242079837253,55.01009120147741,Co. Antrim,,Glenbuck,Northern Ireland,Northern Ireland,2017-01-03,,,3.0,5,Glenbuck II,3962,Energia,
2.0,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKM,UKM7,UKM76,-3.67887313378668,55.99026526017301,Falkirk,FK2 0YG,"Avondale Quarry, Polmont, Falkirk, Central",Scotland,Scotland,2017-01-04,,no,,,Avondale Quarry (Pilot),6102,Grangemouth Generation Ltd,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK2,UKK23,-2.86517987330947,51.05757532963614,Somerset,TA10 0QR,"Land Os 4716 And Os 4300, Church Path, Aller, Langport, Somerset",South West,England,2017-01-04,Ground,,,,Aller Court Farm Solar Park,1646,NESF (formerly British Solar Renewables),
20.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL17,-3.52204318114556,51.58722792716156,Mid Glamorgan,,"Mynydd Maesteg, Mynydd Pwlle yr Helog, Ogmore Vale, Rhondda Valley",Wales,Wales,2017-01-05,,,2.5,8,Pant y wal extension,4409,Pennant Walters (PYWX),
4.6,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.37184972515659,56.81473321488802,Grampian,,"Paul Matthew Hill, Johnshaven, Montrose, Grampian, DD10 0HW",Scotland,Scotland,2017-01-05,,,2.3,2,Brotherton (formerly Paul Matthew Hill wind turbines),4411,Renewable Energy Ventures,
3.0,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKN,UKN1,UKN15,-6.19855164115491,54.8370901698833,Co. Antrim,BT42 3HJ,"Tully Quarry, 116 Moorfields Road, Ballymena ",Northern Ireland,Northern Ireland,2017-01-07,,,,,Tully Quarry,6134,Stream Bioenergy,
1.9,Renewable energy,Hydro,,Other or unspecified technology,BEIS,UKM,UKM6,UKM62,-4.50475467711657,57.31672159776149,Highland,IV63,"Land At Corbay Wood Glen, Coiltie, Drumnadrochit, Inverness",Scotland,Scotland,2017-01-07,,,,,River Coiltie Hydro Scheme,5418,Green Highland Renewables,
2.0,Renewable energy,Hydro,,Other or unspecified technology,BEIS,UKM,UKM6,UKM63,-4.7711001011037,56.78385694471981,Highland,,"Meall Mor 7000m Nw Of Corrour Station, Corrour, Highlands, PH30.",Scotland,Scotland,2017-01-08,,,,,Abhainn Gleann Nam Fiadh,498,Green Highland Renewables,
5.0,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKJ,UKJ1,UKJ13,-0.73822493748635,51.82062414056893,Buckinghamshire,HP22 5EZ,"Land at College Road North, Aston Clinton, Buckinghamshire",South East,England,2017-01-08,,yes,,,Arla Dairy Site,4906,Olleco and Arla Foods,
1.5,Renewable energy,Hydro,,Other or unspecified technology,BEIS,UKM,UKM6,UKM62,-5.0185546258586,57.25585493178982,Highland,,Land 1540M SW Of Affric Lodge Cannich,Scotland,Scotland,2017-01-08,,,,,Allt Garbh hydro,454,Green Highland Renewables (on behalf of Highland Hydro Services),
10.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN12,-6.86920894831693,54.89911150967756,Co. Derry / Londonderry,,west of Dowlins Bridge.  in the townlands of Knockoneill and Dunavenny on the Drumbane Road.  7.5km south of Garvagh,Northern Ireland,Northern Ireland,2017-01-09,,,3.0,4,Brockaghboy Wind Farm - extension,2888,Greencoat,
37.5,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN12,-6.76502815781755,54.98057024005742,Co. Derry / Londonderry,,"Land approximately 750m South East of Dowlin's Bridge, Drumbane Road, Garvagh, Coleraine, BT 51 5DR",Northern Ireland,Northern Ireland,2017-01-09,,,2.5,15,Brockaghboy Wind Farm,4249,Greencoat,
2.0,Renewable energy,Hydro,,Other or unspecified technology,BEIS,UKM,UKM6,UKM63,-4.57646624508114,56.88781517779481,Highland,PH22 1LB,Ghuilbinn Hydro Scheme Corrour Estate,Scotland,Scotland,2017-01-10,,,,,Ghuilbinn Hydro Scheme,495,Corrour Property Company,
2.0,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKM,UKM6,UKM62,-4.08886347534718,57.51818137602802,Highland,IV2 7JQ,"Ld 320M SW Of Norbord Europe, Dalcross, Inverness",Scotland,Scotland,2017-01-10,,no,,,Morayhill AD,5703,Morayhill,
1.5,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL13,-3.49878669838081,53.0175105594463,Clwyd,LL21 9AB,"Land at Bodtegir, part of the, Mwdwl Eithin, Nant Bach Wind Farm On Land At, Corwen",Wales,Wales,2017-01-11,,,1.5,1,Bodtegir,6033,Clean Earth Energy,
40.0,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKL,UKL1,UKL17,-3.74788548360431,51.56330867724279,West Glamorgan,,"Longlands Lane, Margam, Port Talbot",Wales,Wales,2017-01-12,,no,,,Margam Green Energy Plant,113,Glennmont Partners,
4.7,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL17,-3.84723868296815,51.77840113689558,West Glamorgan,,Mynydd Y Gwrhyd,Wales,Wales,2017-01-12,,,2.35,2,Mynydd Y Gwrhyd Windfarm (resubmission),3896,Awel Aman Tawe Community Energy,
13.8,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN10,-7.21361441783326,54.88379420056767,Co. Tyrone,,"Eglish Mountain in the townlands of Ballyartan and Glenlough (Co. Derry) and Ballyneaner (Co. Tyrone), accessing onto Ballyartan Road, Killaloo, Londonderry BT47 3TA",Northern Ireland,Northern Ireland,2017-01-13,,,2.3,6,Eglish Mountain,4264,ESB (Northern Wind Power),
7.5,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-0.11411504191095,53.67746888227759,Humberside,HU12 0AN,"Marsh Road, Ottringham, Hull, Humberside",Yorkshire and Humber,England,2017-01-15,,,2.5,3,Far Marsh Farm (Resubmission),4660,Private Developer,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKD,UKD6,UKD62,-2.38244350387232,53.1588950906437,Cheshire,CW11 1PA,"Land south of, Wood Lane, Bradwall, Sandbach, Cheshire",North West,England,2017-01-15,Ground,,,,Land south of Wood Lane (Safeguard Bradwell),5447,Lightsource Renewable Energy,
1.4,Renewable energy,Hydro,,Other or unspecified technology,BEIS,UKM,UKM6,UKM61,-5.42155058694598,57.42312245768807,Highland,,Land At River Taodail Attadale Strathcarron,Scotland,Scotland,2017-01-15,,,,,River Taodail Hydro,448,Gilkes Energy,
4.2,Renewable energy,Solar,,Photovoltaics,BEIS,UKF,UKF1,UKF15,-1.05533976969608,53.18742592308939,Nottinghamshire,NG21 9Q,"Land South Off, Ollerton Road, Edwinstowe, Mansfield",East Midlands,England,2017-01-15,Ground,,,,Land South Off Ollerton Road,5293,Anesco,
2.0,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK1,UKK13,-2.48286806723293,51.72372805349261,Gloucestershire,,"Dock Lane, Sharpness, Berkley, Gloucestershire",South West,England,2017-01-15,,,2.0,1,Sharpness Docks,3734,Partnerships for Renewables/AGR,
9.0,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKL,UKL2,UKL21,-2.96251552558683,51.5611413503955,Newport,NP19 4XE,"Liberty Steel, Corporation Road, Newport",Wales,Wales,2017-01-15,,,,,Liberty Steel Power Station,6184,SIMEC/ Liberty House,
4.0,Renewable energy,Wind,,Onshore,BEIS,UKG,UKG2,UKG24,-2.11722334282291,52.70241926132231,Staffordshire,ST19 5PH,"Rodbaston, Farm Drive, Rodbaston Campus, Stafford",West Midlands,England,2017-01-15,,,2.0,2,Rodbaston,3673,REG Windpower,
8.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL17,-3.74573921449941,51.58297981481063,Neath Port Talbot,,"Brombil, Port Talbot",Wales,Wales,2017-01-15,,,2.0,4,Mynydd Brombil Wind Farm,4193,REG Windpower,
1.6,Renewable energy,Hydro,,Other or unspecified technology,BEIS,UKM,UKM6,UKM62,-4.93165783831904,57.15821222266557,Highland,IV63 7YN ,"Ceannacroc Lodge, Glenmoriston, Inverness ",Scotland,Scotland,2017-01-15,,,,,Ceannacroc ,4707,Green Highland Renewables,
22.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-4.98967602591819,55.00066042760899,Strathclyde,,"NE/o Cairnryan, Stranraer, Dumfries and Galloway",Scotland,Scotland,2017-01-15,,,2.0,11,Glen App,4593,Scottish Power Renewables,
36.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-3.33386903148777,55.10709229355428,Dumfries and Galloway,,Near Langham and Lockerbie,Scotland,Scotland,2017-01-15,,,2.3,16,Ewe Hill (extension),3627,Scottish Power Renewables,
8.0,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC11,-1.32626061662227,54.54620774429115,County Durham,,"Stillington Industrial Estate, Stockton, village of Stillington, to the north west of Stockton and around three miles east of the A1(M",North East,England,2017-01-19,,,2.0,4,Lambs Hill,4390,Banks Renewables,
2.0,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKL,UKL2,UKL22,-3.13653549334981,51.47716537927064,Cardiff,CF14 2RX,"Cardiff Waste Water Treatment Works, Tide Fields Road, East Moors",Wales,Wales,2017-01-23,,,,,Cardiff Organic Waste Treatment Project (resubmission),5081,Kelda Organic Energy,
18.0,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE4,UKE44,-1.94079218349297,53.77082744144535,West Yorkshire,,"Withens Road, Wainstalls, Halifax, West Yorks. HX2 7TZ",Yorkshire and Humber,England,2017-01-24,,,2.5,9,Ovenden Moor (Repower) (Re-submission),4408,Yorkshire Windpower,
1.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKI,UKI4,UKI41,-0.00692992761659,51.52208852626525,Greater London,E3 3JG,Unit J Prologis Park Twelvetrees Crescent Bromley By Bow London E3 3JG,London,England,2017-01-24,Roof,,,,Bywaters Materials Recovery Facility Solar Array,6320,Bywaters,
1.3,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKK,UKK4,UKK43,-3.82381129957147,51.00506765553094,Devon,,"Great Hele Farm, Great Hele Lane, South Molton, Devon, EX36 4LB",South West,England,2017-01-25,,yes,,,Great Hele Farm AD farm waste,345,Greener for Life Energy,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKM,UKM7,UKM72,-3.14669167731065,56.14793677580433,Fife,KY1 3NN,"Ld To N Of Redhouse Grid Subst, Thornton Road, Kirkcaldy",Scotland,Scotland,2017-01-27,Ground,,,,Middle Balbeggie,5797,Lightsource Renewable Energy,
16.4,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF3,UKF30,-0.00073245644469,53.50991904713319,Lincolnshire,,"Bishopthorpe Farm, Bishopthorpe, Tetney, Grimsby, Humberside",East Midlands,England,2017-01-30,,,2.0,8,Bishopthorpe,4256,Greencoat UK (formerly BayWa r.e.),
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK2,UKK22,-2.55621270822852,50.82203688651923,Dorset,,"Southern Counties Leisure, Long Ash Lane, Wardon Hill",South West,England,2017-02-02,Ground,,,,Southern Counties Shooting Ground Phase 2 (resubmission),5891,British Solar Renewables,
7.5,Renewable energy,Solar,,Photovoltaics,BEIS,UKL,UKL1,UKL17,-3.62119860706242,51.76583912642565,West Glamorgan,,Land East of Maesgwyn Wind Farm Glynneath Neath,Wales,Wales,2017-02-15,Ground,,,,Maesgwyn solar farm,2215,Walters Group,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKL,UKL1,UKL15,-3.33215855916654,51.58343187113366,Rhondda Cynon Taff,CF37 1PS,"Berthlwyd Farm, Maendy Road, Penycoedcae, Pontypridd",Wales,Wales,2017-02-15,Ground,,,,Berthlwyd Farm,5560,Greencoat Capital,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKE,UKE2,UKE22,-1.39850689970156,54.23698757079455,North Yorkshire,YO7 4NH,"Land North Of, Sandhutton Lane, Carlton Miniott, Thirsk",Yorkshire and Humber,England,2017-02-15,Ground,,,,Land North of Sandhutton Lane,5297,Greencoat Capital,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKC,UKC1,UKC13,-1.48509668267806,54.50691473979599,County Durham,DL2 1DW,"Land West Of Hunger Hill Farm,, Middleton St George, Brass Castle, Darlington",North East,England,2017-02-15,Ground,,,,Land West Of Hunger Hill Farm,5301,Greencoat Capital,
34.5,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN10,-7.59100593267204,54.70499842687288,Co. Tyrone,,"Tievenameenta, Co Tyrone (townlands of Crigshane, Ballymongan, Shanaghy, Tievenameenta, Crighdenis)",Northern Ireland,Northern Ireland,2017-02-15,,,2.3,15,Tievenameenta,4124,Scottish and Southern Energy (SSE),
8.6,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH2,UKH24,-0.60887925566759,52.23627145876114,Bedfordshire,NN29 7XA,"Airfield Farm, adjacent to Santa Pod raceway, Podington, Wellingborough",Eastern,England,2017-02-15,,,2.0,3,Airfield Farm (Podington) (Resubmission),4116,Airvolution Energy,
12.5,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC11,-1.32057005841395,54.64676700773522,Cleveland,TS22 5PA,"Sunderland Road,Wolviston, Billingham, Cleveland",North East,England,2017-02-15,,,2.5,5,Red Gap Moor Wind Farm,4415,Capital Dynamics,
5.5,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK3,UKK30,-4.77864970449775,50.41147204980042,Cornwall,,Land South Of A391 Near Bodwen Bugle Cornwall,South West,England,2017-02-15,Ground,,,,Bodwen Solar Park,1639,Greencoat Capital,
66.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM93,-3.97542234767066,55.53957514515433,Strathclyde,,7km east of Muirkirk in East Ayrshire and 4km west of Douglas in South Lanarkshire,Scotland,Scotland,2017-02-15,,,3.0,22,Galawhistle,4368,Ventient (formerly Infinis),
25.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKN,UKN1,UKN12,-6.44042596938832,54.99852779912009,Co. Antrim,BT44 9EA,"Lands surrounding 25 and 25(a), Tullaghans Road, Mullans 360m Southeast of 190, 430m South of 27 Tullaghans Ro, Ballymena",Northern Ireland,Northern Ireland,2017-02-15,Ground,,,,Bann Road (Tullaghans Road),5955,Greencoat Capital,
24.6,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL2,UKL24,-3.47910184012593,52.610507625093,Powys,,"Mynydd yr Hendre & Mynydd Pistyll Du Near Carno, Powys",Wales,Wales,2017-02-15,,,2.05,12,Tirgwynt,3707,Foresight,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKG,UKG2,UKG22,-3.01517955787269,52.90014878840859,Shropshire,,"Land At, Rhosygadfa, Gobowen, Oswestry",West Midlands,England,2017-02-15,Ground,,,,Ebnal Lodge (resubmission),5834,Greencoat Capital,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK4,UKK43,-4.03034505966536,50.32635529815745,Devon,PL8 1JA,"Newton Downs Farm, Newton Ferrers, Plymouth, Devon",South West,England,2017-02-15,Ground,,,,Newton Downs Farm,5451,Core Aries (Renewable Energy),
18.8,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.10639999931412,54.50859563957899,Co. Tyrone,BT79,"Slieve Divena Wind Farm Phase II in the townlands of Altcloghfin, Altamuskin and Shantavny Irish, Co Tyrone",Northern Ireland,Northern Ireland,2017-02-16,,,2.5,8,Slieve Divena Phase 2 Wind Farm,4054,Scottish and Southern Energy (SSE),
23.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM63,-4.96548116922018,57.09560637296128,Highland,,8km west of Invergarry,Scotland,Scotland,2017-02-16,,,3.4,7,Beinneun Windfarm Extension,3619,Octopus Investments/Blue Energy,
85.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM63,-4.96548116922018,57.09560637296128,Highland,,8km west of Invergarry,Scotland,Scotland,2017-02-16,,,3.4,25,Beinneun,3787,Octopus Investments/Blue Energy,
1.2,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKJ,UKJ3,UKJ37,-1.03431278663444,51.29166057895215,Hampshire,RG24 8LL,"Thames Water Utilities Ltd, Whitmarsh Lane, Sewage Disposal Works, Chineham, Basingstoke",South East,England,2017-02-16,,yes,,,Basingstoke Sewage Treatment Works,6054,Thames Water Utilities,
12.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKJ,UKJ3,UKJ36,-1.20806476262747,50.944263361572,Hampshire,SO32 2LL,"Winchester Road, Bishops Waltham",South East,England,2017-02-17,Ground,,,,Bishops Waltham Solar Farm,1325,Solafields U/Bishop's Waltham Renewables Ltd,
13.5,Renewable energy,Solar,,Photovoltaics,BEIS,UKN,UKN1,UKN14,-6.09940001442452,54.51813829498833,Co. Antrim,BT28 2SL,"Lands located 110m WNW of 29 Ballinderry Road, Lisburn ",Northern Ireland,Northern Ireland,2017-02-20,Ground,,,,Ballinderry Road Solar Phase 1 (Lisburn),2236,Hadstone Energy/Island Green Power,
6.0,Renewable energy,Marine,,,BEIS,UKM,UKM6,UKM65,-3.11600965213517,58.74184161221309,Orkney Islands,,"Pentland Firth and Orkney waters strategic area, between Caithness on the Scottish mainland and the island of Stroma",Offshore,Scotland,2017-02-20,,,,,Inner Sound Phase 1A (MeyGen),2436,Atlantis Resources,
1.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKJ,UKJ2,UKJ27,-0.6514367977034,50.82255177560921,West Sussex,,"Land At Barnham Court, Barnham, Bognor Regis",South East,England,2017-02-20,Ground,,,,Land at Barnham,5832,Wirsol,
7.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKN,UKN1,UKN14,-6.08828899068915,54.51324436287732,Co. Antrim,BT28 2QP,"Lands immediately north east o, Moneybroom Road, the junction of Ballinderry Rd, Lisburn",Northern Ireland,Northern Ireland,2017-02-20,Ground,,,,Ballinderry Road Solar Phase 2 (Lisburn),5331,RAD Energy One/ Island Green Power,
5.8,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKI,UKI7,UKI75,-0.34023946789783,51.46426917565207,Greater London,TW7 7LR,"Mogden Lane, Isleworth",London,England,2017-02-21,,yes,,,Mogden STW,6558,Thames Water Utilities,
34.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL2,UKL24,-3.28406782232254,52.4130683147977,Powys,LD1 6YF,"Garreg Lwyd Hill Between Felindre & Llanbadarn Fynydd, Llandrindod Wells, Powys",Wales,Wales,2017-02-22,,,2.0,23,Garreg Lwyd,3711,Renewables Infrastructure Group (TRIG),
4.7,Renewable energy,Solar,,Photovoltaics,BEIS,UKL,UKL1,UKL15,-3.38107743792821,51.6725061620678,Mid Glamorgan,,"FARMHOUSE, PENRHIW CRADOC FARM, LLANWONNO ROAD, MOUNTAIN ASH, CF45 3UX",Wales,Wales,2017-02-24,,,,,Pen Rhiw Caradog,2327,Lightsource Renewable Energy,
7.5,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.04774185608808,54.55296994850648,Co. Tyrone,,"Whitebridge RoadSixmilecross, Co. TyroneBT79 9EH",Northern Ireland,Northern Ireland,2017-02-24,,,2.5,3,Crockbaravally Wind Farm,4255,Golden Square Energy,
5.8,Renewable energy,Solar,,Photovoltaics,BEIS,UKD,UKD1,UKD12,-2.79832930536238,54.66784986893666,Cumbria,,"Land near Moss Thorn Farm, Pallet Hill, Penrith",North West,England,2017-02-27,Ground,,,,Moss Thorn Farm,6019,TGC Renewables,
15.8,Renewable energy,Solar,,Photovoltaics,BEIS,UKG,UKG2,UKG22,-2.25071803514343,52.63946380346781,Shropshire,WV8 1RQ,"Land To The North of Harriotts Hayes Lane, Codsall Wood, Wolverhampton",West Midlands,England,2017-02-28,Ground,,,,Albrighton Solar farm,5506,Big 60 Million,
7.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.37914749333755,56.83991011139013,Grampian,,"Nw/O Brownieleys, Fordoun, Alford, Grampian, AB33 1JN",Scotland,Scotland,2017-02-28,,,2.35,3,BROWNIELEYS - 3 WIND TURBINES,4348,Brownieleys Renewables/Muirden Energy,
