electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,postcode,address,region,country,commissioning_date,solar_mounting_type,chp,capacity_individual_turbine,number_of_turbines,site_name,uk_beis_id,operator,comment
2.4,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM9,UKM93,-4.47634119527016,55.73189725465608,Strathclyde,,East Ayrshire,Scotland,Scotland,2003-04-15,,no,,,Dunlop Landfill Gas Scheme,746,Natural Power,
1.2,Renewable energy,Wind,,Onshore,BEIS,UKG,UKG1,UKG12,-2.31841182876571,52.12897578712783,Hereford and Worcester,,The HavenOxhill FarmBlackmor ParkMalvernWorcestershire,West Midlands,England,2003-05-11,,,1.2,1,The Haven,3179,Private Developer,
2.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH1,UKH17,1.19404361786783,52.65138278154648,Norfolk,,Longwater Industrial Estate Dereham RoadNorwichNorfolk,Eastern,England,2003-05-14,,no,,,Costessey Landfill Gas Project 2,733,Combined Landfill Projects (CLP),
2.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKK,UKK4,UKK43,-3.5589372819409,50.6992068842297,Devon,,John Acres LaneFostervilleDevon,South West,England,2003-06-16,,no,,,Heathfield 'A' Landfill,668,Viridor,
2.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD6,UKD62,-2.14530258237845,53.24043763725635,Cheshire,,Danes Moss Landfill SiteCongleton RoadGawsworthMacclesfieldCheshire,North West,England,2003-06-16,,no,,,Danes Moss Landfill Site (Extension),641,Waste Recycling Group / NOVERA / Amber,
3.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH1,UKH12,-0.15709310831002,52.32271184354891,Cambridgeshire,,Godmanchester LandfillCow LaneHuntingdonCambridgeshire,Eastern,England,2003-06-27,,no,,,Godmanchester,714,Natural Power / SITA UK,
1.8,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH17,0.70070172128104,52.65768161199878,Norfolk,,Old Sporle RoadSwaffham,Eastern,England,2003-07-15,,,1.79,1,Swaffham Plashes II,3159,Ecotricity,
1.1,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKF,UKF2,UKF22,-1.43531723821599,52.76455628227194,Leicestershire,,"Nottingham Road, Lount, Ashby De La Zouch, Leicestershire",East Midlands,England,2003-07-21,,no,,,Lount/Smoile,712,SITA UK,
4.9,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-3.68813585215401,58.6023599683306,Highland,,"Forss Phase 2, Caithness",Scotland,Scotland,2003-08-02,,,1.3,4,Hill of Lybster,3309,Fivestone Ltd (subsidiary of Abbey Produce),
2.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD6,UKD62,-2.42275520908104,53.11393047532678,Cheshire,,Maw Green Landfill SiteCoppenhallCreweCheshire,North West,England,2003-09-06,,no,,,"Maw Green Landfill Site, Cheshire (Extension)",658,Waste Recycling Group,
2.9,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD3,UKD37,-2.0392079677093,53.55511960481438,Greater Manchester,,"Highmoor Landfill, Whitegate Lane, Scouthead, Oldham, Lancashire",North West,England,2003-09-25,,no,,,Scouthead Power Plant,709,ONYX,
3.5,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKK,UKK1,UKK15,-1.97837076693593,51.43889360153329,Wiltshire,,CalneWiltshire,South West,England,2003-09-30,,no,,,Sands Farm Quarry Landfill Site,642,Viridor,
2.1,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD6,UKD61,-2.50571859036269,53.43540750187036,Cheshire,,Silver Lane Risley Warrington Cheshire,North West,England,2003-11-21,,no,,,Risley Sets 13 & 14,673,Biffa,
1.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD4,UKD46,-2.29469432086658,53.68423832587281,Lancashire,,Horncliffe QuarryBuryRossendaleLancashireBB4 6EZ,North West,England,2003-12-01,,no,,,Horncliffe Quarry (Extension),651,Natural Power,
24.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM93,-4.80614130431889,55.64389987084064,Strathclyde,,Near ArdrossanNorth Ayreshire,Scotland,Scotland,2003-12-19,,,2.0,12,Ardrossan,3117,Airtricity,
1.3,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM9,UKM93,-4.30405542772984,55.42966185535959,Strathclyde,,East Ayrshire,Scotland,Scotland,2003-12-29,,no,,,Garlaff Landfill,690,Barr Environmental / CLP,
3.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM9,UKM93,-4.30405542772984,55.42966185535959,Strathclyde,,Garlaff Landfill Site,Scotland,Scotland,2003-12-29,,no,,,Garlaff Landfill (Extension),671,Garlaff Energy Ltd,
2.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKF,UKF2,UKF24,-1.01939516525707,52.22440954181641,Northamptonshire,,"Weston Landfill,South of Northampton,(M1 J16)",East Midlands,England,2003-12-31,,no,,,Weston Landfill Site,678,Vivid Waste Management,
2.4,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ2,UKJ25,-0.82785855659788,51.19564525784298,Surrey,,"Alton Road, Farnham, Surrey",South East,England,2004-01-01,,no,,,Farnham Landfill,594,Biffa,
1.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKE,UKE4,UKE44,-1.59992313262219,53.71804431353995,West Yorkshire,,"Quarry Lane, Woodkirk, Dewsbury, Yorkshire",Yorkshire and Humber,England,2004-01-01,,no,,,Soothills Landfill,622,ONYX LANDFILL LTD,
9.4,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL14,-4.02915564451398,52.30685474969227,Dyfed,,"Llangwyryfon,Southeast AberystwythCeredigion",Wales,Wales,2004-01-02,,,0.85,11,Llangwyryfon,3229,Westbury Windfarms,
4.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ2,UKJ25,-0.51394161261289,51.41154884287444,Surrey,,"Norlands Lane, Thorpe, Egham, Surrey",South East,England,2004-01-02,,no,,,Norlands Lane Landfill Site (Extension),790,Thames Waste Management,
1.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ1,UKJ13,-0.59544409708268,51.58964359776735,Buckinghamshire,,"Oxford Road, Gerrards Cross, Buckinghamshire",South East,England,2004-01-03,,no,,,Wapsey's Wood III,759,Summerleaze,
60.0,Renewable energy,Wind,,Offshore,BEIS,UKH,UKH1,UKH15,1.788903166929,52.64394542717626,Offshore,,"3km NE Great Yarmouth, Norfolk",Offshore,England,2004-01-03,,,2.0,30,Scroby Sands ,2498,E.ON UK,
3.2,Renewable energy,Bioenergy,Other bioenergy and renewable waste,,BEIS,UKE,UKE1,UKE13,-0.16377709499766,53.60189235329651,Humberside,,Land off South Marsh Road (North of Synthomer Ltd) Stallingborough North East Lincolnshire,Yorkshire and Humber,England,2004-01-04,,no,,,Newlincs EfW,850,Newlincs Developments,
1.9,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM7,UKM77,-3.33348673577143,56.31032161537607,Tayside,,"Glenfarg, Perthshire",Scotland,Scotland,2004-01-04,,no,,,Binn Landfill,715,SITA UK / Natural Power,
2.9,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKE,UKE1,UKE12,-0.72624724125258,53.84587430937556,Humberside,,"Market Weighton Road, Holme-On-Spalding, Yorkshire",Yorkshire and Humber,England,2004-01-04,,no,,,Gallymoor Landfill,770,FCC Environment,
8.5,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKE,UKE1,UKE13,-0.62500926541243,53.64160981913957,Humberside,,"Winterton Road, Roxby, Scunthorpe",Yorkshire and Humber,England,2004-01-04,,no,,,Roxby Gas to Energy,623,Biffa,
1.2,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD11,-3.3245332019581,54.20395417898876,Cumbria,,Kirksanton Airfield Part of Hemplands Farm Haverigg Millom Cumbria,North West,England,2004-01-05,,,0.22,5,Haverigg Repowering (Haverigg II),3614,Windprospect,
2.4,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKG,UKG1,UKG13,-1.47156763599716,52.33949872436371,Warwickshire,,"Waverley Wood Farm, Weston Lane, Coventry, West Midlands",West Midlands,England,2004-01-05,,no,,,Waverley Wood II,540,ENERGY DEVELOPMENTS (UK) LTD,
1.2,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE2,UKE22,-1.91415446872411,53.96243244587156,North Yorkshire,,"Land adjacent to Chelker Reservoir, nr Skipton",Yorkshire and Humber,England,2004-01-05,,,0.3,4,Chelker Reservoir (Retention of Turbines),2747,Yorkshire Water,
3.9,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH3,UKH34,0.8292506952487,51.8643271751206,Essex,,"Warren Lane, Stanway, Colchester, Essex",Eastern,England,2004-01-05,,no,,,Bellhouse South,736,Cory Environmental,
1.1,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKC,UKC1,UKC14,-1.7058537000184,54.60271570074368,Durham,,"Bolam Quarry, Bolam Village, County Durham",North East,England,2004-01-06,,no,,,PG2 Bolam Power Generator (Extension),670,CLP and Briagas,
2.4,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH3,UKH37,0.79278793169376,51.5801018262173,Essex,,"Little Wakening Road, Great Wakering, Essex",Eastern,England,2004-01-06,,no,,,Barling Hall Farm,735,Cory Environmental,
2.8,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC14,-1.6776061315677,54.8470796946101,Durham,,"Burnhope, Stanley, County Durham",North East,England,2004-01-06,,,1.37,2,Holmside Hall,3494,E.ON UK,
48.3,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-3.08542299156386,58.44347077253684,Highland,,"Causey Mire, Caithness, Highlands",Scotland,Scotland,2004-01-06,,,2.0,24,Causeymire,3108,Innogy (formerly RWE npower),
2.2,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKL,UKL1,UKL17,-3.83246778554958,51.64308392636607,West Glamorgan,,"Neath Landfill, Giant Grave Road, West Glamorgan",Wales,Wales,2004-01-06,,no,,,Briton / Neath,605,Natural Power,
1.3,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC14,-1.41510916266004,54.76158062687928,Durham,,"Harehill Farm, Haswell Plough, County Durham",North East,England,2004-01-07,,,1.3,1,Hare Hill,3496,E.ON UK,
1.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH3,UKH35,0.25951477343637,51.69814981027682,Essex,,LECA WorksMill LaneHigh OngarEssex,Eastern,England,2004-01-07,,no,,,Ongar Landfill Scheme,669,Waste Recycling Group,
1.1,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKK,UKK1,UKK15,-1.69485469203267,51.01947613170718,Wiltshire,,White Parish Landfill SiteWhite Parishnr. SalisburySP5 2QE,South West,England,2004-01-08,,no,,,Whiteparish,655,Biffa,
2.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM7,UKM71,-2.84084211432818,56.64704951643704,Tayside,,"Restenneth Landfill Site, Montrose Road, Forfar, Angus, DD8Near ForfarDD8 2RL",Scotland,Scotland,2004-01-08,,no,,,Lochhead Landfill Scheme,763,Natural Power,
11.0,Renewable energy,Hydro,,Other or unspecified technology,BEIS,UKM,UKM7,UKM77,-4.46514358446075,56.54312153275867,Tayside,,Cashlie,Scotland,Scotland,2004-01-09,,,,,Cashlie,407,Scottish and Southern Energy (SSE),
2.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKL,UKL1,UKL17,-3.83098716658193,51.64220780186047,West Glamorgan,,"Giants Grave Road, Briton Ferry, Neath, West Glamorgan",Wales,Wales,2004-01-09,,no,,,Briton Ferry,602,Neath Port Talbot Waste Management Co Ltd,
7.5,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ1,UKJ13,-0.59626387036245,51.590210903995,Buckinghamshire,SL9 8TE,"Wapsys Wood Landfill Site, Oxford Road, Gerrards Cross, Bucks",South East,England,2004-01-10,,no,,,Wapsey's Wood,775,Veolia,
1.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ2,UKJ22,0.5203624201635,50.85327939326828,East Sussex,,"Freshfields, Bexhill Road, St Leonards On Sea, East Sussex, TN38 8AY",South East,England,2004-01-11,,no,,,Pebsham (Extension),782,Biffa,
2.8,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ3,UKJ36,-1.66820429653669,50.75772354922716,Hampshire,SO41 8QZ,"Efford Landfill Site, Pennington, Lyminton",South East,England,2004-01-11,,no,,,Efford Landfill (Newmilton),699,Veolia,
1.2,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKE,UKE3,UKE32,-1.47953607010636,53.40388620744957,South Yorkshire,,Parkwood Road (North)NeepsendSheffieldSouth Yorkshire,Yorkshire and Humber,England,2004-01-11,,no,,,Parkwood Landfill Scheme,616,Coal Products Ltd Energy,
9.6,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF3,UKF30,0.23842538904401,53.32128343647233,Lincolnshire,,"Mile Lane, Mablethorpe, Lincolnshire",East Midlands,England,2004-01-11,,,0.6,8,Bambers Farm,3157,Ecotricity,
50.6,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM62,-3.3629576001614,57.53726466013939,Grampian,,"Cairn Uish, 10km south of Elgin,  Moray",Scotland,Scotland,2004-01-11,,,2.3,22,Rothes Wind (Cairn Uish),3534,Natural Power Consultants,
2.1,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD3,UKD36,-2.59005991106936,53.54737744925904,Greater Manchester,,"Kirkless Landfill, Kirkless, Higher Ince, Wigan.",North West,England,2004-01-12,,no,,,Kirkless Power,792,FCC Environment,
2.2,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM7,UKM73,-2.456606550447,55.97254988060975,Lothian,,East Lothian,Scotland,Scotland,2004-01-12,,no,,,Dunbar,794,Viridor,
2.3,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH14,1.76101597750467,52.48041742907984,Suffolk,,Land off North Beach Industrial EstateOff Wilde StreetNesspointLowestoft,Eastern,England,2004-01-12,,,2.3,1,Ness point Wind Turbine 1,3105,SLP Energy,
8.8,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD11,-3.50405917065463,54.62877731357553,Cumbria,,"Winscales, Workington, Cumbria",North West,England,2004-01-12,,,0.8,11,Winscales Phase I and II,3492,Cumbria Wind Farms,
16.0,Renewable energy,Bioenergy,Other bioenergy and renewable waste,,BEIS,UKJ,UKJ3,UKJ36,-1.45533446694162,50.89810777402412,Hampshire,,"Bury Road, Marchwood, Hampshire",South East,England,2004-01-12,,no,,,Marchwood ERF,835,Veolia,
3.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKK,UKK2,UKK22,-2.02971782722058,50.75459384682431,Dorset,,Beacon HillDorset,South West,England,2004-01-12,,no,,,Beacon Hill,723,Combined Landfill Projects (CLP) / SITA UK,
14.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM7,UKM73,-2.46039777404577,55.97473705504733,Lothian,,"Oxwell Mains, Dunbar, East Lothian",Scotland,Scotland,2004-01-12,,no,,,Dunbar Power Plant,793,Viridor,
33.3,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM63,-5.15593048147032,56.03904308125951,Strathclyde,,"Cruach Mhor, Cowal, Glen Dareul, Agyll, Bute",Scotland,Scotland,2004-01-31,,,0.95,35,Cruach Mhor,3585,Scottish Power Renewables,
2.7,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC14,-1.41510916266004,54.76158062687928,Durham,,"Hare Hill, Durham",North East,England,2004-02-07,,,1.35,2,Hare Hill (B),3110,Powergen,
124.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM95,-3.76256667350524,55.76218929742812,Strathclyde,,"Black Law, Climpy",Scotland,Scotland,2004-05-31,,,2.3,54,Black Law,3116,Scottish Power Renewables,
5.9,Renewable energy,Wind,,Onshore,BEIS,UKI,UKI5,UKI52,0.15082892092938,51.51868999685209,Greater London,,Ford Motor Company EstateKent AvenueDagenham,London,England,2004-06-17,,,2.96,2,Ford Wind Park - Dagenham,3158,Ecotricity,
62.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM91,-2.50750607154613,55.88295080497738,Borders,,"Crystal Rig, Scottish Borders",Scotland,Scotland,2004-06-30,,,2.5,25,Crystal Rig Phase 1,3114,Fred Olsen Renewables,
11.6,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH3,UKH37,0.51037513437268,51.53702215086583,Essex,,Pitsea Landfill SitePitsea Hall LaneBasildonEssex,Eastern,England,2004-10-01,,no,,,Pitsea Landfill Scheme,801,Veolia,
1.2,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM9,UKM93,-4.71857214505945,55.71805305736864,Strathclyde,KA24 4JJ,"Barkip Landfill Site, Dalry",Scotland,Scotland,2004-10-13,,no,,,Barkip Landfill Site,682,William Tracey Ltd,
2.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,0.08930254370959,52.57309782020169,Cambridgeshire,,Foundry WayLonghill RoadMarch,Eastern,England,2005-01-01,,,2.0,1,Long Hill Road,3101,Snow Mountain Investment Ltd,
2.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.39328068314315,57.37610680003466,Grampian,,"Hill of Easterton, 1km North Of Mackies Ice Cream Dairy, Westertown, Rothienorman, Inverurie, AB51 8US",Scotland,Scotland,2005-01-01,,,2.5,1,Hill of Easterton,3532,Mackies,
2.2,Renewable energy,Hydro,,Other or unspecified technology,BEIS,UKM,UKM6,UKM63,-5.28045729152962,56.21117919160341,Strathclyde,,"Eredine,Braevallich,Loch Awe",Scotland,Scotland,2005-01-01,,,,,Braevallich,503,Innogy,
2.8,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKF,UKF1,UKF16,-1.11442644703294,53.02149662667611,Nottinghamshire,,"Dorket Head Landfill Site, Woodborough Lane, Arnold, NG5 8PU",East Midlands,England,2005-01-02,,no,,,Dorket Head,798,Waste Recycling Group,
19.5,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.69557980045185,54.54713425521159,Co. Fermanagh,,"Lack, Tappaghan Mountains, Northern Ireland",Northern Ireland,Northern Ireland,2005-01-02,,,1.5,13,Tappaghan,3130,Greencoat UK Wind,
2.0,Renewable energy,Hydro,,Other or unspecified technology,BEIS,UKM,UKM6,UKM62,-4.48184071234958,57.18593028160974,Highland,,Fechlin RiverNear WhitebridgeInvernesshire,Scotland,Scotland,2005-01-03,,,,,Garrogie Hydro Scheme,435,RWE npower,
14.0,Renewable energy,Bioenergy,Other bioenergy and renewable waste,,BEIS,UKJ,UKJ3,UKJ31,-1.05422474600036,50.82197891559587,Hampshire,,"Portsmouth Incinerator, Quartremaine Road, Copnor, Portsmouth, Hampshire",South East,England,2005-01-03,,no,,,Portsmouth ERF,1017,Veolia,
2.5,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH3,UKH35,0.24169122564771,51.88364055037705,Essex,SG12 OES,"Westmill Landfill Site, Westmill, Ware, Hertfordshire",Eastern,England,2005-01-03,,no,,,West Mill,679,RMC Aggregates,
2.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM7,UKM73,-3.07737842212142,55.88224672659928,Lothian,,South of RosewellMidlothian,Scotland,Scotland,2005-01-04,,no,,,Drummond Moor Landfill,799,Waste Recycling Group,
16.4,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL2,UKL24,-3.70696057390477,52.41465835536938,Powys,,"Bryn Du Hills, South Of A44 At Pont Rydgaled, Powys, (LLangurig area)",Wales,Wales,2005-01-04,,,0.42,39,Bryn Du,3556,Renewable Development Company Ltd,
4.3,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM5,UKM50,-1.8723678974445,57.45897410295359,Grampian,,"Longhaven,Peterhead",Scotland,Scotland,2005-01-04,,no,,,Stoneyhill Landfill Site,788,Stoneyhill Waste Management Ltd,
2.1,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKF,UKF1,UKF12,-1.36115048638836,53.27387294505438,Derbyshire,,"Hall Lane, Staveley, Chesterfield, Derbyshire S43 3TP",East Midlands,England,2005-01-04,,no,,,Staveley Power,765,Waste Recycling Group,
3.5,Renewable energy,Hydro,,Other or unspecified technology,BEIS,UKM,UKM6,UKM63,-5.52891778601615,56.62141937904631,Highland,,Loch AberHighlands,Scotland,Scotland,2005-01-05,,,,,Kingairloch,424,Scottish and Southern Energy (SSE),
21.3,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL13,-3.49109979162216,53.11702658616374,Clwyd,,"Nantglyn, Denbighshire",Wales,Wales,2005-01-06,,,0.85,25,Tir Mostyn And Foel Goch Wind Farm,4689,Munich Re (previously Windjen Power Ltd),
1.5,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKC,UKC2,UKC22,-1.75793456250881,54.95600082513803,Tyne and Wear,,"Greenside Road, Blaydon,Tyne and Wear",North East,England,2005-01-06,,no,,,Burnhills Landfill Scheme (L4),702,SITA UK,
13.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-3.44335412059234,58.29993841538576,Highland,,HoustryDunbeathCaithness,Scotland,Scotland,2005-01-08,,,0.85,15,Boulfruich,3126,Private Developer,
1.4,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH1,UKH11,-0.22144233479822,52.60197271927145,Cambridgeshire,,Dogsthorpe South Landfill Sitenear PeterboroughCambridgeshire,Eastern,England,2005-01-08,,no,,,Dogsthorpe South Landfill Site 2,638,Shanks Group,
14.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,0.11491349718674,52.60296201916915,Cambridgeshire,,Coldham HallNr the Coldham EstateCambridgeshire,Eastern,England,2005-01-08,,,1.75,8,Coldham Hall,3479,Co-op,
1.9,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ1,UKJ11,-0.52796039353945,51.48900470959278,Buckinghamshire,,"Sutton Lane, Colnbrook, Berkshire",South East,England,2005-01-09,,no,,,Colnbrook Landfill,797,Biffa,
2.2,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD1,UKD11,-3.20367886051369,54.16028254398513,Cumbria,,"Thwaite Flat,Barrow In FurnessLA14 4QU",North West,England,2005-01-10,,no,,,Bennett Bank Landfill Site (lfg),698,Waste Recycling Group,
2.9,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKG,UKG2,UKG21,-2.4997431546288,52.66595866133517,Shropshire,,"Dog Lane, New Works, Telford",West Midlands,England,2005-01-10,,no,,,Candles/Coalmoor Landfill,557,ONYX LANDFILL LTD,
92.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM62,-4.10301260233705,57.33392139934416,Highland,,TomatinInverness,Scotland,Scotland,2005-01-10,,,2.3,40,Farr Wind Farm,4676,Innogy (formerly RWE npower),
1.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH1,UKH17,0.92242931627653,52.7226509711832,Norfolk,,"Beetley Landfill Site, Folly Lane, Beetley, Dereham",Eastern,England,2005-01-10,,no,,,Folly Lane,785,Combined Landfill Projects (CLP Envirogas),
1.2,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ2,UKJ25,-0.76284758181637,51.21835617701907,Surrey,,"Guildford Road, Runfold, Farnham, Surrey",South East,England,2005-01-10,,no,,,Runfold Landfill,710,SITA UK,
2.0,Renewable energy,Wind,,Onshore,BEIS,UKJ,UKJ1,UKJ11,-0.98552644399498,51.4189974557453,Berkshire,,"Plot 12, South Oak Way, Green Park, Reading, Berkshire",South East,England,2005-01-10,,,2.0,1,Green Park,3210,Ecotricity / Prudential,
2.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM8,UKM81,-4.53258529454735,55.9972480005648,Strathclyde,,Auchencarroch Landfill SiteJamestownAlexandriaWest Dunbartonshire,Scotland,Scotland,2005-01-11,,no,,,Auchencarroch Landfill Extension,786,Auchencarroch Energy Ltd/CLP,
4.0,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC2,UKC23,-1.48075970978931,54.91388630142244,Tyne and Wear,,"Nissan plant, Sunderland",North East,England,2005-01-11,,,0.66,6,Nissan Wind Farm,2944,Nissan Manufacturing UK,
3.2,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKL,UKL1,UKL17,-3.86017338062154,51.73549327527936,West Glamorgan,,Pwllfawatkin Landfill SiteRhy Dy FroPontardaweSwanseaWest GlamorganSA8 4RX,Wales,Wales,2005-01-11,,no,,,PwllfaWatkin Landfill Gas Site,802,Waste Recycling Group,
16.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,0.09508795411715,52.59724528711532,Cambridgeshire,,"Cws Coldham Estate, March, Cambridgeshire",Eastern,England,2005-01-11,,,2.0,8,Coldham,3607,Wind Prospect / TXU,
22.8,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-8.09302663746398,54.41777472027798,Co. Fermanagh,,"Garrison, near borders",Northern Ireland,Northern Ireland,2005-01-12,,,1.75,13,Callagheen,4673,B9 / Renewable Energy Systems (RES),
1.1,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH3,UKH35,0.21679945872,51.93411920772878,Essex,,UgleyNear StansteadEssex,Eastern,England,2005-01-12,,no,,,Ugley,653,Biffa,
8.5,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKG,UKG1,UKG13,-1.69082165892535,52.46973289148288,Warwickshire,,"Little Packington, Meriden, Coventry, West Midlands",West Midlands,England,2005-01-12,,no,,,Packington Generation Plant Phase 3,559,Energy Developments (UK) / SITA UK,
16.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,-0.10880283058103,52.51856127819694,Cambridgeshire,,Glass MoorNear PondersbridgeCambridgeshire,Eastern,England,2005-01-12,,,2.0,8,Glass Moor,3132,Fenland Windfarms Ltd,
29.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-4.32899551579449,57.80527572430042,Highland,,"Beinn Tharsuinn,Nr Easter Andross, Easter Ross, Northern Highlands",Scotland,Scotland,2005-01-12,,,1.75,17,Beinn Tharsuinn Windfarm Project,4669,CRE Energy/ Scottish Power,
32.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL17,-3.62866519562742,51.68295589168437,West Glamorgan,,Near Glyncorrwg,Wales,Wales,2005-01-12,,,2.0,16,Ffynnon Oer Wind Farm,4677,RWE npower,
14.5,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL2,UKL24,-3.42847658917593,52.5783857029312,Powys,,"Mynydd Clogau, Mynydd Bwrch-y-gors and Mynydd Cerrigllwydion, near Adfa, Newtown, Powys",Wales,Wales,2005-01-12,,,0.85,17,Mynydd Clogau Wind Farm,4684,Renewable Energy Systems (RES),
